N	4gram	Bakhtin_Fr	Istorich
1	в тех случаях когда	1	10
2	на этот вопрос мы	2	3
3	в том что он	1	2
4	но все же она	1	2
5	одной и той же	1	2
6	и связанные с ними	1	2
7	на самом же деле	3	2
8	в силу того что	1	2
9	дело в том что	2	2
10	и не может быть	2	2
11	в том числе и	7	2
12	вплоть до наших дней	1	2
13	с одной стороны он	1	2
14	входит в наши задачи	1	1
15	во всяком случае не	1	1
16	не входит в наши	1	1
17	сводится к тому чтобы	1	1
18	резко бросается в глаза	1	1
19	подводя итоги мы можем	1	1
20	переходят друг в друга	1	1
21	народов в том числе	1	1
22	мы уже говорили выше	1	1
23	и как мы видели	1	1
24	на первый план выдвигается	1	1
25	в наши задачи мы	1	1
26	в средние века в	1	1
27	мы можем сказать что	1	1
28	одна и та же	1	1
29	и здесь мы найдем	1	1
30	не менее если не	1	1
31	не чем иным как	1	1
32	вовсе не входит в	1	1
33	как если бы она	1	1
34	в средние века и	2	1
35	не подлежит никакому сомнению	2	1
36	в большей или меньшей	7	1
37	хотя и далеко не	1	1
38	и в большинстве случаев	1	1
39	могут быть определены как	1	1
40	в то же время	5	1
