N	3gram	Bakhtin_Fr	Vvedenie
1	для того чтобы	8	22
2	в том что	8	15
3	о том что	5	13
4	не может быть	4	10
5	тем не менее	1	9
6	до сих пор	3	7
7	в самом деле	2	6
8	в то же	14	6
9	то же время	14	6
10	на этот вопрос	1	5
11	не что иное	1	5
12	что иное как	1	5
13	с другой стороны	2	5
14	по отношению к	1	4
15	с точки зрения	5	4
16	и в особенности	1	4
17	можно было бы	2	4
18	не только в	1	4
19	в данном случае	4	4
20	в отличие от	3	4
21	с одной стороны	2	4
22	в этом отношении	7	4
23	одной стороны и	1	3
24	той или иной	1	3
25	большей или меньшей	1	3
26	вместе с тем	2	3
27	в чем же	3	3
28	и в самом	1	3
29	можно сказать что	4	3
30	в строгом смысле	1	3
31	именно в этом	1	3
32	дело в том	4	3
33	но в то	6	3
34	как мы видели	4	3
35	в зависимости от	1	3
36	можно говорить о	2	3
37	и то что	1	3
38	есть не что	1	3
39	также и в	2	3
40	то же самое	3	3
41	по этому поводу	1	3
42	в свою очередь	1	2
43	в большей степени	1	2
44	мы уже знаем	1	2
45	но вместе с	1	2
46	в значительной мере	1	2
47	до наших дней	1	2
48	между ними и	1	2
49	и той же	1	2
50	на котором он	1	2
51	в известной мере	5	2
52	здесь все время	1	2
53	и то же	1	2
54	как мы уже	6	2
55	в первом случае	3	2
56	в конце концов	1	2
57	потому что он	3	2
58	одно и то	1	2
59	одной и той	1	2
60	в соответствии с	1	2
61	и того же	1	2
62	и не могут	2	2
63	подобно тому как	2	2
64	же самое что	1	2
65	в связи с	5	2
66	в другом месте	3	2
67	к этому времени	1	2
68	одного и того	1	2
69	свое значение и	1	2
70	после того как	1	2
71	а также и	4	2
72	может быть и	1	2
73	степени в зависимости	1	1
74	самое существенное в	1	1
75	дошедшие до нас	1	1
76	в той или	1	1
77	в этой системе	1	1
78	как своего рода	1	1
79	соответствии с этим	1	1
80	в одном и	1	1
81	в том же	1	1
82	все то что	5	1
83	и др в	2	1
84	не могли не	1	1
85	и том же	1	1
86	быть и речи	1	1
87	никак не может	2	1
88	но и самый	1	1
89	и до наших	1	1
90	из этих двух	1	1
91	она прежде всего	1	1
92	одним из самых	1	1
93	но и в	3	1
94	от того что	1	1
95	не мог не	1	1
96	имеется в виду	2	1
97	и как на	1	1
98	на самом деле	4	1
99	именно в них	1	1
100	особой точки зрения	1	1
101	в одном отношении	1	1
102	здесь как и	2	1
103	и его представители	1	1
104	и без того	1	1
105	но уже и	1	1
106	а именно в	1	1
107	и не в	2	1
108	на других языках	1	1
109	в каждом из	1	1
110	он вовсе не	1	1
111	в том числе	6	1
112	но если мы	1	1
113	один из важнейших	1	1
114	в средние века	2	1
115	говорить о том	1	1
116	связи с этим	3	1
117	у платона и	1	1
118	более или менее	2	1
119	в лучшем случае	1	1
120	в большей или	1	1
121	если бы и	1	1
122	в одном случае	1	1
123	нужно сказать что	4	1
124	одним из существенных	1	1
125	в его время	1	1
126	потому что она	2	1
127	вкладывает в уста	1	1
128	но в общем	2	1
129	и в конце	1	1
130	совершенно ясно что	1	1
131	о том насколько	1	1
132	потому что в	1	1
133	не только о	1	1
134	в особенности в	1	1
135	именно потому что	1	1
136	это в сущности	1	1
137	сказать что в	1	1
138	тем что она	1	1
139	одной из таких	1	1
140	по своему характеру	1	1
141	в обоих случаях	1	1
142	что одним из	1	1
143	не похожи на	1	1
144	прежде всего к	1	1
145	это не просто	1	1
146	кроме того они	1	1
147	но как мы	1	1
148	нечего и говорить	1	1
149	так же как	4	1
150	или меньшей степени	1	1
151	а потому и	1	1
152	и прежде всего	4	1
153	том что в	1	1
154	превратить его в	1	1
155	а потому что	1	1
156	с самого начала	3	1
157	в нем не	4	1
158	ему надо было	1	1
159	человеческой культуры в	1	1
160	дошедших до нас	1	1
161	он определяет как	1	1
162	при каких обстоятельствах	1	1
163	не может исчезнуть	1	1
164	том что самая	1	1
165	правда в очень	1	1
166	приводят к тому	1	1
167	в ней есть	1	1
168	и все прочие	1	1
169	же время в	1	1
170	не могло не	2	1
171	и говорить о	1	1
172	всегда связана с	1	1
173	только то что	1	1
174	это то же	1	1
175	все это не	1	1
176	что в своей	1	1
177	в сущности лишь	1	1
178	ко второму из	1	1
179	теми или иными	1	1
180	точки зрения на	2	1
181	и в значительной	1	1
182	одном и том	1	1
183	только тогда когда	1	1
184	в значительной степени	1	1
185	это прежде всего	1	1
186	то что в	1	1
187	значение и как	1	1
188	в нем есть	2	1
189	в разной степени	1	1
190	потому что они	1	1
191	по тому же	2	1
