N	2gram	Propp_Isto	EvropaiE
1	и в	40	37
2	в отношении	1	32
3	в пределах	4	25
4	что в	19	21
5	не только	28	18
6	в то	4	16
7	то же	21	15
8	хотя бы	5	15
9	в качестве	8	14
10	и не	19	14
11	но и	21	14
12	в своем	5	14
13	но в	13	14
14	северной америки	1	13
15	в этом	13	12
16	в том	12	11
17	в их	6	11
18	в области	2	11
19	так и	13	10
20	в себе	6	9
21	т е	30	9
22	прежде всего	15	9
23	только в	16	9
24	все более	1	9
25	так же	18	9
26	не может	19	9
27	отнюдь не	2	9
28	с одной	8	8
29	в ее	2	8
30	в своей	2	8
31	одной стороны	7	8
32	между тем	2	8
33	было бы	11	8
34	к тому	6	8
35	так как	20	7
36	того что	6	7
37	а также	2	7
38	как и	5	7
39	между прочим	3	7
40	по своему	1	7
41	также и	3	7
42	с другой	8	7
43	и даже	4	6
44	вслед за	7	6
45	и на	6	6
46	том что	11	6
47	вовсе не	3	6
48	во всех	3	6
49	может быть	37	6
50	того чтобы	3	6
51	для того	1	6
52	стороны и	1	6
53	то что	17	6
54	как бы	6	6
55	на то	6	6
56	в той	1	5
57	как нам	2	5
58	этих областей	1	5
59	тем самым	2	5
60	в виде	2	5
61	не в	11	5
62	но не	7	5
63	от этого	2	5
64	со стороны	3	5
65	и потому	3	5
66	которую мы	1	5
67	в течение	1	5
68	же как	7	5
69	в частности	3	5
70	как мы	3	5
71	одной из	6	5
72	столь же	2	5
73	но если	4	5
74	и по	4	5
75	бы то	2	4
76	то в	1	4
77	мы не	12	4
78	даже в	5	4
79	ни было	2	4
80	того или	1	4
81	для нас	17	4
82	не на	2	4
83	чем в	2	4
84	и притом	1	4
85	само по	2	4
86	в некотором	2	4
87	из числа	1	4
88	именно в	5	4
89	в процессе	1	4
90	по себе	4	4
91	америки и	1	4
92	в каком	2	4
93	не служит	1	4
94	в полной	1	4
95	вопрос о	8	4
96	но даже	1	4
97	лежат в	1	4
98	то ни	2	4
99	или иного	1	4
100	как это	6	4
101	несмотря на	1	4
102	к ней	3	4
103	в ней	10	4
104	сказать что	7	4
105	во многих	2	4
106	культурной жизни	1	4
107	независимо от	1	4
108	этих народов	3	3
109	и к	1	3
110	говорит о	2	3
111	но на	1	3
112	и мы	2	3
113	можно ли	1	3
114	она в	1	3
115	всех случаях	2	3
116	из всех	2	3
117	этом отношении	1	3
118	ее в	7	3
119	что и	9	3
120	в результате	2	3
121	мы можем	7	3
122	себе не	2	3
123	можно было	8	3
124	на себя	2	3
125	не более	2	3
126	и некоторые	1	3
127	дело в	3	3
128	тем что	7	3
129	в таком	1	3
130	в стороне	4	3
131	большинстве случаев	4	3
132	как в	7	3
133	мира и	1	3
134	и со	2	3
135	в которых	2	3
136	с другом	3	3
137	на своем	2	3
138	в них	2	3
139	во всяком	1	3
140	и народов	1	3
141	не дает	2	3
142	представляет собой	7	3
143	связано с	2	3
144	потому что	12	3
145	время в	2	3
146	и тем	2	3
147	когда он	9	3
148	не будет	1	3
149	и для	5	3
150	этот факт	1	3
151	этом смысле	1	3
152	отметить что	1	3
153	себе в	1	3
154	в прошлом	2	3
155	известной степени	1	3
156	к ним	4	3
157	с тем	13	3
158	в данной	2	3
159	обстоит дело	4	3
160	это так	6	3
161	и от	2	3
162	о том	12	3
163	и прежде	1	3
164	мы видели	4	3
165	там где	5	3
166	и только	4	3
167	друг с	4	3
168	не из	1	3
169	из них	5	3
170	никогда не	25	3
171	данной области	1	2
172	всего в	2	2
173	таким образом	13	2
174	утверждать что	3	2
175	и то	3	2
176	в другой	4	2
177	и во	1	2
178	мы видим	16	2
179	и этот	1	2
180	говоря уже	1	2
181	населения и	1	2
182	можно в	1	2
183	и сейчас	1	2
184	должна быть	5	2
185	но еще	1	2
186	тогда когда	2	2
187	в его	10	2
188	или по	1	2
189	еще более	1	2
190	тому чтобы	1	2
191	что это	12	2
192	это значит	1	2
193	хотя и	1	2
194	с этим	5	2
195	в некоторых	4	2
196	какой бы	1	2
197	его на	1	2
198	и если	4	2
199	для них	1	2
200	подходит к	1	2
201	с другими	2	2
202	то не	3	2
203	другой стороны	7	2
204	в этих	17	2
205	не могут	3	2
206	высокой и	1	2
207	также в	2	2
208	но с	3	2
209	от друга	1	2
210	если бы	8	2
211	или в	6	2
212	что к	1	2
213	и с	5	2
214	в стране	2	2
215	и все	1	2
216	более поздние	3	2
217	и эта	1	2
218	за тем	1	2
219	представление о	3	2
220	стороны в	1	2
221	в какой	4	2
222	вместе с	13	2
223	и как	3	2
224	нас к	2	2
225	помнить что	1	2
226	случаях когда	1	2
227	но по	3	2
228	не есть	2	2
229	одном из	1	2
230	производства в	2	2
231	дело идет	1	2
232	как оно	3	2
233	америки в	1	2
234	между собой	4	2
235	если этот	1	2
236	между ними	2	2
237	в сторону	1	2
238	друг от	1	2
239	в эту	3	2
240	в других	3	2
241	а именно	5	2
242	экономическое развитие	1	2
243	на них	2	2
244	что эти	5	2
245	вопрос не	1	2
246	не дают	1	2
247	не говоря	1	2
248	при вступлении	2	2
249	но как	2	2
250	и других	1	2
251	и более	3	2
252	в котором	5	2
253	следовало бы	3	2
254	не означает	2	2
255	же к	1	2
256	и что	14	2
257	поскольку они	2	2
258	она не	6	2
259	в значительной	1	2
260	именно потому	2	2
261	имеет в	1	2
262	на основе	6	2
263	по сравнению	1	2
264	он не	10	2
265	окажется что	1	2
266	мы должны	17	2
267	кажется что	1	2
268	что если	2	2
269	а не	18	2
270	и та	1	2
271	есть ли	1	2
272	в одном	8	2
273	на основании	1	2
274	на одну	1	2
275	целый ряд	1	2
276	тому или	1	2
277	далеко не	1	2
278	этот вопрос	7	2
279	в истории	2	2
280	по своей	2	2
281	ли здесь	2	2
282	при помощи	2	2
283	в известных	1	2
284	а в	15	2
285	в большинстве	4	2
286	или иному	1	2
287	а тем	1	2
288	с большой	1	2
289	в этой	9	2
290	что же	4	2
291	и еще	1	2
292	как их	1	2
293	сев америки	1	2
294	культуры но	1	2
295	заметить что	2	2
296	приводит нас	1	2
297	главным образом	2	2
298	экономического развития	1	2
299	мог бы	3	2
300	наряду с	6	2
301	могут быть	5	2
302	народов не	1	2
303	во всей	2	2
304	в силу	7	2
305	на этот	2	2
306	в северной	2	2
307	такой же	2	2
308	происходит в	3	2
309	с течением	1	2
310	можем сказать	1	2
311	как будто	7	2
312	он сам	1	2
313	ведь и	1	2
314	точка зрения	2	2
315	бы в	2	2
316	меньшей степени	1	2
317	не можем	4	2
318	и наконец	5	2
319	что на	1	2
320	есть не	2	2
321	течением времени	1	2
322	к нему	3	2
323	эти не	1	1
324	как кажется	1	1
325	к сожалению	3	1
326	во всем	3	1
327	об их	1	1
328	других более	1	1
329	но тем	1	1
330	дает нам	3	1
331	и другие	7	1
332	видели в	1	1
333	одних и	1	1
334	в мировом	1	1
335	которую они	1	1
336	что наряду	2	1
337	является в	1	1
338	они должны	3	1
339	действительно ли	1	1
340	изменение в	1	1
341	видели что	5	1
342	но хотя	1	1
343	ее и	1	1
344	для всех	2	1
345	более высокой	1	1
346	в более	2	1
347	однако с	1	1
348	в центре	1	1
349	здесь на	2	1
350	что оно	1	1
351	один из	10	1
352	та же	1	1
353	не выходит	2	1
354	с которыми	1	1
355	она и	2	1
356	в распоряжение	1	1
357	это значение	2	1
358	нельзя сказать	1	1
359	как с	1	1
360	может не	1	1
361	права и	1	1
362	на вопрос	4	1
363	и всей	1	1
364	но из	1	1
365	также что	2	1
366	указать на	1	1
367	должно быть	2	1
368	к этой	5	1
369	которая в	1	1
370	от нее	1	1
371	в явлениях	1	1
372	уже в	2	1
373	например в	7	1
374	которых мы	1	1
375	был бы	4	1
376	в жизни	2	1
377	внимание на	1	1
378	в состоянии	2	1
379	или это	1	1
380	и отражает	1	1
381	сказать чтобы	1	1
382	для всякого	1	1
383	мы знаем	10	1
384	себе ничего	1	1
385	дело с	2	1
386	в якутской	1	1
387	большую роль	3	1
388	при этом	6	1
389	в южной	3	1
390	для него	2	1
391	к числу	1	1
392	а у	1	1
393	установить что	6	1
394	бы на	1	1
395	вопрос мы	2	1
396	различны и	1	1
397	своем развитии	1	1
398	в разных	2	1
399	с ним	3	1
400	тем как	1	1
401	кроме того	3	1
402	связанное с	1	1
403	многие из	1	1
404	что при	3	1
405	через некоторое	1	1
406	с некоторым	1	1
407	своем пути	1	1
408	в формах	1	1
409	неизменно оказывается	1	1
410	он на	1	1
411	не как	3	1
412	а затем	4	1
413	поэтому в	2	1
414	нас в	2	1
415	или почти	1	1
416	с природой	2	1
417	то мы	6	1
418	как некую	1	1
419	у нас	1	1
420	отдельных случаев	2	1
421	когда его	1	1
422	и другими	1	1
423	выступает в	1	1
424	развития не	1	1
425	борьбы с	2	1
426	связывается с	1	1
427	смысле этого	2	1
428	них то	1	1
429	приходит к	2	1
430	в глубь	1	1
431	в русском	2	1
432	можно рассматривать	1	1
433	упирается в	1	1
434	тому же	1	1
435	она никогда	1	1
436	другие более	1	1
437	однако не	2	1
438	а на	1	1
439	мыслится как	1	1
440	связь с	8	1
441	оно не	1	1
442	стран и	1	1
443	страх перед	4	1
444	не было	3	1
445	добавить что	1	1
446	находятся и	1	1
447	связи с	10	1
448	ко всем	1	1
449	более или	5	1
450	особого рода	1	1
451	отказаться от	2	1
452	на которых	1	1
453	но все	9	1
