N	2gram	Bakhtin_Pr	Analitik
1	не только	26	71
2	тогда как	1	67
3	и в	64	66
4	в качестве	1	61
5	но и	26	57
6	в том	12	52
7	может быть	43	52
8	в этом	33	51
9	в частности	1	51
10	как и	25	50
11	и не	55	48
12	а не	29	42
13	при этом	8	40
14	том что	8	40
15	то есть	3	35
16	так и	8	35
17	в мире	7	31
18	своего рода	1	30
19	как бы	33	29
20	не может	26	29
21	а в	10	28
22	в его	30	27
23	и его	21	27
24	не в	15	26
25	но не	12	26
26	в себе	11	24
27	что в	11	22
28	и даже	5	22
29	к тому	4	22
30	в этой	5	22
31	лишь в	4	21
32	о том	5	20
33	и т.п	1	20
34	я в	2	20
35	в самом	17	19
36	то же	18	19
37	в своей	11	19
38	по отношению	12	19
39	с его	11	19
40	но в	14	19
41	в данном	2	18
42	произведения в	2	18
43	в то	15	18
44	отношению к	12	18
45	с другой	7	17
46	только в	13	17
47	со стороны	1	17
48	такого рода	1	17
49	или иной	1	17
50	в целом	8	17
51	что и	7	16
52	могут быть	9	16
53	то что	21	16
54	в пределах	24	16
55	и на	16	15
56	не есть	4	15
57	между тем	7	15
58	уже не	15	15
59	прежде всего	16	15
60	в сущности	10	15
61	в их	6	15
62	в рамках	2	15
63	литературное произведение	1	15
64	не менее	3	14
65	того же	3	14
66	себя в	3	14
67	я и	2	14
68	в себя	6	14
69	той или	1	14
70	мы имеем	1	14
71	же время	13	14
72	в отличие	4	14
73	данном случае	2	14
74	отличие от	4	14
75	далеко не	7	14
76	по себе	16	13
77	точки зрения	31	13
78	тому же	2	13
79	в случае	1	13
80	он не	14	13
81	этого слова	3	13
82	ничего не	8	13
83	как раз	9	13
84	для него	23	13
85	в начале	1	13
86	и к	5	12
87	и сам	6	12
88	никогда не	11	12
89	как это	1	12
90	в первой	3	12
91	как в	7	12
92	еще не	10	12
93	произведения как	2	12
94	в той	5	11
95	даже в	6	11
96	повестях белкина	1	11
97	в свою	1	11
98	той же	8	11
99	это не	12	11
100	можно сказать	2	11
101	в повестях	1	11
102	и как	9	11
103	во второй	2	11
104	не с	1	11
105	не следует	1	11
106	именно в	5	10
107	все же	11	10
108	едва ли	1	10
109	с одной	1	10
110	в произведении	7	10
111	в конце	8	10
112	было бы	8	10
113	однако в	3	10
114	подобно тому	3	10
115	и одновременно	3	10
116	отношения к	5	10
117	совпадает с	2	10
118	здесь не	7	10
119	со своей	1	10
120	особенно в	2	10
121	того или	1	10
122	и самого	4	10
123	один из	3	10
124	на себя	4	10
125	не столько	1	9
126	в результате	7	9
127	другой стороны	6	9
128	на фоне	5	9
129	художественного восприятия	1	9
130	одной стороны	1	9
131	свою очередь	1	9
132	в своем	12	9
133	по поводу	1	9
134	крайней мере	2	9
135	таким образом	15	9
136	во всех	4	9
137	в русской	1	9
138	за пределы	7	9
139	или иного	1	9
140	только не	2	9
141	вместе с	1	9
142	по крайней	2	9
143	автора и	7	9
144	вступает в	1	9
145	тому как	3	9
146	того что	3	9
147	как уже	1	9
148	что касается	1	9
149	личности в	4	9
150	о чем	1	8
151	роль в	1	8
152	не всегда	2	8
153	между двумя	1	8
154	одной из	1	8
155	в контексте	2	8
156	в сторону	2	8
157	с ним	8	8
158	если бы	12	8
159	и все	6	8
160	что он	15	8
161	перед нами	12	8
162	в основе	4	8
163	с точки	21	8
164	хотя и	5	8
165	этом отношении	3	8
166	времени и	2	8
167	он и	8	8
168	во всяком	7	7
169	в противоположность	2	7
170	в другом	3	7
171	времени в	1	7
172	в одном	20	7
173	как мы	13	7
174	в нашем	2	7
175	который в	1	7
176	одна из	5	7
177	от себя	1	7
178	не мог	1	7
179	по природе	2	7
180	по преимуществу	2	7
181	как нам	3	7
182	несмотря на	7	7
183	в ее	2	7
184	у него	11	7
185	в таком	3	7
186	героя и	14	7
187	личности и	1	7
188	и тем	1	7
189	и является	2	7
190	приводит к	8	7
191	всяком случае	4	7
192	и для	7	7
193	в литературе	4	7
194	все это	9	7
195	со своим	2	7
196	таком случае	1	7
197	однако не	3	7
198	в новом	1	7
199	на его	2	7
200	или иначе	1	7
201	во времени	3	7
202	художественного мира	5	7
203	художественного произведения	2	7
204	себя и	5	7
205	место в	1	7
206	как будто	4	7
207	во всем	1	6
208	с самим	3	6
209	те же	3	6
210	так или	1	6
211	или в	7	6
212	при всей	2	6
213	одного и	1	6
214	хотя бы	4	6
215	превращается в	5	6
216	данного художественного	1	6
217	с другим	1	6
218	вовсе не	12	6
219	из них	3	6
220	то в	2	6
221	тем не	2	6
222	не знает	6	6
223	что не	3	6
224	вопроса о	1	6
225	о себе	19	6
226	не будет	1	6
227	могла бы	1	6
228	его как	5	6
229	в нем	28	6
230	он был	2	6
231	если в	1	6
232	на этом	2	6
233	из которых	3	6
234	самим собой	1	6
235	от своего	2	6
236	вследствие этого	2	6
237	из этих	3	6
238	в сознании	3	6
239	ответ на	1	6
240	уже в	5	6
241	читателя в	1	6
242	в равной	1	6
243	есть в	2	6
244	ли не	1	6
245	должен быть	1	6
246	его в	8	6
247	полной мере	1	6
248	в полной	1	6
249	же в	2	6
250	что на	1	6
251	все что	4	5
252	которая в	1	5
253	не так	1	5
254	не как	20	5
255	а затем	1	5
256	в этих	5	5
257	в них	5	5
258	в первом	2	5
259	может выступать	1	5
260	тем что	6	5
261	в один	2	5
262	ведет к	1	5
263	же его	1	5
264	в котором	7	5
265	входит в	9	5
266	для того	1	5
267	для себя	3	5
268	в слове	3	5
269	может служить	3	5
270	к этому	1	5
271	и он	5	5
272	с другими	8	5
273	иного рода	2	5
274	ни в	5	5
275	не о	3	5
276	будто бы	1	5
277	я не	6	5
278	и до	6	5
279	того и	4	5
280	но как	4	5
281	а с	2	5
282	так что	6	5
283	главного героя	1	5
284	бы быть	1	5
285	и по	1	5
286	и потому	7	5
287	с ее	1	5
288	в особенности	1	5
289	во втором	1	5
290	и здесь	6	5
291	том или	2	5
292	романа в	4	5
293	не могут	10	5
294	самом деле	10	5
295	с таким	1	5
296	в романе	12	5
297	и соответственно	1	5
298	к его	1	5
299	да и	2	5
300	еще и	1	5
301	совершенно не	5	5
302	что мы	1	5
303	каждый из	1	5
304	он в	3	5
305	а и	1	5
306	за пределами	2	5
307	в аспекте	1	5
308	тот же	2	5
309	в художественном	6	5
310	этом случае	1	5
311	принадлежит к	1	5
312	ни с	1	5
313	на вопрос	2	5
314	мы не	4	5
315	с их	7	5
316	самим собою	3	5
317	в общем	1	5
318	все эти	13	5
319	одно из	2	5
320	внешнего мира	3	5
321	как предмет	4	5
322	одну из	1	5
323	в искусстве	1	5
324	и их	3	5
325	нового времени	3	5
326	высказывания в	1	5
327	данного произведения	2	5
328	такой же	4	5
329	и особенно	2	5
330	таким же	3	5
331	мира в	5	5
332	однако и	1	4
333	строго говоря	1	4
334	ты не	1	4
335	о своем	3	4
336	в своих	4	4
337	в борьбе	1	4
338	другого я	1	4
339	к самому	2	4
340	в собственном	1	4
341	большей или	2	4
342	отличается от	5	4
343	так в	1	4
344	с этим	3	4
345	при наличии	1	4
346	уж так	1	4
347	в действительности	1	4
348	только на	3	4
349	для данного	1	4
350	значительной степени	1	4
351	что же	9	4
352	не становится	6	4
353	сказать что	4	4
354	жизни как	1	4
355	известной степени	2	4
356	на него	6	4
357	что она	7	4
358	не все	1	4
359	к нему	11	4
360	ни было	4	4
361	не было	5	4
362	в которой	2	4
363	одним из	7	4
364	лишь на	5	4
365	между ними	6	4
366	каждом из	1	4
367	на себе	3	4
368	бы в	7	4
369	в каждом	15	4
370	могли бы	2	4
371	в устах	2	4
372	мы уже	4	4
373	то ни	3	4
374	в ответ	1	4
375	и что	5	4
376	этом смысле	12	4
377	равной степени	1	4
378	или меньшей	2	4
379	одного сознания	9	4
380	известном смысле	1	4
381	и от	3	4
382	и есть	3	4
383	его к	4	4
384	а как	11	4
385	герой не	2	4
386	были бы	5	4
387	однако с	1	4
388	не позволяет	2	4
389	была бы	5	4
390	как он	3	4
391	в отношении	5	4
392	однако что	1	4
393	о своей	1	4
394	а именно	2	4
395	с ними	2	4
396	подхода к	2	4
397	бы не	2	4
398	который не	2	4
399	в известном	1	4
400	и т	14	4
401	что позволяет	2	4
402	это и	5	4
403	его и	3	4
404	потому что	8	4
405	того чтобы	2	4
406	и если	2	4
407	целого как	1	4
408	и тогда	1	4
409	или иных	1	4
410	литературных произведений	1	4
411	в диалоге	3	4
412	на две	1	4
413	и во	3	4
414	до известной	1	4
415	к предмету	1	4
416	но это	6	4
417	как к	3	4
418	все они	2	4
419	о нем	15	4
420	так у	1	4
421	как у	1	4
422	ее в	3	4
423	из своих	1	4
424	здесь в	2	4
425	бы и	6	4
426	на которой	1	4
427	ко второму	2	4
428	в присутствии	1	4
429	указывает на	2	4
430	сама по	5	4
431	является по	1	4
432	или даже	2	4
433	самого произведения	1	4
434	по своему	1	4
435	первой части	1	4
436	об этом	3	4
437	и другого	3	4
438	жизнь и	1	4
439	тех или	1	4
440	человека в	8	4
441	высказывания и	3	4
442	но при	4	4
443	его не	1	4
444	на всех	1	4
445	в значительной	1	4
