N	4gram	Vygotskiy_	Istorich
1	в то время как	7	13
2	не что иное как	1	11
3	так же как и	2	9
4	но вместе с тем	2	8
5	совершенно так же как	1	8
6	как мы увидим ниже	1	7
7	с этой точки зрения	4	6
8	точно так же как	3	6
9	и вместе с тем	2	5
10	только после того как	1	5
11	до сих пор мы	1	5
12	есть не что иное	1	5
13	состоит в том что	3	4
14	то же самое что	3	4
15	мы можем установить что	1	3
16	в том что они	1	3
17	как мы видели выше	1	3
18	с одной стороны и	4	3
19	мы видели что в	1	3
20	внимание на то что	2	3
21	но мы знаем что	1	3
22	о том что в	1	3
23	иначе обстоит дело с	1	2
24	в том что он	2	2
25	одной и той же	5	2
26	таким образом мы можем	1	2
27	все больше и больше	2	2
28	одно и то же	3	2
29	само по себе но	1	2
30	и то и другое	1	2
31	же как и в	1	2
32	не может быть понят	1	2
33	в силу присущих ему	1	2
34	даже если бы мы	1	2
35	на самом же деле	1	2
36	в силу того что	6	2
37	приводят к тому что	1	2
38	и не может быть	2	2
39	видим таким образом что	1	2
40	в том числе и	2	2
41	мы видим таким образом	1	2
42	потому что у него	1	2
43	но если это так	1	2
44	что в этом случае	2	1
45	и в соответствии с	1	1
46	в самое последнее время	1	1
47	образом мы можем установить	1	1
48	к самому себе и	1	1
49	мог бы показать что	1	1
50	в том что в	2	1
51	могут быть поставлены в	1	1
52	той ситуации в которой	1	1
53	вместе с тем они	1	1
54	встречается не так часто	1	1
55	до сих пор в	1	1
56	в этом случае в	2	1
57	заключается в том что	9	1
58	только частный случай более	1	1
59	несмотря на то что	1	1
60	мы уже говорили выше	1	1
61	приводит нас к той	1	1
62	только по отношению к	1	1
63	в непосредственной связи с	1	1
64	только в самое последнее	1	1
65	для этого мы должны	1	1
66	на первый план выдвигается	1	1
67	не содержат в себе	3	1
68	в том смысле что	2	1
69	прийти к выводу что	1	1
70	друг с другом и	1	1
71	ясность в этот вопрос	1	1
72	с другой стороны как	1	1
73	в том что она	2	1
74	говорят о том что	1	1
75	в этом случае не	1	1
76	и в меньшей мере	2	1
77	частный случай более общего	1	1
78	содержит в себе ничего	2	1
79	вместе с тем и	2	1
80	видно из того что	1	1
81	ответить на этот вопрос	1	1
82	можно было бы объяснить	1	1
83	и то что он	1	1
84	он никак не мог	1	1
85	только в том что	2	1
86	чтобы ответить на этот	1	1
87	связаны друг с другом	1	1
88	не чем иным как	2	1
89	ни у одного из	1	1
90	одной стороны и его	1	1
91	в зависимости от того	1	1
92	мы имеем дело с	1	1
93	но с другой стороны	1	1
94	как мы видели не	1	1
95	мы остановимся только на	1	1
96	таким образом оказывается что	1	1
97	не содержит в себе	2	1
98	приводит к тому что	3	1
99	сказывается в том что	1	1
100	в то же время	1	1
