N	2gram	Potebnia_M	Tragedij
1	и в	48	18
2	в этом	19	9
3	не только	32	8
4	и на	5	7
5	и не	28	7
6	может быть	46	7
7	и с	4	7
8	как бы	10	7
9	он сам	2	7
10	что он	8	6
11	у него	3	6
12	же время	8	6
13	в образе	4	6
14	но в	8	6
15	и его	4	6
16	это не	2	5
17	несмотря на	2	5
18	что это	6	5
19	так и	17	5
20	все же	3	5
21	то же	35	5
22	как и	22	5
23	не может	18	5
24	в то	16	5
25	что в	30	4
26	в себе	26	4
27	и даже	3	4
28	все это	4	4
29	прежде всего	6	4
30	и все	5	4
31	я не	1	4
32	этот образ	7	4
33	об этом	4	4
34	еще не	9	4
35	но и	30	4
36	том что	28	4
37	и что	13	4
38	так же	6	4
39	то что	37	4
40	в этой	3	4
41	что я	5	4
42	в нем	16	4
43	но это	9	4
44	в целом	5	4
45	своего рода	1	3
46	и он	1	3
47	что с	2	3
48	один из	7	3
49	должно быть	9	3
50	уже в	10	3
51	в его	6	3
52	для него	14	3
53	в своем	6	3
54	романа и	1	3
55	с ним	10	3
56	и сам	1	3
57	и как	8	3
58	в мире	3	3
59	как в	17	3
60	никто не	5	3
61	в поле	1	3
62	что образ	1	3
63	то есть	53	3
64	при этом	6	3
65	жизнь и	1	3
66	один в	1	3
67	как это	1	3
68	тем самым	11	3
69	мог бы	1	3
70	как будто	1	3
71	все эти	1	3
72	к нему	7	3
73	о жизни	1	2
74	в самом	11	2
75	не так	1	2
76	и то	13	2
77	в душе	17	2
78	еще раз	2	2
79	и здесь	3	2
80	и лучше	1	2
81	данном случае	3	2
82	это был	1	2
83	и за	1	2
84	в том	47	2
85	с тем	9	2
86	в ее	3	2
87	как у	2	2
88	что и	16	2
89	из своих	1	2
90	ни в	2	2
91	бы и	4	2
92	но при	1	2
93	чем он	1	2
94	что все	5	2
95	не могут	7	2
96	в виде	3	2
97	его в	6	2
98	этим объясняется	1	2
99	как же	1	2
100	не в	24	2
101	но этого	1	2
102	в первом	5	2
103	но все	2	2
104	даже на	1	2
105	но эта	3	2
106	было в	6	2
107	с г	1	2
108	в силах	1	2
109	от всего	4	2
110	в таком	6	2
111	между этими	1	2
112	ничем не	1	2
113	как говорит	1	2
114	одном из	4	2
115	вопрос о	2	2
116	вряд ли	4	2
117	имеет в	1	2
118	знает что	1	2
119	и это	6	2
120	во сне	1	2
121	теперь и	2	2
122	под влиянием	1	2
123	уже не	11	2
124	к тому	9	2
125	о том	7	2
126	перед нами	3	2
127	с первого	2	2
128	не имеет	10	2
129	что эти	3	2
130	и я	3	2
131	бросается в	1	2
132	на всем	1	2
133	в данном	3	2
134	только к	1	2
135	что этот	2	2
136	отличие от	2	2
137	раз и	1	2
138	он был	1	2
139	то и	10	2
140	ребенка в	1	2
141	потому что	82	2
142	ее жизни	1	2
143	так что	14	2
144	времени в	1	2
145	он не	4	2
146	по поводу	8	2
147	если б	9	2
148	на меня	1	2
149	но они	1	2
150	в это	2	2
151	точно так	15	2
152	в одном	4	2
153	самое мгновение	1	2
154	и до	2	2
155	по сей	1	2
156	в глаза	2	2
157	его за	2	2
158	отношение к	2	2
159	в самую	1	2
160	не за	1	2
161	в глазах	3	2
162	столь же	8	2
163	что она	4	2
164	который в	2	2
165	с его	1	2
166	а как	2	2
167	тут же	2	2
168	не мог	1	2
169	тем что	13	2
170	только о	2	2
171	и ее	1	2
172	никогда не	2	2
173	в известной	3	2
174	ничего не	1	2
175	друг друга	6	2
176	в той	2	1
177	от силы	1	1
178	все в	3	1
179	во всем	2	1
180	так нельзя	2	1
181	и которое	1	1
182	то в	1	1
183	от нее	2	1
184	от него	2	1
185	этом случае	2	1
186	могут быть	6	1
187	только не	5	1
188	не нашел	2	1
189	выражение лица	1	1
190	мы бы	1	1
191	не скажет	1	1
192	взгляд на	1	1
193	мы видим	3	1
194	в настоящем	1	1
195	что оно	12	1
196	что ему	1	1
197	для ребенка	2	1
198	таким образом	24	1
199	действия не	1	1
200	в ребенке	2	1
201	например что	2	1
202	над всем	1	1
203	от самой	1	1
204	не знал	1	1
205	перед собою	2	1
206	после того	2	1
207	только что	12	1
208	на вопрос	2	1
209	его самого	1	1
210	также что	1	1
211	известно что	4	1
212	отнимает у	1	1
213	свидетельствует о	1	1
214	не нужен	1	1
215	как много	1	1
216	того как	10	1
217	свою личную	1	1
218	перестает быть	5	1
219	и который	1	1
220	с одной	8	1
221	и вот	1	1
222	его с	3	1
223	что даже	5	1
224	должна быть	2	1
225	но еще	1	1
226	с такой	1	1
227	что уже	2	1
228	с этой	2	1
229	при самом	1	1
230	и при	5	1
231	любовь к	1	1
232	и далее	1	1
233	тогда и	3	1
234	то для	2	1
235	что эта	3	1
236	неизмеримо более	1	1
237	и зеленый	1	1
238	с образом	1	1
239	на деле	8	1
240	к истории	1	1
241	стороне я	2	1
242	что при	3	1
243	с этими	1	1
244	того что	24	1
245	сам по	9	1
246	тем не	7	1
247	передается и	1	1
248	по слову	1	1
249	о нем	1	1
250	не как	3	1
251	так можно	1	1
252	не думает	1	1
253	для нас	40	1
254	видит что	1	1
255	по-видимому не	2	1
256	из предшествующего	1	1
257	в человеке	4	1
258	одно из	6	1
259	себе этого	1	1
260	как он	1	1
261	в такое	1	1
262	xix века	1	1
263	которым человек	1	1
264	нет это	1	1
265	в результате	1	1
266	сознает свою	1	1
267	в виду	1	1
268	смысле этого	9	1
269	быть может	7	1
270	что противоречит	1	1
271	разговоре с	1	1
272	совершает в	1	1
273	и теперь	6	1
274	внешней формы	1	1
275	только в	29	1
276	не столько	2	1
277	по себе	26	1
278	мы оставим	1	1
279	есть такая	3	1
280	разрушает эту	1	1
281	в самой	1	1
282	вопрос об	2	1
283	без слов	5	1
284	и притом	3	1
285	не было	12	1
286	ко всем	5	1
287	и прозе	2	1
288	на сравнении	1	1
289	но он	3	1
290	здесь мы	1	1
291	мы понимаем	1	1
292	значение только	2	1
293	до этого	2	1
294	ли мы	3	1
295	этого не	3	1
296	и отношения	1	1
297	имеет для	8	1
298	а также	1	1
299	или от	4	1
300	его собственная	1	1
301	доставляет удовольствие	1	1
302	самом общем	1	1
303	что сердце	1	1
304	тот кто	1	1
305	заключается в	2	1
306	на нее	2	1
307	одним из	3	1
308	и чисто	1	1
309	мысль о	12	1
310	в мыслях	1	1
311	не исчерпываются	1	1
312	эти образы	2	1
313	что не	12	1
314	как его	1	1
315	развития в	2	1
316	на нечто	1	1
317	теперь еще	1	1
318	не есть	24	1
319	именно в	5	1
320	ведет к	1	1
321	указывает на	8	1
322	вообще не	1	1
323	господствует над	2	1
324	но становится	1	1
325	сходство с	1	1
326	я и	3	1
327	но самое	2	1
328	всем моим	1	1
329	думать о	1	1
330	тому что	6	1
331	ее души	1	1
332	когда его	1	1
333	деятельность не	1	1
334	в связи	1	1
335	встречается в	1	1
336	с ними	6	1
337	было до	1	1
338	с такими	1	1
339	приходит в	1	1
340	это чувство	1	1
341	виде в	1	1
342	есть в	6	1
343	сливается с	2	1
344	в переводе	1	1
345	в своей	2	1
346	рядом с	2	1
347	слов как	2	1
348	вместе с	22	1
349	идеи не	1	1
350	и вместе	6	1
351	стремление к	1	1
352	жизни в	1	1
353	не менее	9	1
354	и т	12	1
355	так сказать	6	1
356	мысль он	1	1
357	с криком	1	1
358	на все	3	1
359	и могут	1	1
360	назовем ее	1	1
361	бы не	6	1
362	в такой	2	1
363	со своей	2	1
364	связаны между	1	1
365	между собой	1	1
366	а нечто	1	1
367	нечто большее	1	1
368	в двух	1	1
369	по самой	1	1
370	когда в	2	1
371	это было	3	1
372	но уже	2	1
373	вместе и	7	1
374	в чем	6	1
375	всего предшествующего	1	1
376	общем смысле	1	1
377	мы останавливаемся	1	1
378	но мы	3	1
379	однако есть	1	1
380	тогда как	8	1
381	могло бы	2	1
382	только теперь	1	1
383	начнем с	1	1
384	всю ее	1	1
385	бы в	3	1
386	в них	9	1
387	на них	2	1
388	при создании	3	1
389	во всех	1	1
390	к одному	7	1
