N	3gram	Vygotskiy_	formyVre
1	и т п	5	32
2	то же время	1	21
3	в то же	1	18
4	с точки зрения	5	15
5	друг с другом	6	13
6	для того чтобы	41	12
7	не только в	5	11
8	и в то	1	10
9	до сих пор	9	10
10	и того же	2	9
11	одного и того	2	9
12	и прежде всего	1	8
13	и т д	6	7
14	не может быть	4	7
15	в отличие от	3	7
16	в этом отношении	3	7
17	и как раз	1	6
18	друг от друга	2	6
19	и в этом	2	6
20	во всех этих	2	6
21	с одной стороны	15	6
22	в том что	30	5
23	одной стороны и	1	5
24	то есть не	1	5
25	в то время	4	5
26	на первый план	2	5
27	той или иной	2	5
28	одно и то	3	5
29	и то же	4	5
30	мы имеем в	1	5
31	и не только	1	5
32	по отношению к	2	4
33	и во всех	1	4
34	о которых мы	2	4
35	мы уже указывали	1	4
36	не для того	4	4
37	в нем нет	3	4
38	не могло быть	1	4
39	как если бы	1	4
40	с другой стороны	8	4
41	равно как и	2	4
42	в средние века	1	4
43	как раз в	2	4
44	в этом случае	2	4
45	во всяком случае	1	4
46	то время как	4	4
47	может быть и	2	4
48	и как бы	4	3
49	все то что	6	3
50	прямо сказать что	1	3
51	о том как	1	3
52	до известной степени	1	3
53	по сравнению с	4	3
54	в себя и	1	3
55	того же человека	1	3
56	может быть только	1	3
57	сами по себе	2	3
58	в зависимости от	7	3
59	в чем не	1	3
60	что в этом	6	3
61	а не в	1	3
62	то же самое	8	3
63	вместе с тем	4	3
64	в другом месте	1	3
65	же как и	1	3
66	и в частности	2	3
67	о том что	15	3
68	так же как	3	3
69	с самого начала	5	3
70	как бы на	1	3
71	и в сущности	1	3
72	из того же	1	3
73	ни в чем	1	3
74	друг к другу	5	3
75	так сказать в	1	2
76	с другом мы	1	2
77	можно сказать что	3	2
78	может войти в	1	2
79	они не могут	1	2
80	в частности в	1	2
81	в искусстве и	3	2
82	рядом с этим	2	2
83	в особенности в	1	2
84	в данном случае	3	2
85	к тому же	1	2
86	и у него	1	2
87	и проч и	1	2
88	но в этом	1	2
89	то что было	1	2
90	у гробового входа	1	2
91	в свою очередь	1	2
92	но он не	2	2
93	на другой день	1	2
94	и др в	1	2
95	в значительной мере	1	2
96	мы находим в	1	2
97	и та же	3	2
98	между собой в	1	2
99	у него нет	1	2
100	как и для	1	2
101	в пределах каждой	1	2
102	и в самом	3	2
103	и в поэзии	1	2
104	жизни но и	2	2
105	в одной фразе	1	2
