N	2gram	Losev_Dial	EvropaiC
1	таким образом	14	34
2	в том	17	31
3	и в	34	24
4	том что	18	20
5	все эти	4	19
6	то что	25	18
7	не может	29	18
8	может быть	30	17
9	до сих	1	15
10	все же	4	15
11	сих пор	1	15
12	точки зрения	43	14
13	в этом	14	13
14	все это	13	13
15	самом деле	7	12
16	с этим	4	12
17	в своем	7	12
18	но и	14	11
19	культуры и	2	11
20	все что	3	10
21	мы знаем	3	10
22	не только	35	10
23	так и	11	10
24	как и	14	10
25	во всех	2	10
26	из себя	3	10
27	как бы	19	10
28	что в	12	9
29	при этом	7	9
30	в результате	7	9
31	не в	11	9
32	и все	17	9
33	и не	50	9
34	потому что	21	9
35	и что	21	9
36	на то	5	9
37	в самом	9	8
38	с точки	25	8
39	чем у	1	8
40	более или	1	8
41	ясно что	16	8
42	или менее	1	8
43	к тому	4	8
44	для того	4	8
45	если бы	10	8
46	того чтобы	1	8
47	так же	7	8
48	знаем что	1	8
49	идет речь	4	8
50	из этих	5	8
51	так как	12	7
52	того что	22	7
53	что и	8	7
54	на самом	2	7
55	что он	18	7
56	не менее	11	7
57	о которых	1	7
58	о котором	4	7
59	из этого	3	7
60	о том	11	7
61	вместе с	3	7
62	по своей	1	7
63	в этой	3	7
64	в силу	5	7
65	по существу	2	7
66	для этого	3	7
67	мы можем	3	6
68	и на	6	6
69	несмотря на	2	6
70	с ним	3	6
71	при чем	1	6
72	что с	2	6
73	только в	10	6
74	тому же	2	6
75	от друга	1	6
76	в мире	2	6
77	отличается от	9	6
78	друг от	1	6
79	еще не	7	6
80	все они	1	6
81	и если	5	6
82	должна быть	11	6
83	так что	11	6
84	и при	4	6
85	тогда как	1	6
86	как на	6	6
87	в каждый	1	6
88	в общем	1	6
89	начало и	2	6
90	с другой	5	6
91	в то	9	6
92	у них	1	6
93	и для	5	6
94	и к	5	5
95	как к	2	5
96	а потому	1	5
97	ничем не	7	5
98	между собою	3	5
99	должно быть	7	5
100	тех кто	1	5
101	в состоянии	1	5
102	в его	6	5
103	что это	20	5
104	пор не	1	5
105	другой стороны	4	5
106	у него	2	5
107	его в	2	5
108	так или	2	5
109	в которой	1	5
110	но все	1	5
111	и с	10	5
112	или иначе	2	5
113	именно в	5	5
114	и без	4	5
115	основано на	2	5
116	по своему	2	5
117	на все	1	5
118	по сравнению	1	5
119	сравнению с	1	5
120	и истории	4	5
121	быть и	7	5
122	не будет	5	5
123	и их	1	5
124	оказывается что	5	5
125	далеко не	1	5
126	в себе	8	5
127	и от	4	5
128	что все	16	5
129	как будто	3	5
130	к этому	3	5
131	из них	4	5
132	но в	3	5
133	не так	1	4
134	и то	7	4
135	поэтому что	1	4
136	ее и	2	4
137	та же	5	4
138	на вопрос	1	4
139	в психологии	1	4
140	самого себя	1	4
141	из того	2	4
142	хотя и	9	4
143	тем не	10	4
144	мало того	2	4
145	совершенно не	6	4
146	из которых	4	4
147	это есть	19	4
148	все прочие	1	4
149	в их	2	4
150	в виде	11	4
151	культуру и	1	4
152	связи с	3	4
153	что его	5	4
154	в конце	2	4
155	в таком	15	4
156	с тем	4	4
157	состоит из	2	4
158	не есть	95	4
159	не могут	6	4
160	выше мы	1	4
161	то ясно	3	4
162	и у	3	4
163	отличалась от	2	4
164	выше и	2	4
165	что мы	10	4
166	данный момент	2	4
167	мы уже	6	4
168	в течение	4	4
169	ни один	2	4
170	хотя бы	9	4
171	то ни	4	4
172	в такой	1	4
173	мы должны	1	4
174	для меня	2	4
175	что эта	2	4
176	факт что	1	4
177	целый ряд	3	4
178	тот факт	1	4
179	признать что	1	4
180	всегда будет	1	4
181	отношение к	1	4
182	что для	5	4
183	что как	1	4
184	без того	3	4
185	том же	1	4
186	и проч	1	4
187	представление об	1	4
188	ибо в	1	4
189	он не	8	4
190	конце концов	1	4
191	если мы	5	4
192	всех этих	3	4
193	мы сказали	1	4
194	то же	9	4
195	никогда не	9	4
196	ближе к	1	3
197	во всем	5	3
198	бы то	3	3
199	на почве	1	3
200	от него	2	3
201	то очевидно	1	3
202	что оно	9	3
203	а наоборот	1	3
204	только те	1	3
205	возможно лишь	1	3
206	данном случае	3	3
207	только что	7	3
208	и по	2	3
209	с одной	4	3
210	тогда когда	9	3
211	за ними	1	3
212	даже в	1	3
213	ни было	1	3
214	в нашем	1	3
215	в разных	2	3
216	и говорить	3	3
217	для нас	2	3
218	на нас	1	3
219	прежде всего	20	3
220	у нас	7	3
221	одно из	8	3
222	ответить отрицательно	1	3
223	говорить что	4	3
224	в этих	3	3
225	истории культуры	1	3
226	чем в	2	3
227	ко всем	1	3
228	от тех	1	3
229	в нем	7	3
230	заключается в	3	3
231	представление о	3	3
232	очевидно что	1	3
233	очень много	3	3
234	в жизни	4	3
235	можно назвать	3	3
236	в связи	3	3
237	по одному	3	3
238	же как	4	3
239	в истории	7	3
240	может не	4	3
241	и это	12	3
242	в сторону	1	3
243	ничего общего	2	3
244	что их	2	3
245	и вообще	7	3
246	гораздо больше	1	3
247	тем более	5	3
248	жизнь и	9	3
249	только одно	4	3
250	и потому	6	3
251	в данном	6	3
252	отличие от	2	3
253	вопрос о	9	3
254	человеческого рода	1	3
255	но даже	4	3
256	но тогда	11	3
257	в ней	4	3
258	сказали что	3	3
259	двух или	5	3
260	и может	2	3
261	что если	5	3
262	если же	8	3
263	должны быть	7	3
264	с этой	7	3
265	возможно ли	1	3
266	это не	13	3
267	тем самым	3	3
268	конечно не	6	3
269	уже и	3	3
270	не вполне	2	3
271	в совершенно	1	3
272	от того	9	3
273	при помощи	6	3
274	каждый из	1	3
275	а в	3	3
276	было бы	13	3
277	как мы	4	3
278	сейчас же	1	3
279	они должны	1	3
280	что только	1	3
281	даже если	3	3
282	мы будем	1	3
283	чтобы все	1	3
284	образом в	1	3
285	но не	3	3
286	в эти	1	3
287	является ли	1	3
288	отличаются друг	1	3
289	бы в	5	3
290	как для	1	3
291	не надо	3	3
292	одного и	1	3
293	тот же	1	3
294	и наконец	2	3
295	не то	3	3
296	одной и	4	2
297	таком же	1	2
298	все в	3	2
299	представить себе	1	2
300	к такому	1	2
301	от нее	3	2
302	лишь тогда	1	2
303	что они	2	2
304	только не	10	2
305	во втором	1	2
306	но на	2	2
307	все его	2	2
308	что у	2	2
309	мы и	4	2
310	что эти	1	2
311	то есть	1	2
312	то в	5	2
313	в общий	1	2
314	сильнее всего	1	2
315	мы все	1	2
316	на том	1	2
317	для себя	2	2
318	из таких	1	2
319	не без	1	2
320	для него	4	2
321	а это	2	2
322	те же	1	2
323	не понимают	1	2
324	то и	5	2
325	представления об	1	2
326	но как	3	2
327	и из	2	2
328	не от	2	2
329	в виду	12	2
330	исторического развития	1	2
331	иной чем	1	2
332	совершенно ясно	2	2
333	но с	1	2
334	в своих	3	2
335	не было	6	2
336	не потому	2	2
337	меньше чем	2	2
338	все то	1	2
339	не знает	4	2
340	надо чтобы	4	2
341	и сам	1	2
342	помнить что	2	2
343	из нее	2	2
344	все дело	1	2
345	и где	2	2
346	во внимание	5	2
347	теперь мы	4	2
348	то с	1	2
349	вовсе не	18	2
350	такой же	1	2
351	но для	3	2
352	веры в	2	2
353	в один	2	2
354	на месте	1	2
355	жизни и	8	2
356	и будет	1	2
357	то время	6	2
358	в процессе	2	2
359	чтобы быть	5	2
360	если он	2	2
361	этот общий	1	2
362	тому что	5	2
363	давно уже	1	2
364	имеет место	1	2
365	я не	11	2
366	между ними	1	2
367	как не	4	2
368	с ними	3	2
369	их в	2	2
370	есть в	4	2
371	которые могут	1	2
372	и так	2	2
373	при таком	2	2
374	в которых	1	2
375	никто не	4	2
376	есть только	13	2
377	однако это	2	2
378	следовательно и	2	2
379	можно ли	6	2
380	они не	3	2
381	на одном	1	2
382	себя и	3	2
383	не имеет	18	2
384	высшей степени	1	2
385	со своей	1	2
386	почти все	1	2
387	зависимости от	4	2
388	в себя	4	2
389	культуры для	1	2
390	что оба	1	2
391	более как	1	2
392	нет в	1	2
393	должен быть	1	2
394	на себе	4	2
395	при виде	1	2
396	по его	2	2
397	вопросе о	2	2
398	в них	6	2
399	этих двух	1	2
400	во всяком	5	2
401	знаем и	1	2
402	этого явления	2	2
403	ответить на	1	2
404	из предыдущего	1	2
405	а для	2	2
406	принять во	1	2
407	в основе	6	2
408	и более	1	2
409	в котором	2	2
410	до тех	1	2
411	и только	6	2
412	на этом	3	2
413	к своим	1	2
414	доказать что	1	2
415	выше на	1	2
416	этого последнего	1	2
417	она не	10	2
418	другими словами	8	2
419	всяком случае	3	2
420	к нему	4	2
421	одной стороны	3	2
422	можно лишь	1	2
423	на друга	1	2
424	также и	6	2
425	ту же	1	2
426	только мы	3	2
427	и поэтому	1	2
428	не более	1	2
429	и уже	5	2
430	нашем случае	1	2
431	только тогда	7	2
432	только один	1	2
433	к тем	1	2
434	говорить о	13	2
435	о них	1	2
436	тех же	2	2
437	же что	1	2
438	для всякого	1	2
439	так чтобы	4	2
440	из двух	4	2
441	ценности и	1	2
442	из него	1	2
443	рано или	1	2
444	только то	2	2
445	этот вопрос	1	2
446	же время	5	2
447	лишь о	1	2
448	сил и	2	2
449	это может	1	2
450	очень мало	2	2
451	в вопросе	2	2
452	друг на	1	2
453	потому и	1	2
454	что же	12	2
455	к ним	1	2
456	что под	1	2
457	на такой	1	2
458	это конечно	2	2
459	к двум	1	2
460	тех пор	3	2
461	общего с	1	2
462	той же	6	2
463	при условии	5	2
464	образом как	1	2
465	для самого	1	2
466	на него	1	2
467	на первый	4	2
468	от времени	1	2
469	только при	1	2
470	понять что	1	2
471	во всей	1	2
472	культура не	1	2
473	что она	13	2
474	в частности	3	2
475	общества и	1	2
476	одна из	4	2
477	в сущности	10	2
478	но если	11	2
479	и его	8	2
480	от них	1	2
481	надо бороться	1	2
482	от себя	5	2
483	а следовательно	1	2
484	отнюдь не	16	2
485	или поздно	1	2
486	независимо от	3	2
487	с ее	10	2
488	но так	2	2
489	в самой	1	2
490	точку зрения	1	2
491	если это	2	2
492	и ее	8	2
493	что на	3	2
494	друг друга	3	2
495	гораздо более	1	2
496	он должен	3	2
497	кто выше	1	1
498	как все	3	1
499	всего в	2	1
500	были бы	2	1
501	а настоящее	1	1
502	само собой	1	1
503	находим в	1	1
504	они являются	1	1
505	она имеет	1	1
506	или просто	1	1
507	представим себе	1	1
508	в другой	2	1
509	на родину	1	1
510	невозможна и	1	1
511	из отдельных	1	1
512	обе стороны	2	1
