N	2gram	Bakhtin_KF	Dialekti
1	не есть	22	181
2	и не	28	120
3	по себе	2	79
4	а не	17	78
5	и в	28	77
6	точки зрения	13	72
7	может быть	45	71
8	не только	5	66
9	значит что	1	61
10	то что	7	59
11	и есть	10	55
12	это значит	1	54
13	ничего не	3	54
14	не может	29	53
15	и даже	1	47
16	с точки	10	46
17	что это	4	46
18	так как	1	46
19	потому что	2	45
20	не просто	1	44
21	как бы	9	43
22	ни в	12	42
23	не имеет	6	41
24	вовсе не	7	41
25	в том	6	40
26	в этом	15	39
27	то же	5	39
28	что она	1	38
29	это есть	2	38
30	в себе	21	38
31	что он	2	37
32	том что	4	37
33	прежде всего	4	37
34	это не	10	36
35	что в	4	34
36	в нем	32	34
37	и все	9	33
38	того что	3	33
39	но и	9	32
40	ясно что	3	31
41	все это	10	31
42	отнюдь не	7	30
43	и как	2	30
44	было бы	8	29
45	так и	2	29
46	как и	5	28
47	никогда не	5	27
48	в виду	3	26
49	не в	13	26
50	говорить о	2	25
51	и то	2	25
52	и пр	3	25
53	есть только	1	25
54	но это	6	24
55	если бы	8	24
56	есть всегда	1	24
57	в то	3	23
58	это и	3	23
59	я не	6	22
60	что не	3	21
61	в чем	4	21
62	должна быть	4	21
63	она не	2	21
64	и с	1	20
65	о том	3	20
66	что и	7	20
67	что все	1	20
68	только в	18	20
69	в каком	4	20
70	совершенно не	7	20
71	только тогда	1	20
72	уже не	7	20
73	как раз	1	20
74	в самом	1	19
75	не менее	3	19
76	не существует	1	19
77	в своем	17	19
78	и это	12	19
79	как это	1	19
80	тогда когда	3	19
81	что мы	1	19
82	и его	18	19
83	же время	2	18
84	хотя бы	5	18
85	ни на	1	18
86	жизни и	8	18
87	можно сказать	1	17
88	той или	3	17
89	должно быть	6	17
90	в основе	5	17
91	он есть	1	17
92	к нему	12	16
93	только не	1	16
94	есть просто	1	16
95	тем не	2	16
96	или не	1	16
97	само по	1	16
98	в своей	11	16
99	нет ничего	1	16
100	конечно не	7	16
101	мы не	3	16
102	об этом	1	16
103	другими словами	1	16
104	же и	1	15
105	только что	1	15
106	ровно ничего	1	15
107	все же	5	15
108	и мы	2	15
109	несмотря на	1	15
110	мы уже	1	15
111	но только	1	15
112	как таковой	1	15
113	самом деле	3	15
114	хотя и	1	15
115	сознания и	3	15
116	в виде	2	15
117	также и	1	15
118	быть и	3	15
119	и о	1	15
120	на то	1	15
121	или нет	1	14
122	а именно	1	14
123	с ним	5	14
124	не было	8	14
125	и ее	2	14
126	я уже	2	14
127	пространства и	2	14
128	жизнь и	2	14
129	и потому	2	14
130	и только	7	14
131	и к	1	13
132	я утверждаю	1	13
133	отличается от	1	13
134	что именно	1	13
135	в смысле	6	13
136	он не	6	13
137	и та	3	13
138	с ее	2	13
139	ни о	1	13
140	но в	5	13
141	не могу	3	13
142	в ней	3	13
143	субъекта и	1	13
144	именно в	5	12
145	с этим	1	12
146	вопрос о	2	12
147	нет никакого	1	12
148	но как	5	12
149	но не	12	12
150	могут быть	3	12
151	еще не	5	12
152	и тут	1	12
153	все равно	1	12
154	все эти	11	12
155	и ни	3	12
156	и может	3	12
157	и жизни	4	12
158	а в	5	12
159	в данном	2	11
160	только на	1	11
161	что я	5	11
162	быть в	4	11
163	что мир	1	11
164	не о	2	11
165	и тем	3	11
166	должны быть	1	11
167	не значит	6	11
168	можно только	1	11
169	та же	3	11
170	мы говорим	2	11
171	от того	3	11
172	ничем не	1	11
173	мы имеем	5	11
174	или в	1	11
175	нисколько не	4	11
176	его не	1	11
177	мы должны	1	11
178	во всем	7	10
179	в душе	1	10
180	одно из	1	10
181	в результате	1	10
182	в жизни	2	10
183	к тому	1	10
184	во всяком	1	10
185	только как	4	10
186	для того	3	10
187	можно ли	2	10
188	мы видим	1	10
189	это будет	1	10
190	то или	2	10
191	в ее	17	10
192	от этого	2	10
193	себе и	3	10
194	и для	10	10
195	или иное	2	10
196	чтобы не	2	10
197	содержит в	1	10
198	оно не	2	10
199	времени и	4	10
200	если мы	1	10
201	или другой	1	10
202	в его	42	10
203	в их	9	10
204	это было	2	10
205	и можно	1	10
206	как мы	1	10
207	бытия и	10	10
208	и уже	1	10
209	мир как	6	9
210	при этом	4	9
211	тому что	2	9
212	не как	4	9
213	в этих	1	9
214	и на	3	9
215	мир и	1	9
216	в котором	24	9
217	в одном	5	9
218	и когда	2	9
219	превращается в	1	9
220	и он	1	9
221	мы можем	1	9
222	на этом	1	9
223	и по	1	9
224	утверждать что	1	9
225	была бы	1	9
226	с ними	4	9
227	как о	1	9
228	время есть	1	9
229	той же	1	9
230	всех этих	3	9
231	и от	1	9
232	или иной	2	9
233	смысл и	6	9
234	лишь как	3	9
235	в истории	1	9
236	от него	3	8
237	она всегда	1	8
238	и говорить	1	8
239	в отношении	1	8
240	но все	6	8
241	при условии	2	8
242	чего не	2	8
243	уже и	1	8
244	нет и	3	8
245	себя в	8	8
246	и чисто	1	8
247	не будет	2	8
248	что эта	2	8
249	этом смысле	3	8
250	в этой	2	8
251	что есть	2	8
252	в одной	1	8
253	один из	2	8
254	и из	1	8
255	науки и	1	8
256	как не	1	8
257	ничего общего	2	8
258	когда мы	1	8
259	у меня	1	8
260	одна и	2	8
261	на самом	3	8
262	бы и	3	8
263	как таковая	1	8
264	того или	3	8
265	бы только	1	8
266	все что	1	7
267	в религии	1	7
268	есть именно	2	7
269	тем что	3	7
270	зависимости от	1	7
271	но он	1	7
272	мира и	4	7
273	от себя	10	7
274	что уже	1	7
275	и сама	1	7
276	не знает	5	7
277	но для	3	7
278	в мире	8	7
279	а только	1	7
280	то ни	2	7
281	его как	5	7
282	его с	2	7
283	из которых	2	7
284	отношения к	1	7
285	как в	2	7
286	со стороны	8	7
287	только одно	1	7
288	для меня	22	7
289	не потому	2	7
290	с его	2	7
291	он должен	1	7
292	и всякий	1	7
293	будет ли	2	7
294	бытие и	3	7
295	и где	1	7
296	что этот	3	7
297	и я	6	7
298	думать что	2	7
299	и их	6	7
300	она должна	1	7
301	так чтобы	1	7
302	тем самым	4	7
303	нуждается в	1	7
304	более не	1	6
305	религии и	1	6
306	можно и	2	6
307	нем нет	1	6
308	в другом	3	6
309	в себя	8	6
310	в зависимости	1	6
311	одна из	1	6
312	во всех	11	6
313	она и	1	6
314	она в	1	6
315	по своей	1	6
316	в которой	1	6
317	быть только	8	6
318	я и	5	6
319	себя как	2	6
320	именно как	1	6
321	где же	1	6
322	смысла и	2	6
323	всякого другого	1	6
324	с тем	2	6
325	вместе с	1	6
326	никто не	1	6
327	себя и	5	6
328	может не	2	6
329	ни к	2	6
330	того чтобы	2	6
331	не быть	3	6
332	но лишь	7	6
333	но о	1	6
334	мог бы	1	6
335	всяком случае	1	6
336	для него	13	6
337	о нем	4	6
338	они не	1	6
339	ее в	1	6
340	но с	1	6
341	чтобы быть	2	6
342	и религии	1	6
343	действительно есть	1	6
344	по своему	3	6
345	его в	5	6
346	как все	1	6
347	бы ни	1	6
348	может иметь	2	6
349	только так	1	6
350	дело не	2	6
351	но я	2	6
352	не с	1	6
353	и времени	1	6
354	в один	1	6
355	отношение к	6	6
356	для этого	2	6
357	в каком-то	1	6
358	и совершенно	3	6
359	а я	1	6
360	а есть	1	5
361	до сих	1	5
362	их не	1	5
363	в своих	4	5
364	если он	1	5
365	я могу	5	5
366	их в	1	5
367	мы только	1	5
368	тем или	1	5
369	в это	2	5
370	но мы	1	5
371	как таковую	1	5
372	смысле не	2	5
373	как я	1	5
374	к этому	2	5
375	едва ли	2	5
376	гораздо более	2	5
377	все в	1	5
378	в качестве	2	5
379	есть еще	1	5
380	в понятии	1	5
381	и она	2	5
382	сих пор	1	5
383	действительности и	1	5
384	бытия но	5	5
385	ли это	2	5
386	на нем	2	5
387	не раз	1	5
388	все остальное	2	5
389	независимо от	3	5
390	в него	2	5
391	одного и	2	5
392	были бы	2	5
393	даны в	2	5
394	с целью	1	5
395	если это	1	5
396	и так	1	5
397	том смысле	1	5
398	это может	1	5
399	не является	1	5
400	я должен	7	5
401	это понятие	1	5
402	где есть	1	5
403	во мне	3	5
404	для нее	9	5
405	отношении к	2	5
406	и во	1	5
407	он может	2	5
408	реальное и	1	5
409	обе стороны	1	5
410	зависит от	1	5
411	а это	2	5
412	он и	2	5
413	ведь это	2	5
414	же не	1	5
415	становления и	1	5
416	весь мир	2	5
417	как целое	1	5
418	раз и	2	5
419	и другого	3	5
420	в области	2	5
421	только к	1	5
422	когда он	1	5
423	говоря о	1	5
424	или как	2	5
425	и время	2	5
426	к ней	1	5
427	и объект	1	5
428	и наконец	1	5
429	можно говорить	1	4
430	и мира	1	4
431	и очень	1	4
432	еще более	2	4
433	не зависит	1	4
434	и само	2	4
435	жизнь в	1	4
436	из нее	2	4
437	равно как	1	4
438	его на	2	4
439	только для	1	4
440	относиться к	1	4
441	в этот	1	4
442	и должно	1	4
443	с другим	4	4
444	к ним	4	4
445	бы то	2	4
446	его самого	1	4
447	время и	5	4
448	к чему	3	4
449	самого по	1	4
450	человек и	2	4
451	но ведь	5	4
452	точек зрения	1	4
453	не нужно	2	4
454	в каждом	3	4
455	если оно	1	4
456	людей и	3	4
457	если не	2	4
458	неотделим от	1	4
459	требует чтобы	1	4
460	не по	4	4
461	главным образом	1	4
462	мы будем	1	4
463	по направлению	1	4
464	а как	2	4
465	себе как	2	4
