N	2gram	Potebnia_M	Narrotol
1	не только	32	62
2	и не	34	50
3	при этом	17	47
4	но и	26	45
5	а не	38	38
6	может быть	47	30
7	и в	58	30
8	в том	38	29
9	в этом	18	28
10	тогда как	10	28
11	том что	21	28
12	а в	11	27
13	такого рода	1	26
14	только в	36	25
15	состоит в	1	25
16	в данном	1	24
17	как и	16	24
18	не в	23	23
19	то что	24	23
20	то есть	69	22
21	не может	30	20
22	в себе	22	17
23	так и	17	17
24	со стороны	11	16
25	в его	7	16
26	к тому	5	15
27	можно сказать	1	15
28	но в	12	15
29	в жизни	5	14
30	и его	7	14
31	то же	13	13
32	в своей	3	13
33	уже не	4	13
34	о том	6	13
35	в своем	3	13
36	у него	3	13
37	времени и	3	13
38	все же	11	12
39	как в	18	12
40	перед нами	1	12
41	как бы	12	12
42	прежде всего	8	12
43	по отношению	15	11
44	об этом	1	11
45	к себе	1	11
46	хотя и	6	11
47	в мире	3	11
48	если бы	23	11
49	и тем	5	11
50	в этой	3	11
51	в нем	26	11
52	в отличие	1	11
53	отличие от	1	11
54	тем самым	6	11
55	отношению к	13	11
56	один из	2	10
57	никогда не	7	10
58	тому же	1	10
59	точки зрения	8	10
60	между тем	7	10
61	как это	1	10
62	в то	6	10
63	и все	6	10
64	жизни и	3	10
65	с его	3	10
66	ничего не	2	10
67	того что	15	10
68	но не	19	10
69	тем не	11	9
70	столь же	6	9
71	что в	34	9
72	с ним	7	9
73	что он	5	9
74	еще не	9	9
75	потому что	89	9
76	для него	13	9
77	далеко не	4	9
78	в той	1	8
79	в самом	5	8
80	в таком	7	8
81	не менее	10	8
82	не мог	3	8
83	одна из	4	8
84	он не	4	8
85	самом деле	2	8
86	того чтобы	4	8
87	внимание на	3	8
88	мы имеем	1	8
89	же время	4	8
90	и для	8	8
91	этом отношении	1	8
92	у нас	3	8
93	но при	3	8
94	в речи	1	7
95	имеет место	4	7
96	в котором	5	7
97	с другой	13	7
98	едва ли	1	7
99	в ее	2	7
100	на себя	1	7
101	в чем	6	7
102	и на	8	7
103	же в	7	7
104	в свою	8	7
105	это не	10	7
106	вслед за	2	7
107	в глазах	4	7
108	или в	4	7
109	в ней	9	7
110	одного из	3	7
111	в целом	3	7
112	все что	5	6
113	в результате	1	6
114	например в	4	6
115	двух или	1	6
116	между двумя	1	6
117	сказать что	5	6
118	в нашем	2	6
119	на него	6	6
120	то в	6	6
121	что у	2	6
122	с одной	7	6
123	что и	16	6
124	могло бы	4	6
125	на другой	2	6
126	не могла	2	6
127	однако в	4	6
128	во втором	6	6
129	таким образом	21	6
130	никак не	3	6
131	в слове	21	6
132	в известном	2	6
133	то и	15	6
134	из этих	8	6
135	в сознании	8	6
136	здесь не	2	6
137	ответ на	2	6
138	они не	5	6
139	о нем	1	6
140	слова в	7	6
141	не по	4	6
142	одной стороны	6	6
143	на то	5	6
144	человеческой жизни	1	5
145	только что	4	5
146	дело с	2	5
147	не столько	3	5
148	в своих	4	5
149	и даже	4	5
150	и сам	1	5
151	именно в	2	5
152	а именно	1	5
153	и того	6	5
154	свою очередь	8	5
155	в другом	3	5
156	для того	8	5
157	не всегда	2	5
158	может служить	2	5
159	в одном	13	5
160	себя в	1	5
161	из них	2	5
162	к нему	2	5
163	начала и	1	5
164	не было	7	5
165	или не	3	5
166	но для	1	5
167	человек в	1	5
168	так сказать	5	5
169	его жизни	1	5
170	по поводу	7	5
171	следует признать	1	5
172	и от	5	5
173	с ее	2	5
174	и здесь	1	5
175	что это	5	5
176	подобно тому	7	5
177	если не	5	5
178	их в	2	5
179	и у	3	5
180	с ними	2	5
181	да и	1	5
182	о котором	4	5
183	том как	6	5
184	вследствие этого	1	5
185	стало быть	6	5
186	было бы	21	5
187	и уже	6	5
188	для нее	4	5
189	и то	4	5
190	теперь как	1	5
191	мы не	17	5
192	на самом	2	5
193	в какой	2	5
194	тем более	2	5
195	тому как	8	5
196	в начале	2	5
197	еще в	1	5
198	и о	3	5
199	этом и	1	5
200	место в	3	5
201	как будто	2	5
202	или напротив	1	5
203	в душе	28	4
204	даже в	1	4
205	в виду	2	4
206	по себе	24	4
207	в них	7	4
208	в первом	5	4
209	и с	3	4
210	все его	2	4
211	ведет к	1	4
212	не вполне	1	4
213	роль в	1	4
214	когда в	3	4
215	не существует	2	4
216	хотя бы	4	4
217	только на	4	4
218	обратим внимание	1	4
219	к этому	3	4
220	представить себе	3	4
221	что они	6	4
222	на том	2	4
223	несмотря на	5	4
224	и притом	6	4
225	не о	1	4
226	не говорит	1	4
227	тому что	4	4
228	в себя	2	4
229	в ответ	1	4
230	не будет	2	4
231	по своей	2	4
232	и по	8	4
233	и ее	1	4
234	жизни а	1	4
235	для себя	4	4
236	это уже	1	4
237	о которой	2	4
238	не на	3	4
239	со всеми	1	4
240	оно не	4	4
241	вместе с	12	4
242	не имеет	9	4
243	которая не	1	4
244	могла бы	5	4
245	не могло	3	4
246	мог бы	5	4
247	начиная с	2	4
248	что я	2	4
249	всяком случае	7	4
250	друг друга	6	4
251	в ходе	1	4
252	ему в	1	4
253	зависит от	6	4
254	во всяком	9	4
255	для нас	29	4
256	а на	2	4
257	а то	1	4
258	и как	11	4
259	или даже	3	4
260	так в	4	4
261	это было	3	4
262	не все	3	4
263	в области	1	4
264	от первого	1	4
265	человека в	3	4
266	она не	3	4
267	что касается	2	4
268	не с	2	4
269	как он	5	4
270	к ней	3	4
271	как мы	3	4
272	что на	9	4
273	не к	1	4
274	на одном	1	3
275	с этой	3	3
276	по мере	10	3
277	в этих	10	3
278	и опять	1	3
279	которое по	2	3
280	каждый из	1	3
281	входит в	1	3
282	не должен	1	3
283	сознания в	2	3
284	не встречается	1	3
285	точно так	18	3
286	так же	7	3
287	друг на	2	3
288	к ним	3	3
289	жизни как	1	3
290	ключ к	2	3
291	в зависимости	1	3
292	что она	3	3
293	что именно	2	3
294	к ее	2	3
295	и представляет	1	3
296	глядя на	1	3
297	только не	2	3
298	ее и	1	3
299	об одном	1	3
300	или нескольких	1	3
301	но еще	1	3
302	с точки	4	3
303	одно из	5	3
304	в следующем	1	3
305	видит в	2	3
306	связи с	6	3
307	но он	3	3
308	в которой	5	3
309	что не	15	3
310	в связи	2	3
311	между ними	2	3
312	же как	1	3
313	и это	3	3
314	сих пор	5	3
315	а потом	1	3
316	должен был	1	3
317	могли бы	4	3
318	но как	4	3
319	при отсутствии	1	3
320	например мы	2	3
321	его внутренней	1	3
322	и что	13	3
323	можно было	1	3
324	первом случае	1	3
325	о его	2	3
326	в первой	1	3
327	и внутренним	1	3
328	бы быть	7	3
329	а как	3	3
330	во время	5	3
331	в пространстве	1	3
332	до сих	5	3
333	а теперь	1	3
334	от их	4	3
335	с таким	3	3
336	в памяти	3	3
337	на стороне	1	3
338	и т	10	3
339	приводит к	1	3
340	бы не	11	3
341	зависимости от	1	3
342	говорить и	1	3
343	всей своей	1	3
344	своей жизни	1	3
345	жизни мы	1	3
346	началом и	1	3
347	второго лица	1	3
348	еще и	1	3
349	и другая	2	3
350	что мы	11	3
351	как на	5	3
352	на друга	2	3
353	быть не	7	3
354	и тогда	2	3
355	ни для	2	3
356	тем же	4	3
357	той же	3	3
358	всякий раз	1	3
359	на этот	2	3
360	но это	7	3
361	собственно говоря	2	3
362	жизни но	2	3
363	как к	1	3
364	от которого	2	3
365	при встрече	1	3
366	же не	2	3
367	все равно	1	3
368	в виде	1	3
369	этого не	2	3
370	для других	2	3
371	дело в	3	3
372	как она	3	3
373	не подлежит	1	3
374	все эти	3	3
375	по его	7	3
376	так а	2	3
377	должен быть	2	3
378	и потому	7	3
379	того или	1	3
380	только к	1	3
381	а к	1	3
382	а его	3	3
383	его не	3	3
384	во второй	1	3
385	это была	1	3
386	заключает в	6	3
387	не следует	6	3
388	лишь в	2	3
389	существования в	2	3
390	со своими	1	3
391	для обозначения	2	3
392	и самого	2	3
393	и только	6	3
394	ли в	2	3
395	если она	1	3
396	является в	1	2
397	мы и	1	2
398	еще более	2	2
399	для одного	3	2
400	по выражению	1	2
401	не зависит	1	2
402	какой бы	1	2
403	те же	4	2
404	язык как	7	2
405	которое может	2	2
406	потому не	1	2
407	нас в	2	2
408	другой стороны	7	2
409	как если	1	2
410	быть может	6	2
411	чтобы в	1	2
412	более или	6	2
413	но все	4	2
414	мысль о	8	2
415	в некотором	2	2
416	иначе как	2	2
417	потом когда	1	2
418	тем что	15	2
419	принадлежат к	1	2
420	и делает	1	2
421	человека есть	1	2
422	мир и	1	2
423	выбора между	1	2
424	как только	1	2
425	на мой	1	2
426	как произойдет	1	2
427	было в	1	2
428	в действительности	6	2
429	один и	1	2
430	раз и	1	2
431	в этот	1	2
432	чего не	3	2
433	а между	5	2
434	превращается в	2	2
435	видно что	2	2
436	его собственной	1	2
437	с другим	3	2
438	с такою	2	2
439	вовсе не	13	2
440	не имел	2	2
441	именно так	2	2
442	быть в	1	2
443	к которому	5	2
444	выходя из	1	2
445	бы в	6	2
446	того же	13	2
447	из другого	1	2
448	себе самом	1	2
449	принадлежит к	1	2
450	той мере	1	2
451	в образовании	1	2
452	и мы	1	2
453	нами не	2	2
454	к их	2	2
455	что иное	2	2
456	к одному	3	2
457	похожи на	1	2
458	должно быть	9	2
459	в произведении	1	2
460	происходит это	1	2
461	в человеке	14	2
462	по мнению	4	2
463	искать в	3	2
