N	2gram	Bakhtin_Fr	Morfolog
1	может быть	5	61
2	таким образом	34	26
3	действующих лиц	2	22
4	так как	9	20
5	мы имеем	2	19
6	не может	4	19
7	в этом	21	18
8	в этих	6	17
9	и в	73	17
10	и не	13	16
11	мы видим	13	15
12	перед нами	5	14
13	с этим	4	14
14	прежде всего	18	14
15	эта форма	1	14
16	по существу	8	13
17	видим что	2	12
18	при помощи	1	12
19	связи с	5	12
20	и др	12	12
21	а не	2	11
22	заметить что	1	11
23	что в	14	10
24	то же	16	10
25	а затем	1	10
26	мы увидим	4	10
27	не всегда	1	10
28	но если	1	10
29	в том	13	10
30	так и	13	10
31	что и	6	10
32	в связи	3	10
33	то что	12	10
34	все же	2	9
35	с другой	3	9
36	но и	15	9
37	можно наблюдать	2	8
38	не только	11	8
39	в результате	7	8
40	имеем в	2	8
41	иногда в	3	8
42	мы не	2	8
43	в качестве	11	8
44	но не	1	8
45	в тех	1	8
46	а в	10	8
47	как мы	19	8
48	во втором	1	7
49	один из	5	7
50	и здесь	5	7
51	не могут	3	7
52	том что	8	7
53	потому что	9	7
54	по отношению	3	7
55	наряду с	1	7
56	точки зрения	6	7
57	как это	2	7
58	и этим	2	7
59	образом мы	1	7
60	а также	8	7
61	отношению к	3	7
62	и другие	3	6
63	о том	13	6
64	как бы	15	6
65	но это	3	6
66	это не	7	6
67	с точки	4	6
68	в образе	6	6
69	в нашем	2	6
70	или в	5	6
71	и как	5	6
72	вовсе не	11	6
73	во всех	13	6
74	если мы	2	6
75	очень часто	5	6
76	также и	6	6
77	в форме	6	6
78	во время	12	6
79	они и	4	5
80	героя в	2	5
81	этот момент	2	5
82	из которых	2	5
83	другой стороны	2	5
84	в первом	1	5
85	вслед за	1	5
86	по их	3	5
87	этот элемент	1	5
88	начинается с	2	5
89	что он	8	5
90	как в	9	5
91	то это	1	5
92	это явление	2	5
93	было бы	5	5
94	к тому	2	5
95	ничего не	4	5
96	что они	2	5
97	не будем	2	5
98	хотя и	5	5
99	то мы	1	5
100	два раза	1	5
101	учение о	2	5
102	все эти	24	5
103	одна из	7	5
104	между собой	2	5
105	на его	1	5
106	об этом	2	5
107	в других	2	5
108	там где	1	5
109	мы можем	1	5
110	между тем	2	5
111	он не	4	5
112	если же	1	5
113	далеко не	2	5
114	в целом	1	5
115	и ее	2	5
116	и к	6	4
117	в некоторых	1	4
118	есть и	4	4
119	на этом	6	4
120	нами в	1	4
121	как и	19	4
122	самом деле	4	4
123	но все	5	4
124	тем что	8	4
125	никто не	11	4
126	уже не	2	4
127	еще не	3	4
128	не является	1	4
129	тех же	2	4
130	того чтобы	2	4
131	так же	11	4
132	и наоборот	1	4
133	сказать что	4	4
134	следующим образом	1	4
135	на него	2	4
136	на котором	1	4
137	и для	8	4
138	из них	6	4
139	но в	12	4
140	его самого	1	4
141	несмотря на	3	4
