N	3gram	Losev_Prob	Freidism
1	с точки зрения	3	15
2	не может быть	5	14
3	в самом деле	4	10
4	в том что	7	9
5	как мы видели	1	8
6	во всяком случае	11	8
7	в то же	4	6
8	может быть и	5	6
9	с самого начала	2	5
10	можно сказать что	6	5
11	как мы уже	2	5
12	мы можем сказать	1	5
13	это вовсе не	2	4
14	тем не менее	25	4
15	мы уже указывали	1	4
16	сам по себе	7	4
17	на самом деле	6	4
18	в зависимости от	1	4
19	в данном случае	10	4
20	в таком случае	14	4
21	не могут быть	1	4
22	на первый план	3	4
23	в этом отношении	2	4
24	и тот же	1	3
25	только то что	6	3
26	для того чтобы	9	3
27	о том что	16	3
28	один и тот	1	3
29	в собственном смысле	1	3
30	до сих пор	6	3
31	что же касается	3	3
32	к тому чтобы	1	3
33	и той же	1	3
34	бы то ни	2	3
35	в жизни человека	1	3
36	и притом в	1	3
37	так и в	2	3
38	внутренней и внешней	1	3
39	что все эти	1	3
40	одной и той	1	3
41	но в то	1	3
42	а вовсе не	1	3
43	если бы он	1	3
44	и не может	1	3
45	как мы надеемся	1	2
46	и тем не	8	2
47	ни о каком	2	2
48	ни в каком	7	2
49	но вместе с	1	2
50	с мыслью о	1	2
51	и может быть	1	2
52	может быть это	1	2
53	в этом смысле	8	2
54	заключается в том	2	2
55	в чем же	1	2
56	один из них	1	2
57	то или иное	2	2
58	ни в какой	1	2
59	и не подозревает	1	2
60	хотя бы и	3	2
61	в конце концов	11	2
62	сказать и о	3	2
63	а следовательно и	1	2
64	не отличается от	1	2
65	а с другой	1	2
66	мы могли бы	1	2
67	но если мы	4	2
68	говорить о том	1	2
69	и ни в	2	2
70	в таких случаях	2	2
71	по своему содержанию	3	2
72	в каком случае	6	2
73	что же такое	5	2
74	не чем иным	2	2
75	чем иным как	2	2
76	мы никогда не	3	2
77	все тот же	1	2
78	у нас в	1	2
79	ни об его	1	2
80	таким образом в	1	2
81	выходит за пределы	1	2
82	то обстоятельство что	1	2
83	к тому что	1	2
84	самом же деле	1	2
85	тот же предмет	1	2
86	на самом же	1	2
87	с одной стороны	4	2
88	то что мы	11	2
89	в его целом	1	2
90	это прежде всего	1	2
