N	2gram	Vygotskiy_	Narrotol
1	не только	25	62
2	и не	24	50
3	при этом	28	47
4	но и	12	45
5	а не	18	38
6	в качестве	3	35
7	в частности	6	31
8	может быть	35	30
9	и в	55	30
10	в том	55	29
11	в этом	21	28
12	тогда как	1	28
13	своего рода	1	28
14	том что	30	28
15	а в	10	27
16	такого рода	1	26
17	представляет собой	2	25
18	только в	18	25
19	состоит в	5	25
20	в данном	1	24
21	как и	25	24
22	не в	19	23
23	то что	47	23
24	то есть	44	22
25	не может	30	20
26	в рассказе	1	18
27	в себе	6	17
28	данном случае	1	17
29	так и	6	17
30	а также	1	17
31	со стороны	5	16
32	в его	8	16
33	к тому	8	15
34	можно сказать	2	15
35	но в	5	15
36	иначе говоря	6	15
37	в жизни	5	14
38	и его	14	14
39	то же	17	13
40	в своей	6	13
41	уже не	3	13
42	о том	11	13
43	в своем	3	13
44	у него	4	13
45	времени и	2	13
46	все же	9	12
47	сводится к	3	12
48	как в	17	12
49	перед нами	1	12
50	как бы	11	12
51	прежде всего	5	12
52	об этом	3	11
53	хотя и	3	11
54	в мире	1	11
55	если бы	10	11
56	и тем	5	11
57	в этой	5	11
58	в нем	5	11
59	жизни в	1	11
60	в отличие	4	11
61	отличие от	6	11
62	тем самым	2	11
63	один из	6	10
64	никогда не	13	10
65	тому же	4	10
66	точки зрения	32	10
67	между тем	6	10
68	как это	8	10
69	в то	8	10
70	и все	8	10
71	не является	5	10
72	жизни и	5	10
73	с его	3	10
74	ничего не	4	10
75	того что	15	10
76	но не	5	10
77	и т.д	1	10
78	в соответствии	1	9
79	как раз	4	9
80	тем не	6	9
81	столь же	6	9
82	отнюдь не	11	9
83	что в	39	9
84	с ним	2	9
85	что он	17	9
86	еще не	2	9
87	потому что	27	9
88	для него	1	9
89	далеко не	7	9
90	в той	2	8
91	и к	5	8
92	в самом	18	8
93	в таком	5	8
94	о чем	2	8
95	не менее	9	8
96	одна из	5	8
97	он не	8	8
98	действующих лиц	3	8
99	самом деле	19	8
100	того чтобы	13	8
101	мы имеем	7	8
102	же время	2	8
103	соответствии с	1	8
104	и для	9	8
105	этом отношении	7	8
106	в литературе	1	8
107	у нас	4	8
108	но при	1	8
109	в принципе	1	7
110	имеет место	2	7
111	в котором	5	7
112	с другой	7	7
113	пока еще	1	7
114	едва ли	5	7
115	в ее	7	7
116	в конце	6	7
117	в чем	5	7
118	в силу	4	7
119	и на	6	7
120	же в	1	7
121	и состоит	2	7
122	в свою	3	7
123	это не	1	7
124	вслед за	10	7
125	в глазах	1	7
126	или в	2	7
127	также и	2	7
