N	3gram	Trubetskoy	Psycholo
1	в том что	16	78
2	для того чтобы	7	70
3	на то что	7	55
4	в самом деле	5	51
5	заключается в том	3	36
6	о том что	4	34
7	совершенно ясно что	1	33
8	то же самое	1	31
9	с точки зрения	8	29
10	с одной стороны	2	28
11	все то что	1	23
12	не может быть	4	23
13	до сих пор	15	23
14	к тому что	1	20
15	с другой стороны	4	20
16	на самом деле	7	17
17	мы видим что	1	16
18	не только не	1	16
19	с самого начала	1	16
20	в зависимости от	1	15
21	так же как	3	14
22	во всяком случае	2	14
23	в то время	2	14
24	заключает в себе	2	13
25	можно было бы	1	13
26	то время как	1	13
27	этой точки зрения	1	12
28	в конце концов	4	12
29	и той же	1	12
30	одной и той	1	12
31	тот факт что	4	11
32	по сравнению с	5	11
33	с этой точки	1	10
34	вместе с тем	3	10
35	только в том	1	10
36	и то что	3	10
37	не в том	1	10
38	том что он	2	10
39	никак не может	1	9
40	надо сказать что	1	9
41	в том случае	4	9
42	точно так же	1	9
43	в данном случае	3	9
44	в том и	2	9
45	не в состоянии	3	9
46	и то же	1	8
47	друг с другом	9	8
48	смысле этого слова	1	8
49	и таким образом	1	8
50	по этому поводу	1	8
51	мы знаем что	7	8
52	о которых мы	4	7
53	состоит в том	1	7
54	том случае если	4	7
55	а с другой	2	7
56	только то что	2	7
57	психологической точки зрения	1	7
58	в свою очередь	2	7
59	одно и то	1	7
60	сейчас же после	1	7
61	и так как	1	7
62	как и в	2	7
63	с психологической точки	1	6
64	и может быть	2	6
65	до тех пор	1	6
66	тем не менее	4	6
67	более или менее	8	6
68	что у него	1	6
69	именно потому что	2	6
70	и в том	2	6
71	в противоречие с	1	6
72	то что мы	1	6
73	и что следовательно	1	6
74	по его мнению	1	6
75	друг к другу	2	6
76	те же самые	1	5
77	таким образом все	1	5
78	образом мы видим	1	5
79	в целом ряде	3	5
80	в том виде	2	5
81	несмотря на все	1	5
82	мы видели что	1	5
83	мы все же	2	5
84	в лучшем случае	1	5
85	вместо того чтобы	1	5
86	самом деле если	1	4
87	а между тем	8	4
88	в настоящее время	3	4
89	каждый из них	1	4
90	что в таком	1	4
91	и того же	3	4
92	шаг за шагом	1	4
93	а в том	1	4
94	к тому же	5	4
95	то что у	2	4
96	мы говорили выше	6	4
97	правильнее было бы	1	4
98	из того что	1	4
99	таким образом и	1	4
100	но так как	2	4
101	таким образом мы	1	4
102	за то что	1	4
103	таким образом в	3	4
104	мы уже говорили	1	4
105	это было бы	1	4
106	это имеет место	1	4
107	благодаря тому что	1	4
108	вступить в противоречие	1	4
109	есть как бы	1	4
110	он не может	2	4
111	одного и того	3	4
112	в приложении к	1	4
113	в этой области	4	4
114	только тогда когда	1	4
115	и не может	1	4
116	то есть в	1	4
117	что это есть	1	4
118	же самое что	1	4
119	именно в том	1	4
120	принять во внимание	2	4
121	и в другом	1	3
122	друг от друга	6	3
123	которых мы говорили	4	3
124	что до сих	2	3
125	на наших глазах	1	3
126	по отношению к	11	3
127	это не так	1	3
128	во внимание что	1	3
129	указывали на то	1	3
130	ни одна из	1	3
131	дело в том	1	3
132	между тем в	1	3
133	может быть и	4	3
134	о котором мы	1	3
135	несмотря на то	2	3
136	что ни одна	1	3
137	которые не могут	1	3
138	на том же	1	3
139	и в конце	1	3
140	иметь в виду	1	3
141	что все эти	1	3
142	в том или	1	3
143	в высшей степени	2	3
144	мысль о том	1	3
145	бы то ни	3	3
146	то же время	2	3
147	ясно что и	1	3
148	том виде как	1	3
149	том или ином	1	3
150	и что все	1	3
151	что при этом	1	3
152	ничего общего с	2	3
153	это действительно так	1	3
154	в то же	2	3
155	может быть не	1	3
156	я не могу	1	3
157	сих пор на	1	3
158	во всех этих	2	3
159	в этом случае	4	3
160	то обстоятельство что	1	3
161	с тем и	1	3
162	приводит к тому	1	3
163	те черты которые	1	2
164	а может быть	1	2
165	что и для	1	2
166	мы уже знаем	1	2
167	а следовательно и	2	2
168	что это действительно	1	2
169	они не могут	1	2
170	из этих частей	1	2
171	у него в	1	2
172	но для того	1	2
173	вместе с ними	1	2
174	должны рассматриваться как	1	2
175	так или иначе	5	2
176	но при этом	1	2
177	именно в этой	1	2
178	того что в	1	2
179	между тем как	1	2
180	уже знаем что	1	2
181	и при помощи	1	2
182	и все прочие	1	2
183	все же не	3	2
184	с тем как	1	2
185	в борьбе за	1	2
186	в тех случаях	1	2
187	в связи с	3	2
188	потому не может	1	2
189	выпадает на долю	1	2
190	а на самом	1	2
191	том что оно	1	2
192	по крайней мере	1	2
193	и для того	1	2
194	при этом не	1	2
195	и все другие	1	2
196	как и все	2	2
197	и это не	1	2
198	том что они	1	2
199	и все же	1	2
200	во всем этом	1	2
201	без всяких прикрас	1	2
202	в одинаковой мере	1	2
203	для этого необходимо	1	2
204	на задний план	1	2
205	случае если бы	2	2
206	то что это	2	2
207	и ничем не	1	2
208	представляет из себя	5	2
209	потому что как	1	2
210	на основании этих	1	2
211	лишь тогда когда	2	2
212	и если бы	1	2
213	в один из	1	2
214	чтобы заметить что	1	2
215	то ни было	3	2
216	не может не	3	2
217	но вместе с	2	2
218	так как все	1	2
219	он все же	2	2
220	на каждом шагу	1	2
221	сих пор не	5	2
222	мы находим в	1	2
223	то для того	1	2
224	а потому не	1	2
225	образом оказывается что	1	2
226	хотя и не	1	2
227	как мы видели	1	2
228	таким образом как	1	2
229	самое что и	1	2
230	еще далеко не	1	2
231	указывают на то	2	2
232	представление о том	1	2
233	том что при	1	2
234	если мы будем	1	2
235	средством к этому	1	1
236	примирения этих двух	1	1
237	не следует чтобы	2	1
238	потому что психология	1	1
239	о которой мы	2	1
240	бы при этом	1	1
241	самих себя и	1	1
242	гораздо сложнее и	1	1
243	что в настоящее	1	1
244	таким образом психика	1	1
245	и согласно с	1	1
246	по одному пути	1	1
247	при этом что	2	1
248	но все они	1	1
249	что под этими	1	1
250	только все это	1	1
251	не играет никакой	1	1
252	совершенно так же	4	1
253	том и другом	1	1
254	свидетельствует о том	1	1
255	некоторое сходство с	1	1
256	а в нашем	1	1
257	и некоторые другие	1	1
258	что отличается от	1	1
259	жизни если бы	1	1
260	в нашей культуре	1	1
261	мы знаем и	1	1
262	каждый данный момент	3	1
263	в результате получилась	1	1
264	том числе и	1	1
265	все эти вещи	1	1
266	между этими двумя	2	1
267	указали выше на	1	1
268	жизнь и все	1	1
269	а потому и	1	1
270	целом ряде случаев	1	1
271	не забудем что	1	1
272	а затем и	1	1
273	будем признать что	1	1
274	то ясно что	4	1
275	которое на самом	1	1
276	определяет собой и	1	1
277	в правильности этого	1	1
278	уверены в том	1	1
279	но все же	2	1
280	к ней и	1	1
281	так что от	1	1
282	не потому чтобы	1	1
283	столь же мало	1	1
284	заключают в себе	1	1
285	уже одно это	1	1
286	уже о том	1	1
287	но даже в	1	1
288	что эта психология	1	1
289	он при этом	1	1
290	к тем же	1	1
291	всегда основана на	1	1
292	что так как	1	1
293	борьбе за существование	1	1
294	мы говорили в	1	1
295	потому что для	1	1
296	есть не более	1	1
297	что по существу	1	1
298	но по существу	1	1
299	того чтобы ответить	1	1
300	по происхождению и	1	1
301	в каждый данный	4	1
302	как мы знаем	1	1
303	мы указывали на	1	1
304	в данный момент	1	1
305	и различие между	1	1
306	и тому же	1	1
307	таким образом по	1	1
308	мы уже указали	1	1
309	в своем целом	2	1
310	нет ничего общего	1	1
311	в себе и	1	1
312	если мы возьмем	1	1
313	того чтобы проверить	1	1
314	в котором они	1	1
315	нечего и говорить	3	1
316	виде как оно	1	1
317	в область психологии	1	1
318	эту черту как	1	1
319	в этом и	1	1
320	независимо от того	1	1
321	есть только одно	1	1
322	которые вытекают из	2	1
323	на нас не	1	1
324	те же условия	1	1
325	так что с	1	1
326	все та же	1	1
327	уже указали выше	1	1
328	если признать что	1	1
329	все эти вопросы	1	1
330	мы только что	1	1
331	говорили выше что	1	1
332	в разных направлениях	1	1
333	уже говорили что	1	1
334	мало того что	1	1
335	которые могут быть	1	1
336	не замечает что	1	1
337	к делу и	1	1
338	хотя бы в	1	1
339	но именно в	1	1
340	из этих элементов	1	1
341	мы сказали что	2	1
342	тем что она	1	1
343	так же мало	1	1
344	на деле это	1	1
345	в широком смысле	1	1
346	та или иная	1	1
347	таким образом оказывается	1	1
348	при помощи этой	1	1
349	то это потому	1	1
350	его к жизни	1	1
351	из которых каждый	1	1
352	в другом случае	1	1
353	случаев в которых	1	1
354	с только что	1	1
355	в силу общих	1	1
356	образом и на	1	1
357	в вопросе о	2	1
358	время от времени	2	1
359	то что составляет	1	1
360	не может служить	2	1
361	и в целом	1	1
362	основано на этом	1	1
363	и в сознании	1	1
364	том что все	2	1
365	случае мы можем	1	1
366	поколения в поколение	1	1
367	в целом в	1	1
368	весь свой смысл	1	1
