N	2gram	Voloshinov	EvropaiE
1	и в	42	37
2	в отношении	2	32
3	в пределах	2	25
4	точки зрения	11	23
5	что в	1	21
6	не только	28	18
7	с точки	5	17
8	в то	9	16
9	то же	16	15
10	хотя бы	18	15
11	в качестве	4	14
12	и не	14	14
13	но и	16	14
14	же время	7	14
15	в своем	1	14
16	но в	5	14
17	в этом	10	12
18	в том	3	11
19	в их	2	11
20	в области	6	11
21	так и	7	10
22	в себе	10	9
23	прежде всего	22	9
24	только в	7	9
25	так же	4	9
26	не может	13	9
27	отнюдь не	10	9
28	в ее	3	8
29	в своей	2	8
30	между тем	3	8
31	было бы	7	8
32	думать что	1	8
33	к тому	4	8
34	так как	8	7
35	того что	4	7
36	как и	12	7
37	по своему	3	7
38	также и	2	7
39	с другой	1	7
40	то есть	5	6
41	с этой	1	6
42	россии но	1	6
43	и даже	3	6
44	вслед за	1	6
45	и на	7	6
46	том что	3	6
47	вовсе не	2	6
48	во всех	6	6
49	может быть	13	6
50	того чтобы	7	6
51	для того	9	6
52	то что	9	6
53	как бы	30	6
54	на то	1	6
55	в той	5	5
56	как нам	1	5
57	тем самым	8	5
58	в виде	1	5
59	не в	6	5
60	но не	2	5
61	к которым	1	5
62	от этого	1	5
63	со стороны	1	5
64	и потому	2	5
65	которую мы	1	5
66	в течение	1	5
67	же как	1	5
68	в частности	3	5
69	как мы	10	5
70	одной из	2	5
71	столь же	1	5
72	но если	1	5
73	и по	1	5
74	в самом	5	4
75	то в	1	4
76	мы не	9	4
77	даже в	1	4
78	того или	5	4
79	для нас	3	4
80	иными словами	2	4
81	само по	1	4
82	именно в	1	4
83	в процессе	6	4
84	по себе	1	4
85	в каком	2	4
86	тем более	1	4
87	той или	4	4
88	вопрос о	2	4
89	но даже	2	4
90	или иного	5	4
91	как это	5	4
92	несмотря на	3	4
93	экономической жизни	1	4
94	в ней	8	4
95	сказать что	3	4
96	можно сказать	4	4
97	техники и	1	4
98	или иной	6	4
99	независимо от	5	4
100	и к	4	3
101	говорит о	1	3
102	приближается к	3	3
103	из всех	1	3
104	этом отношении	2	3
105	с более	1	3
106	ее в	1	3
107	что и	3	3
108	в результате	1	3
109	или иную	4	3
110	мы можем	7	3
111	не является	5	3
112	себе не	1	3
113	можно было	4	3
114	в будущем	3	3
115	на себя	1	3
116	тем что	2	3
117	очевидно что	2	3
118	в таком	1	3
119	вообще не	1	3
120	большинстве случаев	1	3
121	как в	3	3
122	мира и	1	3
123	в которых	2	3
124	тем в	1	3
125	ни на	3	3
126	бы и	2	3
127	в свою	6	3
128	ту или	4	3
129	представляет собой	2	3
130	связано с	2	3
131	потому что	7	3
132	и тем	7	3
133	во второй	3	3
134	когда он	1	3
135	не будет	3	3
136	и для	3	3
137	народов и	1	3
138	заключает в	4	3
139	новое слово	1	3
140	отметить что	1	3
141	себе в	2	3
142	к ним	1	3
143	с тем	8	3
144	в данной	4	3
145	это так	1	3
146	и от	7	3
147	место в	2	3
148	о том	4	3
149	в общем	1	3
150	мы видели	5	3
151	там где	1	3
152	является ли	1	3
153	не из	2	3
154	того же	1	3
155	из них	3	3
156	никогда не	7	3
157	всего в	4	2
158	таким образом	8	2
159	и ту	2	2
160	именно к	1	2
161	утверждать что	1	2
162	и то	5	2
163	в другой	1	2
164	и во	1	2
165	влияние на	4	2
166	мы видим	4	2
167	в гораздо	1	2
168	и этот	2	2
169	говоря уже	1	2
170	этот процесс	2	2
171	если в	1	2
172	и того	1	2
173	но еще	1	2
174	тогда когда	1	2
175	в его	6	2
176	свою очередь	4	2
177	одна и	1	2
178	еще более	2	2
179	что это	4	2
180	хотя и	3	2
181	с этим	2	2
182	и если	1	2
183	для них	2	2
184	с другими	2	2
185	другой стороны	1	2
186	в этих	2	2
187	не могут	1	2
188	одну и	2	2
189	в своих	2	2
190	как же	1	2
191	при условии	2	2
192	если бы	4	2
193	или в	2	2
194	и с	5	2
195	человеческой культуры	1	2
196	и все	4	2
197	и эта	3	2
198	другой и	1	2
199	на месте	1	2
200	или хотя	2	2
201	рынок и	1	2
202	в какой	2	2
203	вместе с	5	2
204	долгое время	3	2
205	и как	10	2
206	как не	2	2
207	помнить что	2	2
208	случаях когда	2	2
209	есть в	1	2
210	не есть	2	2
211	в мире	2	2
212	одном из	1	2
213	идеологии и	1	2
214	между собой	2	2
215	между ними	3	2
216	сравнению с	1	2
217	даже что	1	2
218	в сторону	1	2
219	не нужно	2	2
220	бы совершенно	1	2
221	к той	3	2
222	примыкающих к	1	2
223	что эти	3	2
224	большей части	1	2
225	не говоря	2	2
226	которое существует	1	2
227	но как	2	2
228	в котором	3	2
229	и что	1	2
230	более чем	1	2
231	она не	1	2
232	в значительной	2	2
233	именно потому	1	2
234	по сравнению	1	2
235	и поэтому	3	2
236	хозяйства и	1	2
237	он не	2	2
238	мы должны	10	2
239	в развитии	1	2
240	и теперь	1	2
241	а не	7	2
242	в идеологическом	2	2
243	и та	1	2
244	в одном	4	2
245	чем больше	1	2
246	целый ряд	3	2
247	тому или	1	2
248	этот вопрос	2	2
249	в истории	1	2
250	каких бы	1	2
251	по своей	2	2
252	при помощи	1	2
253	а в	5	2
254	в большинстве	1	2
255	или иному	1	2
256	в этой	6	2
257	что же	8	2
258	заметить что	3	2
259	культуры и	1	2
260	главным образом	3	2
261	экономического развития	1	2
262	мог бы	1	2
263	наряду с	1	2
264	во всей	1	2
265	в силу	1	2
266	на этот	2	2
267	же в	1	2
268	жизни и	3	2
269	с течением	1	2
270	всего к	1	2
271	как будто	1	2
272	ведь и	2	2
273	точка зрения	4	2
274	бы в	6	2
275	не можем	1	2
276	и наконец	5	2
277	есть не	2	2
278	не к	4	2
279	течением времени	1	2
280	к нему	2	2
281	доступ в	1	1
282	к сожалению	1	1
283	отстоят от	1	1
284	ближе к	1	1
285	представить себе	3	1
286	почти всей	1	1
287	с полной	1	1
288	дает нам	1	1
289	и останется	1	1
290	и другие	1	1
291	видели в	1	1
292	одних и	1	1
293	которую они	1	1
294	оно определяется	1	1
295	является в	1	1
296	социальной средой	1	1
297	находятся в	2	1
298	все что	1	1
299	видели что	3	1
300	или наоборот	1	1
301	для всех	2	1
302	в более	1	1
303	что оно	3	1
304	один из	4	1
305	все-таки в	1	1
306	та же	3	1
307	в определенный	1	1
308	как тот	1	1
309	том насколько	1	1
310	как таковой	3	1
311	как с	2	1
312	может не	1	1
313	мы приходим	1	1
314	на вопрос	1	1
315	человеческой истории	2	1
316	и среди	1	1
317	они являются	1	1
318	также что	1	1
319	указать на	1	1
320	должно быть	2	1
321	до него	1	1
322	вполне понятно	1	1
323	уже в	5	1
324	например в	1	1
325	которых мы	1	1
326	был бы	2	1
327	и процесс	1	1
328	в жизни	2	1
329	в угоду	1	1
330	от которых	2	1
331	общение с	1	1
332	в состоянии	1	1
333	том же	2	1
334	часть его	1	1
335	для всякого	2	1
336	дело с	1	1
337	при этом	9	1
338	для него	3	1
339	пределах одного	1	1
340	но от	1	1
341	говорили в	1	1
342	бы на	1	1
343	своем развитии	1	1
344	для возникновения	1	1
345	в разных	3	1
346	с ним	2	1
347	тем как	1	1
348	кроме того	2	1
349	связанное с	1	1
350	и различие	2	1
351	что при	1	1
352	с некоторым	1	1
353	что идеология	1	1
354	осуществление в	1	1
355	определенный момент	1	1
356	не как	1	1
357	которые по	1	1
358	а затем	1	1
359	мы совершенно	1	1
360	поэтому в	1	1
361	не являются	1	1
362	с природой	2	1
363	то мы	3	1
364	у нас	4	1
365	выступает в	1	1
366	чуть ли	2	1
367	борьбы с	1	1
368	смысле этого	2	1
369	как нечто	2	1
370	быть может	3	1
371	с их	1	1
372	приходит к	1	1
373	весь мир	1	1
374	не допускает	1	1
375	качестве примера	1	1
376	слово на	1	1
377	нельзя ни	2	1
378	тому же	2	1
379	однако не	1	1
380	а на	2	1
381	творчества и	1	1
382	связь с	2	1
383	даже вовсе	1	1
384	как они	1	1
385	не было	2	1
386	уже отчасти	1	1
387	связи с	3	1
388	своих частях	1	1
389	иметь не	1	1
390	если не	3	1
391	более или	1	1
392	не о	1	1
393	но все	5	1
394	все ее	1	1
395	имеет для	1	1
396	и сам	2	1
397	как по	1	1
398	с ней	2	1
399	на несколько	1	1
400	что его	1	1
401	так называемый	1	1
402	и где	1	1
403	во внимание	1	1
404	это мы	1	1
405	мысль о	1	1
406	по отношению	2	1
407	должны будут	1	1
408	точнее и	1	1
409	в точном	2	1
410	этого содержания	1	1
411	о выборе	1	1
412	она является	1	1
413	или на	1	1
414	и всего	2	1
415	из всего	2	1
416	и будет	1	1
417	значение лишь	1	1
418	может в	1	1
419	или иная	1	1
420	из общей	1	1
421	понимать как	1	1
422	тому что	5	1
423	той социальной	2	1
424	конечно не	3	1
425	с той	1	1
426	в связи	2	1
427	те же	5	1
428	в последнем	1	1
429	с ними	1	1
430	пока что	1	1
431	многих других	1	1
432	для каждого	2	1
433	если и	1	1
434	в определенной	1	1
435	все эти	3	1
436	эти две	1	1
437	социальной группы	4	1
438	с еще	1	1
439	все же	9	1
440	оценок и	2	1
441	совершенно одинаково	1	1
442	только ее	1	1
443	этого слова	3	1
444	одно из	1	1
445	ли не	2	1
446	к какому	1	1
447	в исторической	1	1
448	его жизни	1	1
449	на минуту	2	1
450	ли он	2	1
451	в новом	1	1
452	и теми	1	1
453	о котором	1	1
454	и следовательно	5	1
455	которое не	2	1
456	по самой	1	1
457	войти в	2	1
458	и это	8	1
459	в каждой	1	1
460	именно с	2	1
461	как обычно	2	1
462	об этом	3	1
463	или менее	1	1
464	уже не	4	1
465	в одной	1	1
466	и вообще	2	1
467	но постепенно	1	1
468	нет ничего	2	1
469	не менее	1	1
470	конечно это	1	1
471	русской жизни	1	1
472	чтобы тот	1	1
473	ответить на	2	1
474	будем считать	1	1
475	перед тем	1	1
476	того в	1	1
477	а к	3	1
478	в основе	3	1
479	осуществляется в	1	1
480	гораздо большей	1	1
481	и сами	1	1
482	зависит от	2	1
483	мы увидим	5	1
484	язык и	9	1
485	что мы	11	1
486	на этом	1	1
487	почти на	1	1
488	когда мы	6	1
489	ведь в	3	1
490	бы только	1	1
491	представим себе	1	1
492	как одно	2	1
493	по большей	1	1
494	мы говорили	2	1
495	действительности как	1	1
496	не придет	1	1
497	доказать что	1	1
498	связь и	3	1
499	так называемой	4	1
500	говорить не	1	1
501	относится к	2	1
502	и кровь	1	1
503	ту же	2	1
504	могла осуществиться	1	1
505	поэтому если	1	1
506	и неизбежно	1	1
507	являются не	1	1
508	к установлению	1	1
509	именно поэтому	1	1
510	когда в	1	1
511	для тех	1	1
512	являются в	1	1
513	значением и	1	1
514	слова и	5	1
515	только тогда	2	1
516	в характере	1	1
517	к тем	1	1
518	увидим что	2	1
519	мы все	1	1
520	значение для	1	1
521	должны быть	1	1
522	но они	1	1
523	или иных	3	1
524	и их	5	1
525	таковой не	1	1
526	в человеческом	1	1
527	говорить о	1	1
528	что эта	1	1
529	происходит ли	1	1
530	на его	6	1
531	свое существование	1	1
532	тех же	1	1
533	в тех	3	1
534	и когда	2	1
535	связь между	3	1
536	за пределы	1	1
537	в начале	3	1
538	еще в	1	1
539	и до	1	1
540	более сложный	1	1
541	даже не	1	1
542	значительной степени	2	1
543	идеологию и	1	1
544	и законченной	1	1
545	и те	2	1
546	перед лицом	1	1
547	теперь не	1	1
548	которую будем	1	1
549	чтобы не	1	1
550	к которой	1	1
551	социальной структуры	2	1
552	или иное	4	1
553	так называемых	1	1
554	достаточно чтобы	1	1
555	будет уже	1	1
556	бы по	1	1
557	в каких	1	1
558	и соответствующая	1	1
559	уже об	1	1
560	лишь в	4	1
561	приемах и	1	1
562	нем и	1	1
563	истории и	1	1
564	значение и	2	1
565	самое простое	1	1
566	вопрос в	1	1
567	для осуществления	1	1
568	он в	1	1
569	среды и	1	1
570	одного из	1	1
571	нужно помнить	1	1
572	возможно ли	1	1
573	что для	1	1
574	что тот	1	1
575	та или	1	1
576	друг другу	2	1
577	той же	7	1
578	тех случаях	2	1
579	только одна	2	1
580	которые в	2	1
581	значение имеет	1	1
582	качестве одного	1	1
583	быть в	1	1
584	что может	1	1
585	тот же	2	1
586	но возможно	1	1
587	и несколько	2	1
588	в нашем	5	1
589	к которому	2	1
590	с собой	2	1
591	не значит	1	1
592	мы будем	6	1
593	котором мы	1	1
594	более всего	1	1
595	указывать на	1	1
596	в сознании	5	1
597	а впоследствии	1	1
598	жизни эти	1	1
599	и о	1	1
600	в форму	1	1
601	которыми мы	1	1
602	одна из	1	1
603	все еще	1	1
604	с его	8	1
605	и его	7	1
606	самые основные	1	1
607	оно может	1	1
608	тех или	4	1
609	есть к	1	1
610	будут ли	1	1
611	явление которое	1	1
612	с теми	1	1
613	и силу	1	1
614	в нем	6	1
615	не будут	2	1
616	на руси	1	1
617	но это	2	1
618	от того	3	1
619	если мы	4	1
620	для этого	2	1
621	всех этих	1	1
622	большей степени	1	1
623	то или	4	1
624	в самой	1	1
625	подтверждение в	1	1
626	и искусства	1	1
627	одного и	1	1
628	на ту	1	1
629	человечества но	2	1
630	и частью	1	1
631	вне ее	1	1
632	гораздо более	2	1
