N	2gram	Vygotskiy_	RusskieA
1	и в	38	79
2	в том	59	64
3	том что	44	59
4	что в	31	57
5	не только	16	41
6	во время	3	38
7	так как	19	34
8	в этом	35	33
9	состоит в	4	32
10	как бы	17	31
11	но и	9	31
12	в других	2	30
13	как и	20	28
14	и на	9	28
15	может быть	25	28
16	в этот	1	26
17	одна из	2	24
18	о том	6	23
19	с в	2	23
20	при этом	13	22
21	в поле	1	22
22	это не	5	20
23	а в	7	20
24	как мы	14	20
25	из них	5	19
26	представляют собой	1	18
27	все это	8	18
28	с тем	18	17
29	таким образом	36	17
30	то что	27	17
31	вместе с	18	17
32	об этом	2	17
33	показывает что	9	17
34	потому что	14	17
35	во многих	3	16
36	мы не	14	16
37	или на	1	15
38	один из	8	15
39	в них	3	14
40	и с	5	14
41	не менее	8	14
42	тем не	6	14
43	как это	16	14
44	и что	15	14
45	мы видели	8	14
46	и не	16	14
47	для нас	6	14
48	у нас	1	14
49	уже не	3	13
50	к этому	5	13
51	в некоторых	1	13
52	так что	3	13
53	и по	5	13
54	как в	14	13
55	в которых	3	13
56	еще не	6	13
57	не может	11	13
58	тем что	12	12
59	между собой	15	12
60	полагает что	2	12
61	этом случае	4	12
62	мы имеем	6	12
63	в виде	4	12
64	а затем	4	11
65	мы увидим	4	11
66	следующим образом	4	11
67	не имеет	3	11
68	но это	7	11
69	далеко не	2	11
70	что на	2	11
71	все же	11	10
72	так например	1	10
73	представляет собой	6	10
74	том чтобы	2	10
75	его в	8	10
76	между тем	10	10
77	что и	14	10
78	в течение	2	10
79	так и	11	10
80	или в	4	10
81	а также	6	10
82	по существу	4	10
83	и других	4	10
84	то же	18	9
85	что они	23	9
86	к жизни	2	9
87	с ней	4	9
88	и все	5	9
89	данном случае	1	9
90	того как	5	9
91	на голову	1	9
92	том же	3	9
93	но в	4	9
94	в русском	1	9
95	но не	7	9
96	одно из	2	8
97	в этих	4	8
98	представление о	1	8
99	что по	2	8
100	так же	26	8
101	после этого	1	8
102	связи с	14	8
103	на себя	2	8
104	во всех	3	8
105	что это	8	8
106	подобно тому	1	8
107	их в	6	8
108	не объясняет	1	8
109	того чтобы	15	8
110	как например	2	8
111	того что	17	8
112	ее в	2	8
113	в данном	1	8
114	не все	1	8
115	как уже	8	8
116	тому как	2	8
117	для того	14	8
118	же в	3	8
119	в это	1	7
120	в руках	1	7
121	в своем	9	7
122	к нему	1	7
123	не в	10	7
124	в свете	2	7
125	а с	4	7
126	мы рассмотрим	1	7
127	было бы	15	7
128	главным образом	3	7
129	только в	16	7
130	с этого	1	7
131	еще в	2	7
132	связанные с	3	7
133	из этих	5	7
134	а не	7	7
135	начиная с	2	7
136	до конца	2	7
137	не можем	4	7
138	животных и	5	7
139	и как	11	7
140	мы должны	15	7
141	по этому	6	7
142	для этого	3	7
143	же как	10	6
144	к тому	8	6
145	что этот	2	6
146	выше мы	1	6
147	и другой	4	6
148	не всегда	1	6
149	только на	2	6
150	но они	4	6
151	в одном	4	6
152	что она	7	6
153	после того	1	6
154	в качестве	25	6
155	чем в	4	6
156	в таком	4	6
157	тому что	3	6
158	также в	2	6
159	и у	7	6
160	и сл	1	6
161	на этом	3	6
162	многих случаях	1	6
163	после чего	1	6
164	год и	1	6
165	в этой	7	6
166	поле и	1	6
167	в нем	4	6
168	видели что	4	6
169	должен был	2	6
170	с ними	3	6
171	приводит к	5	6
172	и более	4	6
173	что здесь	2	6
174	друг друга	7	6
175	в первый	2	6
176	или с	1	6
177	в их	12	6
178	все эти	9	6
179	так в	1	6
180	связаны с	4	6
181	она не	1	6
182	в новый	1	6
183	и их	4	6
184	этому поводу	4	6
185	и к	9	5
186	в разных	1	5
187	нас к	2	5
188	например в	2	5
189	с этим	6	5
190	вопрос о	2	5
191	рассматриваться как	4	5
192	входит в	7	5
193	с другой	11	5
194	связь между	7	5
195	как правило	2	5
196	по поводу	1	5
197	с целью	2	5
198	в связи	9	5
199	такие же	1	5
200	мы уже	8	5
201	в тех	2	5
202	можно было	10	5
203	и др	1	5
204	там где	4	5
205	в то	5	5
206	прежде всего	6	5
207	нет никаких	6	5
208	его с	1	5
209	тогда когда	10	5
210	с ним	4	5
211	для них	3	5
212	что он	13	5
213	ничего общего	4	5
214	то и	5	5
215	в свою	4	5
216	это показывает	1	5
217	в избе	2	5
