1	не может	9	17
2	может быть	6	12
3	точки зрения	23	12
4	таким образом	2	11
5	мы не	4	9
6	и в	37	7
7	не можем	2	7
8	в этом	12	7
9	и не	14	6
10	в результате	3	6
11	только одна	1	6
12	как и	7	6
13	мы можем	3	6
14	и наконец	2	5
15	прежде всего	9	5
16	с точки	17	5
17	что же	2	5
18	все эти	1	5
19	в развитии	2	4
20	из них	3	4
21	если мы	1	4
22	так как	7	4
23	а в	2	4
24	в том	11	4
25	жизни и	2	4
26	не только	18	4
27	вместе с	2	4
28	мы видели	3	4
29	вопрос о	4	4
30	мы должны	2	4
31	как бы	6	4
32	в области	11	3
33	одна из	1	3
34	уже в	1	3
35	он в	1	3
36	и все	2	3
37	когда мы	1	3
38	в этой	2	3
39	между собой	2	3
40	так называемых	1	3
41	и потому	5	3
42	в нем	1	3
43	а не	2	3
44	и к	3	3
45	при таком	1	3
46	то же	15	3
47	отнюдь не	9	3
48	мы получаем	1	3
49	при этом	1	3
50	не в	5	3
51	видели что	1	3
52	в себе	9	3
53	в одном	2	3
54	у нас	1	3
55	может не	1	3
56	и мы	3	3
57	но в	14	3
58	было бы	8	3
59	все же	1	3
60	для нас	4	3
61	могут быть	2	2
62	что при	1	2
63	говорить о	1	2
64	и даже	6	2
65	свою очередь	2	2
66	на этом	1	2
67	в которую	1	2
68	можно назвать	1	2
69	такие же	1	2
70	мы знаем	1	2
71	одна возможность	1	2
72	друг с	3	2
73	в таком	3	2
74	с этим	2	2
75	в отличие	1	2
76	что это	2	2
77	но все	1	2
78	не менее	1	2
79	и будет	1	2
80	во всяком	3	2
81	мы видим	2	2
82	такой же	2	2
83	в свою	3	2
84	как известно	1	2
85	развития но	1	2
86	может дать	1	2
87	на его	1	2
88	и что	2	2
89	с совершенно	1	2
90	не могут	2	2
91	с другом	3	2
92	с одной	8	2
93	при данной	1	2
94	и во	2	2
95	то ни	4	2
96	всяком случае	3	2
97	то и	1	2
98	или иной	4	2
99	каждого из	1	2
100	для развития	1	2
101	и по	5	2
102	быть и	1	2
103	в его	2	2
104	значение в	1	2
105	в самом	4	2
106	на этот	2	2
107	а на	1	2
108	что все	2	2
109	уже не	1	2
110	не дает	3	2
111	в некоторых	2	2
112	или же	1	2
113	как мы	5	2
114	что в	21	2
115	отличие от	1	2
116	дает нам	1	2
117	некоторое время	1	2
118	в нашем	1	2
119	через некоторое	1	2
120	еще более	2	2
121	она может	1	2
122	в третьем	1	2
123	той же	1	2
124	тот же	1	2
125	в виде	5	2
126	на язык	2	1
127	именно та	1	1
128	о том	3	1
129	может преодолеть	1	1
130	из всех	3	1
131	и наиболее	2	1
132	несмотря на	4	1
133	сказать что	4	1
134	одной стороны	8	1
135	мира но	2	1
136	не было	1	1
137	никогда не	3	1
138	которые в	1	1
139	областях в	1	1
140	а затем	1	1
141	за вычетом	2	1
142	xviii и	2	1
143	с его	1	1
144	в начале	1	1
145	более как	1	1
146	но еще	2	1
147	в свое	1	1
148	так же	9	1
149	данном случае	2	1
150	к концу	1	1
151	жизни в	3	1
152	только одно	2	1
153	случае когда	1	1
154	три четверти	1	1
155	поэтому в	1	1
156	в своих	2	1
157	и от	3	1
158	в какой	2	1
159	в своем	14	1
160	связи с	1	1
161	другую и	1	1
162	и та	2	1
163	или в	2	1
164	их на	1	1
165	в общий	1	1
166	он не	2	1
167	же в	2	1
168	цель и	1	1
169	та же	1	1
170	есть то	1	1
171	в то	16	1
172	для них	2	1
173	одной из	5	1
174	с и	10	1
175	аналогии с	1	1
176	увидим что	1	1
177	он сам	2	1
178	в ней	4	1
179	но как	2	1
180	точка зрения	2	1
181	силы в	2	1
182	те же	1	1
183	но если	5	1
184	для этих	2	1
185	в этот	1	1
186	быть в	1	1
187	что с	1	1
188	они относятся	1	1
189	если бы	2	1
190	мы будем	1	1
191	в течение	5	1
192	в корне	1	1
193	что произошло	1	1
194	оно может	1	1
195	его строить	1	1
196	поскольку она	2	1
197	она в	3	1
198	этого доказательства	1	1
199	развернуть в	1	1
200	новый не	1	1
201	независимо от	4	1
202	что эта	1	1
203	то его	1	1
204	этом смысле	3	1
205	на другую	1	1
206	кроме того	1	1
207	том что	6	1
208	с ним	1	1
209	один и	1	1
210	к области	1	1
211	и это	1	1
212	одного из	1	1
213	не быть	1	1
214	этот вопрос	2	1
215	все более	9	1
216	есть не	2	1
217	будет ли	2	1
218	должно быть	1	1
219	ли он	1	1
220	осуществляется в	1	1
221	природе например	1	1
222	данной области	2	1
223	и вообще	1	1
224	в процессы	1	1
225	в эту	2	1
226	и еще	2	1
227	заключают в	1	1
228	той или	4	1
229	живых существ	1	1
230	и прежде	3	1
231	не имеет	4	1
232	но нам	1	1
233	во всей	2	1
234	по отношению	1	1
235	во втором	2	1
