N	2gram	Bakhtin_Pr	formyVre
1	и в	59	148
2	в этом	40	73
3	то есть	64	70
4	в романе	12	58
5	в нем	38	51
6	прежде всего	17	46
7	и не	66	37
8	в его	44	36
9	и его	21	36
10	вовсе не	13	35
11	но и	22	33
12	то же	15	32
13	не только	26	32
14	в литературе	7	32
15	но в	7	31
16	жизни и	21	31
17	так и	13	29
18	времени в	2	27
19	может быть	38	27
20	не в	10	26
21	как мы	10	26
22	как и	21	25
23	как бы	40	25
24	человеческой жизни	4	24
25	точки зрения	36	24
26	мы уже	4	24
27	только в	15	23
28	в то	15	23
29	времени и	1	23
30	человека в	8	23
31	в том	17	22
32	то что	21	22
33	связи с	1	21
34	во всех	8	21
35	жизни в	3	21
36	же время	10	21
37	все эти	12	21
38	в своем	12	19
39	и др	1	19
40	и на	15	19
41	в основном	2	19
42	и для	5	19
43	таким образом	22	18
44	у него	9	18
45	и все	4	18
46	еще не	11	18
47	по существу	5	18
48	при этом	5	17
49	те же	3	17
50	с этим	2	17
51	в особенности	2	17
52	так как	11	17
53	в пределах	13	17
54	человека и	2	17
55	все же	9	16
56	в условиях	4	16
57	того же	1	16
58	в основе	6	16
59	и во	2	16
60	с рядом	1	16
61	и их	7	16
62	не может	31	16
63	в одном	14	15
64	в них	5	15
65	в дальнейшем	2	15
66	никогда не	19	15
67	с точки	21	15
68	так сказать	8	15
69	с его	14	15
70	в пространстве	3	15
71	вместе с	2	15
72	лишь в	4	15
73	и как	10	14
74	и с	10	14
75	так же	10	14
76	в конце	9	14
77	его жизни	2	14
78	всех этих	3	14
79	а не	30	14
80	как раз	9	14
81	все это	12	14
82	в самом	19	13
83	в котором	6	13
84	для того	3	13
85	друг с	4	13
86	с ним	13	13
87	как в	10	13
88	роль в	2	13
89	здесь в	3	13
90	в их	5	13
91	с другом	4	13
92	в частности	2	13
93	того чтобы	5	13
94	а в	9	13
95	же в	3	13
96	и до	5	12
97	конечно не	7	12
98	не было	5	12
99	он не	11	12
100	значение и	1	12
101	что в	14	12
102	потому что	20	12
103	образа человека	2	12
104	в истории	3	12
105	ничего не	8	12
106	но не	13	12
107	и наконец	5	12
108	из них	8	11
109	хотя и	1	11
110	его в	6	11
111	между ними	4	11
112	и у	6	11
113	романа в	8	11
114	ни в	5	11
115	в образе	4	11
116	уже в	9	11
117	мира и	8	11
118	в ней	8	11
119	и времени	1	11
120	и другие	4	10
121	кроме того	3	10
122	уже не	14	10
123	и того	1	10
124	входит в	11	10
125	в ее	4	10
126	сих пор	3	10
127	до сих	3	10
128	уже говорили	2	10
129	здесь не	2	10
130	тот же	4	10
131	в большинстве	3	10
132	и даже	4	9
133	но все	8	9
134	их в	8	9
135	с другой	3	9
136	наряду с	1	9
137	всего в	2	9
138	на протяжении	3	9
139	здесь нет	3	9
140	должно быть	4	9
141	к себе	2	9
142	и следовательно	7	9
143	и это	5	9
144	в других	1	9
145	могут быть	5	9
146	та же	1	9
147	отношения к	4	9
148	оно не	2	9
149	том что	15	9
150	в самой	10	9
151	для него	23	9
152	жизненного пути	1	9
153	есть в	10	9
154	жизнь и	3	9
155	и других	8	9
156	одного и	2	9
157	мира в	6	9
158	и к	5	8
159	в результате	6	8
