N	2gram	Losev_Prob	Problemy
1	и в	62	106
2	и не	56	90
3	как бы	11	70
4	может быть	39	66
5	т е	1	59
6	в его	10	56
7	в этом	25	52
8	в нем	13	51
9	не может	14	49
10	как и	15	44
11	что он	16	44
12	точки зрения	14	40
13	но и	20	40
14	для него	4	39
15	и его	12	39
16	а не	28	38
17	о себе	2	37
18	то же	23	36
19	не только	33	36
20	в пределах	3	35
21	то что	42	33
22	но в	17	33
23	прежде всего	13	32
24	он не	10	29
25	в то	18	29
26	все это	9	29
27	и все	13	28
28	в одном	4	27
29	не в	21	27
30	в самом	4	25
31	и с	11	25
32	к нему	3	25
33	с точки	9	25
34	и т	20	25
35	с самим	4	24
36	не как	1	24
37	вовсе не	62	24
38	самом деле	6	24
39	рядом с	1	23
40	и на	4	23
41	слова и	3	23
42	по себе	36	22
43	в каждом	1	22
44	таким образом	13	22
45	там где	1	21
46	как мы	12	21
47	все же	10	20
48	никогда не	7	20
49	только в	33	20
50	потому что	40	20
51	что же	9	19
52	что в	11	19
53	слова в	1	19
54	уже не	12	18
55	в себе	23	18
56	еще не	12	18
57	о нем	2	18
58	на самом	13	18
59	но не	6	18
60	все эти	14	18
61	и к	9	17
62	самим собою	2	17
63	с ним	11	17
64	а в	9	17
65	в том	35	17
66	это не	10	17
67	так и	16	17
68	так же	11	16
69	если бы	9	16
70	в своей	8	16
71	этом смысле	5	16
72	в другом	4	16
73	у него	1	15
74	до конца	1	15
75	и для	5	15
76	и наконец	2	15
77	и сам	6	14
78	в своем	7	14
79	как раз	11	14
80	в конце	7	14
81	а как	2	14
82	в отношении	4	14
83	себя самого	1	14
84	так как	14	14
85	я не	1	14
86	он и	3	14
87	лишь в	1	14
88	но все	5	13
89	на него	3	13
90	точка зрения	1	13
91	с другими	6	13
92	его в	4	13
93	и это	11	13
94	героя в	2	13
95	себя и	1	13
96	перед нами	8	13
97	в целом	9	13
98	при этом	9	12
99	даже в	2	12
100	и как	4	12
101	и даже	21	12
102	к тому	4	12
103	во всяком	14	12
104	в котором	3	12
105	что и	11	12
106	не знает	1	12
107	себе и	4	12
108	так что	21	12
109	и что	9	12
110	за пределы	6	12
111	было бы	14	12
112	как в	10	12
113	том что	25	12
114	но это	13	12
115	ничего не	4	12
116	тем что	8	11
117	их в	2	11
118	входит в	3	11
119	с другой	14	11
120	он сам	7	11
121	должно быть	1	11
122	это слово	1	11
123	бы в	3	11
124	мы уже	4	11
125	не могут	1	11
126	бы и	7	11
127	сливается с	1	11
128	так чтобы	2	11
129	этого слова	5	11
130	сознания и	2	11
131	она не	3	11
132	или как	4	11
133	как будто	11	11
134	конце концов	4	11
135	что не	4	10
136	сих пор	4	10
137	в него	2	10
138	до сих	4	10
139	для себя	6	10
140	в слове	4	10
141	той же	2	10
142	в самой	4	10
143	к одному	1	10
144	далеко не	1	10
145	отношение к	1	10
146	ведь и	1	10
147	в той	8	9
148	зрения на	2	9
149	другой стороны	11	9
150	в них	6	9
151	хотя бы	6	9
152	что у	3	9
153	хотя и	9	9
154	но он	1	9
155	могут быть	2	9
156	всяком случае	8	9
157	ни в	17	9
158	да и	9	9
159	или в	7	9
160	раз и	6	9
161	и потому	13	9
162	же и	7	8
163	в результате	8	8
164	и до	3	8
165	о том	14	8
166	все время	2	8
167	из них	4	8
168	и он	3	8
169	несмотря на	4	8
170	ни было	5	8
171	но как	6	8
172	одним из	2	8
173	здесь не	11	8
174	и у	2	8
175	и от	11	8
176	мы должны	13	8
177	нам кажется	2	8
178	должна быть	1	8
179	был бы	1	8
180	что это	3	8
181	никак не	13	8
182	не на	2	8
183	с ними	2	8
184	и так	1	8
185	он есть	2	8
186	в произведениях	1	8
187	как к	1	8
188	уже в	5	8
189	того что	10	8
190	это и	11	8
191	же не	2	8
192	с их	2	8
193	и о	8	8
194	бы он	2	8
195	от него	2	7
196	тем как	1	7
197	мысли и	1	7
198	в виду	20	7
199	на свой	1	7
200	в жизни	1	7
201	к самому	3	7
202	отличается от	8	7
203	вопрос о	2	7
204	только на	6	7
205	сказать что	24	7
206	что все	2	7
207	что она	5	7
208	от себя	2	7
209	что они	8	7
210	все его	1	7
211	не было	6	7
212	не о	2	7
213	как его	1	7
214	между ними	1	7
215	в этих	6	7
216	и следовательно	3	7
217	во всех	4	7
218	то ни	7	7
219	кажется что	2	7
220	если же	4	7
221	и др	1	7
222	с которым	1	7
223	и ее	7	7
224	были бы	5	7
