N	2gram	Propp_Isto	FransuaR
1	и в	41	367
2	то есть	1	209
3	в этом	19	112
4	и не	12	101
5	таким образом	15	100
6	и его	11	99
7	в его	4	98
8	прежде всего	6	92
9	не только	30	87
10	мы уже	10	85
11	но и	20	84
12	как бы	8	82
13	все эти	8	79
14	вовсе не	6	77
15	как и	8	76
16	в нем	12	75
17	но в	7	75
18	и на	12	72
19	и др	4	72
20	в том	14	71
21	как мы	6	71
22	то же	12	66
23	и все	6	66
24	в них	4	65
25	в этой	2	65
26	так и	8	65
27	и с	4	64
28	в то	6	63
29	во время	7	63
30	во всех	8	62
31	все это	9	62
32	что в	21	52
33	в своем	3	51
34	только в	10	48
35	так как	21	46
36	и до	2	46
37	том что	18	45
38	уже говорили	1	44
39	то что	12	41
40	здесь в	1	41
41	у него	16	40
42	жизни и	3	40
43	в самом	2	38
44	точки зрения	4	37
45	в ней	4	37
46	с его	4	36
47	о том	15	35
48	он был	2	35
49	может быть	19	35
50	мы видим	14	35
51	сказать что	5	34
52	и даже	3	34
53	в себе	3	34
54	рядом с	1	32
55	мы видели	17	32
56	в конце	4	32
57	он не	8	32
58	в литературе	2	31
59	связаны с	4	31
60	в своей	4	31
61	так же	6	30
62	но он	4	30
63	один из	7	30
64	потому что	13	30
65	и потому	1	30
66	никогда не	16	30
67	в одном	2	29
68	еще не	13	29
69	связи с	3	29
70	в этих	16	29
71	что он	29	29
72	не может	19	29
73	в особенности	2	29
74	при этом	7	29
75	его в	7	29
76	не в	12	29
77	и к	1	28
78	из них	2	28
79	всех этих	6	28
80	в основе	2	28
81	здесь и	3	28
82	и другие	10	27
83	сих пор	5	27
84	до сих	4	27
85	все же	14	27
86	во франции	1	27
87	по своему	1	27
88	и их	1	27
89	кроме того	6	26
90	в преисподнюю	3	26
91	в условиях	1	26
92	все они	1	26
93	в области	3	25
94	но это	5	25
95	мира и	2	25
96	этот образ	2	24
97	он и	3	24
98	но не	8	24
99	например в	6	24
100	в ее	3	24
101	и у	3	24
102	и от	5	24
103	как в	17	24
104	того чтобы	1	24
105	в частности	3	24
106	в большинстве	1	24
107	отношение к	6	24
108	большинстве случаев	1	23
109	своего рода	7	23
110	и здесь	13	23
111	с ним	9	23
112	в их	4	23
113	есть и	6	23
114	к нему	8	23
115	это не	14	23
116	даже в	2	22
117	не было	3	22
118	а в	12	22
119	тем что	11	22
120	что и	13	22
121	и других	2	22
122	там где	7	22
123	поэтому и	1	22
124	вместе с	17	22
125	и во	1	22
126	связь с	7	22
127	и о	2	22
128	именно в	2	21
129	уже в	4	21
130	и как	3	21
131	есть в	1	21
132	в качестве	5	21
133	одним из	1	21
134	что это	6	21
135	ни в	4	21
136	и наконец	6	21
137	в связи	3	20
138	и это	9	20
139	одной из	4	20
140	с точки	1	20
141	в образе	4	20
142	они были	1	20
143	а также	2	20
144	самом деле	1	20
145	во всем	2	19
146	их в	3	19
147	к этому	5	19
148	в эту	3	19
149	того же	3	19
150	было бы	4	19
151	с ее	1	19
152	в дальнейшем	3	19
153	с другой	20	19
154	на протяжении	1	19
155	хотя и	3	19
156	в форме	4	19
157	в ту	1	19
158	далеко не	3	19
159	мы находим	1	18
160	здесь не	4	18
161	одна из	7	18
162	но они	4	18
163	превращается в	10	18
164	связанные с	3	18
165	перед нами	4	18
166	связан с	5	18
167	это в	3	18
168	и смерти	1	17
169	для того	2	17
170	конечно не	2	17
171	в результате	1	17
172	можно было	3	17
173	связанных с	1	17
174	на его	6	17
175	такой же	3	17
176	еще более	1	17
177	но все	5	17
178	связана с	4	17
179	и вот	2	17
180	того что	7	17
181	а не	9	17
182	в другом	2	16
183	с одной	12	16
184	между ними	1	16
185	тот же	2	16
186	в начале	2	16
187	в свете	4	16
188	он дает	3	16
189	ничего не	7	16
190	они не	4	16
191	дело в	1	16
192	а затем	1	15
193	характерно что	2	15
194	в которой	2	15
195	никто не	2	15
196	из этих	6	15
197	мы еще	2	15
198	от всех	2	15
199	как на	3	15
200	не мог	1	15
201	xix века	1	15
202	еще в	3	15
203	в самой	1	15
204	с начала	1	15
205	в преисподней	4	15
206	в котором	3	14
207	характер и	1	14
208	в чем	5	14
209	и по	7	14
210	мы не	10	14
211	на них	1	14
212	здесь только	1	14
213	все что	4	14
214	в данном	8	14
215	и он	8	14
216	земли и	3	14
217	в более	3	14
218	по существу	5	14
219	и сам	3	13
220	о мире	1	13
221	с этим	3	13
222	что все	1	13
223	его к	2	13
224	в основном	2	13
225	на языке	1	13
226	на все	1	13
227	в одной	3	13
228	о чем	2	13
229	в жизни	2	13
230	на этой	1	13
231	одной стороны	12	13
232	здесь нет	4	13
233	не знает	2	13
234	отличие от	1	13
235	в других	6	13
236	бы в	1	13
237	и есть	2	13
238	они и	1	13
239	только на	2	13
240	этот процесс	1	13
241	или в	11	13
242	и эта	5	13
243	так в	10	13
244	жизнь и	1	13
245	как он	11	13
246	в книге	5	13
247	другой стороны	17	12
248	во всей	1	12
249	те же	2	12
250	главным образом	3	12
251	и ее	6	12
252	та же	5	12
253	мы встречаем	1	12
254	части тела	2	12
255	начиная с	2	12
256	у нас	4	12
257	раз в	1	12
258	другом месте	2	12
259	этот момент	1	12
260	можно сказать	3	12
261	но этот	1	12
262	здесь с	1	12
263	по своей	1	12
264	не могут	3	12
265	в приведенном	1	12
266	он в	4	12
267	в народной	1	12
268	смерти и	2	12
269	но здесь	5	12
270	но именно	1	12
271	этих форм	1	12
272	право на	5	12
273	об этом	7	12
274	из самых	2	11
275	на эту	1	11
276	так например	5	11
277	уже не	8	11
278	отметить что	2	11
279	что они	5	11
280	и что	15	11
281	и самый	1	11
282	в ад	2	11
283	того как	5	11
284	наконец в	1	11
285	из этого	2	11
286	в свое	3	11
287	в ряде	1	11
288	все время	2	11
289	момент в	1	11
290	очень часто	3	11
291	и так	2	11
292	с ними	2	11
293	и более	2	11
294	ни с	2	11
295	формы и	2	11
296	он говорит	4	11
297	другими словами	3	11
298	в заключение	1	11
299	по отношению	3	10
300	на котором	3	10
301	все его	3	10
302	на земле	6	10
303	его как	2	10
304	до наших	1	10
305	и они	2	10
306	но оно	3	10
307	в главе	2	10
308	преисподней и	1	10
309	в таких	3	10
310	данном случае	7	10
311	наших дней	1	10
312	там же	3	10
