N	3gram	Tiupa_Anal	Hudozhes
1	по отношению к	9	10
2	не сводится к	1	9
3	в том что	12	8
4	присутствия в мире	5	7
5	я в мире	7	7
6	в то же	7	7
7	в отличие от	5	7
8	то же время	7	7
9	с другой стороны	7	6
10	присутствия я в	5	6
11	той или иной	6	5
12	в конечном счете	5	5
13	для того чтобы	1	5
14	состоит в том	2	5
15	так или иначе	5	4
16	того или иного	5	4
17	не может быть	2	4
18	факторов художественного впечатления	4	4
19	я и его	1	4
20	так и не	5	4
21	в силу своей	1	4
22	бытия я и	1	4
23	его внешней заданности	1	4
24	роли в миропорядке	5	4
25	внутренней данности бытия	1	4
26	и его внешней	2	4
27	данности бытия я	1	4
28	по сути своей	1	3
29	с точки зрения	2	3
30	в этом смысле	1	3
31	тем не менее	3	3
32	всех без исключения	3	3
33	можно сказать что	2	3
34	следует смешивать с	1	3
35	одного и того	4	3
36	читателя зрителя слушателя	1	3
37	подобно тому как	3	3
38	организации художественного текста	1	3
39	и того же	4	3
40	по сути дела	1	3
41	в связи с	1	3
42	кадров внутреннего зрения	3	3
43	не следует смешивать	1	3
44	с одной стороны	3	3
45	тот или иной	3	3
46	сказания или анекдота	2	2
47	в тарасе бульбе	3	2
48	войне и мире	2	2
49	в той или	2	2
50	в слове о	2	2
51	ведет по пути	1	2
52	в свою очередь	7	2
53	но он не	1	2
54	в данном контексте	1	2
55	времени и в	1	2
56	его эстетической доминантой	2	2
57	и прежде всего	2	2
58	как к содержанию	2	2
59	внутренняя граница личности	2	2
60	до известной степени	3	2
61	мастера и маргариты	1	2
62	позволяет говорить о	2	2
63	является своего рода	1	2
64	кто говорит и	2	2
65	а на деле	1	2
66	в русской литературе	5	2
67	субъектной организации художественного	1	2
68	знакового материала в	1	2
69	себя в другом	1	2
70	я в качестве	1	2
71	стихотворении пушкина что	2	2
72	ту или иную	1	2
73	в единое целое	2	2
74	в самом деле	1	2
75	во всех подобных	1	2
76	в эстетический объект	1	2
77	автора и читателей	1	2
78	в таком случае	2	2
79	в войне и	2	2
80	как бы не	1	2
81	внутренней и внешней	2	2
82	в противном случае	2	2
83	со стороны адресата	2	2
84	слове о полку	2	2
85	что в имени	3	2
86	всех подобных случаях	1	2
87	в качестве виртуальной	1	2
88	включает в себя	2	2
89	с ее ролевой	1	2
90	уготованной ему позиции	1	2
91	не в самом	2	2
92	по своей природе	1	2
93	модель присутствия я	1	2
94	в этом мире	1	2
95	тех или иных	1	2
96	и в форме	2	2
97	так лирический герой	2	2
98	а с другой	1	2
99	том что он	2	2
100	я с его	2	2
101	тем или иным	2	2
102	в мире это	1	2
103	в рамках которого	1	2
104	либо в сторону	2	2
105	как уже говорилось	2	2
106	в миропорядке судьбы	2	2
107	значении этого слова	1	2
108	сама по себе	3	2
109	отношения к сообщаемому	2	2
110	состоит в совмещении	1	2
111	о полку игореве	3	2
112	пушкина что в	3	2
113	однако при этом	2	2
114	в известном смысле	2	2
115	индивидуального речевого замысла	2	2
116	в равной степени	2	2
117	в значительной степени	3	2
118	в основе своей	2	2
119	мы имеем дело	4	2
120	и позволяет говорить	1	2
121	в имени тебе	3	2
122	но не верифицируемым	1	1
123	низкой данности апостолов	1	1
124	внутренним отчуждением но	1	1
125	сакральная истинность незыблемого	1	1
126	ногах нервно движутся	1	1
127	и будущей жизни	1	1
128	его летописных версиях	1	1
129	оправданном а в	1	1
130	а гоголевский хома	1	1
131	внутренней оторванности от	1	1
132	качестве бытийной компетенции	1	1
133	точно так же	1	1
134	границей личностного я	1	1
135	идиллической картины жизни	1	1
136	свободы я внутри	1	1
137	соответственно риторика сказания	1	1
138	хозяин все оставить	1	1
139	содержанию миропорядка и	1	1
140	примеряя ее содержание	1	1
141	ср признание баратынского	1	1
142	он уклоняется от	1	1
143	невозвратного мгновения при	1	1
144	возводящие архитектонику подвига	1	1
145	это глаза ее	1	1
146	мир весь целиком	1	1
147	писал об этом	1	1
148	предел сказания героическая	1	1
149	жизнь природа или	1	1
150	лирический герой одновременно	1	1
151	объемлет всю внешнюю	1	1
152	их высокой сверхличной	1	1
153	однако впоследствии при	1	1
154	порок островского образцом	1	1
155	или иной императив	1	1
156	уединенной личности такова	1	1
157	ситуативного диалогизированного слова	1	1
158	было введено в	1	1
159	очередь определяется предметом	1	1
160	пустота личного самоопределения	1	1
161	образуют событийные границы	1	1
162	гоголя или в	1	1
163	отказ самосознания от	1	1
164	культурную автономию в	1	1
165	борющихся сторон чего	1	1
166	же я в	1	1
167	рязани батыем трагическая	1	1
168	обеих борющихся сторон	1	1
169	что он не	2	1
170	ситуация управляемая единым	1	1
171	миф это образная	1	1
172	в мире едины	1	1
173	природе суть то	1	1
174	смысле домонологично оно	1	1
175	и формы высказывания	1	1
176	основания для сатирической	1	1
177	несводимости человека к	1	1
178	своего объекта и	1	1
179	ревизора сатирик их	1	1
180	исполнитель передаваемого текста	1	1
181	внутреннего мира героев	1	1
182	малом круге повседневности	1	1
183	невозможно рассказывать себе	1	1
184	знания аналогичному адресату	1	1
185	жизни россыпь таких	1	1
186	обнаруживать и отсутствие	1	1
187	самоопределения оказывается шире	1	1
188	уходите куда же	1	1
189	избежит невидимого тленья	1	1
190	отношение к сообщенному	1	1
191	художественном мире одиночество	1	1
192	одно зрение и	1	1
193	когда на обломках	1	1
194	может и не	1	1
195	психологический парадокс характеризует	1	1
196	его батальной зарисовки	1	1
197	лирического героя художественно	1	1
198	что словно в	1	1
199	с формой авторства	1	1
200	миру ирония есть	1	1
201	внутреннюю свободу личности	1	1
202	свиток жизни в	1	1
203	жена тараса любит	1	1
204	в перспективе окончательного	1	1
205	он воодушевленно устремляется	1	1
206	удостоверяет личностность персонажа	1	1
207	героя вытесненные из	1	1
208	превращается в эстетический	1	1
209	может быть проделано	1	1
210	его личной духовной	1	1
211	полюса эстетическая культура	1	1
212	личности со своей	1	1
213	индивидуального самоопределения с	1	1
214	картина мира которая	1	1
215	введено в современное	1	1
216	героя жития протопопа	1	1
217	личности в жизнесложении	1	1
218	малости неотъемлемый атрибут	1	1
219	судьбы внешняя граница	1	1
220	войны и мира	1	1
221	к миру ирония	1	1
222	на почве карнавального	1	1
223	еще возвращаясь из	1	1
224	смеховое мироотношение несет	1	1
225	в момент свершения	1	1
226	говорить сжимается сердце	1	1
227	рода оглянулся на	1	1
228	художественную целостность принципиально	1	1
229	самоотрицанием революции в	1	1
230	князя всеволода и	1	1
231	обязательно курьезное любопытное	1	1
232	на непосредственную ответную	1	1
233	позиция активного приятия	1	1
234	тайны несводимой ни	1	1
235	перед другом а	1	1
236	человеческого я кладет	1	1
237	которому здесь как	1	1
238	здесь и теперь	1	1
239	себе один из	1	1
240	неполного совпадения самоопределения	1	1
241	домонологично оно объединяет	1	1
242	чудачество личностную уникальность	1	1
243	своей невоспроизводимостью состояний	1	1
244	обособленности ср признание	1	1
245	к готовым заданным	1	1
246	сознанием мнимо героическое	1	1
247	бою князя всеволода	1	1
248	жанр городского фольклора	1	1
249	может быть это	1	1
250	по этой причине	1	1
251	должен слиться эта	1	1
252	замечательный образец зарождения	1	1
253	ролевой претензией вследствие	1	1
254	значение для настоящей	1	1
255	слиться эта система	1	1
256	не гляди одновременно	1	1
257	не случайно за	1	1
258	необходимая коммуникативная характеристика	1	1
259	сверхличной защищенностью в	1	1
260	событием поэтому повторное	1	1
261	героического самоопределения мотивировка	1	1
262	ср внутреннюю праведность	1	1
263	просто крылатой мухой	1	1
264	в том под	1	1
265	вытесненные из его	1	1
266	сообщает нечто смешное	1	1
267	быта лишает их	1	1
268	поистине героически самозабвенно	1	1
269	ложной границей личностного	1	1
270	в заключительной повести	4	1
271	в полагании различного	1	1
272	быть значимыми и	1	1
273	анекдота или притчи	1	1
274	жанры между тем	1	1
275	русской литературе являет	1	1
276	своего рода хоровое	1	1
277	сердце внутренне отстраняясь	1	1
278	объединяет говорящих и	1	1
279	жизнесложения когда лаврецкий	1	1
280	волю трагический модус	1	1
281	своей музой ролевой	1	1
282	мира личности субъективного	1	1
283	общенародной хвалы или	1	1
284	тарасе бульбе например	1	1
285	субъективности гегель тогда	1	1
286	страдания сближает драматизм	1	1
287	ролевой границы присутствия	1	1
288	подвига чего нет	1	1
289	однако с не	1	1
290	художественного мира становится	1	1
291	граница личности и	1	1
292	совпадая со своей	1	1
293	не миропорядку а	1	1
294	обособленности частного бытия	1	1
295	том что высшей	1	1
296	личностного я кризис	1	1
297	ей внешнего мира	1	1
298	комедиях аристофана где	1	1
299	исполнение ими служебного	1	1
300	как говорит дмитрий	1	1
301	к миропорядку принципиально	1	1
302	ролевой границей стихотворение	1	1
303	комический разрыв между	1	1
304	я имея общую	1	1
305	и идет полным	1	1
306	собою как это	1	1
307	текста смеховая ревизия	1	1
308	одиночество но в	1	1
309	в исполнении петипа	1	1
310	на руках и	1	1
311	пушкиным в стихотворении	1	1
312	внутреннюю праведность катерины	1	1
313	живущим сопрягаемые в	1	1
314	единое целое ирония	1	1
315	определяется сверхличной виной	1	1
316	в бою князя	1	1
317	если не внешним	1	1
318	художественного текста ведущая	1	1
319	драматическая душа свободна	1	1
320	текста где речевая	1	1
321	страсть воодушевление состоит	1	1
322	веселую относительность всего	1	1
323	раз оказывается ложной	1	1
324	быть проделано и	1	1
325	элегизмом почву в	1	1
326	убеждения организующего учительный	1	1
327	захочу приму мир	1	1
328	сочетание самозабвения и	1	1
329	между лицом и	1	1
330	я-в-мире с его	1	1
331	но не позволяет	1	1
332	фельетонного я из	1	1
333	стратегиям высказывания патетике	1	1
334	должно стремиться христианской	1	1
335	романа горького мать	1	1
336	странник с той	1	1
337	чужд идиллическому снятию	1	1
338	остается лишь свободно	1	1
339	и себя самой	1	1
340	романтиками чужд умилению	1	1
341	которой лаврецкий некогда	1	1
342	я кризис героического	1	1
343	единым творческим законом	1	1
344	эту свободу и	1	1
345	они хотят и	1	1
346	чеховской повести моя	1	1
347	для автора теряют	1	1
348	а только лишь	1	1
349	каждым живущим сопрягаемые	1	1
350	иронии столь существенное	1	1
351	сатиры как эстетической	1	1
352	отчизны на новую	1	1
353	на помощь моему	1	1
354	субъекта самоопределения стать	1	1
355	сознания осуществляет субъективную	1	1
356	мощно-крылатая мысль прерываемая	1	1
357	индивида и его	1	1
358	выбора в качестве	1	1
359	лично для него	1	1
360	если сатирические персонажи	1	1
361	самому тогда как	1	1
362	красныя глебовны свычая	1	1
363	ценностей вечность безграничного	1	1
364	в объективную картину	1	1
365	апостолов нового миропорядка	1	1
366	самоопределения оказывающиеся лишь	1	1
367	назван органической сопричастностью	1	1
368	идиллическая цельность персонажа	1	1
369	я сама или	1	1
370	сама я тут?	1	1
371	стола центр миропорядка	1	1
372	и картины мира	1	1
373	сойти с ума	1	1
374	кая рана дорога	1	1
375	русской культуре вызванный	1	1
376	переступанию границы и	1	1
377	совершается как бы	1	1
378	этического выбора все	1	1
379	двенадцать с ее	1	1
380	нелепицами масочного поведения	1	1
381	интонация героично само	1	1
382	в миропорядке то	2	1
383	между внутренними людьми	1	1
384	инициативно личностно окрашено	1	1
385	несокрушимого козака андрий	1	1
386	драматизма и трагизма	1	1
387	россыпь таких состояний	1	1
388	не безысходное одиночество	1	1
389	в статье о	1	1
390	ролевой предел материнской	1	1
391	бы в точке	1	1
392	поэмы блока скифы	1	1
393	зрения никакое забвение	1	1
394	искусства характеризуется тем	1	1
395	умонастроению самоценности личного	1	1
396	деле его дискредитация	1	1
397	но в отличие	1	1
398	больше и больше	1	1
399	их непререкаемости а	1	1
400	внутренней тайны несводимой	1	1
401	как лаврецкий а	1	1
402	авторства выше она	1	1
403	не вопрошает о	1	1
404	уже по сути	1	1
405	сжимаясь отступая от	1	1
406	и как бы	2	1
407	принадлежат к числу	1	1
408	становления художественности в	1	1
409	не приму мира	1	1
410	решимостью несокрушимого козака	1	1
411	как способу мышления	1	1
412	политической точки зрения	1	1
413	которая своей карнавальной	1	1
414	то юмористический подколесин	1	1
415	аввакума и героиню	1	1
416	диаметрально противоположная сатире	1	1
417	раз в том	1	1
418	сознания однако внутренняя	1	1
419	к усложнению сферы	1	1
420	сатирическим несоответствием низкой	1	1
421	утрате личного достоинства	1	1
422	частности форма авторства	1	1
423	излагателя народного предания	1	1
424	внутри себя гегелевское	1	1
425	забвение злата стола	1	1
426	адресату сатирической художественности	1	1
427	юмористическая апология индивидуальности	1	1
428	предел до которого	1	1
429	художественным означает быть	1	1
430	у зеркала не	1	1
431	древнейшему модусу художественности	1	1
432	с трагизмом однако	1	1
433	любви она глядела	1	1
434	то есть в	1	1
435	анекдот должен не	1	1
436	избыток подобна трагической	1	1
437	и строго отграниченная	1	1
438	как раз ответственность	1	1
439	эстетический объект восхищенного	1	1
440	как драматическое личной	1	1
441	смыслов оно стремится	1	1
442	серьезного отношения к	1	1
443	коммуникативный статус знания	1	1
444	страдают от неполноты	1	1
445	подавленном тоской теснится	1	1
446	несомненно достоверному и	1	1
447	или анекдота но	1	1
448	обращаемые к хлестакову	1	1
449	проступает сквозь шелуху	1	1
450	конфликта до смерти	1	1
451	истории одного города	1	1
452	ци не князи	1	1
453	угол своего рода	1	1
454	самоопределением личности как	1	1
455	совпадения самоопределения человека	1	1
456	встрече по крайней	1	1
457	и странничества пространственного	1	1
458	внутренней обособленности частного	1	1
459	исторически восходит к	1	1
460	реализуют в нем	1	1
461	возвращения жизни ее	1	1
462	отношений внешнего мира	1	1
463	так в финальной	1	1
464	самоопределения обнаруживается здесь	1	1
465	сатирической художественности необходима	1	1
466	сторонами я-в-мире между	1	1
467	гоголя даже предательство	1	1
468	органической сопричастностью бытию	1	1
469	исконном значении этого	1	1
470	гамлета героев расина	1	1
471	а развивает свиток	1	1
472	художественностью с другой	1	1
473	и против субъективной	1	1
474	патетикой наконец романтики	1	1
475	и слушающих общим	1	1
476	брута шепнувший ему	1	1
477	целого модус художественности	1	1
478	урока из сюжета	1	1
479	в точке выхода	1	1
480	здесь странник не	1	1
481	не прилепляйся слишком	1	1
482	что произведение искусства	1	1
483	пути героического самоопределения	1	1
484	ценностей вписать свое	1	1
485	миропорядка от ролевых	1	1
486	говоря и состоит	1	1
487	миропорядка а в	1	1
488	и эстетического адресата	1	1
489	сынов своих поистине	1	1
490	восклицает героиня чеховского	1	1
491	куда же вы?	1	1
492	страстны когда же	1	1
493	формируется как преодоление	1	1
494	абстрактность его установки	1	1
495	дискурса претерпевшего к	1	1
496	формы построения речевого	1	1
497	идиллическому все пребывает	1	1
498	внеличную сторону индивида	1	1
499	с лизой несколько	1	1
500	каждый из перечисленных	1	1
501	внешней границ экзистенции	1	1
502	личности тем не	1	1
503	императив долженствования не	1	1
504	слова в слове	1	1
505	свободным как к	1	1
506	в элегической системе	1	1
507	семейного уклада в	1	1
508	характера делает их	1	1
509	драматизма состоит во	1	1
510	вытекает из неведомой	1	1
511	точке этого несовпадения	1	1
512	первой части анна	1	1
513	героев дамы с	1	1
514	борнгольм карамзина и	1	1
515	исчезнувшем эпилог дворянского	1	1
516	своей эстетической модальностью	1	1
517	или острота наизнанку	1	1
518	двум риторическим стратегиям	1	1
519	образцом идиллического присутствия	1	1
520	тоской теснится тяжких	1	1
521	в сочетании с	4	1
522	но и невымышленные	1	1
523	всего к ценностной	1	1
524	самобытного я с	1	1
525	иного типа возникает	1	1
526	одной из наиболее	1	1
527	обычно неприемлемо ни	1	1
528	политического четко прослеживается	1	1
529	идиллике ирония чужда	1	1
530	ненадолго сливается с	1	1
531	речевой акт притчевого	1	1
532	в иной ситуации	1	1
533	жеста интонация героично	1	1
534	некрасовского балета залюбовавшись	1	1
535	ее содержание к	1	1
536	в осенней элегии	1	1
537	комизма явленная например	1	1
538	не всегда эксплицированного	1	1
539	ситуация есть ситуация	1	1
540	ответная эстетическая реакция	1	1
541	мере внутренней как	1	1
542	картина мира моделируемая	1	1
543	бернарди роллера ненадолго	1	1
544	инициатива авторства неотделима	1	1
545	стихов пушкина я	1	1
546	она по произволу	1	1
547	я и мир	1	1
548	элегически бесцельного странничества	1	1
549	посрамляющий умершее солнце	1	1
550	внешнюю жизнь в	1	1
551	безымянной народной жизни	1	1
552	бульба нимало не	1	1
553	к ядру личности	1	1
554	самозабвенно олицетворяя собою	1	1
555	человека с самим	1	1
556	зольгер составляют художественную	1	1
557	и погибнуть заявляя	1	1
558	выбор чтобы самой	1	1
559	пути самоутверждения неумолимо	1	1
560	с самобытным ты	1	1
561	личности ничтожно мала	1	1
562	одновременно подвергается героизации	1	1
563	скрыта под нелепицами	1	1
564	или а все-таки	1	1
565	неосмеянным остается лишь	1	1
566	пен пан хлебникова	1	1
567	лирических текстах иных	1	1
568	художественности вместе с	1	1
569	ним определенные задания	1	1
570	баратынского ропот и	1	1
571	к видам пафоса	1	1
572	установки оказывается чем-то	1	1
573	еще не такое	1	1
574	индивидуальной души-личности и	1	1
575	мифологическое сознание не	1	1
576	от своего достоинства	1	1
577	ропот и мощно-крылатая	1	1
578	одну из модификаций	1	1
579	субъект дискурсии обладает	1	1
580	целого это тот	1	1
581	сводятся к субъективной	1	1
582	человека и его	1	1
583	себе еще не	1	1
584	своего мнения о	1	1
585	слово этого текста	1	1
586	самовлюбленность не отделимая	1	1
587	междоусобицами и татаро-монгольским	1	1
588	что она разрушает	1	1
589	героиня чеховского водевиля	1	1
590	не пассивной его	1	1
591	предназначения когда персонажи	1	1
592	границы человеческой жизни	1	1
593	присутствию в мире	1	1
594	зарисовки война аналогична	1	1
595	я-для-других ответственность перед	1	1
596	анекдот равнодостойности сознаний	1	1
597	события на поучающего	1	1
598	осужденный за непособие	1	1
599	имеется принципиальная разница	1	1
600	чему не прилепляйся	1	1
601	неполноты самореализации поскольку	1	1
602	трагедийности и комедийности	1	1
603	вписать свое имя	1	1
604	припоминая и примеряя	1	1
605	других в его	1	1
606	модификация комизма явленная	1	1
607	сверхличному содержанию миропорядка	1	1
608	я тут? я	1	1
609	из москвы к	1	1
610	истинной ролевой границы	1	1
611	в самом деянии	1	1
612	готовом стабильно дифференцированном	1	1
613	не внешним то	1	1
614	у истоков элегической	1	1
615	в его неизбывности	1	1
616	смеховой жанр городского	1	1
617	а затем дикого	1	1
618	необратимостью ее индивидуальной	1	1
619	виной тогда как	1	1
620	когда персонажи не	1	1
621	разделение иерархично оно	1	1
622	машинальность и абстрактность	1	1
623	маски подвергаемые осмеянию	1	1
624	саморазрушении ничтожного истинное	1	1
625	смерти ивана ильича	1	1
626	сатирическому я присуща	1	1
627	лишь одну из	1	1
628	жанровой традиции однако	1	1
629	внутренняя данность индивидуальной	1	1
630	могла бы разрушить	1	1
631	к самоотрицанию по	1	1
632	героическая доминанта пушкинского	1	1
633	анекдота но как	1	1
634	серьезности бахтин жизни	1	1
635	из его кругозора	1	1
636	каренина слишком хочет	1	1
637	бытия ср тютчевское	1	1
638	сцене гоголевского ревизора	1	1
639	самореализации стать самим	1	1
640	ума пушкина онегин	1	1
641	поскольку внутреннее я	1	1
642	служебного долга оказывается	1	1
643	или сплетни то	1	1
644	в новую ролевую	1	1
645	говорит и кому	1	1
646	недостоверное знание что	1	1
647	раскрываются больше и	1	1
648	неуместность ошибка оговорка	1	1
649	забвение всего непричастного	1	1
650	неадекватной его личности	1	1
651	нашествием приводит к	1	1
652	целостности человеческого я	1	1
653	в миропорядке в	2	1
654	чему-либо индивидуальному личному	1	1
655	остающейся в прошлом	1	1
656	принесло новый модус	1	1
657	к жизни за	1	1
658	внешним напускным юмористический	1	1
659	цепь мимолетных самоценных	1	1
660	личностную целостность благодаря	1	1
661	погибнуть заявляя свою	1	1
662	если первое может	1	1
663	являются плодами эстетического	1	1
664	целостность так и	1	1
665	первое может быть	1	1
666	одновременно слышит внутренний	1	1
667	дорожит люлькой видя	1	1
668	во внешних предписаниях	1	1
669	а в груди	1	1
670	есть в близости	1	1
671	художественной целостности состоит	1	1
672	несводимой ни к	1	1
673	так и его	2	1
674	защита лужина обычно	1	1
675	поскольку трагический герой	1	1
676	влияние со стороны	1	1
677	при этом остается	1	1
678	организующая роль страдания	1	1
679	какому-либо типу так	1	1
680	идет полным ходом	1	1
681	разладе со своей	1	1
682	или долг в	1	1
683	и его эстетической	1	1
684	может быть редуцирован	1	1
685	блока скифы или	1	1
686	человека с человеком	1	1
687	смешным или горестным	1	1
688	слиться в единое	1	1
689	карнавал переживаемый в	1	1
690	по себе а	1	1
691	свое я в	1	1
692	даже его батальной	1	1
693	к превратному отражению	1	1
