N	3gram	Bakhtin_Fr	VerxiiNi
1	с одной стороны	4	7
2	с точки зрения	4	6
3	во всяком случае	2	6
4	до сих пор	6	5
5	для того чтобы	5	5
6	в том числе	4	5
7	более или менее	1	5
8	том числе и	3	4
9	и вместе с	1	4
10	но все же	2	4
11	о том что	3	4
12	в том что	2	3
13	в конце концов	3	3
14	друг за друга	1	3
15	в связи с	5	3
16	верхом и низом	1	3
17	некоторые из них	3	2
18	той или иной	2	2
19	в значительной мере	1	2
20	не только для	1	2
21	между этими двумя	1	2
22	то что он	1	2
23	сих пор еще	2	2
24	таким образом в	1	2
25	с самого начала	1	2
26	с одним из	1	2
27	после его смерти	1	2
28	то ни было	1	2
29	так и от	1	2
30	с тех пор	1	2
31	по сравнению с	2	2
32	можно сказать что	2	2
33	бы то ни	1	2
34	в этом отношении	4	2
35	то же время	13	2
36	в то же	13	2
37	но и для	1	2
38	и в этом	1	2
39	может быть и	2	2
40	мы видели что	1	1
41	мире как о	1	1
42	то что вполне	1	1
43	так и в	1	1
44	жизни то есть	1	1
45	сих пор не	1	1
46	в первом случае	1	1
47	притом не только	1	1
48	все более и	1	1
49	в свою очередь	2	1
50	и тот же	3	1
51	в настоящее время	2	1
52	по своему характеру	1	1
53	смысле этого слова	2	1
54	но в то	7	1
55	ни с одним	1	1
56	он сам уже	1	1
57	но для этого	1	1
58	важно то что	1	1
59	мы видим что	2	1
60	до известной степени	1	1
61	не может быть	2	1
62	то есть о	1	1
63	по отношению к	2	1
64	и в то	2	1
65	в данном случае	3	1
66	мы имеем в	2	1
67	оказывается что все	1	1
68	в отличие от	3	1
69	же время он	1	1
70	лишь в этом	1	1
71	и в настоящее	1	1
72	после того как	1	1
73	в эту эпоху	2	1
74	и того же	1	1
75	один и тот	3	1
76	что один и	1	1
77	в xvii веке	7	1
78	имеем в виду	2	1
79	и в сущности	1	1
80	может быть в	2	1
81	на этот раз	1	1
82	в следующий период	2	1
83	в одном из	1	1
84	представление о мире	1	1
85	только то что	2	1
86	лицом к лицу	1	1
87	атмосферу в которой	1	1
88	и в этой	1	1
89	в нашем смысле	1	1
90	с другой стороны	5	1
91	не к одному	1	1
92	отношение к религии	1	1
93	мы уже говорили	5	1
94	к нему в	1	1
95	рождение и смерть	1	1
96	то что эти	1	1
97	о том как	1	1
98	и даже некоторые	1	1
99	всяком случае в	1	1
100	на нее не	1	1
101	свидетельствует о том	1	1
102	в то время	1	1
103	только тогда когда	1	1
104	продолжают жить в	1	1
105	это и есть	2	1
106	более и более	1	1
107	что и в	1	1
108	связан и с	2	1
109	характерны для эпохи	1	1
110	и во время	1	1
111	одного и того	1	1
112	в этом последнем	1	1
113	и здесь не	1	1
114	о мире как	1	1
