N	3gram	Voloshinov	formyVre
1	то же время	1	21
2	в то же	1	18
3	в связи с	1	15
4	с точки зрения	5	15
5	для того чтобы	1	12
6	человека и его	1	8
7	не может быть	4	7
8	в отличие от	1	7
9	в этом отношении	1	7
10	прежде всего в	1	7
11	а также и	1	6
12	с одной стороны	2	6
13	в том что	2	5
14	как и в	1	5
15	одно и то	3	5
16	и то же	2	5
17	вполне понятно что	3	4
18	по отношению к	3	4
19	с другой стороны	2	4
20	в последнем счете	1	4
21	равно как и	1	4
22	включает в себя	1	4
23	может быть и	1	4
24	и как бы	1	3
25	все то что	1	3
26	важное значение имеет	1	3
27	в зависимости от	2	3
28	что в этом	1	3
29	то же самое	1	3
30	в другом месте	1	3
31	узком смысле слова	1	3
32	но в то	1	3
33	так же как	1	3
34	с самого начала	2	3
35	в особенности в	1	2
36	и вместе с	1	2
37	быть и речи	1	2
38	в данном случае	2	2
39	а вовсе не	1	2
40	само собой разумеется	1	2
41	в борьбе с	1	2
42	не касаемся здесь	1	2
43	в значительной мере	1	2
44	не было бы	1	2
45	она ни была	1	2
46	собой разумеется что	1	2
47	мы не касаемся	1	2
48	в виду что	1	2
49	в узком смысле	1	2
50	и в их	1	2
51	к тому что	1	2
52	такие явления как	1	2
53	а в своей	1	2
54	потому что они	1	2
55	в этот момент	1	1
56	здесь нет никакого	1	1
57	так и для	1	1
58	те же слова	1	1
59	можем поставить вопрос	2	1
60	и других представителей	1	1
61	том что в	1	1
62	с этой точки	1	1
63	в самом деле	2	1
64	не только его	2	1
65	несут новые функции	1	1
66	тем не менее	1	1
67	вступает в свои	1	1
68	более или менее	1	1
69	вместе с ними	1	1
70	мы видим прежде	1	1
71	отношений между людьми	1	1
72	не физическое тело	1	1
73	первое и последнее	1	1
74	на происшедший в	1	1
75	и никогда не	1	1
76	можно говорить о	1	1
77	не только на	1	1
78	широком понимании этого	1	1
79	не входит в	1	1
80	в нашей работе	1	1
81	в конечном счете	1	1
82	ни один элемент	1	1
83	и в каждой	1	1
84	в своих руках	1	1
85	и помимо этого	1	1
86	только то что	1	1
87	и в его	1	1
88	в пространство и	1	1
89	и не может	1	1
90	и наконец в	2	1
91	здесь рассматривать не	1	1
92	что в основе	1	1
93	как то что	1	1
94	автора и его	1	1
95	все указанные нами	1	1
96	там где она	1	1
97	в связи со	1	1
98	этой точки зрения	1	1
99	уже видели как	1	1
100	вплоть до его	1	1
101	то что в	1	1
102	то что имеет	1	1
103	связаны между собою	1	1
104	одно из проявлений	1	1
105	эта связь с	1	1
106	на самом деле	1	1
107	и связанных с	1	1
108	иной характер носит	1	1
109	как это обычно	1	1
110	видим прежде всего	1	1
111	подобно тому как	1	1
112	смысле слова и	1	1
113	мы уже видели	1	1
114	есть прежде всего	3	1
115	хотя бы в	1	1
116	между тем как	1	1
117	тех случаях когда	1	1
118	выходит за пределы	1	1
119	в свои права	1	1
120	и в некоторых	1	1
121	мы можем поставить	2	1
122	так как все	1	1
123	та или иная	1	1
124	в тех случаях	1	1
125	это и не	1	1
126	в разных местах	1	1
127	только с помощью	1	1
128	в широком понимании	1	1
129	мы здесь рассматривать	1	1
130	и следовательно в	1	1
131	и в области	1	1
132	в одном ряду	1	1
133	на этом мы	1	1
