N	3gram	Potebnia_M	Psycholo
1	в том что	22	78
2	для того чтобы	5	70
3	на то что	3	55
4	в самом деле	1	51
5	и т п	7	37
6	заключается в том	1	36
7	о том что	5	34
8	то же самое	3	31
9	с точки зрения	2	29
10	с одной стороны	4	28
11	все то что	2	23
12	не может быть	7	23
13	до сих пор	4	23
14	и т д	5	22
15	и в самом	3	22
16	с таким образом	1	21
17	к тому что	3	20
18	с другой стороны	4	20
19	в том чтобы	4	20
20	на самом деле	4	17
21	не только не	4	16
22	во всяком случае	3	14
23	само по себе	6	14
24	в то время	7	14
25	в этом отношении	2	14
26	заключает в себе	10	13
27	и в этом	1	13
28	то время как	3	13
29	сам по себе	9	12
30	и той же	4	12
31	одной и той	4	12
32	то что в	2	11
33	в художественном произведении	1	11
34	подобно тому как	3	11
35	к тому чтобы	1	10
36	вместе с тем	5	10
37	только в том	5	10
38	и то что	3	10
39	не в том	6	10
40	том что она	1	10
41	сами по себе	3	10
42	том что он	2	10
43	потому что в	4	9
44	таким образом что	2	9
45	не то что	2	9
46	и что в	1	9
47	в том случае	2	9
48	потому что он	3	9
49	в данном случае	3	9
50	что он не	3	9
51	в том и	1	9
52	не в состоянии	4	9
53	мы могли бы	1	9
54	и как бы	2	8
55	и то же	7	8
56	друг с другом	1	8
57	смысле этого слова	9	8
58	и таким образом	1	8
59	по этому поводу	1	8
60	с тем что	1	8
61	что в нем	1	8
62	так как это	1	7
63	состоит в том	1	7
64	том случае если	1	7
65	в этом смысле	2	7
66	если бы мы	1	7
67	только то что	1	7
68	в свою очередь	6	7
69	можно сказать что	3	7
70	именно то что	2	7
71	одно и то	7	7
72	что и в	4	7
73	как и в	3	7
74	сама по себе	3	6
75	и та же	2	6
76	и может быть	2	6
77	не что иное	1	6
78	до тех пор	5	6
79	никогда не может	1	6
80	мы не можем	5	6
81	сводится к тому	1	6
82	тех пор пока	2	6
83	и тот же	2	6
84	тем не менее	7	6
85	более или менее	6	6
86	именно потому что	1	6
87	по себе не	2	6
88	и в том	3	6
89	то что мы	3	6
90	не только в	4	6
91	что иное как	1	6
92	друг к другу	1	6
93	в собственном смысле	2	5
94	в первый раз	1	5
95	в таком случае	2	5
96	те же самые	1	5
97	таким образом все	1	5
98	один и тот	2	5
99	не было бы	2	5
100	в том виде	2	5
101	мы видели что	1	5
102	в силу того	2	5
103	в том смысле	6	5
104	нам кажется что	3	5
105	потому что они	1	5
106	а между тем	6	4
107	в настоящее время	1	4
108	и того же	2	4
109	а в том	5	4
110	к тому же	1	4
111	из того что	1	4
112	таким образом и	1	4
113	но так как	2	4
114	за то что	1	4
115	и тем же	4	4
116	до такой степени	3	4
117	того и другого	2	4
118	таким образом в	1	4
119	что оно есть	1	4
120	то есть к	3	4
121	вопрос о том	1	4
122	это было бы	1	4
123	вовсе не в	1	4
124	одного и того	2	4
125	силу того что	2	4
126	формы и содержания	1	4
127	мы должны будем	2	4
128	по себе и	1	4
129	в произведении искусства	3	4
130	только тогда когда	11	4
131	и не может	1	4
132	то есть в	1	4
133	от того что	7	4
134	в этом рассказе	1	4
135	все более и	1	4
136	более и более	1	4
137	одним и тем	4	4
138	только потому что	5	4
139	именно в том	3	4
140	одна и та	2	4
141	прибавим к этому	1	3
142	по себе а	4	3
143	что в ней	2	3
144	в том как	3	3
145	а не другие	1	3
146	то что оно	1	3
147	друг от друга	2	3
148	не потому что	1	3
149	нечто такое что	1	3
150	не есть еще	2	3
151	каждого из этих	1	3
152	но если бы	1	3
153	и как он	1	3
154	на наших глазах	1	3
155	и заставляет нас	1	3
156	и там где	1	3
157	по отношению к	10	3
158	там где она	1	3
159	и в поэзии	1	3
160	к этому что	1	3
161	художественного произведения и	1	3
162	не заключает в	3	3
163	дело в том	1	3
164	том чтобы показать	1	3
165	та и другая	2	3
166	не могут быть	3	3
167	между тем в	1	3
168	было бы совершенно	1	3
169	может быть и	1	3
170	том смысле что	2	3
171	которые не могут	1	3
172	не только из	1	3
173	что все эти	1	3
174	легко заметить что	1	3
175	бросается в глаза	1	3
176	то что при	1	3
177	бы то ни	1	3
178	потому что и	3	3
179	то же время	8	3
180	да и не	1	3
181	если бы в	2	3
182	ясно что и	1	3
183	так как мы	1	3
184	что в сущности	1	3
185	в это время	1	3
186	ничего общего с	1	3
187	в то же	8	3
188	то и другое	3	3
189	не может стать	2	3
190	может быть не	2	3
191	он может быть	1	3
192	с другом и	1	3
193	то все же	1	3
194	а b с	4	3
195	в этом случае	2	3
196	и то и	2	3
197	мы вместе с	1	3
198	с тем и	3	3
199	после того как	2	3
200	одной стороны и	1	2
201	увидим что оно	1	2
202	а может быть	2	2
203	то что называют	1	2
204	что мы не	2	2
205	каждого из них	1	2
206	том что это	1	2
207	а следовательно и	1	2
208	мы должны признать	1	2
209	только о том	1	2
210	когда мы говорим	1	2
211	а не как	2	2
212	бы не было	1	2
213	у него в	1	2
214	так или иначе	1	2
215	так и в	2	2
216	оно есть не	1	2
217	том и состоит	1	2
218	того что в	1	2
219	слова в этом	1	2
220	если скажем что	1	2
221	между тем как	4	2
222	к действительности но	1	2
223	и тем самым	1	2
224	во многих случаях	1	2
225	потому что не	4	2
226	к вопросу о	1	2
227	что то же	1	2
228	это значит что	1	2
229	и не дает	1	2
230	в одном из	1	2
231	по самой своей	1	2
232	всего того что	1	2
233	каждой из этих	1	2
234	можно найти в	1	2
235	вместе с ним	1	2
236	кажется что мы	1	2
237	только в очень	1	2
238	прежде всего на	1	2
239	форма каждого из	1	2
240	том что оно	2	2
241	но и в	4	2
242	по крайней мере	8	2
243	в чем же	1	2
244	окно двери и	1	2
245	как один из	1	2
246	и что это	1	2
247	но столь же	1	2
248	если бы она	1	2
249	потому что мы	3	2
250	смотреть как на	3	2
251	из этих слов	2	2
252	иначе как в	2	2
253	несмотря на свою	1	2
254	и тем что	1	2
255	если мы не	1	2
256	но еще не	1	2
257	самом деле в	1	2
258	это и не	1	2
259	может быть объяснено	1	2
260	и в той	1	2
261	не зависит от	1	2
262	тогда когда он	1	2
263	к другому и	1	2
264	искусство может быть	1	2
265	во всем этом	1	2
266	бы в том	1	2
267	ни одно из	1	2
268	указывает нам на	1	2
269	и столь же	1	2
270	может и не	1	2
271	относится к содержанию	1	2
272	случае если бы	2	2
273	чтобы понять что	1	2
274	что внутренняя форма	3	2
275	и что ни	1	2
276	внутренняя форма каждого	1	2
277	потому что как	1	2
278	именно в силу	1	2
279	не можем не	1	2
280	только сказать что	1	2
281	никогда еще не	1	2
282	то есть не	4	2
283	в состоянии объяснить	1	2
284	лишь тогда когда	4	2
285	что мы видим	2	2
286	по поводу этой	1	2
287	возможны только в	1	2
288	может быть только	4	2
289	только при помощи	1	2
290	и если бы	1	2
291	что для него	1	2
292	то же что	5	2
293	той и другой	1	2
294	в первом случае	2	2
295	самой своей природе	1	2
296	мы старались показать	2	2
297	каждое из них	1	2
298	потому что оно	2	2
299	не только о	1	2
300	есть не что	1	2
301	двери и сволок	1	2
302	то ни было	1	2
303	имеет для нас	1	2
304	очевидно что в	1	2
305	но вместе с	2	2
306	был у него	1	2
307	так как все	1	2
308	тем что в	1	2
309	так же и	1	2
310	в сознании и	3	2
311	что в то	4	2
312	на каждом шагу	1	2
313	не могут иметь	1	2
314	самом деле мы	1	2
315	произведении искусства и	1	2
316	равно как и	2	2
317	и искусство есть	1	2
