N	3gram	Vygotskiy_	EvropaiC
1	в том что	20	16
2	до сих пор	6	15
3	друг с другом	2	9
4	с точки зрения	11	8
5	более или менее	1	8
6	а между тем	1	8
7	на то что	16	7
8	для того чтобы	17	7
9	мы знаем что	2	7
10	на самом деле	3	7
11	мы говорили выше	1	6
12	сих пор не	1	5
13	по сравнению с	1	5
14	представляет из себя	2	5
15	в самом деле	29	5
16	так или иначе	1	5
17	к тому же	2	5
18	не может быть	3	4
19	о том что	8	4
20	тот факт что	3	4
21	с другой стороны	5	4
22	которых мы говорили	2	4
23	о которых мы	5	4
24	в том случае	4	4
25	в этом случае	1	4
26	том случае если	4	4
27	может быть и	1	4
28	вместе с тем	3	3
29	заключается в том	10	3
30	в целом ряде	1	3
31	одного и того	1	3
32	так же как	2	3
33	в данном случае	5	3
34	и то что	3	3
35	и того же	1	3
36	мы все же	1	2
37	в том и	2	2
38	в свою очередь	3	2
39	и в течение	1	2
40	во всяком случае	6	2
41	и может быть	3	2
42	не более как	1	2
43	заключает в себе	1	2
44	он не может	1	2
45	как и в	1	2
46	в то время	4	2
47	которые вытекают из	1	2
48	ничего общего с	2	2
49	как и все	1	2
50	между этими двумя	1	2
51	что до сих	2	2
52	а с другой	1	2
53	указывают на то	1	2
54	том что он	3	2
55	в высшей степени	1	2
56	но все же	1	2
57	только то что	3	2
58	с одной стороны	6	2
59	в том виде	2	2
60	но так как	1	2
61	он все же	1	2
62	и в том	1	2
63	что несмотря на	1	2
64	мы видели что	2	1
65	именно в тех	1	1
66	это имеет место	2	1
67	на каждом шагу	1	1
68	всегда основана на	1	1
69	как все они	1	1
70	благодаря тому что	1	1
71	не считаясь с	1	1
72	таким образом мы	1	1
73	том виде как	1	1
74	есть не более	1	1
75	в течение своей	1	1
76	в этой истории	1	1
77	все то что	13	1
78	за то что	1	1
79	то есть в	1	1
80	но по существу	1	1
81	случае мы можем	1	1
82	что это есть	2	1
83	по этому поводу	1	1
84	мы уже знаем	2	1
85	мы находим в	1	1
86	весь свой смысл	1	1
87	а на самом	1	1
88	мы видим что	7	1
89	что так как	1	1
90	в противоречие с	2	1
91	что все они	1	1
92	таким образом все	1	1
93	то непосредственное впечатление	1	1
94	сейчас же после	3	1
95	по одному пути	1	1
96	и в другом	2	1
97	элементы из которых	1	1
98	и ничем не	1	1
99	что именно этот	1	1
100	и все другие	1	1
101	что ни одна	1	1
102	есть как бы	1	1
103	что под этими	1	1
104	этой точки зрения	2	1
105	совершенно ясно что	10	1
106	только все это	1	1
107	том или ином	1	1
108	том что как	1	1
109	во всех отношениях	1	1
110	с этой точки	2	1
111	на основании этих	1	1
112	еще не вполне	1	1
113	то для того	1	1
114	точно так же	3	1
115	только в том	5	1
116	и той же	3	1
117	и что все	1	1
118	что при этом	1	1
119	и уже одно	1	1
120	то что для	1	1
121	они не могут	1	1
122	из этих частей	1	1
123	том и другом	1	1
124	не в том	2	1
125	свидетельствует о том	1	1
126	в этом и	1	1
127	тогда и в	1	1
128	самом деле если	2	1
129	все эти слова	1	1
130	до тех пор	2	1
131	до некоторой степени	1	1
132	состоит в том	2	1
133	однако не так	1	1
134	что у него	2	1
135	есть только одно	1	1
136	и если бы	1	1
137	но при этом	1	1
138	именно в этой	1	1
139	указание на то	1	1
140	что с каждым	1	1
141	и в конце	2	1
142	так что с	1	1
143	все та же	1	1
144	указывали на то	1	1
145	я не могу	3	1
146	те же самые	1	1
147	ни одна из	1	1
148	того что в	1	1
149	каждый из них	3	1
150	и с точки	1	1
151	может быть не	2	1
152	и что следовательно	1	1
153	все же все	1	1
154	смысле этого слова	5	1
155	одно и то	3	1
156	что все эти	2	1
157	в лучшем случае	2	1
158	как мы видели	2	1
159	станет для нас	1	1
160	которая вытекает из	1	1
161	мы только что	1	1
162	в зависимости от	1	1
163	в приложении к	1	1
164	с тем и	1	1
165	одной и той	3	1
166	становится понятным что	1	1
167	можно было бы	6	1
168	в один из	2	1
169	уже говорили что	1	1
170	и таким образом	1	1
171	надо сказать что	4	1
172	целом ряде случаев	1	1
173	в том или	1	1
174	что в таком	2	1
175	шаг за шагом	3	1
176	так что в	1	1
177	а в том	1	1
178	как известно в	1	1
179	к делу и	1	1
180	с самого начала	10	1
181	будем признать что	1	1
182	образом мы видим	2	1
183	и то же	3	1
184	не только не	3	1
185	хотя бы в	1	1
186	но именно в	1	1
187	уже знаем что	1	1
188	и тем больше	1	1
189	тем что она	1	1
190	том что они	2	1
191	вступить в противоречие	2	1
192	же самое что	2	1
193	то обстоятельство что	1	1
194	на наших глазах	2	1
195	на первый взгляд	1	1
196	ясно что и	1	1
197	себя как на	1	1
198	то же самое	12	1
199	и все прочие	2	1
200	и все же	1	1
201	между тем в	2	1
202	к тому что	5	1
203	том что оно	1	1
204	по его мнению	1	1
205	правильнее было бы	1	1
206	несмотря на все	1	1
207	вместо того чтобы	3	1
208	мы уже указали	1	1
209	в котором они	1	1
210	то что мы	3	1
211	так как все	1	1
212	мы уже говорили	4	1
213	непосредственное впечатление которое	1	1
214	из того что	1	1
215	во всем этом	1	1
216	никак не может	3	1
217	таким образом и	1	1
218	то время как	3	1
219	и все они	1	1
220	уже одно это	1	1
221	в себе больше	1	1
222	и так как	1	1
223	в тех случаях	1	1
224	и не может	1	1
225	случаев в которых	1	1
226	если мы будем	2	1
227	именно в том	1	1
228	если бы нам	1	1
229	это было бы	2	1
230	в силу общих	1	1
231	без всяких прикрас	2	1
