N	2gram	Vygotskiy_	VrazhdaK
1	не только	25	9
2	в этом	21	8
3	и в	55	8
4	и что	28	8
5	что в	39	7
6	и все	8	7
7	но и	12	7
8	то что	47	7
9	о нем	2	6
10	как и	25	6
11	и даже	11	6
12	и с	5	6
13	в романе	1	6
14	все же	9	6
15	в котором	5	6
16	в нем	5	6
17	но в	5	6
18	то же	17	5
19	у него	4	5
20	в россии	1	5
21	и не	24	5
22	между тем	6	5
23	об этом	3	5
24	не было	5	5
25	же время	2	5
26	в то	8	5
27	это не	1	4
28	при этом	28	4
29	несмотря на	8	4
30	с ним	2	4
31	для нас	5	4
32	все это	11	4
33	х годов	5	4
34	в виду	6	4
35	в своих	12	4
36	что он	17	4
37	уже в	3	4
38	о том	11	4
39	может быть	35	4
40	в ней	3	4
41	целый ряд	12	4
42	как бы	11	4
43	так же	29	4
44	что у	8	3
45	русской литературе	1	3
46	в его	8	3
47	в том	55	3
48	т е	3	3
49	имел в	1	3
50	его в	3	3
51	связи с	2	3
52	но он	3	3
53	в связи	3	3
54	я не	1	3
55	и как	9	3
56	далеко не	7	3
57	тем что	7	3
58	в те	1	3
59	речь идет	4	3
60	в чем	5	3
61	и у	6	3
62	страшной мести	2	3
63	в черновиках	1	3
64	в русской	1	3
65	о себе	1	3
66	человека в	1	3
67	том что	30	3
68	он не	8	3
69	и уже	2	3
70	я хотел	2	3
71	в конце	6	3
72	к творчеству	1	3
73	и о	4	3
74	наряду с	3	3
75	что есть	3	3
76	в своем	3	3
77	на то	17	3
78	с его	3	3
79	и его	14	3
80	к этому	5	3
81	который был	1	3
82	и во	3	3
83	в той	2	2
84	таким образом	38	2
85	и то	4	2
86	ответ на	2	2
87	о влиянии	2	2
88	эти годы	1	2
89	от сознания	2	2
90	время и	1	2
91	его с	3	2
92	мы знаем	8	2
93	и далее	2	2
94	с точки	12	2
95	для него	1	2
96	его и	4	2
97	о чем	2	2
98	как раз	4	2
99	по мнению	2	2
100	нашего времени	1	2
101	и достоевский	1	2
102	же не	1	2
103	в них	4	2
104	а также	1	2
105	же в	1	2
106	его на	1	2
107	в мире	1	2
108	там же	2	2
109	их в	4	2
110	же как	8	2
111	в своей	6	2
112	вместе с	10	2
113	так в	1	2
114	в это	1	2
115	в известном	2	2
116	не менее	9	2
117	и это	6	2
118	в эту	1	2
119	еще не	2	2
120	при создании	1	2
121	но как	4	2
122	а с	2	2
123	это в	4	2
124	в свою	3	2
125	в русских	1	2
126	на основе	2	2
127	п в	2	2
128	о достоевском	1	2
129	в этой	5	2
130	в нашей	4	2
131	при помощи	27	2
132	тогда как	1	2
133	а в	10	2
134	хотел было	1	2
135	на это	2	2
136	к ним	4	2
137	отношение к	3	2
138	в одну	2	2
139	этот роман	1	2
140	уже не	3	2
141	из них	4	2
142	художественных систем	1	2
143	в себе	6	2
144	что я	4	2
145	в глазах	1	2
146	не может	30	2
147	место в	1	2
148	столь же	6	2
149	том же	4	2
150	точки зрения	32	2
151	этот рассказ	1	2
152	одна из	5	2
153	он сам	1	2
154	на место	3	2
155	чувств и	1	2
156	отнюдь не	11	2
157	эту сцену	1	2
158	но это	3	2
159	в него	4	2
160	и ее	4	2
161	пришел к	2	2
