N	2gram	Propp_Isto	UchenyiS
1	и в	41	14
2	не только	30	10
3	а не	9	10
4	и не	12	8
5	прежде всего	6	8
6	то что	12	7
7	вот почему	1	7
8	в этом	19	7
9	не может	19	7
10	может быть	19	6
11	хотя бы	1	5
12	то же	12	5
13	и только	4	5
14	все это	9	5
15	с другой	20	4
16	в этой	2	4
17	конечно не	2	4
18	что такое	2	4
19	но и	20	4
20	в их	4	4
21	бы то	1	3
22	было бы	4	3
23	не о	1	3
24	и то	3	3
25	и формы	3	3
26	для этого	1	3
27	очевидно что	1	3
28	это не	14	3
29	как и	8	3
30	то ни	1	3
31	вряд ли	1	3
32	формы в	1	3
33	в своей	4	3
34	все же	14	3
35	ни было	1	3
36	в области	3	3
37	в частности	3	3
38	в то	6	3
39	не как	1	3
40	у нас	4	3
41	другой стороны	17	3
42	но в	7	3
43	все они	1	2
44	таким образом	15	2
45	в самом	2	2
46	если не	4	2
47	же не	2	2
48	не приходится	1	2
49	его и	1	2
50	если бы	3	2
51	самом деле	1	2
52	могут быть	3	2
53	не в	12	2
54	и с	4	2
55	до сих	4	2
56	же самое	1	2
57	одним из	1	2
58	еще ничего	1	2
59	как таковой	1	2
60	но не	8	2
61	по существу	5	2
62	мы и	1	2
63	тем что	11	2
64	в себе	3	2
65	в его	4	2
66	в конце	4	2
67	даже и	1	2
68	должна быть	3	2
69	мы не	10	2
70	сколько угодно	1	2
71	именно как	1	2
72	ничего не	7	2
73	всех этих	6	2
74	что она	6	2
75	не есть	1	2
76	прием в	1	2
77	что он	29	2
78	на эту	1	2
79	дело конечно	1	2
80	о чем	2	2
81	как прием	1	2
82	а его	3	2
83	в некоторых	2	2
84	наконец он	1	2
85	не могут	3	2
86	а как	2	2
87	что мы	3	2
88	сводится к	3	2
89	в том	14	2
90	том что	18	2
91	и через	2	2
92	но это	5	2
93	но даже	1	2
94	а о	1	2
95	что и	13	2
96	к области	1	2
97	не столько	4	2
98	не случайно	3	2
99	смысле этого	1	2
100	с его	4	2
101	и у	3	2
102	превращается в	10	2
103	на первый	6	2
104	сих пор	5	2
105	только в	10	2
106	формы и	2	2
107	по себе	2	2
108	что все	1	2
109	не все	4	2
110	но конечно	2	2
111	еще один	3	1
112	было у	1	1
113	первый взгляд	5	1
114	и исторически	2	1
115	все в	2	1
116	что в	21	1
117	к лицу	1	1
118	чем к	1	1
119	камня и	1	1
120	героя не	1	1
121	не было	3	1
122	так или	2	1
123	хочет стать	1	1
124	и даже	3	1
125	связанных с	1	1
126	первый план	1	1
127	она все	1	1
128	более или	3	1
129	но тут	2	1
130	говорит он	1	1
131	всего что	1	1
132	лет с	1	1
133	и потому	1	1
134	и этого	1	1
135	но он	4	1
136	этом случае	4	1
137	нам несколько	1	1
138	образом на	1	1
139	в свое	3	1
140	в которой	2	1
141	такое понимание	2	1
142	имеем в	8	1
143	можно сказать	3	1
144	несомненно что	1	1
145	этого не	2	1
146	мы можем	11	1
147	явлением и	1	1
148	что же	2	1
149	или иначе	2	1
150	в данном	8	1
151	все его	3	1
152	что под	2	1
153	много в	2	1
154	он уже	1	1
155	больше чем	2	1
156	применение в	1	1
157	еще раз	1	1
158	как на	3	1
159	равно как	1	1
160	что никакого	1	1
161	религии и	1	1
162	со своими	1	1
163	часто встречается	1	1
164	он в	4	1
165	и все	6	1
166	и возвращается	2	1
167	что этот	4	1
168	из самых	2	1
169	почему по	1	1
170	же как	6	1
171	сказать что	5	1
172	как нам	1	1
173	и эта	5	1
174	в исторической	1	1
175	она должна	1	1
176	данном случае	7	1
177	почему и	1	1
178	он будет	2	1
179	его как	2	1
180	него не	1	1
181	но для	3	1
182	один пример	1	1
183	то есть	1	1
184	и всей	1	1
185	свое место	2	1
186	этот процесс	1	1
187	и отвратительное	1	1
188	от которой	1	1
189	и др	4	1
190	своем месте	1	1
191	затем он	2	1
192	ее как	2	1
193	и действительно	4	1
194	очень часто	3	1
195	того как	5	1
196	отсюда и	1	1
197	в таком	1	1
198	особенно убедительно	1	1
199	то и	6	1
200	которое мы	1	1
201	и разнообразие	1	1
202	она не	3	1
203	но именно	1	1
204	она в	4	1
205	приобретает характер	1	1
206	видно русская	1	1
207	относятся к	1	1
208	в своем	3	1
209	тогда когда	3	1
210	с тем	8	1
211	входит в	1	1
212	для себя	1	1
213	только как	1	1
214	его на	2	1
215	только при	1	1
216	еще одно	2	1
217	одной стороны	12	1
218	именно к	1	1
219	относится к	2	1
220	он становится	2	1
221	возвращается в	2	1
222	время не	1	1
223	или по	1	1
224	мы имеем	27	1
225	знакомый нам	1	1
226	он прежде	1	1
227	этой же	1	1
228	в отдельности	3	1
229	тому чтобы	1	1
230	что по	2	1
231	их в	3	1
232	при более	1	1
233	же в	1	1
234	не для	1	1
235	он может	4	1
236	в ней	4	1
237	но по	2	1
238	или даже	3	1
239	и требованиями	1	1
240	впервые в	1	1
241	но что	2	1
242	и так	2	1
243	много но	2	1
244	рассказывается в	1	1
245	это значит	3	1
246	а это	1	1
247	в этот	1	1
248	связанные с	3	1
249	для тех	1	1
250	не вполне	5	1
251	на то	5	1
252	он и	3	1
253	почему в	1	1
254	но если	2	1
255	и важный	1	1
256	бы ни	1	1
257	не значит	1	1
258	не входит	1	1
259	сюда же	2	1
260	в которых	2	1
261	к этому	5	1
262	так и	8	1
263	она сводится	1	1
264	ничуть не	1	1
265	сам автор	1	1
266	из которых	3	1
267	где бы	1	1
268	вообще по	1	1
269	в задачах	1	1
270	друг с	1	1
271	это в	3	1
272	ее в	3	1
273	детали как	1	1
274	находятся в	1	1
275	и вся	1	1
276	месте в	1	1
277	в качестве	5	1
278	о котором	1	1
279	в нем	12	1
280	в пользу	1	1
281	это верно	1	1
282	он не	8	1
283	к убийству	1	1
284	независимо от	3	1
285	может служить	1	1
286	все что	4	1
287	если нет	1	1
288	его еще	1	1
289	на его	6	1
290	есть ли	1	1
291	и что	15	1
292	в известном	1	1
293	своей работе	2	1
294	и это	9	1
295	в различных	3	1
296	с одной	12	1
297	с другом	1	1
298	не простой	1	1
299	он был	2	1
300	и историческая	1	1
301	в первую	8	1
302	на своем	4	1
303	и делает	2	1
304	вводится в	1	1
305	должно быть	1	1
306	что при	3	1
307	об этом	7	1
308	задачи и	3	1
309	к которой	2	1
310	или менее	3	1
311	так возникает	1	1
312	тот же	2	1
313	искусство и	1	1
314	уже не	8	1
315	и вне	1	1
316	у других	1	1
317	о том	15	1
318	по его	2	1
319	далеко не	3	1
320	тем более	2	1
321	эта работа	1	1
322	того что	7	1
323	обращение к	1	1
324	определяется не	1	1
325	у него	16	1
326	друг другу	1	1
327	в котором	3	1
328	не существует	1	1
329	доказывает что	5	1
330	бы в	1	1
331	ее к	2	1
332	в виде	5	1
333	существование в	1	1
334	приводит к	1	1
335	никогда не	16	1
