N	2gram	Propp_Isto	EvropaiE
1	и в	41	37
2	точки зрения	4	23
3	европы и	1	22
4	что в	21	21
5	не только	30	18
6	с точки	1	17
7	в то	6	16
8	то же	12	15
9	хотя бы	1	15
10	в качестве	5	14
11	и не	12	14
12	но и	20	14
13	в своем	3	14
14	но в	7	14
15	северной америки	1	13
16	в этом	19	12
17	в том	14	11
18	в их	4	11
19	в области	3	11
20	так и	8	10
21	в себе	3	9
22	т е	34	9
23	прежде всего	6	9
24	только в	10	9
25	все более	1	9
26	так же	6	9
27	не может	19	9
28	с одной	12	8
29	в ее	3	8
30	в своей	4	8
31	одной стороны	12	8
32	было бы	4	8
33	думать что	3	8
34	к тому	4	8
35	так как	21	7
36	того что	7	7
37	а также	2	7
38	как и	8	7
39	между прочим	3	7
40	по своему	1	7
41	с другой	20	7
42	нам кажется	5	7
43	то есть	1	6
44	с этой	7	6
45	и даже	3	6
46	вслед за	2	6
47	и на	12	6
48	том что	18	6
49	вовсе не	6	6
50	во всех	8	6
51	может быть	19	6
52	того чтобы	1	6
53	для того	2	6
54	стороны и	4	6
55	то что	12	6
56	как бы	8	6
57	на то	5	6
58	как нам	1	5
59	тем самым	3	5
60	в виде	5	5
61	этой точки	3	5
62	не в	12	5
63	но не	8	5
64	от этого	2	5
65	со стороны	3	5
66	и потому	1	5
67	которую мы	2	5
68	же как	6	5
69	в частности	3	5
70	как мы	6	5
71	одной из	4	5
72	но если	2	5
73	и по	7	5
74	в самом	2	4
75	бы то	1	4
76	то в	1	4
77	мы не	10	4
78	в предыдущем	1	4
79	даже в	2	4
80	ни было	1	4
81	для нас	8	4
82	весьма вероятно	1	4
83	в некотором	1	4
84	именно в	2	4
85	по себе	2	4
86	не имеет	6	4
87	тем более	2	4
88	не служит	1	4
89	в полной	1	4
90	вопрос о	6	4
91	но даже	1	4
92	то ни	1	4
93	как это	6	4
94	к ней	3	4
95	в ней	4	4
96	сказать что	5	4
97	можно сказать	3	4
98	во многих	2	4
99	независимо от	3	4
100	этих народов	1	3
101	и к	1	3
102	говорит о	2	3
103	но на	1	3
104	северной америке	3	3
105	приближается к	1	3
106	можно ли	2	3
107	она в	4	3
108	можно думать	1	3
109	можно считать	1	3
110	ее в	3	3
111	народ и	1	3
112	что и	13	3
113	в результате	1	3
114	или иную	1	3
115	мы можем	11	3
116	себе не	2	3
117	можно было	3	3
118	к настоящему	1	3
119	на себя	3	3
120	и некоторые	2	3
121	дело в	1	3
122	тем что	11	3
123	очевидно что	1	3
124	в таком	1	3
125	вообще не	4	3
126	большинстве случаев	1	3
127	в пределы	1	3
128	как в	17	3
129	мира и	2	3
130	в которых	2	3
131	по своим	3	3
132	в известном	1	3
133	с другом	1	3
134	на своем	4	3
135	бы ни	1	3
136	в них	4	3
137	во всяком	3	3
138	в данном	8	3
139	ли это	1	3
140	в свою	1	3
141	не дает	1	3
142	ту или	1	3
143	представляет собой	8	3
144	связано с	7	3
145	потому что	13	3
146	и тем	4	3
147	во второй	1	3
148	когда он	5	3
149	не будет	6	3
150	в странах	1	3
151	к морю	1	3
152	отметить что	2	3
153	себе в	3	3
154	к ним	3	3
155	как на	3	3
156	с тем	8	3
157	обстоит дело	1	3
158	и от	5	3
159	о том	15	3
160	от них	2	3
161	мы видели	17	3
162	там где	7	3
163	и только	4	3
164	друг с	1	3
165	всяком случае	3	3
166	того же	3	3
167	из них	2	3
168	никогда не	16	3
169	всего в	1	2
170	таким образом	15	2
171	именно к	1	2
172	утверждать что	3	2
173	и то	3	2
174	в другой	3	2
175	и во	1	2
176	следует отметить	1	2
177	мы видим	14	2
178	и этот	1	2
179	только те	1	2
180	данном случае	7	2
181	этот процесс	1	2
182	если в	3	2
183	второй половине	1	2
184	чем на	1	2
185	должна быть	3	2
186	но еще	1	2
187	совершенно очевидно	2	2
188	тогда когда	3	2
189	в его	4	2
190	или по	1	2
191	одна и	1	2
192	еще более	1	2
193	тому чтобы	1	2
194	что это	6	2
195	это значит	3	2
196	хотя и	3	2
197	наблюдения над	1	2
198	с этим	3	2
199	в некоторых	2	2
200	его на	2	2
201	и если	4	2
202	иначе обстоит	1	2
203	то не	5	2
204	другой стороны	17	2
205	участие в	2	2
206	в этих	16	2
207	не могут	3	2
208	и наиболее	1	2
209	также в	1	2
210	но с	2	2
211	если бы	3	2
212	или в	11	2
213	в свои	3	2
214	что к	1	2
215	и с	4	2
216	в стране	1	2
217	и можно	1	2
218	и все	6	2
219	более поздние	2	2
220	и эта	5	2
221	другой и	2	2
222	на месте	1	2
223	представление о	9	2
224	относятся к	1	2
225	в какой	1	2
226	вместе с	17	2
227	долгое время	1	2
228	и как	3	2
229	нас к	5	2
230	как не	1	2
231	помнить что	1	2
232	случаях когда	7	2
233	есть в	1	2
234	но по	2	2
235	не есть	1	2
236	америки в	1	2
237	между собой	1	2
238	если этот	1	2
239	между ними	1	2
240	в эту	3	2
241	в других	6	2
242	а именно	12	2
243	к той	1	2
244	на них	1	2
245	что эти	4	2
246	вопрос не	2	2
247	не дают	2	2
248	которое существует	1	2
249	при вступлении	1	2
250	но как	4	2
251	и других	2	2
252	и более	2	2
253	в котором	3	2
254	не означает	1	2
255	же к	1	2
256	и что	15	2
257	она не	3	2
258	имеет в	1	2
259	на основе	1	2
260	и поэтому	1	2
261	он не	8	2
262	мы должны	7	2
263	кажется что	7	2
264	что если	2	2
265	к такой	1	2
266	а не	9	2
267	и та	1	2
268	есть ли	1	2
269	в одном	2	2
270	силы в	1	2
271	на восток	1	2
272	на основании	1	2
273	далеко не	3	2
274	этот вопрос	3	2
275	и другая	1	2
276	по своей	1	2
277	при помощи	6	2
278	никаких аналогий	1	2
279	а в	12	2
280	в большинстве	1	2
281	в этой	2	2
282	что же	2	2
283	заметить что	1	2
284	приводит нас	2	2
285	во многом	1	2
286	главным образом	3	2
287	мог бы	1	2
288	наряду с	2	2
289	начиная с	2	2
290	могут быть	3	2
291	народов не	2	2
292	ее от	1	2
293	но именно	1	2
294	что все	1	2
295	во всей	1	2
296	в силу	2	2
297	на этот	4	2
298	же в	1	2
299	в северной	3	2
300	жизни и	3	2
301	такой же	3	2
302	происходит в	3	2
303	для понимания	1	2
304	как будто	4	2
305	бы от	1	2
306	мира не	1	2
307	бы в	1	2
308	не можем	3	2
309	и наконец	6	2
310	что на	1	2
311	есть не	1	2
312	прочим и	2	2
313	к нему	8	2
314	как кажется	2	1
315	во всем	2	1
316	ли эти	2	1
317	в кратчайший	1	1
318	мире и	1	1
