N	4gram	Bakhtin_Fr	EvropaiE
1	в то же время	12	14
2	с одной стороны и	1	6
3	в той или иной	1	3
4	заключается в том что	1	2
5	но в то же	3	2
6	дело в том что	2	1
7	от плоти и кровь	1	1
8	в том числе и	2	1
9	в большей или меньшей	1	1
10	и прежде всего в	1	1
11	в гораздо большей степени	1	1
12	с другой стороны в	1	1
13	большей степени чем в	1	1
14	плоти и кровь от	1	1
15	то же время в	1	1
16	плоть от плоти и	1	1
17	гораздо большей степени чем	1	1
18	и до настоящего времени	1	1
19	и кровь от крови	1	1
20	большей или меньшей степени	1	1
21	одного и того же	1	1
22	имеют существенное значение в	1	1
23	то мы увидим что	1	1
