1	с точки зрения	16	31
2	не может быть	2	23
3	в связи с	1	12
4	то ни было	4	11
5	бы то ни	4	11
6	в том что	6	9
7	одного и того	1	9
8	и того же	1	9
9	может быть и	1	8
10	для того чтобы	5	7
11	в большинстве случаев	2	7
12	до настоящего времени	1	7
13	в отношении к	12	7
14	в то же	15	7
15	то же время	14	7
16	в отличие от	1	7
17	смысле этого слова	1	6
18	но в то	2	6
19	с другой стороны	2	6
20	той или иной	4	5
21	в свою очередь	2	5
22	во всяком случае	3	4
23	к тому что	1	4
24	можно сказать что	3	4
25	в этом отношении	3	4
26	как мы видели	2	4
27	и прежде всего	3	4
28	более или менее	1	3
29	этот вопрос мы	1	3
30	каких бы то	2	3
31	но и в	1	3
32	один и тот	1	3
33	и не в	1	3
34	не могут быть	1	3
35	на этот вопрос	1	3
36	том числе и	1	3
37	и до настоящего	1	3
38	в той или	3	3
39	в том числе	1	3
40	связи с этим	1	3
41	и тот же	1	3
42	в значительной степени	1	3
43	а не к	1	2
44	того или иного	4	2
45	друг с другом	3	2
46	в противном случае	1	2
47	так и в	2	2
48	не только в	4	2
49	рано или поздно	2	2
50	с одной стороны	8	2
51	само по себе	4	2
52	так же как	5	2
53	на то что	2	2
54	мы можем сказать	2	2
55	в этом смысле	3	2
56	к тому же	1	2
57	же как и	3	2
58	можно было бы	3	2
59	или иной степени	1	2
60	чуть ли не	1	2
61	или хотя бы	2	2
62	в пределах одного	1	2
63	во всех случаях	3	1
64	говоря уже о	1	1
65	все эти области	1	1
66	в каком же	1	1
67	выходит за пределы	1	1
68	прежде всего в	2	1
69	о которых мы	1	1
70	из всего этого	1	1
71	дело идет о	2	1
72	во многих отношениях	1	1
73	по сравнению с	2	1
74	и тем более	1	1
75	этой точки зрения	5	1
76	к которой принадлежит	1	1
77	между прочим и	2	1
78	не только наиболее	1	1
79	вопрос мы должны	1	1
80	в идеологическом смысле	1	1
81	и все другие	2	1
82	мы видели что	1	1
83	не говоря уже	2	1
84	быть сведена к	1	1
85	одна и та	1	1
86	даже вовсе не	1	1
87	ту или иную	3	1
88	ставится вопрос о	1	1
89	же обстоит дело	1	1
90	в большей или	1	1
91	или иную эпоху	1	1
92	в ту или	1	1
93	мы принуждены ограничиться	1	1
94	друг от друга	2	1
95	не относится к	1	1
96	может быть сведена	1	1
97	большей или меньшей	1	1
98	между тем для	1	1
99	в соответствии с	1	1
100	и с точки	1	1
101	в этом процессе	1	1
102	хотя бы и	3	1
103	независимо от того	1	1
104	здесь говорить о	1	1
105	но и эта	1	1
106	и та и	1	1
107	и не имеет	2	1
108	хотя бы только	1	1
109	это значит что	1	1
110	в таком смысле	1	1
111	мы отметим что	1	1
112	если бы они	1	1
113	к тому или	1	1
114	несмотря на то	1	1
115	одной стороны и	6	1
116	с тем что	1	1
117	нельзя ни на	1	1
118	хотя бы с	1	1
119	и в идеологическом	1	1
120	и потому с	1	1
121	тому или иному	2	1
122	он сам и	1	1
123	но в каком	1	1
124	в их отношении	3	1
125	вовсе не в	1	1
126	та и другая	1	1
127	спросить действительно ли	1	1
128	в себе не	1	1
129	с этой точки	5	1
130	всех этих случаях	1	1
131	существует только в	1	1
132	принимая во внимание	1	1
133	и ту же	1	1
134	этом отношении в	1	1
135	не имеет значения	1	1
136	и не было	1	1
137	то или иное	1	1
138	бы ни была	1	1
139	что же касается	1	1
140	хотя бы такое	1	1
141	в одной из	1	1
142	на то или	1	1
143	в применении к	3	1
144	но в смысле	1	1
145	и та же	1	1
146	можем сказать что	1	1
147	во всех этих	1	1
148	не сводится к	1	1
149	вместо того чтобы	1	1
150	так и с	1	1
151	он не дает	1	1
152	дело в том	1	1
153	их отношении к	3	1
154	в последнее время	1	1
155	как бы ни	3	1
156	одну и ту	1	1
