N	4gram	Vygotskiy_	Russkaja
1	в то же время	2	10
2	во что бы то	1	3
3	в том случае если	2	3
4	что бы то ни	1	3
5	бы то ни стало	1	3
6	только в том случае	2	2
7	с точки зрения этой	1	2
8	и во всяком другом	1	1
9	точно так же и	1	1
10	бы то ни было	1	1
11	то совершенно ясно что	1	1
12	таким образом оказывается что	1	1
13	дело в том что	1	1
14	указывает на то что	4	1
15	в основе его лежит	1	1
16	одну и ту же	1	1
17	в том случае когда	1	1
18	заключается в том что	7	1
19	речь идет не об	1	1
20	можно ли представить себе	1	1
21	даже тогда когда они	1	1
22	что с точки зрения	1	1
23	в том числе и	1	1
24	в самом деле для	1	1
25	несмотря на то что	2	1
26	и более или менее	1	1
27	одного и того же	1	1
28	состоит в том чтобы	2	1
29	в том виде как	1	1
30	нечего и говорить что	1	1
31	и не может быть	1	1
32	точно так же как	3	1
33	само собой разумеется что	1	1
