N	4gram	Voloshinov	Problemy
1	в то же время	1	26
2	но в то же	1	11
3	бы то ни было	3	6
4	то же время не	1	6
5	в то время как	1	3
6	и в этом смысле	1	3
7	одно и то же	2	3
8	одна и та же	1	2
9	но тем не менее	2	2
10	но все же не	1	2
11	быть более или менее	1	2
12	дело в том что	4	2
13	в такой же степени	1	2
14	может быть более или	1	2
15	ни в чем не	1	2
16	и по отношению к	3	2
17	какой бы то ни	1	2
18	что до сих пор	1	1
19	на самом же деле	1	1
20	в этом смысле она	1	1
21	развитие этой точки зрения	1	1
22	от того кто является	1	1
23	все зависит от того	1	1
24	с одной стороны и	2	1
25	героя никогда не бывает	1	1
26	так как если бы	4	1
27	каких бы то ни	1	1
28	форма сама по себе	1	1
29	в зависимости от того	1	1
30	все более и более	1	1
31	и не может быть	1	1
32	не может быть и	2	1
33	самом деле это не	1	1
34	от того в каком	1	1
35	звучит так как если	1	1
36	один и тот же	1	1
37	деле это не так	1	1
38	бы они ни были	1	1
39	в одном голосе двух	1	1
40	как если бы оно	1	1
41	в стиле и в	1	1
42	на самом деле это	1	1
43	бы оно ни было	1	1
44	к слушателю и к	2	1
45	в самом деле в	1	1
46	мы имеем в виду	1	1
47	не может быть понято	1	1
48	те идеологические оценки которые	1	1
49	по отношению к автору	1	1
50	если бы не было	1	1
51	отношению к герою и	1	1
52	к нему как к	1	1
53	так же как и	1	1
54	по отношению к герою	1	1
55	по отношению к слушателю	1	1
56	до сих пор не	1	1
57	искусства и в частности	1	1
