N	2gram	Trubetskoy	Analitik
1	не только	10	71
2	тогда как	1	67
3	и в	26	66
4	в качестве	3	61
5	но и	9	57
6	в том	11	52
7	может быть	10	52
8	в этом	15	51
9	как и	1	50
10	и не	8	48
11	а не	5	42
12	при этом	3	40
13	том что	7	40
14	то есть	4	35
15	так и	6	35
16	в мире	5	31
17	представляет собой	3	30
18	состоит в	2	30
19	как бы	12	29
20	не может	4	29
21	а в	4	28
22	в его	5	27
23	и его	1	27
24	не в	2	26
25	но не	8	26
26	в себе	6	24
27	что в	9	22
28	и даже	3	22
29	к тому	6	22
30	в этой	4	22
31	лишь в	5	21
32	о том	6	20
33	в самом	4	19
34	то же	4	19
35	в своей	1	19
36	по отношению	1	19
37	с его	2	19
38	но в	7	19
39	в данном	1	18
40	в то	4	18
41	отношению к	3	18
42	с другой	8	17
43	только в	4	17
44	или иной	2	17
45	что и	6	16
46	могут быть	1	16
47	то что	7	16
48	и на	2	15
49	не есть	1	15
50	между тем	2	15
51	уже не	3	15
52	прежде всего	2	15
53	в сущности	1	15
54	в их	1	15
55	в рамках	3	15
56	не менее	3	14
57	того же	6	14
58	себя в	1	14
59	в себя	1	14
60	той или	2	14
61	мы имеем	2	14
62	же время	2	14
63	в отличие	1	14
64	данном случае	1	14
65	отличие от	1	14
66	далеко не	4	14
67	по себе	1	13
68	точки зрения	13	13
69	тому же	5	13
70	он не	4	13
71	этого слова	1	13
72	ничего не	1	13
73	как раз	1	13
74	для него	3	13
75	а также	2	13
76	в начале	2	13
77	и к	5	12
78	никогда не	5	12
79	как в	1	12
80	еще не	2	12
81	есть не	1	12
82	в той	1	11
83	даже в	1	11
84	по своей	2	11
85	в свою	2	11
86	той же	1	11
87	это не	1	11
88	можно сказать	3	11
89	и как	3	11
90	не с	2	11
91	не следует	1	11
92	именно в	2	10
93	все же	6	10
94	с одной	7	10
95	в конце	6	10
96	было бы	1	10
97	однако в	1	10
98	в миропорядке	1	10
99	отношения к	1	10
100	совпадает с	1	10
101	здесь не	1	10
102	особенно в	2	10
103	один из	2	10
104	в результате	3	9
105	другой стороны	1	9
106	и того	1	9
107	одной стороны	7	9
108	свою очередь	1	9
109	в своем	3	9
110	крайней мере	5	9
111	таким образом	22	9
112	во всех	2	9
113	только не	2	9
114	вместе с	15	9
115	по крайней	5	9
116	того что	3	9
117	что касается	1	9
118	дело с	1	8
119	о чем	1	8
120	роль в	1	8
121	не всегда	2	8
122	одной из	5	8
123	в сторону	1	8
124	как известно	1	8
125	о его	1	8
126	с ним	1	8
127	если бы	3	8
128	и все	2	8
129	что он	4	8
130	не является	1	8
131	с точки	6	8
132	этом отношении	2	8
133	дело не	1	8
134	одного из	1	8
135	во всяком	6	7
136	времени в	1	7
137	в одном	3	7
138	в нашем	1	7
139	несмотря на	6	7
140	в ее	1	7
141	у него	1	7
142	в таком	3	7
143	в свое	1	7
144	и является	2	7
145	приводит к	2	7
146	в глазах	2	7
147	в соответствии	1	7
148	всяком случае	6	7
149	и для	5	7
150	все это	6	7
151	таком случае	1	7
152	однако не	1	7
153	в новом	2	7
154	на его	1	7
155	или иначе	3	7
156	и т.д	6	7
157	место в	1	7
158	вплоть до	2	7
159	для всех	2	6
160	те же	2	6
161	так или	3	6
162	казалось бы	1	6
163	одного и	1	6
164	хотя бы	3	6
165	превращается в	2	6
166	из них	7	6
167	то в	1	6
168	тем не	3	6
169	в силу	5	6
170	в нем	4	6
171	если в	3	6
172	на этом	1	6
173	из которых	4	6
174	не более	1	6
175	от своего	1	6
176	вследствие этого	1	6
177	роли в	1	6
178	и более	1	6
179	и состоит	1	6
180	из этих	10	6
181	соответствии с	1	6
182	в сознании	1	6
183	уже в	2	6
184	ли не	1	6
185	его в	1	6
186	тем более	1	6
187	мере в	1	6
188	же в	1	6
189	все что	2	5
190	не так	1	5
191	не как	2	5
192	в состав	1	5
193	в этих	4	5
194	в них	2	5
195	в первом	1	5
196	мысль о	2	5
197	тем что	1	5
198	или ином	1	5
199	речь идет	1	5
200	в котором	4	5
201	входит в	1	5
202	при рассмотрении	1	5
203	для того	5	5
204	для себя	1	5
205	в слове	1	5
206	в эту	2	5
207	к этому	3	5
208	с другими	4	5
209	к жизни	5	5
210	ни в	1	5
211	и до	1	5
212	а с	7	5
213	так что	3	5
214	бы быть	1	5
215	и по	4	5
216	и потому	6	5
217	с ее	1	5
218	во втором	1	5
219	и здесь	2	5
220	том или	1	5
221	связывается с	3	5
222	не могут	2	5
223	самом деле	1	5
224	как о	3	5
225	к его	2	5
226	да и	1	5
227	еще и	1	5
228	совершенно не	1	5
229	что мы	2	5
230	он в	2	5
231	а и	1	5
232	тот же	2	5
233	и смерти	1	5
234	ни с	1	5
235	мы не	1	5
236	картина мира	1	5
237	в широком	1	5
238	с их	1	5
239	это всегда	1	5
240	в общем	8	5
241	все эти	6	5
242	одно из	2	5
243	путь к	3	5
244	одну из	1	5
245	и их	1	5
246	такой же	1	5
247	и особенно	2	5
248	таким же	1	5
249	мира в	1	5
250	его от	2	4
251	связь с	2	4
252	в своих	1	4
253	отличается от	2	4
254	с этим	1	4
255	только на	1	4
256	сказать что	2	4
257	известной степени	1	4
258	что она	1	4
259	к нему	7	4
260	ни было	2	4
261	все прочие	1	4
262	не было	2	4
263	в которой	3	4
264	одним из	2	4
265	лишь на	1	4
266	в чем	1	4
267	каждом из	1	4
268	на себе	1	4
269	бы в	1	4
270	могли бы	1	4
271	мы уже	1	4
272	то ни	2	4
273	это по	1	4
274	и что	4	4
275	и от	4	4
276	и есть	1	4
277	его к	1	4
278	а как	1	4
279	не позволяет	1	4
280	представляют собой	1	4
281	в отношении	6	4
282	а именно	1	4
283	с ними	1	4
284	это и	1	4
285	потому что	7	4
286	того чтобы	5	4
287	и если	3	4
288	не должно	1	4
289	и тогда	4	4
290	вслед за	2	4
291	и во	1	4
292	до известной	1	4
293	по воле	1	4
294	но это	1	4
295	как к	1	4
296	все они	1	4
297	ему в	2	4
298	свидетельствует о	2	4
299	из своих	2	4
300	бы и	1	4
301	на которой	1	4
302	указывает на	1	4
303	по своему	2	4
304	человека в	1	4
305	но при	2	4
306	его не	2	4
307	в значительной	3	4
308	наконец в	2	4
309	и ее	1	4
310	отношение к	5	4
311	и о	3	4
312	в области	9	4
313	случае в	1	3
314	человеческой жизни	1	3
315	к этой	1	3
316	с этой	3	3
317	случае не	3	3
318	в виду	2	3
319	и с	10	3
320	в жизни	1	3
321	с тем	18	3
322	похож на	2	3
323	только для	2	3
324	в момент	1	3
325	в такой	1	3
326	ничто не	1	3
327	это было	1	3
328	и те	3	3
329	себе в	1	3
330	и далее	1	3
331	как на	8	3
332	что все	4	3
333	к ее	1	3
334	бы то	2	3
335	на почве	1	3
336	миропорядка и	1	3
337	первом случае	1	3
338	должно быть	1	3
339	и за	1	3
340	связи с	9	3
341	о полку	1	3
342	в связи	3	3
343	так сказать	1	3
344	между собой	1	3
345	он сам	1	3
346	в ритмическом	1	3
347	не был	1	3
348	чистом виде	1	3
349	и тот	1	3
350	из этого	2	3
351	во время	4	3
352	всех этих	1	3
353	в одну	1	3
354	тогда когда	2	3
355	что они	1	3
356	борьбы с	1	3
357	себе не	1	3
358	сами по	1	3
359	если не	2	3
360	т.д в	1	3
361	смысла и	1	3
362	заключается в	1	3
363	с целью	2	3
364	цвет лица	1	3
365	никто не	1	3
366	о котором	2	3
367	на каждом	1	3
368	человека и	1	3
369	ни к	1	3
370	тех пор	2	3
371	и больше	2	3
372	впервые в	1	3
373	с людьми	1	3
374	на этот	4	3
375	полку игореве	1	3
376	его можно	2	3
377	смерть и	1	3
378	попадает в	4	3
379	так как	9	3
380	они не	1	3
381	том числе	5	3
382	когда же	2	3
383	но с	3	3
384	который как	1	3
385	при таком	2	3
386	мира и	1	3
387	один и	1	3
388	ко всему	2	3
389	с новыми	1	3
390	в ней	1	3
391	мы должны	6	3
392	идет о	1	3
393	же самое	2	3
394	которые в	2	3
395	когда он	3	3
396	может показаться	1	3
397	жизни и	2	3
398	на то	2	3
399	может и	1	3
400	для этого	2	3
401	и наконец	2	3
402	не к	2	3
403	за исключением	1	2
404	случае мы	1	2
405	и взаимодействие	1	2
406	тем или	1	2
407	в разных	2	2
408	требует от	2	2
409	далее в	1	2
410	этого момента	1	2
411	от них	2	2
412	более или	5	2
413	нами и	2	2
414	жизнь в	1	2
415	мы и	1	2
416	если он	1	2
417	либо в	2	2
418	их в	1	2
419	выход из	2	2
420	в одно	2	2
421	на эту	1	2
422	не вполне	3	2
423	целым рядом	1	2
424	широком смысле	1	2
425	культуры в	1	2
426	так например	2	2
427	самой этой	2	2
428	любви к	1	2
429	на этой	1	2
430	основанная на	1	2
431	так для	1	2
432	может явиться	1	2
433	и смерть	1	2
434	должна была	2	2
435	смерти и	1	2
436	но они	1	2
437	на пути	2	2
438	связь между	1	2
439	а между	1	2
440	так же	5	2
441	в глаза	1	2
442	всегда и	3	2
443	и остается	1	2
444	этого мира	1	2
445	к ним	3	2
446	быть в	1	2
447	к которому	2	2
448	с этими	1	2
449	как от	2	2
450	сих пор	5	2
451	во всей	1	2
452	что именно	2	2
453	этой роли	1	2
454	друг с	5	2
455	и иной	2	2
456	грань между	2	2
457	или иным	1	2
458	не принадлежат	1	2
459	мы видим	1	2
460	к их	1	2
461	научного анализа	1	2
462	время и	1	2
463	однако этот	1	2
464	бытия и	1	2
465	слове о	1	2
466	мы можем	2	2
467	в уста	1	2
468	том же	1	2
469	к чему	1	2
470	с одним	2	2
471	учение о	4	2
472	по одному	1	2
473	одном из	1	2
474	о которых	1	2
475	могло бы	1	2
476	не имея	1	2
477	выступает в	2	2
478	что даже	1	2
479	не означает	1	2
480	этой точки	2	2
481	теперь уже	1	2
482	этих трех	1	2
483	но зато	1	2
484	не приходится	1	2
485	не могла	2	2
486	этот вопрос	1	2
487	когда мы	1	2
488	ними в	1	2
489	своей ролью	1	2
490	которые и	1	2
491	то о	1	2
492	только с	1	2
493	культуры и	3	2
494	вера в	1	2
495	ролью в	1	2
496	них не	2	2
497	если они	1	2
498	события в	1	2
499	судя по	1	2
500	и сами	2	2
501	мире и	1	2
502	утверждать что	2	2
503	взгляд на	2	2
504	до сих	5	2
505	существования и	1	2
506	та же	1	2
507	и конечно	1	2
508	и при	3	2
509	и должно	1	2
510	что это	3	2
511	сама жизнь	1	2
512	под этим	1	2
513	со всеми	2	2
514	должен был	4	2
515	с этого	1	2
516	собой и	1	2
517	оно есть	1	2
518	значения и	1	2
519	в процессе	2	2
520	ценностей и	1	2
521	не имеет	5	2
522	может не	1	2
523	всей своей	1	2
524	думать что	1	2
525	нет ничего	1	2
526	бы с	1	2
527	в самостоятельный	1	2
528	в течение	4	2
529	на это	1	2
530	себя не	1	2
531	в которую	1	2
532	при помощи	1	2
533	ибо он	1	2
534	то у	1	2
535	может ли	2	2
536	не для	1	2
537	тем же	1	2
538	начиная с	2	2
539	из первых	1	2
540	он может	1	2
541	но если	2	2
542	видел в	1	2
543	в самой	2	2
544	как основной	1	2
545	или к	1	2
546	значение в	1	2
547	зависит от	1	2
548	обе эти	1	2
549	он как	1	2
550	то самое	1	2
551	что с	1	2
552	одновременно и	2	2
553	у нас	1	2
554	смысле этого	1	2
555	как нечто	1	2
556	в ином	1	2
557	борьбу с	1	2
558	образом в	5	2
559	жизни это	1	2
560	без остатка	2	2
561	но эта	1	2
562	по существу	2	2
563	в ту	1	2
564	перед собой	1	2
565	на все	2	2
566	с другом	5	2
567	или менее	5	2
568	и таким	3	2
569	целого и	1	2
570	в одной	1	2
571	всех прочих	1	2
572	к одному	1	2
573	каким оно	1	2
574	как показывает	1	2
575	между нами	1	2
576	там где	1	2
577	единое целое	1	2
578	это как	1	2
579	не по	1	2
580	к тем	1	2
581	у всех	2	2
582	или из	1	2
583	прежде чем	1	2
584	не можем	1	2
585	общем контексте	1	2
586	и прежде	1	2
587	все более	1	2
588	и только	4	2
589	они являются	1	1
590	с помощью	1	1
591	и другие	3	1
592	в душе	1	1
593	быть по	1	1
594	этого в	1	1
595	между этим	1	1
596	лицу с	1	1
597	люди которые	1	1
598	самостоятельного значения	1	1
599	только что	2	1
600	творчества в	1	1
601	целого не	1	1
602	ничего определенного	1	1
603	в сферу	1	1
604	что один	1	1
605	первую очередь	1	1
606	или по	2	1
607	самое следует	1	1
608	а у	1	1
609	выступают в	1	1
610	с эпохи	1	1
611	равнодушен к	1	1
612	как существа	1	1
613	однако еще	1	1
614	героев и	2	1
615	другой с	1	1
616	только тогда	1	1
617	по мере	1	1
618	с собой	1	1
619	границы между	1	1
620	чтобы в	1	1
621	контрастом с	1	1
622	но все	7	1
623	а во-вторых	1	1
624	они относятся	1	1
625	зато в	1	1
626	слова с	1	1
627	человека для	1	1
628	она является	1	1
629	характерной чертой	1	1
630	определенного не	1	1
631	давно уже	1	1
632	власти над	1	1
633	начинается с	1	1
634	мысли о	1	1
635	по форме	1	1
636	разрыва с	1	1
637	первое место	1	1
638	к своим	4	1
639	и из	2	1
640	а вместе	1	1
641	вглядываясь в	1	1
642	в первую	1	1
643	и отчасти	1	1
644	уже давно	2	1
645	на человека	1	1
646	знаем о	1	1
647	настолько чтобы	1	1
648	по тем	1	1
649	по-видимому и	1	1
650	целого так	1	1
651	чему не	1	1
652	только как	1	1
653	но даже	1	1
654	и другой	2	1
655	в этот	1	1
656	из себя	2	1
657	смысле слова	1	1
658	между отдельными	1	1
659	точно так	3	1
660	с верой	1	1
661	чем с	1	1
662	и взаимное	1	1
663	уже как	1	1
664	всего этого	1	1
665	художественном творчестве	1	1
666	уложить в	1	1
667	с именем	2	1
668	вернуться к	1	1
669	он создал	1	1
670	таких условиях	1	1
671	языка как	1	1
672	и своих	1	1
673	выхода из	2	1
674	перед этой	1	1
675	под именем	1	1
676	а мы	1	1
677	к этим	1	1
678	ничего предосудительного	1	1
679	получают и	1	1
680	жизни с	1	1
681	людей в	1	1
682	наука об	1	1
683	и некоторой	1	1
684	от слов	1	1
685	и весь	1	1
686	в самую	1	1
687	и произошло	1	1
688	не исключая	2	1
689	она и	1	1
690	нельзя сказать	1	1
691	после того	1	1
692	от природы	1	1
693	других для	1	1
694	ввести в	1	1
695	на бранном	1	1
696	что уже	1	1
697	мы знаем	1	1
698	что сама	1	1
699	имеется и	1	1
700	а ведь	1	1
701	с тех	2	1
702	внутренней стороны	1	1
703	чем у	1	1
704	что такое	1	1
705	после исчезновения	1	1
706	они в	2	1
707	в старом	1	1
708	это слово	1	1
709	спрашивает себя	1	1
710	богу не	1	1
711	и нравственности	1	1
712	своей теоретической	1	1
713	в разные	1	1
714	живет и	1	1
715	от тех	1	1
716	пути и	1	1
717	как по	1	1
718	что его	1	1
719	во внимание	1	1
720	но вновь	1	1
721	жизни после	1	1
722	между этими	2	1
723	которые могли	1	1
724	этом последнем	1	1
725	личности с	1	1
726	себя как	1	1
727	же как	3	1
728	на земле	1	1
729	и вместе	4	1
730	но когда	2	1
731	от этого	1	1
732	принимает и	1	1
733	же эти	1	1
734	должно было	2	1
735	к мысли	1	1
736	из одного	1	1
737	и у	8	1
738	впрочем достаточно	1	1
739	и мир	2	1
740	не имеющие	1	1
741	материей и	1	1
742	а весь	1	1
743	например за	1	1
744	творца и	2	1
745	до нас	1	1
746	виде эта	1	1
747	чтобы он	1	1
748	совсем не	1	1
749	момента когда	1	1
750	эти слова	1	1
751	характерны для	1	1
752	отличаются от	2	1
753	именно потому	1	1
754	рамках определенной	1	1
755	недоступной для	1	1
756	должны быть	1	1
757	над другими	1	1
758	исключая и	1	1
759	бесследно но	1	1
760	тем и	2	1
761	его жизнь	1	1
762	не представляется	1	1
763	лишь второе	1	1
764	из нас	1	1
765	о здравии	1	1
766	в ничто	1	1
767	о мире	1	1
768	должны были	1	1
769	она была	1	1
770	которого в	1	1
771	не совпадает	1	1
772	личность с	1	1
773	и несколько	1	1
774	в связь	1	1
775	на словах	1	1
776	и никогда	1	1
777	или о	1	1
778	этот путь	2	1
779	согласно учению	1	1
780	как субъекты	1	1
781	уйти в	1	1
782	о сознательном	1	1
783	время он	2	1
784	собственное имя	1	1
785	радости и	1	1
786	с идеей	2	1
787	в какой-то	1	1
788	дает ему	1	1
789	сливаются в	1	1
790	лишь по	1	1
791	сам уже	1	1
792	можно только	2	1
793	никто из	2	1
794	культура есть	1	1
795	уже с	3	1
796	от нее	1	1
797	связи и	1	1
798	следует видеть	1	1
799	а потому	1	1
800	от до	1	1
801	представить себе	1	1
802	его уже	1	1
803	знаменательно что	1	1
804	них в	1	1
805	и сейчас	2	1
806	жизни а	1	1
807	которой не	1	1
808	этого и	1	1
809	его с	1	1
810	живет в	1	1
811	не играло	1	1
812	связей с	1	1
813	к общему	1	1
814	к установлению	1	1
815	это уже	1	1
816	есть сама	1	1
817	при наличности	1	1
818	как объекты	1	1
819	все те	1	1
820	с внешней	1	1
821	происходит с	1	1
822	ритмическом отношении	1	1
823	и делает	1	1
824	то с	3	1
825	и вновь	1	1
826	выбирать между	1	1
827	за это	1	1
828	как с	1	1
829	культуры к	1	1
830	с ней	3	1
831	их и	1	1
832	частей данного	1	1
833	в особый	1	1
834	одновременно с	1	1
835	соприкоснувшись с	1	1
836	том виде	2	1
837	востоке и	1	1
838	уже говорили	1	1
839	то время	1	1
840	разделяются на	1	1
841	которые к	1	1
842	характер этого	1	1
843	к которым	2	1
844	которой со	1	1
845	души это	1	1
846	как не	1	1
847	вряд ли	1	1
848	и так	1	1
849	состоит из	1	1
850	в которых	4	1
851	эту сторону	1	1
852	так называемая	1	1
853	говорили о	2	1
854	русского и	1	1
855	том как	1	1
856	своего отца	1	1
857	нет в	1	1
858	же есть	1	1
859	стороны с	1	1
860	слов которые	1	1
861	личной жизни	1	1
862	он выступает	1	1
863	является для	1	1
864	ни на	1	1
865	нет никакой	1	1
866	или иное	2	1
867	этому что	1	1
868	ни у	2	1
869	видим что	1	1
870	она обладает	1	1
871	и круговорот	1	1
872	явления и	1	1
873	оно вступает	1	1
874	поскольку с	1	1
875	бесконечно и	1	1
876	раз она	2	1
877	есть то	1	1
878	не могло	2	1
879	чаще всего	1	1
880	мы читаем	1	1
881	и об	1	1
882	целый ряд	4	1
883	в сражении	1	1
884	случае с	1	1
885	тот факт	1	1
886	тогда ей	1	1
887	в каком	1	1
888	жизни на	1	1
889	связанных с	2	1
890	над которыми	1	1
891	жизни по	2	1
892	имеем в	1	1
893	что здесь	1	1
894	человек должен	2	1
895	следит за	1	1
896	не совсем	1	1
897	в сфере	1	1
898	то для	1	1
899	явно или	1	1
900	их с	1	1
901	нельзя в	1	1
902	сложнее и	1	1
903	в образе	2	1
904	друга а	1	1
905	с духом	1	1
906	разве я	1	1
907	телесной оболочки	1	1
908	для достижения	1	1
909	на этих	1	1
910	друг друга	1	1
911	и после	2	1
912	из него	2	1
913	то или	2	1
914	из этой	2	1
915	он должен	1	1
916	прийти к	1	1
917	могли быть	1	1
918	на востоке	2	1
919	к лицу	1	1
920	связан с	2	1
921	именно к	1	1
922	что оно	4	1
923	и всякий	1	1
924	ничем не	4	1
925	многих других	1	1
926	сам он	1	1
927	того как	1	1
928	не удовлетворяясь	1	1
929	эпоху когда	2	1
930	о сыне	1	1
931	выступают как	1	1
932	он становится	1	1
933	которых он	1	1
934	пор как	1	1
935	от людей	2	1
936	этих слов	1	1
937	ее нет	1	1
938	с данной	1	1
939	лицом к	1	1
940	этим именем	1	1
941	на юге	2	1
942	сама в	1	1
943	здесь имеется	1	1
944	на нее	3	1
945	было в	1	1
946	и развитие	1	1
947	не могли	1	1
948	за свою	1	1
949	европейской цивилизации	1	1
950	духовной культуры	3	1
951	встречается лишь	1	1
952	когда на	1	1
953	участие в	1	1
954	в уме	1	1
955	как она	1	1
956	помнить что	1	1
957	этот раз	1	1
958	может только	1	1
959	виде в	2	1
960	но по	3	1
961	следует сказать	1	1
962	к концу	3	1
963	русский человек	1	1
964	смерти в	1	1
965	остается лишь	1	1
966	жизни людей	1	1
967	и небольшой	1	1
968	в каждой	1	1
969	не жалел	1	1
970	что тот	1	1
971	а так	3	1
972	не затрагивая	1	1
973	на них	1	1
974	сказать и	1	1
975	и других	1	1
976	каждая из	3	1
977	что высшей	1	1
978	легко могли	1	1
979	человек всегда	1	1
980	обстоит дело	1	1
981	говорить не	1	1
982	есть как	2	1
983	быть и	2	1
984	связана с	2	1
985	а по	1	1
986	дает им	1	1
987	к смерти	1	1
988	оказывается что	3	1
989	этот факт	2	1
990	факт что	1	1
991	и ночи	1	1
992	только то	1	1
993	второй путь	1	1
994	так когда	1	1
995	признать что	2	1
996	одни из	1	1
997	ставит себе	1	1
998	знает и	1	1
999	числе и	4	1
1000	вступают в	1	1
1001	по всей	1	1
1002	а можно	1	1
1003	их можно	1	1
1004	что о	2	1
1005	происходит в	1	1
1006	язык в	1	1
1007	в виде	4	1
1008	больше не	2	1
1009	черный цвет	1	1
1010	целого которые	1	1
1011	эти два	1	1
1012	конце концов	3	1
1013	бытия в	1	1
1014	каким для	1	1
1015	настоящего времени	1	1
1016	к богу	3	1
1017	из двух	1	1
1018	словами в	1	1
1019	мира с	1	1
