N	3gram	Vygotskiy_	OGranits
1	с точки зрения	31	5
2	не может быть	6	4
3	до тех пор	1	4
4	тех пор пока	1	3
5	одно и то	3	3
6	по отношению к	9	3
7	есть прежде всего	1	3
8	в том что	24	2
9	то же слово	1	2
10	не чем иным	2	2
11	ничего общего с	1	2
12	не что иное	1	2
13	в зависимости от	6	2
14	представим себе что	1	2
15	в данном случае	5	2
16	но так как	1	2
17	и то же	3	2
18	есть не что	1	2
19	чем иным как	2	2
20	слов и их	3	2
21	зависимости от этого	2	2
22	в самом деле	4	2
23	что иное как	1	2
24	в пределах данной	1	2
25	с одной стороны	7	2
26	с другой стороны	3	2
27	с самого начала	13	2
28	возможно только в	1	1
29	и т.д и	1	1
30	только к одному	1	1
31	образом мы можем	1	1
32	на самом деле	2	1
33	собственном смысле слова	1	1
34	таким образом мы	2	1
35	так же точно	6	1
36	те же самые	1	1
37	на всем протяжении	4	1
38	может быть не	1	1
39	основной методологический порок	1	1
40	включает в себя	2	1
41	мы можем установить	1	1
42	всей своей полноте	1	1
43	которого только и	1	1
44	подобно тому как	2	1
45	в сознании не	1	1
46	в значительной мере	2	1
47	в конечном счете	2	1
48	поводу только что	1	1
49	как то что	1	1
50	если бы мы	1	1
51	так же как	13	1
52	мы должны перейти	1	1
53	на то что	5	1
54	для того чтобы	24	1
55	но мы обязаны	1	1
56	только потому что	3	1
57	том что в	3	1
58	но мы должны	2	1
59	все эти три	2	1
60	во всей своей	1	1
61	неразрывно связаны между	1	1
62	что в основе	1	1
63	внутренней речи чтобы	1	1
64	выйти за пределы	1	1
65	в последнее время	4	1
66	в собственном смысле	4	1
67	что в этом	2	1
68	должно было бы	1	1
69	в отличие от	4	1
70	только и может	2	1
71	связанных с этим	2	1
72	этой точки зрения	4	1
73	этого мы должны	1	1
74	и письменной речи	3	1
75	говорить и о	1	1
76	быть не чем	1	1
77	может заставить нас	1	1
78	как и в	4	1
79	то же самое	11	1
80	то что в	1	1
81	развития не может	1	1
82	равно нулю в	1	1
83	же время в	1	1
84	к тому что	10	1
85	тем не менее	4	1
86	ключ ко всем	1	1
87	прежде всего не	1	1
88	эту точку зрения	2	1
89	нет и не	3	1
90	в этом отношении	7	1
91	в одном случае	2	1
92	и в их	1	1
93	и находит свое	1	1
94	то же время	1	1
95	в этот вопрос	1	1
96	проблем связанных с	1	1
97	в то же	2	1
98	само по себе	1	1
99	прежде всего в	2	1
100	с этой точки	4	1
101	можно было бы	5	1
102	мы не можем	3	1
103	и вместе с	2	1
104	состоит в том	3	1
105	и не может	2	1
106	потому что они	2	1
