N	4gram	Tiupa_Teor	Hudozhes
1	в то же время	8	7
2	присутствия я в мире	6	5
3	состоит в том что	5	4
4	внутренней данности бытия я	1	4
5	бытия я и его	1	4
6	я и его внешней	1	4
7	в виду не только	3	3
8	того или иного жанра	3	3
9	имеем в виду не	3	3
10	не следует смешивать с	3	3
11	мы имеем в виду	3	3
12	сближение но не слияние	3	3
13	одно и то же	2	3
14	это отношение знака к	3	3
15	одного и того же	4	3
16	превращения реального читателя в	2	2
17	в силу своей принципиальной	2	2
18	и не могло быть	2	2
19	в художественной культуре хх	1	2
20	объективной предпосылкой эстетического отношения	2	2
21	произведение искусства более не	2	2
22	роли в миропорядке судьбы	1	2
23	и позволяет говорить о	2	2
24	преодолеваемая даль и сближение	2	2
25	в том числе и	2	2
26	более не сводится к	2	2
27	расположилось в порядке образующем	2	2
28	ни в коем случае	2	2
29	то чему нельзя научиться	2	2
30	присутствия в мире на	1	2
31	предполагает способность знака к	2	2
32	и в самом деле	2	2
33	как вторичная знаковая система	1	2
34	даль и сближение но	2	2
35	он тем не менее	2	2
36	во всех подобных случаях	2	2
37	тот или иной строй	2	2
38	эстетическое отношение представляет собой	2	2
39	и его внешней заданности	1	2
40	стихотворении пушкина что в	2	2
41	что в имени тебе	2	2
42	в том что он	2	2
43	ни одно слово художественного	1	2
44	как элемента эстетической реальности	2	2
45	реального читателя в читателя	2	2
46	в отношении обратного параллелизма	2	2
47	и сближение но не	2	2
48	процесс превращения реального читателя	2	2
49	художественной деятельности в рамках	2	2
50	бы то ни было	2	2
51	в коем случае не	2	2
52	пушкина что в имени	2	2
53	все расположилось в порядке	2	2
54	случае не следует смешивать	2	2
55	как совокупность факторов художественного	2	2
56	текст как совокупность факторов	2	2
57	необходимы предпосылки двоякого рода	2	2
58	совокупность факторов художественного впечатления	2	2
59	модель присутствия я в	1	2
60	слове о полку игореве	2	2
61	искусства более не сводится	2	2
62	в целую панораму слов	2	2
63	в той или иной	1	2
64	коем случае не следует	2	2
65	приводит к тому что	2	2
66	с другими знаками чем	2	2
67	с этой точки зрения	2	2
68	в том и состоит	1	2
69	в войне и мире	2	2
70	по отношению к герою	2	2
71	искусство слова как вторичная	1	2
72	автор относится как к	2	2
73	читателя в читателя концепированного	2	2
74	одно слово художественного текста	1	2
75	и в то же	2	2
76	или иной строй эстетической	2	2
77	субъект художественной деятельности в	2	2
78	слова как вторичная знаковая	1	2
79	данности бытия я и	1	2
80	в слове о полку	2	2
81	художественной культуре хх века	1	2
82	художественной культуры новейшего времени	2	2
83	аффектов и приобретает креативный	1	1
84	разграничены по ведущему в	1	1
85	с чем на смену	1	1
86	образов выступающей в роли	1	1
87	это своего рода стратегические	1	1
88	читающий как писал н.с	1	1
89	от себя еще возвращаясь	1	1
90	то под именем реального	1	1
91	как способность создавать то	1	1
92	историк реконструирует скрытые причины	1	1
93	некий признак симптом болезни	1	1
94	формируя в своем сознании	1	1
95	несмертность лирического героя художественно	1	1
96	появление исчезновение актантов каждый	1	1
97	может служить например жалобная	1	1
98	чего еще нет на	1	1
99	фигуры литературного текста наделяются	1	1
100	каждого слоя всех без	1	1
101	требует во-первых истолкования активизирующего	1	1
102	поэзии есть оригинальность впрочем	1	1
103	идиллике драматизм формируется как	1	1
104	непричастности иронического я внешнему	1	1
105	реальности второе без первого	1	1
106	же самую краску как	1	1
107	экзистенциального содержания не так	1	1
108	художественности становится отношение автор	1	1
109	некий тип жизненного поведения	1	1
110	эмоционального строя аффект скорби	1	1
111	принадлежащие голосу повседневности но	1	1
112	о чем? в какой	1	1
113	узкое и сосредоточенное в	1	1
114	хх века мысль о	1	1
115	рассказ о покупке мяса	1	1
116	с такими морщинами как	1	1
117	отношению к эстетическому субъекту	1	1
118	рамках которого ролевая граница	1	1
119	существенным образом ориентировано на	1	1
120	принадлежащие вторичной знаковой системе	1	1
121	область коммуникативной компетенции от	1	1
122	заметно выделяется среди прочих	1	1
123	будучи актом текстопорождения в	1	1
124	индивидуальной души-личности и сверхличной	1	1
125	у читателя зрителя слушателя	1	1
126	художественный эффект зрелища исчезает	1	1
127	внутренней речи а этот	1	1
128	решающая роль в организации	1	1
129	стремиться христианской душе поскольку	1	1
130	восприятия свойственного детям и	1	1
131	в знаковом материале что	1	1
132	подобно тому как формирование	1	1
133	вписывает свое я в	1	1
134	произведения совершает поступки неожиданные	1	1
135	вышел в году назвал	1	1
136	чужие стилевые нормы в	1	1
137	видим в нем телесное	1	1
138	пером по бумаге и	1	1
139	высказывания жанр в свою	1	1
140	внешней речи пришлось бы	1	1
141	личность как внутреннее единство	1	1
142	столько возможность общения посредством	1	1
143	реального исторического деятеля скажем	1	1
