N	3gram	Bakhtin_Pr	TeoriaLi
1	в том что	6	10
2	по отношению к	5	10
3	в то же	8	8
4	то же время	8	8
5	в отличие от	1	7
6	с другой стороны	3	6
7	более или менее	3	6
8	состоит в том	1	6
9	не может быть	8	5
10	так или иначе	1	5
11	в данном случае	1	5
12	той или иной	2	3
13	с точки зрения	13	3
14	в этом смысле	5	3
15	имеем в виду	3	3
16	в том числе	15	3
17	тем не менее	2	3
18	можно сказать что	6	3
19	по своей природе	3	3
20	в равной степени	1	3
21	тех или иных	2	3
22	мы имеем в	3	3
23	в связи с	1	3
24	эстетическое отношение к	1	3
25	но во всех	1	2
26	и в самом	1	2
27	как и в	4	2
28	не могло быть	1	2
29	не сводятся к	1	2
30	и то же	1	2
31	в таком случае	1	2
32	включает в себя	1	2
33	в отношении к	2	2
34	одно и то	1	2
35	но в то	3	2
36	том числе и	13	2
37	в этом мире	1	2
38	и тем самым	1	2
39	и в то	3	2
40	в соответствии с	2	2
41	не в самом	1	2
42	мы имеем дело	1	2
43	тем или иным	1	2
44	сама по себе	2	2
45	и не могло	1	2
46	к тому что	1	2
47	это своего рода	2	2
48	и позволяет говорить	1	2
49	может быть и	2	2
50	не могли бы	1	1
51	что он не	1	1
52	жизни то есть	1	1
53	здесь и теперь	1	1
54	в том под	1	1
55	чужой речи и	1	1
56	никогда не бывает	1	1
57	в той или	1	1
58	века и в	1	1
59	в этих случаях	1	1
60	веселую относительность всего	1	1
61	не что иное	1	1
62	принадлежат к числу	1	1
63	все то что	2	1
64	то есть в	5	1
65	в более или	1	1
66	и др в	3	1
67	но прежде всего	1	1
68	человека и его	3	1
69	и тем же	1	1
70	и прежде всего	5	1
71	человека с человеком	3	1
72	даже сказать что	1	1
73	своего развития но	1	1
74	личности и его	1	1
75	вбирает в себя	1	1
76	в душе моей	1	1
77	том под каким	1	1
78	этом смысле можно	1	1
79	в большинстве случаев	9	1
80	противопоставлены в произведении	1	1
81	точки зрения логики	1	1
82	они сопоставлены или	1	1
83	по крайней мере	2	1
84	было и не	1	1
85	но дело в	1	1
86	в самом наличии	1	1
87	в себя и	1	1
88	не только люди	1	1
89	о том что	3	1
90	в xix веке	3	1
91	литературе нового времени	2	1
92	в свое время	4	1
93	дело не в	1	1
94	как бы в	2	1
95	новый модус взаимоотношений	1	1
96	самом наличии определенных	1	1
97	на себя внимание	2	1
98	отношение между ними	1	1
99	таком случае это	1	1
100	фамильярный контакт между	1	1
101	как один из	1	1
102	в себе самом	2	1
103	с самим собою	6	1
104	перед тем как	1	1
105	но в таком	1	1
106	модус взаимоотношений человека	1	1
107	в соответствии со	1	1
108	и тем более	1	1
109	языковых стилей социальных	1	1
110	взаимоотношений человека с	1	1
111	связь со смертью	1	1
112	друг от друга	2	1
113	диалогическим углом они	1	1
114	не совпадает с	1	1
115	при этом не	1	1
116	позиции в мире	1	1
117	к своему собственному	1	1
118	сознания а в	1	1
119	в одной из	1	1
120	отношению к нему	1	1
121	провозглашает веселую относительность	1	1
122	определенных языковых стилей	1	1
123	как бы не	1	1
124	то есть от	2	1
125	главного героя и	1	1
126	каким диалогическим углом	1	1
127	всей своей полноте	1	1
128	дело в том	3	1
129	существенно отличается от	1	1
130	у нее нет	1	1
131	именно потому что	1	1
132	углом они сопоставлены	1	1
133	а между тем	2	1
134	одним и тем	1	1
135	или противопоставлены в	1	1
136	самим собою в	1	1
137	он ни был	1	1
138	в зависимости от	3	1
139	я и мир	1	1
140	во втором эпизоде	1	1
141	сопоставлены или противопоставлены	1	1
142	так же как	1	1
143	этой жанровой традиции	1	1
144	видения мира и	1	1
145	собственного сознания а	1	1
146	не было и	1	1
147	в этом случае	1	1
148	во всей своей	1	1
149	и прежде но	1	1
150	к тому же	1	1
151	принадлежащих к различным	1	1
152	наличии определенных языковых	1	1
153	есть не что	1	1
154	же время оно	1	1
155	своими корнями в	1	1
156	в своей жизни	1	1
157	вольный фамильярный контакт	2	1
158	в романе достоевского	1	1
159	в новое время	4	1
160	под каким диалогическим	1	1
161	то же самое	1	1
162	не входит в	1	1
163	и в сущности	2	1
164	особое отношение к	1	1
165	что иное как	1	1
166	к вопросу о	1	1
167	уходит своими корнями	1	1
168	точки зрения и	1	1
169	стилей социальных диалектов	1	1
170	в следующей главе	1	1
171	таким образом и	2	1
172	является одним из	2	1
173	не могли быть	1	1
174	а затем в	1	1
175	ведь это не	1	1
176	можно даже сказать	1	1
177	в истории литературы	1	1
178	имеем дело с	1	1
179	это было бы	1	1
