N	2gram	Tiupa_Narr	Problemy
1	и в	22	106
2	и не	34	90
3	как бы	11	70
4	может быть	24	66
5	в его	12	56
6	в этом	23	52
7	в нем	9	51
8	чужое слово	1	49
9	не может	16	49
10	как и	15	44
11	что он	7	44
12	точки зрения	8	40
13	но и	39	40
14	для него	8	39
15	и его	12	39
16	а не	27	38
17	о себе	2	37
18	то же	12	36
19	не только	50	36
20	в пределах	2	35
21	то что	14	33
22	но в	10	33
23	прежде всего	7	32
24	он не	8	29
25	в то	9	29
26	чужого слова	4	29
27	все это	1	29
28	и все	7	28
29	в одном	5	27
30	не в	12	27
31	к другому	2	27
32	к себе	11	26
33	же время	7	26
34	в самом	8	25
35	и с	3	25
36	к нему	5	25
37	с точки	2	25
38	в сущности	2	25
39	и т	3	25
40	себе самому	5	25
41	не как	1	24
42	вовсе не	2	24
43	героя и	4	24
44	самом деле	4	24
45	и на	5	23
46	слова и	1	23
47	по себе	4	22
48	что я	4	22
49	таким образом	5	22
50	там где	1	21
51	как мы	3	21
52	все же	10	20
53	никогда не	8	20
54	только в	23	20
55	потому что	7	20
56	что в	6	19
57	с его	6	19
58	отношению к	5	19
59	слова в	4	19
60	уже не	11	18
61	по отношению	5	18
62	т п	2	18
63	в себе	14	18
64	еще не	6	18
65	о нем	5	18
66	на самом	1	18
67	но не	7	18
68	все эти	3	18
69	и к	7	17
70	себе самом	2	17
71	с ним	6	17
72	а в	19	17
73	в том	20	17
74	это не	6	17
75	так и	12	17
76	так же	2	16
77	если бы	9	16
78	в своей	8	16
79	этом смысле	1	16
80	в другом	5	16
81	у него	13	15
82	третьего типа	1	15
83	до конца	2	15
84	и для	4	15
85	и наконец	2	15
86	и сам	4	14
87	в своем	7	14
88	как раз	9	14
89	в конце	4	14
90	а как	2	14
91	другого человека	2	14
92	в отношении	1	14
93	себя самого	1	14
94	так как	1	14
95	я не	5	14
96	он и	2	14
97	с другим	2	14
98	лишь в	3	14
99	но все	1	13
100	на него	4	13
101	точка зрения	5	13
102	с другими	1	13
103	его в	1	13
104	большинстве случаев	1	13
105	в мире	8	13
106	достоевского и	2	13
107	героя в	6	13
108	в романе	3	13
109	перед нами	9	13
110	в большинстве	1	13
111	в целом	5	13
112	при этом	31	12
113	даже в	1	12
114	отношении к	1	12
115	и как	4	12
116	и даже	4	12
117	и слово	1	12
118	к тому	13	12
119	во всяком	2	12
120	в котором	3	12
121	к чужому	1	12
122	что и	3	12
123	не знает	2	12
124	так сказать	4	12
125	себе и	2	12
126	так что	1	12
127	и что	1	12
128	за пределы	1	12
129	было бы	2	12
130	между тем	5	12
131	одного сознания	2	12
132	как в	9	12
133	том что	15	12
134	у меня	2	12
135	но это	2	12
136	ничего не	8	12
137	в плане	1	12
138	тем что	1	11
139	их в	4	11
140	входит в	2	11
141	с другой	6	11
142	ни одного	2	11
143	он сам	4	11
144	должно быть	1	11
145	бы в	2	11
146	мы уже	1	11
147	в форме	7	11
148	не могут	1	11
149	сознания и	2	11
150	она не	2	11
151	рассказа в	5	11
152	как будто	4	11
153	а я	1	11
154	более того	1	11
155	слово не	1	10
156	в произведении	2	10
157	что не	2	10
158	сих пор	3	10
159	в него	2	10
160	я сам	2	10
161	до сих	3	10
162	для себя	3	10
163	в слове	4	10
164	приводит к	2	10
165	в творчестве	1	10
166	той же	2	10
167	в самой	1	10
168	к одному	1	10
169	слова с	1	10
170	далеко не	6	10
171	как не	1	10
172	отношение к	2	10
173	ведь и	1	10
174	в той	4	9
175	зрения на	2	9
176	другой стороны	2	9
177	хотя бы	4	9
178	друг с	1	9
179	что у	6	9
180	хотя и	8	9
181	но он	2	9
182	точек зрения	2	9
183	из одного	1	9
184	могут быть	1	9
185	в единство	2	9
186	всяком случае	2	9
187	ни в	1	9
188	самим собой	3	9
189	да и	5	9
190	или в	7	9
191	раз и	2	9
192	и потому	2	9
193	человека в	2	9
194	в результате	4	8
195	и до	1	8
196	о том	5	8
197	мы увидим	1	8
198	чужой голос	1	8
199	все время	2	8
200	из них	4	8
201	к герою	2	8
202	и он	8	8
203	несмотря на	1	8
204	ни было	1	8
205	но как	3	8
206	одним из	2	8
207	здесь не	4	8
208	и у	4	8
209	и от	3	8
210	мы должны	1	8
211	должна быть	2	8
212	что это	4	8
213	никак не	5	8
214	в человеке	2	8
215	не на	1	8
216	с ними	5	8
217	и так	1	8
218	наконец в	1	8
219	из его	1	8
220	он есть	1	8
221	в произведениях	3	8
222	как к	3	8
223	уже в	1	8
224	того что	7	8
225	это и	2	8
226	с другом	1	8
227	знает и	1	8
228	и о	4	8
229	тем как	1	7
230	мысли и	1	7
231	в виду	2	7
232	на свой	1	7
233	на мир	1	7
234	в жизни	9	7
235	чужого сознания	1	7
236	отличается от	1	7
237	и со	1	7
238	вопрос о	1	7
239	в себя	3	7
240	только на	4	7
241	сказать что	5	7
242	ее как	1	7
243	что все	1	7
244	что она	3	7
245	от себя	1	7
246	что они	1	7
247	все его	4	7
248	не было	3	7
249	не о	2	7
250	героя с	2	7
251	я все	1	7
252	лишь на	1	7
253	между ними	3	7
254	в этих	3	7
255	во всех	2	7
256	то ни	1	7
257	если же	2	7
258	с которым	1	7
259	его к	1	7
260	и ее	3	7
261	бы то	1	7
262	например в	2	7
263	в процессе	2	7
264	слова о	1	7
265	не входит	1	7
266	его и	2	7
267	автора и	2	7
268	на этот	2	7
269	т д	1	7
270	точку зрения	3	7
271	тот же	1	7
272	но на	1	7
273	чужих слов	1	7
274	в их	1	7
275	все равно	2	7
276	в виде	2	7
277	мира и	2	7
