N	3gram	Vinokur_Vv	Analitik
1	в том что	15	25
2	не может быть	10	19
3	по отношению к	4	18
4	в то же	6	16
5	о том что	13	15
6	в данном случае	4	14
7	в отличие от	4	14
8	то же время	6	14
9	той или иной	3	14
10	мы имеем дело	1	11
11	того или иного	1	9
12	с другой стороны	5	9
13	в свою очередь	2	9
14	в том чтобы	5	9
15	по крайней мере	4	9
16	подобно тому как	2	9
17	с одной стороны	4	9
18	состоит в том	2	8
19	с точки зрения	4	8
20	не только в	4	8
21	в этом отношении	4	8
22	в свое время	3	7
23	в таком случае	1	7
24	во всяком случае	5	7
25	что иное как	5	7
26	тем не менее	9	6
27	одного и того	2	6
28	так или иначе	4	6
29	и того же	2	6
30	не что иное	5	6
31	в той или	1	5
32	есть не что	3	5
33	но и в	1	5
34	том или ином	2	5
35	в этом случае	6	5
36	как уже говорилось	1	5
37	имеем дело с	1	5
38	лишь в том	1	4
39	в том или	2	4
40	в самом деле	6	4
41	для того чтобы	22	4
42	не в том	2	4
43	тех или иных	3	4
44	в соответствии с	2	4
45	и в этом	4	4
46	большей или меньшей	3	4
47	и не в	1	4
48	в этом смысле	10	4
49	в известном смысле	3	4
50	из того что	1	4
51	в значительной степени	1	4
52	том что он	1	4
53	сама по себе	3	4
54	и то что	3	3
55	и т п	5	3
56	хотя бы и	2	3
57	дело не в	1	3
58	в том числе	1	3
59	сам по себе	2	3
60	именно в этом	3	3
61	бы то ни	1	3
62	в первом случае	2	3
63	в зависимости от	3	3
64	а в том	1	3
65	то ни было	1	3
66	в связи с	2	3
67	то же самое	3	3
68	в принципе не	1	3
69	дело не с	2	3
70	и в самом	3	3
71	можно сказать что	3	3
72	и той же	2	3
73	дело в том	3	3
74	одной и той	2	3
75	уже было сказано	2	3
76	и т.д в	2	3
77	не могут быть	2	3
78	о полку игореве	1	3
79	мере в какой	6	2
80	судя по его	1	2
81	в применении к	6	2
82	в той мере	6	2
83	этого слова как	1	2
84	и тогда когда	1	2
85	не остается ничего	1	2
86	с этой точки	2	2
87	в отдельных случаях	1	2
88	в этом втором	1	2
89	более или менее	1	2
90	в частности в	1	2
91	можно было бы	4	2
92	в широком смысле	7	2
93	до сих пор	7	2
94	того что в	1	2
95	в обоих случаях	1	2
96	смысле этого слова	2	2
97	и прежде всего	1	2
98	остается ничего иного	1	2
99	той мере в	6	2
100	и то же	2	2
101	как если бы	1	2
102	к тому что	1	2
103	а не только	1	2
104	в чистом виде	1	2
105	в этих случаях	2	2
106	обратим внимание на	2	2
107	заключается в том	3	2
108	в сравнении с	1	2
109	здесь как и	1	2
110	этой точки зрения	2	2
111	какой бы то	1	2
112	в таких случаях	1	2
113	а между тем	2	2
114	до тех пор	1	2
115	на этот вопрос	5	2
116	не говоря уже	2	2
117	одно и то	2	2
118	но в то	3	2
119	в этой системе	1	2
120	тем или иным	2	2
121	же время в	1	2
122	ничего иного как	1	2
123	говоря уже о	1	2
124	что же касается	2	2
125	прежде всего в	1	2
126	но и как	1	2
127	что несмотря на	2	2
128	в целом ряде	2	1
129	тех пор пока	1	1
130	ответ на вопрос	2	1
131	как будто бы	2	1
132	но и соответствующего	1	1
133	никак не может	1	1
134	дело не только	1	1
135	который мог бы	1	1
136	как одна из	1	1
137	ответом на вопрос	1	1
138	имеется в виду	1	1
139	то или иное	1	1
140	но если бы	1	1
141	того же автора	1	1
142	в том-то и	1	1
143	в целом но	1	1
144	и цельную картину	1	1
145	в том же	1	1
146	в каждом из	1	1
147	тогда когда оно	1	1
148	в самом его	1	1
149	мысли и чувства	1	1
150	на вопрос о	4	1
151	и наоборот в	1	1
152	в них и	1	1
153	характера как это	1	1
154	во всем объеме	1	1
155	в достаточной мере	1	1
156	этом втором случае	1	1
157	сообщение о том	1	1
158	как мы помним	1	1
159	язык есть не	1	1
160	уже потому что	1	1
161	прямо говорит о	1	1
162	идет уже не	1	1
163	литературное произведение есть	1	1
164	такого же рода	1	1
165	приходит к выводу	1	1
166	именно потому что	1	1
167	с этой стороны	1	1
168	в самой себе	1	1
169	прежде всего к	1	1
170	в конце концов	2	1
171	нередко встречается в	1	1
172	принципе не может	1	1
173	было бы именовать	1	1
174	само по себе	4	1
175	всяком случае не	2	1
176	два различных аспекта	1	1
177	а потому и	1	1
178	в прошлом и	1	1
179	ставит себе целью	1	1
180	не следует забывать	1	1
181	виде в каком	1	1
182	как и наоборот	1	1
183	том виде в	1	1
184	что в этом	2	1
185	имеет дело с	2	1
186	говорить о трех	1	1
187	каждом из них	1	1
188	гораздо ближе к	2	1
189	себя со стороны	2	1
190	только то что	1	1
191	лицом к лицу	1	1
192	и сам по	1	1
193	один из наиболее	1	1
194	природе того что	1	1
195	он в то	1	1
196	том смысле что	1	1
197	имея в виду	1	1
198	может быть определено	1	1
199	и в том	4	1
200	же самое что	2	1
201	могут быть в	1	1
202	не только по	1	1
203	собой не что	1	1
204	по поводу того	1	1
205	собственном смысле слова	1	1
206	внимание на то	1	1
207	в науке о	1	1
208	случае не есть	1	1
209	поскольку мы имеем	1	1
210	что могло бы	1	1
211	что литературное произведение	1	1
212	так как если	1	1
213	вместе с тем	3	1
214	не могли не	1	1
215	которая сама по	1	1
216	но не может	2	1
217	значение только в	1	1
218	в том смысле	1	1
219	речь идет об	1	1
220	имеем в виду	1	1
221	и в особенности	4	1
222	наука о литературе	1	1
223	как уже было	2	1
224	ту или иную	1	1
225	было бы сказать	1	1
226	уже не к	1	1
227	тот факт что	1	1
228	точно так же	2	1
229	как это было	1	1
230	как один из	1	1
231	к выводу что	6	1
232	все что может	1	1
233	но в принципе	1	1
234	сказать что в	1	1
235	только в том	2	1
236	одна из наиболее	1	1
237	в новейшее время	1	1
238	того чтобы быть	1	1
239	в обоих этих	1	1
240	в большей или	1	1
241	его можно было	1	1
242	одной из этих	1	1
243	а только с	1	1
244	вопрос о том	5	1
245	речь идет уже	1	1
246	сказать что они	1	1
247	на самом деле	1	1
248	но уже в	1	1
249	ответ на этот	2	1
250	только тогда когда	1	1
251	как раз в	1	1
252	широком смысле этого	2	1
253	совершенно иного рода	1	1
254	по меньшей мере	2	1
255	самом деле как	2	1
256	что в общем	2	1
257	единого и цельного	1	1
258	или меньшей степени	1	1
259	самое что и	1	1
260	науке о литературе	1	1
261	также и в	3	1
262	в подобных случаях	1	1
263	действительность в ее	3	1
264	мы имеем в	1	1
265	в этом качестве	1	1
266	не сам по	1	1
267	у меня в	1	1
268	одно из возможных	1	1
269	говорилось о том	1	1
270	не менее не	1	1
271	в собственном смысле	3	1
272	и не могут	2	1
273	подлинного искусства в	1	1
274	во второй половине	2	1
275	заключенное в нем	1	1
276	она может быть	1	1
277	при каких обстоятельствах	1	1
278	того же произведения	1	1
279	нами не как	1	1
280	крайней мере не	1	1
281	между прочим и	1	1
282	внешнего по отношению	1	1
283	в том виде	3	1
284	в самом широком	1	1
285	обратить внимание на	2	1
286	не только как	4	1
287	все это делает	1	1
288	после того как	2	1
289	неизбежно включает в	1	1
290	по тем или	2	1
291	но с другой	1	1
292	более широкого и	1	1
