1	в том что	7	13
2	о том что	2	9
3	во всяком случае	6	8
4	тем не менее	1	8
5	и то что	3	7
6	в связи с	1	7
7	в то же	10	7
8	то же время	10	7
9	дело в том	1	7
10	на то что	4	6
11	в конце концов	3	6
12	более или менее	4	5
13	в том чтобы	1	4
14	не может быть	4	4
15	также и то	1	3
16	и в частности	1	3
17	для того чтобы	6	3
18	но даже и	1	3
19	в том же	1	3
20	к тому же	1	3
21	а в том	1	3
22	что он не	2	3
23	за то что	1	2
24	в этом отношении	1	2
25	между прочим и	1	2
26	и все же	1	2
27	вместе с тем	3	2
28	само собой разумеется	1	2
29	это конечно не	1	2
30	жизни и деятельности	2	2
31	и в том	2	2
32	в настоящее время	2	2
33	с ним в	1	2
34	но в то	1	2
35	об этом и	1	2
36	тем более что	1	2
37	в свою очередь	1	2
38	ко всему этому	1	2
39	бы то ни	4	2
40	точно так же	2	2
41	свидетельствуют о том	1	2
42	в этом случае	3	1
43	для россии и	1	1
44	а во имя	1	1
45	и в своем	1	1
46	из всего этого	1	1
47	можно сказать только	1	1
48	от того чтобы	1	1
49	во имя своих	1	1
50	себе представить как	1	1
51	всех не только	1	1
52	критическом отношении к	1	1
53	и как бы	1	1
54	если только не	1	1
55	смысле этого слова	1	1
56	именно так как	1	1
57	но и для	1	1
58	и что в	1	1
59	ни к чему	2	1
60	и в этом	1	1
61	но все же	1	1
62	в самом деле	1	1
63	по крайней мере	1	1
64	прежде всего на	1	1
65	и следовало ожидать	1	1
66	в прежнее время	1	1
67	ничего подобного не	1	1
68	что же это	1	1
69	даже и в	1	1
70	никак не могла	1	1
71	во многих случаях	1	1
72	но из этого	1	1
73	никогда не был	1	1
74	что касается до	1	1
75	все же у	1	1
76	мы уже знаем	1	1
77	все что может	2	1
78	в россию только	1	1
79	в его жизни	1	1
80	в такой обстановке	1	1
81	то ни было	1	1
82	несмотря на все	1	1
83	он не может	1	1
84	собой разумеется что	1	1
85	и вместе с	2	1
86	во что бы	3	1
87	последнее время в	1	1
88	речь шла о	1	1
89	к чему не	1	1
90	к одному из	1	1
91	это и есть	1	1
92	заключается не в	1	1
93	в значительной мере	2	1
94	к богу а	1	1
95	в том числе	1	1
96	и во всяком	2	1
97	и не может	3	1
98	человека с богом	1	1
99	то что для	1	1
100	то ни стало	3	1
101	том что только	1	1
102	к тому что	2	1
103	только то что	1	1
104	и только в	1	1
105	в последние дни	5	1
106	что не только	1	1
107	но как бы	1	1
108	в том виде	1	1
109	до известной степени	1	1
110	и тем самым	2	1
111	к которой он	4	1
112	на том же	1	1
113	в себе черты	1	1
114	как и следовало	1	1
115	что бы то	3	1
116	заключается в том	1	1
117	для нас важно	1	1
118	указывает на то	1	1
119	что в последние	1	1
120	при этом надо	1	1
121	а следовательно и	2	1
122	не может не	3	1
123	так как это	1	1
