N	3gram	Potebnia_M	EvropaiC
1	в том что	22	16
2	до сих пор	4	15
3	по отношению к	10	11
4	друг с другом	1	9
5	с точки зрения	2	8
6	более или менее	6	8
7	а между тем	6	8
8	на то что	3	7
9	для того чтобы	5	7
10	на самом деле	4	7
11	друг от друга	2	6
12	что касается до	1	6
13	лишь в том	1	5
14	в самом деле	1	5
15	так или иначе	1	5
16	к тому же	1	5
17	не может быть	7	4
18	о том что	5	4
19	тем не менее	7	4
20	с другой стороны	4	4
21	в том случае	2	4
22	в этом случае	2	4
23	том случае если	1	4
24	с течением времени	2	4
25	может быть и	1	4
26	вместе с тем	5	3
27	заключается в том	1	3
28	не в состоянии	4	3
29	в том же	2	3
30	в настоящее время	1	3
31	таким образом в	1	3
32	одного и того	2	3
33	не подлежит сомнению	1	3
34	то ни было	1	3
35	в данном случае	3	3
36	и то что	3	3
37	и того же	2	3
38	бы то ни	1	3
39	в том и	1	2
40	в свою очередь	6	2
41	лишь тогда когда	4	2
42	рано или поздно	2	2
43	но вместе с	2	2
44	во всяком случае	3	2
45	случае если бы	2	2
46	и может быть	2	2
47	каждый из этих	1	2
48	заключает в себе	10	2
49	на себе отпечаток	1	2
50	что же касается	1	2
51	как и в	3	2
52	а следовательно и	1	2
53	не следует чтобы	1	2
54	в то время	7	2
55	в то же	8	2
56	и все что	1	2
57	именно потому что	1	2
58	ничего общего с	1	2
59	большего или меньшего	1	2
60	том что он	2	2
61	же касается до	1	2
62	только то что	1	2
63	в такой форме	1	2
64	с одной стороны	4	2
65	то же время	8	2
66	в том виде	2	2
67	но так как	2	2
68	при таких условиях	1	2
69	и в том	3	2
70	друг к другу	1	2
71	мы видели что	1	1
72	есть одно из	2	1
73	на каждом шагу	1	1
74	к тем же	1	1
75	не только по	3	1
76	а может быть	2	1
77	потому что для	2	1
78	все то что	2	1
79	за то что	1	1
80	которые не могут	1	1
81	то есть в	1	1
82	мы можем не	1	1
83	а потом и	1	1
84	по этому поводу	1	1
85	на той ступени	1	1
86	гораздо сложнее и	1	1
87	что так как	1	1
88	но в этой	1	1
89	таким образом все	1	1
90	по крайней мере	8	1
91	разница только в	1	1
92	того же что	1	1
93	а для того	1	1
94	может быть сомнения	1	1
95	в одно целое	3	1
96	силу не только	1	1
97	потому что как	1	1
98	том что как	2	1
99	приходит к сознанию	1	1
100	более близкие к	1	1
101	вытекают из самой	1	1
102	из самой сущности	1	1
103	в общих чертах	2	1
104	не заключающие в	1	1
105	и художественное произведение	1	1
106	только в том	5	1
107	и той же	4	1
108	что для этого	1	1
109	или вовсе не	1	1
110	художественное произведение и	1	1
111	следует искать объяснения	1	1
112	не в том	6	1
113	не мог удержаться	1	1
114	тогда и в	1	1
115	только что сказанное	1	1
116	но и с	1	1
117	тем более что	1	1
118	но на деле	1	1
119	до тех пор	5	1
120	заключающие в себе	1	1
121	к дальнейшему развитию	1	1
122	том виде в	1	1
123	с такою же	1	1
124	состоит в том	1	1
125	говоря уже о	1	1
126	не говоря уже	1	1
127	другой стороны но	1	1
128	в себе никаких	1	1
129	в его сознании	1	1
130	и если бы	1	1
131	мы видели выше	1	1
132	у него в	1	1
133	те же самые	1	1
134	с одной и	2	1
135	того что в	1	1
136	может быть не	2	1
137	дело в том	1	1
138	смысле этого слова	9	1
139	если признать что	1	1
140	с к этому	1	1
141	в первое время	2	1
142	одно и то	7	1
143	что все эти	1	1
144	как мы видели	1	1
145	между тем как	4	1
146	самом деле есть	1	1
147	с тем и	3	1
148	одной и той	4	1
149	то это потому	1	1
150	мы не знаем	3	1
151	если бы все	1	1
152	или лучше сказать	3	1
153	столь же мало	1	1
154	а потому и	1	1
155	и таким образом	1	1
156	выше мы видели	1	1
157	как бы он	1	1
158	как бы ни	4	1
159	которые могут быть	1	1
160	а потому что	1	1
161	не менее в	1	1
162	так что в	2	1
163	этого слова что	1	1
164	тогда когда оно	2	1
165	а в том	5	1
166	том что только	1	1
167	и то же	7	1
168	этом случае мы	1	1
169	не только не	4	1
170	настоящее время мы	1	1
171	если бы при	1	1
172	и проч в	1	1
173	понимают друг друга	1	1
174	так же мало	1	1
175	на наших глазах	1	1
176	на первый взгляд	1	1
177	ясно что и	1	1
178	а не в	1	1
179	то же самое	3	1
180	между тем в	1	1
181	и проч но	1	1
182	к тому что	3	1
183	том что оно	2	1
184	не принадлежат к	1	1
185	то что мы	3	1
186	друг в друге	1	1
187	так как все	1	1
188	это потому что	2	1
189	то найдем что	1	1
190	из того что	1	1
191	во всем этом	1	1
192	то увидим что	1	1
193	во-первых потому что	1	1
194	таким образом и	1	1
195	сказать что при	1	1
196	только тогда когда	11	1
197	мало того что	1	1
198	сих пор еще	1	1
199	то время как	3	1
200	нет и не	1	1
201	упускать из виду	2	1
202	со своей стороны	1	1
203	таким образом как	1	1
204	заключают в себе	1	1
205	в себе больше	1	1
206	и не может	1	1
207	в этом последнем	2	1
208	между собою в	1	1
209	мы уже сказали	1	1
210	именно в том	3	1
211	это было бы	1	1
