N	2gram	Vygotskiy_	VelikijI
1	во имя	1	32
2	и не	15	20
3	и в	37	16
4	так как	11	9
5	то что	32	9
6	в истории	7	8
7	еще не	1	8
8	и потому	3	7
9	что они	5	7
10	а не	5	7
11	человека и	6	6
12	не есть	1	6
13	что есть	1	5
14	хотя и	2	5
15	того что	28	5
16	все это	9	5
17	по пути	2	5
18	как бы	16	5
19	но и	23	5
20	все что	4	4
21	в котором	6	4
22	в этом	32	4
23	что мы	9	4
24	потому что	11	4
25	в его	16	4
26	в ней	2	4
27	так и	12	4
28	говорить о	4	4
29	мы хотим	2	4
30	и есть	2	4
31	и все	7	4
32	что не	2	4
33	что все	8	4
34	как и	20	4
35	что он	16	4
36	в силах	1	4
37	нет у	1	4
38	и я	2	4
39	к личности	2	4
40	в нем	2	4
41	во всех	4	3
42	что в	25	3
43	бы и	4	3
44	и мы	3	3
45	за ним	1	3
46	не нужна	1	3
47	то это	2	3
48	и сильных	1	3
49	в конце	2	3
50	должно быть	4	3
51	если не	3	3
52	хотя бы	7	3
53	в том	47	3
54	тому что	6	3
55	личности и	1	3
56	от которого	1	3
57	не в	9	3
58	и что	11	3
59	что и	3	3
60	ни в	6	3
61	превращается в	3	3
62	в этих	3	3
63	в них	5	3
64	оно не	1	3
65	в вопросе	1	3
66	не было	1	3
67	лишь в	9	3
68	к чему	1	3
69	что во	1	3
70	и будет	1	3
71	в жизни	2	3
72	что я	1	3
73	по этому	4	3
74	как не	1	3
75	их в	6	3
76	в своей	7	3
77	с его	7	3
78	от этого	4	3
79	не имеет	5	3
80	и для	3	3
81	жизни и	2	3
82	в чем	5	3
83	все эти	6	3
84	тот же	7	3
85	но в	9	3
86	к тому	10	3
87	за то	2	3
88	никогда не	8	3
89	чтобы сделать	1	2
90	что было	1	2
91	решить проблему	1	2
92	всего в	3	2
93	во всяком	6	2
94	от него	1	2
95	что от	1	2
96	а к	2	2
97	один из	3	2
98	освобождения от	1	2
99	мы и	3	2
100	не могли	2	2
101	это дело	2	2
102	этому пути	2	2
103	самого себя	1	2
104	которые не	4	2
105	на том	2	2
106	когда я	1	2
107	его не	3	2
108	того чтобы	23	2
109	это не	5	2
110	земли и	1	2
111	путь которым	1	2
112	это все	1	2
113	вместо того	3	2
114	между тем	10	2
115	не только	29	2
116	для него	5	2
117	что истина	1	2
118	вот почему	5	2
119	и тогда	1	2
120	с ним	3	2
121	является в	1	2
122	ее в	3	2
123	для нас	4	2
124	и то	3	2
125	не с	2	2
126	прежде всего	12	2
127	а есть	1	2
128	для них	1	2
129	можно было	6	2
130	так не	1	2
131	в форме	1	2
132	вслед за	3	2
133	и это	3	2
134	мы не	13	2
135	конечно не	1	2
136	нет еще	1	2
137	и теперь	2	2
138	только в	8	2
139	а с	8	2
140	под этим	2	2
141	личность как	1	2
142	людей что	1	2
143	а в	4	2
144	сознания от	1	2
145	и сам	2	2
146	нет и	1	2
147	раз навсегда	1	2
148	но не	6	2
149	и никогда	1	2
150	тем что	7	2
151	по которым	1	2
152	и во	1	2
153	могут быть	5	2
154	мы это	1	2
155	значения и	2	2
156	с тем	8	2
157	и т	1	2
158	уж конечно	1	2
159	к нам	1	2
160	одна из	1	2
161	во главе	1	2
162	его к	3	2
163	не могут	1	2
164	т д	1	2
165	да и	1	2
166	и новые	1	2
167	и последнее	1	2
168	том что	42	2
169	когда в	2	2
170	почему в	1	2
171	мир и	1	2
172	для их	1	2
173	но мы	4	2
174	в себя	2	2
175	что их	1	2
176	уже не	2	2
177	вопросе о	1	2
178	не к	3	2
179	и мир	1	1
180	в новом	3	1
181	с которыми	2	1
182	в самом	16	1
183	который он	1	1
184	во всем	4	1
185	бы то	1	1
186	ли они	1	1
187	заботу о	1	1
188	перестает быть	1	1
189	же упрек	1	1
190	в образах	1	1
191	природы в	1	1
192	могли бы	10	1
193	связь с	2	1
194	и другие	1	1
195	его личности	1	1
196	а потому	1	1
197	но как	1	1
198	тысячи лет	1	1
199	мы видим	7	1
200	и самое	1	1
201	ее к	1	1
202	не хотим	2	1
203	самой жизни	1	1
204	что оно	6	1
205	уже сказано	8	1
206	на котором	1	1
207	слова которое	1	1
208	жизни от	1	1
209	речь идет	4	1
210	вообще в	1	1
211	и столь	1	1
212	мы скажем	1	1
213	тоже не	1	1
214	он говорит	2	1
215	и на	8	1
216	ничем не	3	1
217	ней мы	1	1
218	на части	1	1
219	вопрос о	11	1
220	и которую	1	1
221	на этом	3	1
222	может быть	19	1
223	это основной	1	1
224	что нет	1	1
225	после того	1	1
226	себя только	1	1
227	к человеку	1	1
228	не имеют	1	1
229	влечение к	1	1
230	раз и	1	1
231	и свою	1	1
232	и сделали	1	1
233	и нам	2	1
234	ее на	4	1
235	указать на	1	1
236	того как	6	1
237	это как	2	1
238	которая в	2	1
239	лишено всякого	1	1
240	мы увидим	3	1
241	и вообще	2	1
242	и который	4	1
243	он делает	1	1
244	общественной жизни	3	1
245	в руки	1	1
246	и вот	3	1
247	его с	2	1
248	она не	3	1
249	уже в	8	1
250	всякого смысла	1	1
251	сходятся и	1	1
252	есть прежде	2	1
253	и великого	1	1
254	в состоянии	2	1
255	для себя	7	1
256	у них	1	1
257	с этой	7	1
258	то же	12	1
259	и если	4	1
260	живет в	3	1
261	оторванную от	1	1
262	теперь в	2	1
263	по сравнению	10	1
264	то ни	1	1
265	для того	19	1
266	и менее	1	1
267	сознания или	1	1
268	не по	1	1
269	можно признать	1	1
270	не быть	1	1
271	не для	1	1
272	эта идея	1	1
273	и высшего	1	1
274	у самого	2	1
275	этом пути	1	1
276	ничего кроме	3	1
277	на два	1	1
278	истину что	1	1
279	эта новая	1	1
280	что это	8	1
281	и новой	1	1
282	это значит	1	1
283	не всегда	1	1
284	него в	1	1
285	в нашу	1	1
286	есть путь	1	1
287	сознания так	1	1
288	о чем	2	1
289	с такой	4	1
290	в ее	3	1
291	первые слова	2	1
292	или всех	1	1
293	и тем	8	1
294	сознании и	1	1
295	самом элементарном	1	1
296	как это	6	1
297	идти по	1	1
298	избежать этой	1	1
299	тут не	1	1
300	чем у	1	1
301	оно ни	1	1
302	искать в	1	1
303	от этой	1	1
304	указывали уже	1	1
305	мы все	1	1
306	я вижу	1	1
307	что человек	1	1
308	его системы	1	1
309	и всегда	1	1
310	более глубокое	1	1
311	этому же	2	1
312	в тот	1	1
313	не были	1	1
314	есть и	1	1
315	слова не	1	1
316	что сделал	1	1
317	в одном	5	1
318	же что	2	1
319	у нас	1	1
320	отказ от	1	1
321	говорят что	1	1
322	бы вынести	1	1
323	в этой	13	1
324	других людей	1	1
325	есть продукт	1	1
326	потребность в	5	1
327	в результате	7	1
328	говорит что	9	1
329	в виду	5	1
330	другой стороны	10	1
331	основной вопрос	1	1
332	я не	4	1
333	против того	1	1
334	но что	3	1
335	человека к	4	1
336	основана на	1	1
337	у него	2	1
338	по словам	1	1
339	них и	1	1
340	существует и	1	1
341	вот в	1	1
342	к конечному	1	1
343	в новых	3	1
344	не существует	4	1
345	так же	18	1
346	в виде	3	1
347	имеет никакой	1	1
348	только это	1	1
349	никогда на	1	1
350	но с	3	1
351	в своих	6	1
352	в противоположность	3	1
353	эта попытка	2	1
354	в общественной	1	1
355	всего что	1	1
356	и остается	3	1
357	с другой	16	1
358	на которых	4	1
359	в которой	6	1
360	но все	3	1
361	и идеи	2	1
362	разум в	1	1
363	вот что	2	1
364	и с	10	1
365	наших дней	1	1
366	о мире	3	1
367	и можно	1	1
368	к ним	2	1
369	и говорит	2	1
370	каким образом	3	1
371	он всегда	1	1
372	основанное на	1	1
373	ко всем	3	1
374	на нее	2	1
375	наконец не	1	1
376	его если	1	1
377	жизнь как	1	1
378	которого они	1	1
379	известном смысле	3	1
380	себя с	1	1
381	непонятным как	1	1
382	то и	4	1
383	или даже	2	1
384	в понимании	1	1
385	не надо	2	1
386	и другое	1	1
387	еще с	1	1
388	как мы	11	1
389	оторванное от	2	1
390	ведет к	1	1
391	когда нужно	1	1
392	имеет своим	1	1
393	из всего	1	1
394	их к	1	1
395	но нет	1	1
396	и до	5	1
397	бы сделать	1	1
398	лишь к	1	1
399	всякого содержания	1	1
400	в процессе	19	1
401	пути и	2	1
402	образование в	1	1
403	бы все	1	1
404	у человека	1	1
405	же пути	1	1
406	сущности и	1	1
407	на него	3	1
408	в своем	10	1
409	человек и	1	1
410	в недостаточной	1	1
411	это ни	2	1
412	стороны в	1	1
413	его на	3	1
414	ставит в	1	1
415	будем говорить	1	1
416	к жизни	1	1
417	так хорошо	1	1
418	целое и	2	1
419	и от	4	1
420	тем чтобы	1	1
421	быть может	1	1
422	мы будем	2	1
423	этих словах	1	1
424	как она	1	1
425	ничего не	6	1
426	от слова	1	1
427	истины и	1	1
428	нас это	1	1
429	и именно	1	1
430	в сознании	2	1
431	ней и	1	1
432	в свободном	1	1
433	по крайней	1	1
434	в третьем	1	1
435	человек с	3	1
436	как искать	1	1
437	о которой	2	1
438	о судьбе	2	1
439	что тот	2	1
440	и так	1	1
441	вместе с	14	1
442	все же	6	1
443	в одно	1	1
444	и переживаний	1	1
445	и вместе	1	1
446	переход к	1	1
447	как в	7	1
448	этого слова	7	1
449	в которых	6	1
450	жизни в	1	1
451	находится в	2	1
452	значение в	4	1
453	по законам	1	1
454	им в	1	1
455	на вершине	1	1
456	небом и	1	1
457	в словах	3	1
458	как возможно	1	1
459	и по	3	1
460	к этому	7	1
461	в их	5	1
462	со своей	1	1
463	с которым	1	1
464	говорит все	1	1
465	этом нет	1	1
466	и внешней	1	1
467	субъективные состояния	1	1
468	которое предлагалось	1	1
469	это в	1	1
470	только несколько	1	1
471	в двух	3	1
472	сравнению с	9	1
473	мира и	2	1
474	для чего	1	1
475	конце концов	1	1
476	зависимости от	8	1
477	ни для	1	1
478	хотел бы	1	1
479	которого не	1	1
480	в известном	4	1
481	к ее	2	1
482	таким же	4	1
483	себе и	3	1
484	не просто	1	1
485	так говорит	1	1
486	хотели бы	4	1
487	в целом	29	1
488	крайней мере	1	1
489	теперь и	1	1
490	и ее	9	1
491	вовсе не	5	1
492	но к	1	1
493	связать себя	1	1
494	что на	2	1
495	это факт	1	1
496	это самое	1	1
497	есть не	3	1
498	на составные	2	1
499	я переживаю	1	1
500	мы указывали	1	1
501	другая его	1	1
502	бы это	1	1
503	бы в	5	1
504	себя но	1	1
505	к нему	1	1
506	от них	2	1
507	только законы	1	1
508	которой так	1	1
