N	3gram	Potebnia_M	Myshleni
1	в том что	18	133
2	с точки зрения	3	89
3	для того чтобы	4	78
4	заключается в том	1	51
5	по сравнению с	1	45
6	по отношению к	13	42
7	так же как	1	39
8	с одной стороны	6	39
9	с самого начала	5	36
10	в этом отношении	1	30
11	можно было бы	1	28
12	в собственном смысле	2	26
13	вместе с тем	1	26
14	с другой стороны	7	26
15	на то что	3	25
16	о том что	1	25
17	мысли к слову	1	25
18	не может быть	11	23
19	смысле этого слова	3	22
20	в то время	3	22
21	к тому что	2	22
22	не только не	2	21
23	то время как	1	20
24	и тем самым	2	19
25	из того что	2	19
26	в отличие от	1	18
27	во всяком случае	7	18
28	в этом смысле	4	18
29	до сих пор	5	17
30	и того же	6	17
31	этой точки зрения	1	17
32	как мы видели	1	17
33	в связи с	2	17
34	одного и того	6	17
35	с этой точки	2	16
36	и той же	3	15
37	одной и той	3	15
38	друг от друга	3	14
39	на этот вопрос	2	14
40	между словом и	1	14
41	мы видели что	2	14
42	в свою очередь	8	14
43	подобно тому как	7	14
44	это значит что	1	13
45	точно так же	1	13
46	то и другое	6	13
47	таким образом что	2	12
48	один и тот	1	12
49	и тот же	1	12
50	тем не менее	10	12
51	мы не можем	2	11
52	в истории развития	1	11
53	с таким образом	3	11
54	только тогда когда	5	11
55	одной стороны и	2	10
56	не иначе как	2	10
57	то что в	2	10
58	от того что	5	10
59	друг на друга	2	10
60	на каждом шагу	1	10
61	не в состоянии	2	10
62	тех и других	3	10
63	сама по себе	4	9
64	как и в	3	9
65	с тем что	4	9
66	на вопрос о	1	9
67	более или менее	6	9
68	на самом деле	2	9
69	том что он	1	9
70	само по себе	6	9
71	друг к другу	1	9
72	то что он	1	8
73	только в том	7	8
74	сам по себе	5	8
75	более и более	2	8
76	не могут быть	5	8
77	и в отношении	1	8
78	все более и	2	8
79	что и в	4	8
80	о том как	1	7
81	вопрос о том	1	7
82	в том виде	1	7
83	в первом случае	1	7
84	с тем и	1	7
85	и тогда когда	1	6
86	ничего общего с	1	6
87	и таким образом	1	6
88	то что мы	2	6
89	заключает в себе	6	6
90	может быть выражена	1	6
91	потому что в	5	6
92	если бы мы	1	6
93	и том же	3	6
94	только то что	1	6
95	одном и том	3	6
96	и не может	1	6
97	в том смысле	7	6
98	не что иное	2	6
99	в том и	2	6
100	мысли в слове	1	6
101	что иное как	2	6
102	мере в какой	1	5
103	и как бы	4	5
104	чем перейти к	1	5
105	мы думаем что	1	5
106	указывает на то	1	5
107	не совпадает с	1	5
108	прежде чем перейти	1	5
109	мысли и слова	1	5
110	как если бы	1	5
111	той мере в	1	5
112	но все же	2	5
113	так как в	2	5
114	со всеми остальными	1	5
115	мы будем иметь	1	5
116	и что в	3	5
117	того чтобы сделать	1	5
118	в той мере	1	5
119	том смысле что	2	5
120	таким образом мы	1	5
121	отношение слова к	1	5
122	во втором случае	1	5
123	сами по себе	8	5
124	и в этом	7	5
125	мы знаем что	1	5
126	в то же	3	5
127	только потому что	3	5
128	не только в	3	5
129	то что они	1	5
130	между этими двумя	1	5
131	что мы не	2	4
132	о которых мы	1	4
133	таким же образом	1	4
134	тогда когда мы	1	4
135	но на деле	3	4
136	виде в каком	1	4
137	так и в	5	4
138	не потому что	1	4
139	между тем как	1	4
140	имеет дело с	2	4
141	не то что	1	4
142	но так как	1	4
143	вбирает в себя	2	4
144	но и в	4	4
145	и тем более	1	4
146	таким образом в	3	4
147	отношении мысли к	1	4
148	если бы он	1	4
149	тем и другим	1	4
150	так что в	2	4
151	в его состав	1	4
152	как более или	1	4
153	потому что оно	1	4
154	в этой теории	1	4
155	об отношении мысли	1	4
156	вместе с этим	1	4
157	мы увидим что	3	4
158	до какой степени	1	4
159	тому как в	1	4
160	тем же словом	1	4
161	психологической точки зрения	1	4
162	после того как	3	4
163	но то что	1	3
164	о которой мы	2	3
165	но и по	2	3
166	в применении к	3	3
167	и связанное с	2	3
168	на том что	1	3
169	то ни было	1	3
170	у нас в	1	3
171	мы говорим о	1	3
172	том и другом	2	3
173	она не может	1	3
174	но при этом	1	3
175	имеет место в	1	3
176	ничего не может	1	3
177	свою очередь не	1	3
178	так как оно	1	3
179	с психологической точки	1	3
180	то же время	3	3
181	что и взрослый	1	3
182	потому что его	1	3
183	того как он	1	3
184	во внимание что	2	3
185	должны сказать что	1	3
186	мы видели выше	1	3
187	дело в том	3	3
188	в каком их	1	3
189	что если бы	1	3
190	и все остальные	2	3
191	которые могут быть	2	3
192	и не могут	1	3
193	на первых порах	1	3
194	в ряду других	1	3
195	это было бы	2	3
196	как и во	3	3
197	а не на	1	3
198	к которому мы	2	3
199	того что они	2	3
200	мы таким образом	1	3
201	от того как	1	3
202	и во всех	2	3
203	том виде в	1	3
204	словом и мыслью	1	3
205	и потому что	2	3
206	в чем заключается	1	3
207	один из основных	1	3
208	тем что мы	3	3
209	а потому что	2	3
210	что как бы	1	3
211	том что оно	1	3
212	бы то ни	2	3
213	не мог бы	1	3
214	понятий и их	1	3
215	того что она	1	3
216	от слова и	1	3
217	они указывают на	1	3
218	в живой речи	1	3
219	а следовательно и	1	3
220	слова к мысли	1	3
221	того что в	1	3
222	непосредственно вытекает из	1	3
223	убедиться в этом	1	3
224	нам остается только	2	3
225	связи между словом	1	3
226	мысль что в	1	2
227	оно не имеет	2	2
228	в одном и	3	2
229	на деле же	1	2
230	не могло бы	2	2
231	укажем только на	1	2
232	в психологическом смысле	1	2
233	в каждом языке	2	2
234	потому что она	1	2
235	которые не могут	2	2
236	хотим сказать что	1	2
237	чтобы убедиться в	1	2
238	о значении слова	1	2
239	не там где	1	2
240	можем представить себе	2	2
241	может быть понят	1	2
242	при известных условиях	2	2
243	между ними не	1	2
244	в образовании новых	1	2
245	в ответ на	1	2
246	то что делает	1	2
247	в одном из	2	2
248	с тем же	1	2
249	мы не имеем	2	2
250	не только для	2	2
251	в слове и	1	2
252	как это часто	1	2
253	тем что слово	1	2
254	значение только в	1	2
255	и может быть	4	2
256	мы говорим что	1	2
257	столь же мало	2	2
258	что не только	3	2
259	не только к	1	2
260	не связанных между	1	2
261	что они были	1	2
262	что сила и	1	2
263	с каким мы	1	2
264	потому что как	3	2
265	все же не	1	2
266	в одном случае	1	2
267	что мы имеем	1	2
268	в чем именно	1	2
269	но мы видели	1	2
270	не только потому	1	2
271	так же невозможно	1	2
272	но главным образом	1	2
273	было бы невозможно	5	2
274	и все же	1	2
275	должно быть отнесено	1	2
276	в нашей речи	1	2
277	в себе в	1	2
278	нам известно из	1	2
279	и на все	1	2
280	для одного и	1	2
281	не отличается от	1	2
282	своего выражения в	1	2
283	что у него	1	2
284	может быть так	1	2
285	что только в	1	2
286	в том случае	1	2
287	может быть совершенно	1	2
288	нужно было бы	1	2
289	лишь в той	1	2
290	может быть не	4	2
291	чтобы показать что	1	2
292	к одной и	1	2
293	в его сознании	1	2
294	со словом но	1	2
295	а не наоборот	1	2
296	понимают друг друга	1	2
297	по себе не	3	2
298	от того же	1	2
299	заключать в себе	1	2
300	и там где	1	2
301	место между двумя	1	2
302	выражается в слове	1	2
303	что на деле	1	2
304	в большинстве случаев	1	2
305	от нее в	1	2
306	что с одной	1	2
307	на все остальные	1	2
308	том случае если	1	2
309	что в истории	2	2
310	мысли в которой	1	2
311	между звуком и	2	2
312	тем что в	1	2
313	примеров того как	1	2
314	относятся друг к	1	2
315	мы не знаем	1	2
316	здесь как и	1	2
317	на некоторое время	1	2
318	к этим последним	1	2
319	во всем этом	1	2
320	и не только	1	2
321	которых мы не	2	2
322	животных и человека	1	2
323	и вопрос о	1	2
324	и во всей	1	2
325	понятия но и	1	2
326	не может объяснить	1	2
327	не только по	2	2
328	связанное с ним	1	2
329	только для того	1	2
330	предшествующим и последующим	1	2
331	в других языках	1	2
332	но тем не	6	2
333	этого слова и	1	2
334	они ни были	2	2
335	и при этом	2	2
336	чтобы сделать возможным	1	2
337	во всех этих	1	2
338	но само по	1	2
339	то что я	1	2
340	могут быть названы	3	2
341	и в какой	1	2
342	только на раму	1	1
343	которое выражается в	1	1
344	не может понять	1	1
345	что в каждом	1	1
346	значение потому что	1	1
347	в некоторых языках	1	1
348	если б мы	2	1
349	как и язык	1	1
350	все то что	2	1
351	понимает самого себя	1	1
352	же время не	1	1
353	смотрят или куда	1	1
354	бы для нас	1	1
355	этим последним как	1	1
356	остановиться на том	1	1
357	как совершается этот	1	1
358	но всегда в	1	1
359	вслед за этим	1	1
360	по себе а	1	1
361	на деле не	1	1
362	к другому в	1	1
363	возможно только при	1	1
364	этой деятельности мы	1	1
365	не тогда когда	1	1
366	в себе как	1	1
367	той же группе	1	1
368	примем что в	1	1
369	которые необходимо должны	1	1
370	невозможно без слова	1	1
371	есть не только	1	1
372	значит то куда	1	1
373	в отношении ее	1	1
374	мы примем что	1	1
375	говоря уже о	1	1
376	говорить и о	1	1
377	так что одно	1	1
378	от связи с	1	1
379	на раму и	1	1
380	что если ребенок	1	1
381	отношение ко всем	1	1
382	намека не только	1	1
383	не имеют между	1	1
384	он имеет дело	1	1
385	мы начнем с	1	1
386	что каждая из	1	1
387	имеет свою историю	1	1
388	этого слова так	1	1
389	мысль может быть	2	1
390	можем ли мы	1	1
391	же следует сказать	1	1
392	но даже и	1	1
393	и во многих	1	1
394	возможно только в	1	1
395	проходит свет и	1	1
396	что при таком	2	1
397	слова прежде всего	1	1
398	видимой связи с	1	1
399	и в более	1	1
400	не следует что	1	1
401	во многих других	1	1
402	другой стороны от	1	1
403	вопрос о причинах	1	1
404	если скажем что	1	1
405	прибавить еще одно	1	1
406	это нисколько не	1	1
407	даже с точки	1	1
408	этой последней в	1	1
409	в себе только	1	1
410	во все стороны	1	1
411	непонятно каким образом	1	1
412	во многих случаях	2	1
413	так как вообще	2	1
414	и в нашем	1	1
415	мы делаем это	1	1
416	не только те	1	1
417	и той степени	1	1
418	что во всех	2	1
419	мысль связанная со	1	1
420	не только на	1	1
421	но не в	3	1
422	но в чем	1	1
423	куда смотрят или	1	1
424	зависит от того	2	1
425	известно также что	1	1
