N	3gram	Tiupa_Disk	TeoriaLi
1	в том что	18	10
2	по отношению к	13	10
3	не сводится к	4	9
4	я в мире	1	8
5	в то же	7	8
6	то же время	9	8
7	в отличие от	12	7
8	присутствия в мире	1	6
9	того или иного	2	6
10	в конечном счете	2	6
11	с другой стороны	4	6
12	более или менее	2	6
13	состоит в том	3	6
14	не может быть	5	5
15	в данном случае	6	5
16	в силу своей	2	4
17	одного и того	4	4
18	и того же	4	4
19	в свою очередь	3	3
20	той или иной	6	3
21	ни в мире	2	3
22	с точки зрения	3	3
23	в этом смысле	1	3
24	сближение но не	1	3
25	в том числе	3	3
26	тем не менее	1	3
27	можно сказать что	3	3
28	подобно тому как	4	3
29	по своей природе	3	3
30	но не слияние	1	3
31	в равной степени	2	3
32	тех или иных	1	3
33	несет в себе	3	3
34	по сути дела	3	3
35	в связи с	1	3
36	значении этого слова	1	3
37	с одной стороны	12	3
38	тот или иной	2	3
39	сказания или анекдота	2	2
40	природе суть то	1	2
41	они хотят и	1	2
42	по сути своей	2	2
43	в сочетании с	1	2
44	в противном случае	1	2
45	суть то что	1	2
46	так и его	1	2
47	как к содержанию	2	2
48	до известной степени	2	2
49	кто говорит и	1	2
50	в русской литературе	2	2
51	причастной вненаходимости бахтин	1	2
52	в эстетический объект	1	2
53	по большей части	1	2
54	как и в	3	2
55	в самом деле	1	2
56	во внешнем мире	1	2
57	не могло быть	1	2
58	не сводятся к	1	2
59	и то же	2	2
60	в таком случае	1	2
61	со стороны адресата	2	2
62	включает в себя	1	2
63	одно и то	2	2
64	уготованной ему позиции	1	2
65	том числе и	3	2
66	в этом мире	2	2
67	и в форме	2	2
68	и в то	2	2
69	в соответствии с	4	2
70	а с другой	4	2
71	вокруг я героя	1	2
72	том что он	1	2
73	хотят и свершают	1	2
74	что они хотят	1	2
75	мы имеем дело	3	2
76	тем или иным	1	2
77	в мире это	1	2
78	как и ее	1	2
79	не могут быть	1	2
80	преодолеваемая даль и	1	2
81	в рамках которого	2	2
82	и сближение но	1	2
83	отношения к сообщаемому	1	2
84	и не могло	1	2
85	тогда как в	5	2
86	это своего рода	1	2
87	даль и сближение	1	2
88	своей природе суть	1	2
89	однако при этом	1	2
90	то что они	1	2
91	в известном смысле	1	2
92	ту или иную	1	2
93	индивидуального речевого замысла	2	2
94	в значительной степени	3	2
95	как уже говорилось	1	2
96	в основе своей	4	2
97	но не верифицируемым	1	1
98	примеряя ее содержание	1	1
99	интонации и оценки	1	1
100	очередь определяется предметом	2	1
101	сродни любому иному	1	1
102	позицию которую может	1	1
103	что он не	1	1
104	и не быть	1	1
105	смысле домонологично оно	1	1
106	устремленный от одного	1	1
107	может и не	1	1
108	согласия за которым	1	1
109	жизни то есть	1	1
110	запечатлеваемый и запечатлевающий	1	1
111	может быть проделано	1	1
112	картина мира которая	2	1
113	диалогизм биографического слова	1	1
114	условленность конвенциональность общения	1	1
115	постоянно переходит к	1	1
116	позиция активного приятия	1	1
117	носителем и реализатором	1	1
118	стратегию эстетического по	1	1
119	и характерное для	1	1
120	по этой причине	2	1
121	свободного согласия за	1	1
122	касается ментальной и	1	1
123	она здесь присутствует	1	1
124	эта возможность иного	1	1
125	чужой речи и	2	1
126	в той или	1	1
127	в евгении онегине	1	1
128	отграниченная система смыслов	2	1
129	лично для себя	2	1
130	с ее иносказательностью	1	1
131	правило лишь в	1	1
132	об отсутствии в	1	1
133	речевая маска биографа	1	1
134	вещами и ценностями	1	1
135	в том и	1	1
136	и иных пространственно-временных	1	1
137	быть проделано и	1	1
138	убеждения организующего учительный	1	1
139	опыт присутствия в	1	1
140	доверия к чужому	1	1
141	к своему герою	1	1
142	неожиданное маловероятное беспрецедентное	1	1
143	индивида и его	1	1
144	самому тогда как	1	1
145	в области художественного	1	1
146	соотношений такая возможность	1	1
147	том случае если	1	1
148	острота наизнанку глупость	1	1
149	где слово деритуализовано	1	1
150	для восприятия сказания	1	1
151	недопустимая в сказании	1	1
152	к индивидуальной жизненной	1	1
153	сказании или притче	1	1
154	ментальной и речевой	1	1
155	отношение к своему	1	1
156	которая своей карнавальной	1	1
157	или анекдота ценностное	1	1
158	романного видения мира	1	1
159	своим коммуникативным параметрам	1	1
160	все то что	1	1
161	предел до которого	1	1
162	изобразителя жизни повествователя	1	1
163	собственной ситуации жизненного	1	1
164	то есть в	2	1
165	анекдот должен не	1	1
166	и возможность иного	1	1
167	и строго отграниченная	2	1
168	фатально непреложный и	1	1
169	классическом романе реалистической	1	1
170	и т.д эта	1	1
171	была впервые освоена	1	1
172	анекдот ни притча	1	1
173	представляет собой позицию	1	1
174	субъект объект и	1	1
175	ошибка оговорка где	1	1
176	реализуют в нем	1	1
177	соседствами именно это	1	1
178	и слушающих общим	1	1
179	жизненным опытом выводится	1	1
180	речь включая разные	1	1
181	прямой речи именно	1	1
182	где образ становящегося	1	1
183	не может обладать	1	1
184	внеличную сторону индивида	1	1
185	слова в слове	1	1
186	схемы и в	1	1
187	занять любой индивид	1	1
188	и потому что	1	1
189	или острота наизнанку	1	1
190	здесь присутствует как	1	1
