N	2gram	Tiupa_Hudo	Morfolog
1	и т	15	62
2	может быть	12	61
3	т д	5	60
4	т е	6	25
5	действующих лиц	3	22
6	могут быть	1	21
7	так как	2	20
8	мы имеем	1	19
9	не может	10	19
10	в этом	22	18
11	в этих	7	17
12	представляет собой	1	17
13	и в	34	17
14	представляют собой	2	16
15	и не	15	16
16	перед нами	13	14
17	с этим	3	14
18	прежде всего	12	14
19	по существу	1	13
20	связи с	4	12
21	и др	1	12
22	а не	23	11
23	заметить что	2	11
24	что в	8	10
25	то же	14	10
26	вопрос о	2	10
27	не всегда	1	10
28	этом случае	1	10
29	в том	24	10
30	так и	19	10
31	что и	3	10
32	в связи	3	10
33	то что	13	10
34	все же	5	9
35	с другой	4	9
36	но и	13	9
37	не только	22	8
38	в результате	2	8
39	мы не	2	8
40	в качестве	13	8
41	но не	7	8
42	а в	11	8
43	как мы	5	8
44	во втором	2	7
45	один из	6	7
46	и здесь	1	7
47	если в	4	7
48	не могут	1	7
49	не менее	9	7
50	том что	31	7
51	потому что	7	7
52	по отношению	15	7
53	наряду с	4	7
54	точки зрения	7	7
55	как это	8	7
56	тем не	7	7
57	а также	4	7
58	отношению к	15	7
59	и другие	5	6
60	подобно тому	4	6
61	о том	21	6
62	как бы	11	6
63	не все	2	6
64	но это	2	6
65	это не	12	6
66	с точки	5	6
67	в образе	1	6
68	в нашем	2	6
69	или в	3	6
70	и как	1	6
71	вовсе не	2	6
72	во всех	2	6
73	также и	1	6
74	в форме	2	6
75	они и	2	5
76	героя в	2	5
77	этот момент	3	5
78	в море	2	5
79	из которых	1	5
80	другой стороны	1	5
81	в первом	2	5
82	вслед за	3	5
83	начинается с	2	5
84	что он	14	5
85	как в	11	5
86	со стороны	6	5
87	видно что	3	5
88	хотя бы	2	5
89	было бы	8	5
90	в точности	1	5
91	к тому	11	5
92	ничего не	11	5
93	что они	4	5
94	не будем	1	5
95	хотя и	3	5
96	прежде чем	2	5
97	тому что	8	5
98	ясно что	2	5
99	все эти	4	5
100	одна из	4	5
101	между собой	1	5
102	в поле	1	5
103	на его	2	5
104	то можно	1	5
105	об этом	8	5
106	в других	4	5
107	там где	2	5
108	сюда же	1	5
109	тому как	4	5
110	между тем	14	5
111	он не	8	5
112	если же	1	5
113	далеко не	1	5
114	главным образом	1	5
115	в ходе	4	5
116	в целом	2	5
117	и ее	3	5
118	и к	6	4
119	смысле слова	1	4
120	есть и	3	4
121	на этом	5	4
122	нами в	1	4
123	как и	16	4
124	самом деле	6	4
125	но все	2	4
126	ни одна	2	4
127	тем что	6	4
128	уже не	12	4
129	еще не	10	4
130	не является	1	4
131	а если	1	4
132	тех же	2	4
133	входит в	1	4
134	того чтобы	6	4
135	героя а	1	4
136	говорить о	4	4
137	на пути	1	4
138	так же	3	4
139	и наоборот	1	4
140	сказать что	3	4
141	следующим образом	3	4
142	на него	3	4
143	и для	5	4
144	из них	5	4
145	но в	6	4
146	герой и	1	4
147	его самого	1	4
148	несмотря на	7	4
149	на самом	2	4
150	его в	5	4
151	что его	1	4
152	встречается в	1	4
153	к этому	1	4
154	в то	12	4
155	мы уже	7	4
156	можно было	6	4
157	от того	1	4
158	в иных	1	4
159	могла бы	2	4
160	о его	2	4
161	независимо от	1	4
162	три года	1	4
163	всего это	1	3
164	раз он	1	3
165	та же	5	3
166	в последнем	1	3
167	только что	4	3
168	предметы и	1	3
169	сказки в	1	3
170	с этой	3	3
171	что это	2	3
172	это уже	2	3
173	в сущности	2	3
174	одному из	1	3
175	ни в	5	3
176	связывается с	1	3
177	то с	1	3
178	или со	1	3
179	с собой	2	3
180	только в	8	3
181	в плоскости	1	3
182	из двух	1	3
183	можно назвать	2	3
184	есть нечто	1	3
185	но мы	2	3
186	на первый	1	3
187	первом случае	2	3
188	не существует	1	3
189	не упоминается	1	3
190	и что	3	3
191	связана с	1	3
192	для того	3	3
193	и тогда	2	3
194	или не	3	3
195	здесь прежде	1	3
196	ее по	2	3
197	а во	1	3
198	состоит в	8	3
199	настоящее время	1	3
200	же она	1	3
201	вопрос что	1	3
202	здесь не	2	3
203	с его	9	3
204	в отдельных	1	3
205	в настоящее	1	3
206	что при	3	3
207	с того	4	3
208	он должен	1	3
209	к нему	2	3
210	бы то	1	3
211	то в	6	3
212	первый взгляд	1	3
213	не происходит	1	3
214	к герою	1	3
215	они не	2	3
216	не слишком	1	3
217	сам он	3	3
218	а и	2	3
219	или с	2	3
220	того что	5	3
221	но как	3	3
222	это и	2	3
223	о герое	2	3
224	в виде	2	3
225	как же	1	3
226	к чему	1	3
227	но для	1	3
228	а то	2	3
229	в какой	1	3
230	даже не	1	3
231	это было	2	3
232	и у	3	3
233	том случае	2	3
234	героя и	5	3
235	как уже	3	3
236	то ни	2	3
237	совсем не	1	3
238	если бы	7	3
239	друг друга	5	3
240	мы должны	1	3
241	и тем	2	3
242	не в	16	3
243	в которой	2	3
244	момент когда	3	3
245	а по	2	3
246	в начале	3	3
247	в пределах	4	3
248	в этой	11	3
249	к ней	2	3
250	приводит к	5	3
251	же в	3	3
252	все еще	3	3
253	на то	4	3
254	волшебная сказка	1	3
255	и его	8	3
256	и по	3	3
257	и только	2	3
258	означает что	1	3
259	в один	1	3
260	от него	3	2
261	можно заметить	1	2
262	и этот	1	2
263	как таковой	1	2
264	д он	1	2
265	на работу	1	2
266	не с	2	2
267	ситуации если	1	2
268	он действует	1	2
269	потому не	1	2
270	мы пока	1	2
271	живет у	1	2
272	и тот	2	2
273	не на	1	2
274	в своих	4	2
275	более или	1	2
276	то героем	2	2
277	но вот	1	2
278	увидеть что	1	2
279	например в	3	2
280	с тем	1	2
281	в в	1	2
282	их в	2	2
283	в которых	1	2
284	их за	1	2
285	себя и	4	2
286	только для	4	2
287	не имеет	2	2
288	героев можно	1	2
289	может дать	1	2
290	за ней	2	2
291	когда в	4	2
292	в итоге	1	2
293	роль в	2	2
294	во сне	3	2
295	к другому	5	2
296	а а	2	2
297	на другие	1	2
298	у нее	10	2
299	во всяком	1	2
300	его и	2	2
301	можно сказать	9	2
302	ответить на	2	2
303	того как	1	2
304	в данном	3	2
305	сразу же	2	2
306	в основе	3	2
307	и более	2	2
308	что этот	1	2
309	что мы	1	2
310	как например	2	2
311	нельзя было	2	2
312	к отдельным	1	2
313	но здесь	1	2
314	одной стороны	4	2
315	в другом	3	2
316	том как	5	2
317	на спине	1	2
318	к себе	8	2
319	что одна	1	2
320	точно так	1	2
321	в одном	3	2
322	в различных	1	2
323	и когда	4	2
324	превращается в	6	2
325	то как	1	2
326	тогда как	10	2
327	вот как	1	2
328	так называемых	1	2
329	в глаза	1	2
330	что же	4	2
331	в данной	2	2
332	она его	1	2
333	одной из	5	2
334	что она	10	2
335	который в	2	2
336	что именно	1	2
337	не получает	1	2
338	появляется в	1	2
339	всяком случае	1	2
340	но так	1	2
341	чем это	1	2
342	себя в	11	2
343	другого и	2	2
344	для него	15	2
345	не означает	2	2
346	вот мы	1	2
347	в свое	1	2
348	ответ на	1	2
349	ничем не	3	2
350	может не	1	2
351	данном случае	3	2
352	на вопрос	2	2
353	с одной	4	2
354	она в	5	2
355	и за	1	2
356	иных случаях	1	2
357	ни к	2	2
358	этом отношении	4	2
359	их как	2	2
360	для нас	4	2
361	все это	2	2
362	по ночам	2	2
363	с другими	2	2
364	чем в	1	2
365	но с	3	2
366	не знает	2	2
367	этого не	1	2
368	наших дней	1	2
369	здесь имеется	1	2
370	это еще	1	2
371	новое лицо	2	2
372	вообще не	1	2
373	между собою	1	2
374	лишь с	1	2
375	также в	2	2
376	живой и	1	2
377	у него	13	2
378	по своему	3	2
379	можно показать	1	2
380	в чем	1	2
381	путь к	2	2
382	или менее	1	2
383	и таким	1	2
384	это так	3	2
385	в одной	3	2
386	бы в	2	2
387	а потом	1	2
388	а с	5	2
389	случае если	2	2
390	и даже	4	2
391	в самых	1	2
392	как особая	1	2
393	она не	6	2
394	что ни	1	2
395	в сад	1	2
396	не по	2	2
397	дело не	2	2
398	в частности	10	2
399	из этих	3	2
400	что эта	1	2
401	встреча с	1	2
402	вторая половина	2	2
403	в нее	1	2
404	себя за	1	2
405	из его	1	2
406	хоть бы	1	2
407	однако в	4	2
408	как будто	7	2
409	когда герой	1	2
410	но они	1	2
411	во второй	7	2
412	дома он	1	1
413	от изучения	1	1
414	в особенности	1	1
415	были бы	1	1
416	он входит	1	1
417	персонаж в	1	1
418	это на	1	1
419	однако и	5	1
420	все что	4	1
421	образом и	1	1
422	для всех	1	1
423	до сих	3	1
424	спору нет	1	1
425	еще раз	2	1
426	всего в	1	1
427	можно говорить	1	1
428	к иному	1	1
429	за ним	3	1
430	и на	6	1
431	же и	3	1
432	в рассказе	23	1
433	в момент	1	1
434	одна не	1	1
435	было так	2	1
436	уходит из	1	1
437	его с	1	1
438	других и	2	1
439	на ее	3	1
440	с такой	3	1
441	своих героев	2	1
442	соответствующего согласия	1	1
443	дело с	2	1
444	невеста и	1	1
445	и менее	1	1
446	при этом	21	1
447	даже в	4	1
448	уже знаем	2	1
449	тем как	2	1
450	ни стало	1	1
451	чтобы начать	1	1
452	не требует	1	1
453	не вызывает	2	1
454	служит в	1	1
455	в другой	2	1
456	в приложении	1	1
457	но ведь	2	1
458	по-видимому не	2	1
459	и обаяние	1	1
460	вообще однако	1	1
461	его но	1	1
462	не являются	1	1
463	остановиться на	1	1
464	одно из	4	1
465	главе это	1	1
466	и об	3	1
467	своей дочерью	1	1
468	не столько	4	1
469	персонажа и	1	1
470	собаку и	1	1
471	за героем	1	1
472	нельзя ли	1	1
473	функции в	1	1
474	в них	3	1
475	как было	2	1
476	чтобы в	1	1
477	как функция	1	1
478	этой точки	1	1
479	по пути	1	1
480	во что	1	1
481	вместо того	2	1
482	на свой	3	1
483	и соответствующего	1	1
484	и с	10	1
485	уже отмечалось	1	1
486	которым он	1	1
487	их и	1	1
488	из нее	1	1
489	и все	10	1
490	мысль о	2	1
491	легко и	1	1
492	еще в	4	1
493	самые простые	1	1
494	в саду	2	1
495	обращается к	1	1
496	превращаются в	1	1
497	именно в	9	1
498	еще недостаточно	1	1
499	не делает	1	1
500	и животные	1	1
501	отношения к	1	1
502	литературных жанров	1	1
503	была не	1	1
504	там же	2	1
505	с ними	3	1
506	а именно	1	1
507	это время	2	1
508	в своей	15	1
509	одновременно и	5	1
510	и просто	1	1
511	и герой	2	1
512	темную комнату	1	1
513	явлений и	1	1
514	бы не	3	1
515	есть на	1	1
516	ли он	1	1
517	он возвращается	1	1
518	о котором	2	1
519	кстати что	1	1
520	всего о	1	1
521	не думал	1	1
522	в это	4	1
523	в следующей	3	1
524	мы считаем	1	1
525	всей своей	2	1
526	которая не	3	1
527	еще придется	1	1
528	ничего общего	1	1
529	здесь нет	1	1
530	словами и	1	1
531	каждая новая	1	1
532	не смог	1	1
533	об отношении	1	1
534	г в	1	1
535	этот мотив	1	1
536	решительно все	1	1
537	все они	2	1
538	отвечать только	1	1
539	тем в	2	1
540	еще и	2	1
541	не выполняют	1	1
542	совершенно не	1	1
543	он же	1	1
544	во все	1	1
545	к этой	4	1
546	в котором	5	1
547	отказываться от	1	1
548	можно считать	1	1
549	и начинает	1	1
550	в последней	2	1
551	мы имели	1	1
552	перед его	1	1
553	дает себя	1	1
554	случае и	1	1
555	она могла	1	1
556	всего по	1	1
557	в свою	1	1
558	имеет в	1	1
559	прячется в	1	1
560	не должно	2	1
561	это его	1	1
562	ему хочется	1	1
563	но то	1	1
564	из земли	1	1
565	только как	1	1
566	во многих	1	1
567	а через	1	1
568	в этот	1	1
569	герой возвращается	1	1
570	в новой	1	1
571	к своей	1	1
572	уже было	1	1
573	этой связи	5	1
574	так скоро	1	1
575	то один	1	1
576	для нее	6	1
577	именно на	2	1
578	только один	1	1
579	то все	1	1
580	на ходе	1	1
581	только на	6	1
582	вступает в	2	1
583	следует отличать	1	1
584	каждое утро	1	1
585	приходит к	3	1
586	не потому	1	1
587	на примере	2	1
588	и исчезает	1	1
589	как персонаж	1	1
590	не будет	1	1
591	в б	3	1
592	и до	1	1
593	более и	1	1
594	не ощущается	1	1
595	каких он	1	1
596	же время	11	1
597	идет об	1	1
598	к людям	2	1
599	при анализе	1	1
600	новых лиц	1	1
601	самого начала	1	1
602	свою очередь	1	1
603	самим героем	1	1
604	перед ним	2	1
605	под которым	1	1
606	же самое	4	1
607	как первые	1	1
608	с другим	2	1
609	и а	7	1
610	известной степени	1	1
611	как на	2	1
