N	4gram	Tiupa_Disk	Problema
1	или по крайней мере	1	11
2	в той или иной	1	10
3	дело в том что	3	10
4	не говоря уже о	2	7
5	но в таком случае	1	7
6	заключается в том что	1	6
7	той или иной мере	1	6
8	свидетельствует о том что	1	5
9	ни в чем не	1	5
10	одним и тем же	1	4
11	одно и то же	2	4
12	в том числе и	3	4
13	в том или ином	1	4
14	то же самое можно	1	3
15	в тех случаях когда	1	3
16	и в то же	2	3
17	одного и того же	4	3
18	не имеют никакого отношения	1	3
19	с одной стороны это	1	3
20	с одной стороны и	3	3
21	в том что он	1	3
22	в том что и	1	2
23	в том что в	3	2
24	же самое можно сказать	1	2
25	в том что всякое	1	2
26	только в том случае	1	2
27	можно даже сказать что	1	2
28	мысль о том что	1	2
29	все дело в том	1	2
30	внимание на то что	1	2
31	к тому или иному	1	2
32	только в том что	1	2
33	не только в том	1	2
34	в том что вся	1	2
35	с другой стороны это	1	2
36	тем самым он не	1	1
37	в том и в	1	1
38	с самого начала мы	1	1
39	с той или иной	2	1
40	той или иной области	1	1
41	том и в другом	1	1
42	один я на дорогу	1	1
43	по крайней мере двух	1	1
44	в то же время	7	1
45	в такой же мере	1	1
46	мы имеем дело не	2	1
47	в данном случае мы	1	1
48	имеем дело не с	2	1
49	и тем же словом	1	1
50	мы ничего не знаем	1	1
51	что не есть она	1	1
52	состоит в том что	2	1
53	не есть она сама	1	1
54	обратить внимание на то	1	1
55	выхожу один я на	1	1
56	в том случае если	1	1
57	ни о чем не	2	1
58	и в наше время	1	1
59	не только потому что	1	1
60	подобно тому как мы	1	1
61	и требует для себя	1	1
62	и не может быть	1	1
63	и в том и	1	1
64	и в другом случае	1	1
65	которые лежат в основе	1	1
66	о том что ни	1	1
67	содержит в себе как	1	1
68	одном и том же	1	1
69	о котором он говорит	1	1
70	с одной стороны он	1	1
71	мы имеем дело с	1	1
