N	4gram	Vygotskiy_	Dialekti
1	в то же время	1	14
2	одно и то же	2	12
3	в то время как	4	8
4	или по крайней мере	1	8
5	в коем случае не	1	6
6	и в то же	1	6
7	ни в коем случае	1	6
8	одной и той же	2	5
9	с этой точки зрения	1	4
10	с одной стороны и	3	4
11	не сама по себе	1	3
12	несмотря на то что	1	3
13	на самом же деле	1	3
14	что с точки зрения	2	2
15	не потому что он	2	2
16	и с другой стороны	1	2
17	в самом деле что	1	2
18	стать на точку зрения	1	2
19	дело в том что	2	2
20	только на то что	1	2
21	с научной точки зрения	1	2
22	так же как и	4	2
23	никогда не может быть	1	1
24	само по себе не	1	1
25	исключительно с точки зрения	1	1
26	но тем не менее	1	1
27	в том что такое	1	1
28	ясно что с точки	1	1
29	необходимо иметь в виду	1	1
30	вопрос о том как	1	1
31	потому что он не	1	1
32	а с другой стороны	3	1
33	между тем и другим	2	1
34	все более и более	3	1
35	как и все прочие	1	1
36	в том что в	1	1
37	на самом деле не	1	1
38	столько же сколько и	1	1
39	с другой стороны в	1	1
40	в такой же мере	3	1
41	мы должны сказать что	1	1
42	все больше и больше	1	1
43	со своей точки зрения	1	1
44	заключается в том что	6	1
45	это потому что в	1	1
46	же мы находим в	1	1
47	бы то ни было	1	1
48	это одно и то	1	1
49	мы имеем в виду	1	1
50	мы говорим об отношении	1	1
51	ничего не может сказать	1	1
52	прежде всего от того	1	1
53	точно так же как	1	1
54	не содержат в себе	1	1
55	что в данном случае	1	1
56	с точки зрения той	1	1
57	только в силу этого	1	1
58	если это так то	1	1
59	и то же время	1	1
60	отличаются друг от друга	1	1
61	зависит прежде всего от	1	1
62	нас в данном случае	1	1
63	бы и не быть	1	1
64	в какой мере не	1	1
65	и в частности к	1	1
66	о том что в	1	1
67	но ведь это же	1	1
68	то время как в	2	1
69	на то что с	1	1
70	это как мы уже	1	1
71	на первый план то	1	1
72	в том что он	1	1
73	той или иной теории	1	1
74	вместе с ним и	1	1
75	в чем именно заключается	1	1
76	и с точки зрения	1	1
77	друг с другом в	2	1
78	только для того чтобы	2	1
79	он не может быть	1	1
80	и пр и пр	1	1
81	приводит к тому что	1	1
82	говорить о том что	1	1
83	ни в какой мере	1	1
84	существу с точки зрения	1	1
85	в одно и то	1	1
86	и в этом отношении	1	1
87	по мере того как	1	1
