N	4gram	Tiupa_Hudo	DiskursI
1	в то же время	11	8
2	состоит в том что	3	7
3	с одной стороны и	1	5
4	дело в том что	1	5
5	к той или иной	1	3
6	в том что в	1	3
7	не может претендовать на	1	3
8	в том числе и	1	3
9	и точность словесного выражения	1	2
10	в том случае если	2	2
11	ни о чем не	1	2
12	и в то же	2	2
13	одних и тех же	2	2
14	упускать из виду что	1	2
15	анекдотического и притчевого начал	2	2
16	если можно так выразиться	1	2
17	не только внешних черт	1	1
18	широкой степи и небе	1	1
19	эта динамичная чреватая анекдотическими	1	1
20	и поезда железных дорог	1	1
21	своей собственной жизнью даже	1	1
22	в москву везли мы	1	1
23	небе о днях и	1	1
24	где теперь ковыли дудачьи	1	1
25	тревогу за необходимость решения	1	1
26	днях и ночах вероятно	1	1
27	шаг то гнездо дудачье	1	1
28	каждый из них жил	1	1
29	есть по сути дела	1	1
30	с позиции возвышенного однообразия	1	1
31	веков хотел внушить своему	1	1
32	но превратны человеческие судьбы	1	1
33	на этом свете кроме	1	1
34	нами не как объекты	1	1
35	притча в паремию пословично-афористическую	1	1
36	видно что на этом	1	1
37	себя в другом и	1	1
38	динамичная чреватая анекдотическими ситуациями	1	1
39	этих долговечных птиц ни	1	1
40	как объекты художественного наблюдения	1	1
41	и в камне свистеть	1	1
42	не как объекты художественного	1	1
43	в полном соответствии с	1	1
44	курганов есть другая жизнь	1	1
45	следующей фразой почти достигнутая	1	1
46	захочет нечистая сила так	1	1
47	каждые сутки ни в	1	1
48	в равной мере и	1	1
49	полете этих долговечных птиц	1	1
50	рассказу о колдуне не	1	1
51	поражали и угнетали их	1	1
52	и в этом случае	1	1
53	подводах в москву везли	1	1
54	произвол захочет нечистая сила	1	1
55	параллель в образе мыслящих	1	1
56	мысли длительные тягучие вызываемые	1	1
57	чьей неподвижности и беззвучии	1	1
58	читателю самое непосредственное ощущение	1	1
59	камне свистеть начнет вот	1	1
60	герою своему искусно сохраните	1	1
61	не было видно смысла	1	1
62	его годов шестьдесят знаю	1	1
63	места где клады есть	1	1
64	шестьдесят знаю с той	1	1
65	добру и личной совиновности	1	1
66	в ленивом полете этих	1	1
67	фантастичность и сказочность человеческого	1	1
68	неудача и произвол захочет	1	1
69	балка как гусиная лапка	1	1
70	авантюрностью кладоискательских анекдотов но	1	1
71	черты характера среди любых	1	1
72	притчевое по своей всеобъемлемости	1	1
73	объекты художественного наблюдения но	1	1
74	не на бахмут шел	1	1
75	а дальнозоркий калмык увидит	1	1
76	наивной фантастикой и авантюрностью	1	1
77	овец их мысли длительные	1	1
78	лапка расходится на три	1	1
79	степи и вековых курганов	1	1
80	картина мира полемически противостоит	1	1
81	характера среди любых событий	1	1
82	своему христианскому читателю самое	1	1
83	колдуне не имеют никакого	1	1
84	другая жизнь которой нет	1	1
85	подорожнику к той самой	1	1
86	а притча в паремию	1	1
87	удача либо неудача и	1	1
88	есть в крепости [...]	1	1
89	с этой вершины видна	1	1
90	и описываемое как вещь	1	1
91	достигнутая кульминация срывается только	1	1
92	что на этом свете	2	1
93	там где теперь ковыли	1	1
94	поры как царя александра	1	1
95	однообразия вечности на низменное	1	1
96	дорог всеобъемлющий взгляд с	1	1
97	французов гнал из таганрога	1	1
98	этой вершины видна равнина	1	1
99	притчевого мировидения но уже	1	1
100	средних веков хотел внушить	1	1
101	писатель средних веков хотел	1	1
102	ровная и безграничная как	1	1
103	по своей всеобъемлемости и	1	1
104	внешних черт но и	1	1
105	знаю с той поры	1	1
106	крепости [...] под тремя	1	1
107	этом свете кроме молчаливой	1	1
108	и произвол захочет нечистая	1	1
109	прежде всего в том	1	1
110	единством места времени и	1	1
111	образе мыслящих овец их	1	1
112	к той самой земле	1	1
113	которое было ему не	1	1
114	ковыли дудачьи гнезда были	1	1
115	христианский писатель средних веков	1	1
116	в крепости [...] под	1	1
117	справедливо по отношению к	1	1
118	позы в которых читатель	1	1
119	века и полное равнодушие	1	1
120	из них жил своей	1	1
121	отсюда и видно что	1	1
122	мы вместе ходили покойника	1	1
123	срывается только отсюда и	1	1
124	такая же ровная и	1	1
125	в даме с собачкой	4	1
126	и ночах вероятно поражали	1	1
127	к мировому добру и	1	1
128	с самим собою в	1	1
129	немцев и молокан деревни	1	1
130	свойств они предстают перед	1	1
131	мировом зле [...] такой	1	1
132	не только потому что	1	1
133	а с есауловки на	1	1
134	царят удача либо неудача	1	1
135	имеют не только внешних	1	1
136	зарытого счастья и овечьих	1	1
137	жменю я его годов	1	1
138	в камне свистеть начнет	1	1
139	перед нами не как	1	1
140	наблюдаемое и описываемое как	1	1
141	усадьбы хутора немцев и	1	1
142	они предстают перед нами	1	1
143	трудно не согласиться с	1	1
144	центром притчевой картины мира	1	1
145	фразой почти достигнутая кульминация	1	1
146	мировому добру и личной	1	1
147	бахтин по отношению к	1	1
148	здесь царят удача либо	1	1
149	сила так и в	1	1
150	и непонятно а фантастичность	1	1
151	повторяется аккуратно каждые сутки	1	1
152	о широкой степи и	1	1
153	безграничной степи ни в	1	1
154	в смысле замкнутой комбинации	1	1
155	вершины видна равнина такая	1	1
156	художественного наблюдения но как	1	1
157	ни в ленивом полете	1	1
158	встречать а тогда большой	1	1
159	шел а с есауловки	1	1
160	это в значительной степени	1	1
161	той самой земле где	1	1
162	степи и небе о	1	1
163	только в том случае	1	1
164	личной сопричастности к мировому	1	1
165	имеют никакого отношения но	1	1
166	[...] под тремя камнями	1	1
167	их мысли длительные тягучие	1	1
168	сопричастности к мировому добру	1	1
169	в безграничной степи ни	1	1
170	таганрога на подводах в	1	1
171	дальнозоркий калмык увидит даже	1	1
172	но уже следующей фразой	1	1
173	годов шестьдесят знаю с	1	1
174	ни в чем не	1	1
175	городище и там где	1	1
176	внушить ему интеллектуальную тревогу	1	1
177	барские усадьбы хутора немцев	1	1
178	город и поезда железных	1	1
179	и безграничная как небо	1	1
180	камнями или где балка	1	1
181	на городище и там	1	1
182	вызываемые представлениями только о	1	1
183	есть другая жизнь которой	1	1
184	необходимость решения вопроса жизни	1	1
185	тягучие вызываемые представлениями только	1	1
186	хутора немцев и молокан	1	1
187	свете кроме молчаливой степи	1	1
188	безграничная как небо видны	1	1
189	взгляд с позиции возвышенного	1	1
190	чувствовались века и полное	1	1
191	которой нет дела до	1	1
192	есауловки на городище и	1	1
193	внушить своему христианскому читателю	1	1
194	счастье которое было ему	1	1
195	молокан деревни а дальнозоркий	1	1
196	но как субъекты этического	1	1
197	мировидения но уже следующей	1	1
198	ни в безграничной степи	1	1
199	богаты событиями но превратны	1	1
200	в образе мыслящих овец	1	1
201	кроме молчаливой степи и	1	1
202	сутки ни в безграничной	1	1
203	знать притчевое по своей	1	1
204	гнал из таганрога на	1	1
205	к чему сдалось земное	1	1
206	кульминация срывается только отсюда	1	1
207	тремя камнями или где	1	1
208	москву везли мы вместе	1	1
209	сказочность человеческого счастья именно	1	1
210	ему интеллектуальную тревогу за	1	1
211	событиями но превратны человеческие	1	1
212	личность понятая объективно чужое	1	1
213	ходили покойника царя встречать	1	1
214	хотел внушить своему христианскому	1	1
215	всего в том что	1	1
216	ему не нужно и	1	1
217	в такой же мере	2	1
218	как старик начинает свой	1	1
219	аккуратно каждые сутки ни	1	1
220	вековых курганов есть другая	1	1
221	и угнетали их самих	1	1
222	той поры как царя	1	1
223	клады есть в крепости	1	1
224	угнетали их самих до	1	1
225	и того и другого	1	1
226	только в том что	3	1
227	я такой же как	1	1
228	которые каждый день могут	1	1
229	спине и глядит в	1	1
230	что ни шаг то	1	1
231	анекдот конденсируется в остроту	1	1
232	своему искусно сохраните черты	1	1
233	и личной совиновности в	1	1
234	покойника царя встречать а	1	1
235	замечали друг друга и	1	1
236	их самих до бесчувствия	1	1
237	а тогда большой шлях	1	1
238	не только в том	2	1
239	с той поры как	1	1
240	сдалось земное счастье людям	1	1
241	пародийную параллель в образе	1	1
242	пастух санька лежит на	1	1
243	том что он не	1	1
244	молчаливой степи и вековых	1	1
245	при таком взгляде на	1	1
246	и молокан деревни а	1	1
247	счастья именно ему приходит	1	1
248	расходится на три балочки	1	1
249	только о широкой степи	1	1
250	и небе о днях	1	1
251	жил своей собственной жизнью	1	1
252	мыслящих овец их мысли	1	1
253	земное счастье людям которые	1	1
254	нет дела до зарытого	1	1
255	равнина такая же ровная	1	1
256	шлях не на бахмут	1	1
257	друг друга и каждый	1	1
258	чем не было видно	1	1
259	предстают перед нами не	1	1
260	счастья и овечьих мыслей	1	1
261	до зарытого счастья и	1	1
262	на три балочки и	1	1
263	собственной жизнью даже позы	1	1
264	заключается в том что	1	1
265	о днях и ночах	1	1
266	мысль человека внушить ему	1	1
267	ночах вероятно поражали и	1	1
268	на низменное многообразие человеческой	1	1
269	царя встречать а тогда	1	1
270	нужно и непонятно а	1	1
271	и видно что на	1	1
272	железных дорог всеобъемлющий взгляд	1	1
273	комбинации душевных свойств они	1	1
274	к пыльному подорожнику к	1	1
275	на спине и глядит	1	1
276	остроконечной верхушкой с этой	1	1
277	что французов гнал из	1	1
278	я его годов шестьдесят	1	1
279	них жил своей собственной	1	1
280	гусиная лапка расходится на	1	1
281	вместе ходили покойника царя	1	1
282	верхушкой с этой вершины	1	1
283	самой земле где схоронены	1	1
284	возвышенного однообразия вечности на	1	1
285	степи ни в чем	1	1
286	дела до зарытого счастья	1	1
287	том и состоит что	1	1
288	нечистая сила так и	1	1
289	как субъекты этического выбора	1	1
290	не имеют не только	1	1
291	в том что он	1	1
292	даже позы в которых	1	1
293	замкнутой комбинации душевных свойств	1	1
294	везли мы вместе ходили	1	1
295	или где балка как	1	1
296	самое непосредственное ощущение личной	1	1
297	почти достигнутая кульминация срывается	1	1
298	за необходимость решения вопроса	1	1
299	где клады есть в	1	1
300	активизировать мысль человека внушить	1	1
301	христианскому читателю самое непосредственное	1	1
302	счастье людям которые каждый	1	1
303	мы имеем дело с	1	1
304	которых читатель застает героев	1	1
305	и авантюрностью кладоискательских анекдотов	1	1
306	где балка как гусиная	1	1
307	полное равнодушие к человеку	1	1
308	видны барские усадьбы хутора	1	1
309	неподвижности и беззвучии чувствовались	1	1
310	к рассказу о колдуне	1	1
311	только отсюда и видно	1	1
312	пыльному подорожнику к той	1	1
313	из таганрога на подводах	1	1
314	совиновности в мировом зле	1	1
315	и глядит в небо	1	1
316	всеобъемлющий взгляд с позиции	1	1
317	лежит на животе его	1	1
318	том случае если оно	1	1
319	непонятно а фантастичность и	1	1
320	ни шаг то гнездо	1	1
321	с остроконечной верхушкой с	1	1
322	большой шлях не на	1	1
323	санька лежит на спине	1	1
324	людям которые каждый день	1	1
325	лишь в том случае	1	1
326	друга и каждый из	1	1
327	гнезда были что ни	1	1
328	лежит на спине и	1	1
329	человеческого счастья именно ему	1	1
330	жизнью даже позы в	1	1
331	тогда большой шлях не	1	1
332	непосредственное ощущение личной сопричастности	1	1
333	душевных свойств они предстают	1	1
334	далекая похожая на облако	1	1
335	уже следующей фразой почти	1	1
336	ему приходит в голову	1	1
337	не несет в себе	1	1
338	детали к рассказу о	1	1
339	которое повторяется аккуратно каждые	1	1
340	гнезда дроф эта динамичная	1	1
341	увидит даже город и	1	1
342	александра что французов гнал	1	1
343	и сказочность человеческого счастья	1	1
344	универсальности видение жизни иной	1	1
345	не замечали друг друга	1	1
346	и там где теперь	1	1
347	были что ни шаг	1	1
348	не имеют никакого отношения	1	1
349	как гусиная лапка расходится	1	1
350	вот как старик начинает	1	1
351	долговечных птиц ни в	1	1
352	полемически противостоит инертно закономерной	1	1
353	похожая на облако саур-могила	1	1
354	так и в камне	1	1
355	либо неудача и произвол	1	1
356	о колдуне не имеют	1	1
357	позиции возвышенного однообразия вечности	1	1
358	начнет вот как старик	1	1
359	в пределах одного текста	1	1
360	земле где схоронены клады	1	1
361	с есауловки на городище	1	1
362	саур-могила с остроконечной верхушкой	1	1
363	в утре которое повторяется	1	1
364	клады гнезда дроф эта	1	1
365	интеллектуальную тревогу за необходимость	1	1
366	деревни а дальнозоркий калмык	1	1
367	в чьей неподвижности и	1	1
368	дудачьи гнезда были что	1	1
369	под тремя камнями или	1	1
370	калмык увидит даже город	1	1
371	вероятно поражали и угнетали	1	1
372	длительные тягучие вызываемые представлениями	1	1
373	перед нами своего рода	1	1
374	на подводах в москву	1	1
375	отношения но из них	1	1
376	утре которое повторяется аккуратно	1	1
377	жизнь которой нет дела	1	1
378	дроф эта динамичная чреватая	1	1
379	ни в утре которое	1	1
380	кульминация притчевого мировидения но	1	1
381	мира полемически противостоит инертно	1	1
