N	2gram	Losev_Prob	VrazhdaK
1	в году	9	18
2	тургенева и	1	18
3	в бесах	1	10
4	не только	28	9
5	в этом	31	8
6	и в	48	8
7	и что	9	8
8	что в	12	7
9	достоевского в	1	7
10	достоевского и	1	7
11	и все	12	7
12	но и	21	7
13	то что	26	7
14	как и	10	6
15	и даже	24	6
16	и с	10	6
17	в романе	2	6
18	все же	12	6
19	в котором	5	6
20	в начале	6	6
21	в нем	8	6
22	но в	17	6
23	то же	6	5
24	у него	13	5
25	г а	1	5
26	в россии	2	5
27	и не	29	5
28	между тем	2	5
29	об этом	11	5
30	не было	4	5
31	же время	1	5
32	в то	6	5
33	это не	8	4
34	при этом	6	4
35	несмотря на	7	4
36	с ним	4	4
37	для нас	14	4
38	все это	8	4
39	в виду	3	4
40	в своих	3	4
41	что он	12	4
42	ставрогина в	1	4
43	достоевского не	1	4
44	уже в	4	4
45	у достоевского	4	4
46	о том	17	4
47	может быть	11	4
48	в ней	4	4
49	в истории	1	4
50	как бы	10	4
51	так же	7	4
52	тургенев и	1	4
53	что у	6	3
54	русской литературе	3	3
55	в его	19	3
56	в том	25	3
57	его в	9	3
58	раз в	2	3
59	связи с	11	3
60	но он	5	3
61	в связи	11	3
62	я не	3	3
63	и как	10	3
64	далеко не	6	3
65	тем что	2	3
66	ставрогина и	1	3
67	в те	2	3
68	считал что	1	3
69	в чем	3	3
70	что князь	1	3
71	и у	8	3
72	в русской	4	3
73	о себе	3	3
74	человека в	3	3
75	он был	5	3
76	эти слова	1	3
77	том что	29	3
78	в этот	4	3
79	он не	4	3
80	и уже	2	3
81	в конце	10	3
82	к творчеству	1	3
83	и о	9	3
84	наряду с	2	3
85	одним из	1	3
86	в своем	16	3
87	на то	2	3
88	с его	3	3
89	и его	11	3
90	к этому	2	3
91	и во	2	3
92	в той	5	2
93	таким образом	20	2
94	об их	1	2
95	и то	6	2
96	и он	5	2
97	после этого	1	2
98	он тоже	2	2
99	его с	2	2
100	и некрасов	1	2
101	к себе	1	2
102	и далее	1	2
103	с точки	13	2
104	для него	2	2
105	этот момент	1	2
106	о чем	2	2
107	как раз	7	2
108	по мнению	3	2
109	же не	4	2
110	в повести	1	2
111	в них	5	2
112	а также	8	2
113	россии в	2	2
114	же в	4	2
115	отношения к	1	2
116	его на	3	2
117	в мире	1	2
118	там же	2	2
119	их в	1	2
120	в своей	29	2
121	вместе с	15	2
122	в это	3	2
123	в известном	2	2
124	не менее	8	2
125	и это	3	2
126	в эту	1	2
127	и стал	1	2
128	на первый	1	2
129	еще не	4	2
130	при создании	1	2
131	он пишет	2	2
132	но как	3	2
133	и некрасова	1	2
134	а с	4	2
135	это в	2	2
136	в свою	4	2
137	на основе	1	2
138	в этой	14	2
139	в нашей	3	2
140	что к	1	2
141	при помощи	12	2
142	а в	8	2
143	на это	2	2
144	и а	4	2
145	к ним	3	2
146	отношение к	3	2
147	уже не	12	2
148	году в	1	2
149	из них	4	2
150	на кавказ	2	2
151	в себе	7	2
152	что я	1	2
153	в глазах	1	2
154	не может	6	2
155	с которым	2	2
156	столь же	1	2
157	том же	2	2
158	точки зрения	17	2
159	тем более	2	2
160	в период	4	2
161	об этой	2	2
162	он сам	3	2
163	на место	1	2
164	в эти	1	2
165	отнюдь не	14	2
166	но это	7	2
167	не мог	5	2
168	в него	1	2
169	и ее	2	2
170	а н	3	2
171	никогда не	7	2
172	души и	1	1
173	в особенности	1	1
174	все в	3	1
175	своего рода	1	1
176	в самом	7	1
177	во всем	5	1
178	были известны	1	1
179	то в	4	1
180	и указание	1	1
181	можно проследить	1	1
182	в преступлении	1	1
183	так и	15	1
184	преступления и	2	1
185	что они	4	1
186	в литературе	5	1
187	все что	2	1
188	для всех	2	1
189	до сих	3	1
190	в душе	1	1
191	куда вы	1	1
192	один из	2	1
193	можно говорить	1	1
194	и этот	1	1
195	ему в	3	1
196	со мной	1	1
197	из которых	2	1
198	войне и	1	1
199	это такая	1	1
200	о помощи	1	1
201	ему что	1	1
202	они не	3	1
203	в петербурге	2	1
204	с братом	1	1
205	ни с	4	1
206	только что	2	1
207	ее уже	1	1
208	если в	2	1
209	также что	1	1
210	это будет	1	1
211	рассказ о	2	1
212	того как	5	1
213	и кончая	1	1
214	и уж	1	1
215	об одном	1	1
216	еще до	2	1
217	отражает и	1	1
218	не будем	3	1
219	он как	2	1
220	кихота сервантеса	1	1
221	или по	1	1
222	не хотел	2	1
223	еще более	4	1
