N	2gram	Vygotskiy_	KulturaY
1	и т	1	143
2	и в	37	84
3	в том	47	74
4	потому что	11	68
5	не только	29	60
6	точки зрения	49	59
7	в этом	32	57
8	было бы	12	53
9	и не	15	52
10	может быть	19	47
11	что в	25	44
12	том что	42	44
13	того чтобы	23	44
14	т д	1	42
15	в самом	16	41
16	для того	19	41
17	у нас	1	38
18	хотя бы	7	37
19	самом деле	8	37
20	так как	11	36
21	с точки	34	36
22	в области	4	34
23	таким образом	39	33
24	а не	5	33
25	если бы	10	32
26	можно было	6	32
27	не в	9	30
28	и пр	2	30
29	в его	16	30
30	прежде всего	12	30
31	письменной речи	2	29
32	все же	6	29
33	не менее	1	28
34	того что	28	28
35	все эти	6	28
36	уже не	2	26
37	в силу	8	26
38	то что	32	25
39	вовсе не	5	25
40	не может	16	25
41	вопрос о	11	24
42	с другой	16	24
43	еще не	1	24
44	то же	12	23
45	с помощью	16	23
46	только в	8	23
47	так и	12	23
48	иными словами	2	22
49	тем не	1	21
50	по себе	9	20
51	во всяком	6	20
52	и что	11	20
53	но и	23	20
54	тем что	7	19
55	о том	14	19
56	речи в	17	19
57	обстоятельство что	2	19
58	что он	16	19
59	зависимости от	8	19
60	языка и	3	19
61	что же	3	19
62	всяком случае	5	19
63	но в	9	19
64	то обстоятельство	2	19
65	и с	10	18
66	с тем	8	18
67	к тому	10	18
68	в сущности	13	18
69	в качестве	12	18
70	связи с	7	18
71	между тем	10	18
72	вместе с	14	18
73	как бы	16	18
74	все это	9	18
75	в той	1	17
76	другой стороны	10	17
77	как это	6	17
78	что это	8	17
79	слова и	5	17
80	о языке	2	17
81	как раз	8	17
82	это не	5	17
83	в виду	5	16
84	в зависимости	8	16
85	что и	3	16
86	что не	2	16
87	тот же	7	16
88	ничего не	6	16
89	но не	6	16
90	при этом	6	15
91	именно в	8	15
92	в данном	5	15
93	как на	5	15
94	в нашем	3	15
95	том чтобы	6	15
96	не было	1	15
97	и тем	8	15
98	один из	3	15
99	по отношению	12	15
100	ни к	1	15
101	целый ряд	6	15
102	того как	6	15
103	а в	4	15
104	лишь в	9	15
105	должно быть	4	15
106	в них	5	14
107	и на	8	14
108	сказать что	16	14
109	хотя и	2	14
110	что такое	1	14
111	в связи	3	14
112	я не	4	14
113	сих пор	4	14
114	в ней	2	14
115	до сих	4	14
116	если мы	8	14
117	как мы	11	14
118	мы имеем	2	14
119	также и	2	14
120	отношению к	11	14
121	что она	6	13
122	крайней мере	1	13
123	между прочим	1	13
124	в этой	13	13
125	там где	8	13
126	не могут	1	13
127	в которых	6	13
128	по крайней	1	13
129	той же	4	13
130	для нас	4	13
131	по существу	8	13
132	в пределах	1	13
133	и его	10	13
134	с этой	7	12
135	говорить о	4	12
136	в результате	7	12
137	того же	1	12
138	ясно что	2	12
139	вопроса о	3	12
140	этот вопрос	6	12
141	могут быть	5	12
142	тогда когда	8	12
143	как в	7	12
144	речь в	4	12
145	этого слова	7	12
146	для этого	7	12
147	те же	2	11
148	должен быть	6	11
149	в своем	10	11
150	речи и	41	11
151	он не	11	11
152	в нем	2	11
153	и здесь	1	11
154	и то	3	11
155	совершенно не	1	11
156	из этих	6	11
157	и если	4	11
158	этом отношении	6	11
159	уже в	8	11
160	слова в	2	11
161	в их	5	11
162	в таких	1	11
163	в какой	5	11
164	или иной	3	11
165	в особенности	1	10
166	в первом	2	10
167	в речи	3	10
168	как и	20	10
169	речь идет	4	10
170	так же	18	10
171	конечно не	1	10
172	к этому	7	10
173	несмотря на	6	10
174	бы в	5	10
175	ту же	3	10
176	этом смысле	3	10
177	не просто	1	10
178	в общем	5	10
179	в то	7	10
180	после того	1	10
181	со стороны	4	10
182	в каком	3	10
183	с этим	8	10
184	бы и	4	10
185	тем более	7	10
186	того или	1	10
187	тех же	3	10
188	в нашей	1	10
189	тем самым	8	10
190	от того	7	10
191	что слово	1	9
192	в своей	7	9
193	можно сказать	6	9
194	что все	8	9
195	в которой	6	9
196	но для	2	9
197	очевидно что	4	9
198	рядом с	1	9
199	здесь не	1	9
200	мы говорим	2	9
201	и есть	2	9
202	слова как	3	9
203	ни в	6	9
204	не имеет	5	9
205	что мы	9	9
206	не потому	2	9
207	и для	3	9
208	и вот	3	9
209	то мы	1	9
210	этого рода	2	9
211	а также	1	9
212	ли не	1	9
213	на то	11	9
214	в целом	29	9
215	в этих	3	8
216	но все	3	8
217	в первую	3	8
218	может служить	1	8
219	что они	5	8
220	с одной	14	8
221	тому же	1	8
222	в таком	1	8
223	тому что	6	8
224	не есть	1	8
