N	3gram	Vygotskiy_	EvropaiC
1	в том что	30	16
2	до сих пор	4	15
3	по отношению к	11	11
4	друг с другом	6	9
5	с точки зрения	34	8
6	на то что	9	7
7	для того чтобы	19	7
8	на самом деле	3	7
9	друг от друга	4	6
10	мы говорили выше	3	6
11	по сравнению с	9	5
12	в самом деле	5	5
13	к тому же	1	5
14	не может быть	8	4
15	о том что	10	4
16	тот факт что	1	4
17	тем не менее	1	4
18	совершенно так же	1	4
19	с другой стороны	10	4
20	которых мы говорили	1	4
21	о которых мы	1	4
22	в конце концов	1	4
23	в этой области	1	4
24	вместе с тем	5	3
25	заключается в том	10	3
26	не в состоянии	2	3
27	в целом ряде	1	3
28	в том же	3	3
29	отличаются друг от	1	3
30	так же как	6	3
31	то ни было	1	3
32	в данном случае	5	3
33	и то что	1	3
34	не может не	1	3
35	в связи с	3	3
36	бы то ни	1	3
37	то очевидно что	1	2
38	время от времени	1	2
39	не может служить	1	2
40	в том и	1	2
41	в свою очередь	3	2
42	рано или поздно	1	2
43	о которой мы	2	2
44	том что развитие	1	2
45	но вместе с	5	2
46	во всяком случае	5	2
47	которой мы говорили	2	2
48	несмотря на то	1	2
49	друг на друга	1	2
50	заключает в себе	1	2
51	он не может	1	2
52	как и в	2	2
53	а следовательно и	1	2
54	таким же образом	1	2
55	в то время	5	2
56	в то же	2	2
57	но и его	1	2
58	того чтобы быть	1	2
59	заметим кстати что	1	2
60	именно потому что	1	2
61	как и все	2	2
62	между этими двумя	2	2
63	а с другой	6	2
64	указывают на то	1	2
65	том что он	2	2
66	в высшей степени	7	2
67	то что у	2	2
68	но все же	1	2
69	только то что	2	2
70	в такой форме	1	2
71	с одной стороны	14	2
72	то же время	2	2
73	в том виде	1	2
74	но так как	1	2
75	друг к другу	2	2
76	мы видели что	4	1
77	на каждом шагу	2	1
78	состоящую исключительно из	1	1
79	образом и на	1	1
80	благодаря тому что	3	1
81	может показаться что	1	1
82	в одинаковой мере	1	1
83	таким образом мы	1	1
84	этими двумя крайними	2	1
85	все то что	1	1
86	за то что	1	1
87	мы можем не	1	1
88	все эти черты	1	1
89	совершенно отличных от	1	1
90	о котором мы	1	1
91	что это есть	1	1
92	мы уже знаем	1	1
93	в целом в	2	1
94	мы находим в	1	1
95	все что мы	3	1
96	а для этого	1	1
97	как и вообще	1	1
98	истинном смысле этого	3	1
99	может рассматриваться как	3	1
100	между собой или	1	1
101	в ту же	1	1
102	по крайней мере	1	1
103	в данный момент	1	1
104	а для того	1	1
105	элементы из которых	1	1
106	и все другие	1	1
107	что это действительно	1	1
108	говорит за то	1	1
109	этой точки зрения	2	1
110	потому что как	1	1
111	в себе и	1	1
112	с этой точки	1	1
113	дело тут не	1	1
114	точно так же	2	1
115	одним из главных	1	1
116	в общих чертах	1	1
117	в том числе	3	1
118	образом оказывается что	1	1
119	остается в силе	1	1
120	и той же	2	1
121	то что для	1	1
122	что в данном	1	1
123	не в том	1	1
124	но для того	1	1
125	между двумя крайними	1	1
126	не имеет никакой	1	1
127	это действительно так	1	1
128	тем более что	1	1
129	но на деле	2	1
130	независимо от того	2	1
131	между прочим в	1	1
132	в истинном смысле	2	1
133	до некоторой степени	1	1
134	вместе с ней	1	1
135	том виде в	1	1
136	между тем мы	1	1
137	хотя бы с	1	1
138	состоит в том	4	1
139	что у него	1	1
140	хотя и не	1	1
141	что оно представляет	1	1
142	мы видели выше	1	1
143	у него в	1	1
144	в психологическом отношении	1	1
145	я не могу	2	1
146	на точку зрения	2	1
147	те же самые	1	1
148	того что в	3	1
149	и с точки	1	1
150	таким образом первое	1	1
151	дело в том	2	1
152	иметь в виду	1	1
153	что мы можем	1	1
154	смысле этого слова	6	1
155	данном случае не	1	1
156	с к этому	1	1
157	одно и то	2	1
158	что представление об	1	1
159	в этом пункте	3	1
160	как мы видели	1	1
161	мы только что	2	1
162	в зависимости от	8	1
163	в приложении к	2	1
164	низкой ступени развития	1	1
165	с тем и	1	1
166	таким образом оказывается	1	1
167	одной и той	2	1
168	то это потому	1	1
169	но для этого	1	1
170	том числе и	3	1
171	можно было бы	6	1
172	и от всех	1	1
173	и таким образом	2	1
174	надо сказать что	1	1
175	а другая часть	1	1
176	которые могут быть	1	1
177	даже в этом	1	1
178	интересующего нас вопроса	1	1
179	шаг за шагом	3	1
180	многое из того	3	1
181	том что только	1	1
182	от всех тех	1	1
183	с самого начала	9	1
184	должны быть поставлены	1	1
185	чтобы заметить что	1	1
186	и то же	2	1
187	не только не	2	1
188	хотя бы в	1	1
189	тех случаях когда	1	1
190	понимают друг друга	2	1
191	же самое что	1	1
192	то обстоятельство что	2	1
193	то же самое	4	1
194	психологической точки зрения	1	1
195	и все прочие	1	1
196	между тем в	1	1
197	тут не в	1	1
198	по этому вопросу	1	1
199	в самой природе	1	1
200	к тому что	3	1
201	по его мнению	1	1
202	же образом как	1	1
203	несмотря на все	1	1
204	вместо того чтобы	3	1
205	резко отличаются друг	1	1
206	то что мы	1	1
207	представление о том	1	1
208	с психологической точки	1	1
209	но если так	1	1
210	это потому что	1	1
211	мы уже говорили	3	1
212	из того что	7	1
213	приводит к тому	3	1
214	таким образом и	3	1
215	сказать что при	1	1
216	только тогда когда	4	1
217	в равной мере	2	1
218	то время как	4	1
219	на которых покоится	2	1
220	тот или иной	1	1
221	в тех случаях	1	1
222	и не может	1	1
223	в этом последнем	1	1
224	в чистом виде	1	1
225	это было бы	1	1
