N	3gram	Trubetskoy	KulturaY
1	для того чтобы	5	38
2	с точки зрения	6	36
3	в том что	3	33
4	в самом деле	1	29
5	тем не менее	3	19
6	во всяком случае	6	19
7	с другой стороны	1	17
8	до сих пор	5	14
9	по отношению к	1	13
10	по крайней мере	5	13
11	в связи с	3	12
12	не может быть	1	11
13	в этом отношении	2	11
14	о том что	4	10
15	вместе с тем	8	9
16	не в том	1	8
17	а с другой	5	7
18	в свою очередь	1	7
19	чуть ли не	1	7
20	с одной стороны	7	7
21	после того как	1	7
22	в отличие от	1	6
23	к тому же	4	6
24	то же время	2	6
25	только тогда когда	1	6
26	той или иной	2	6
27	этой точки зрения	2	6
28	в то же	2	6
29	в первую очередь	1	6
30	то или иное	2	5
31	с этой точки	2	5
32	так и в	1	5
33	речь идет о	1	5
34	более или менее	5	5
35	в соответствии с	1	5
36	в данном случае	1	5
37	и в этом	2	5
38	но все же	4	5
39	не потому что	1	5
40	что все эти	1	4
41	так или иначе	3	4
42	в первом случае	1	4
43	смысле этого слова	1	4
44	и того же	1	4
45	а в том	1	4
46	состоит в том	1	4
47	в нашем смысле	1	4
48	одного и того	1	4
49	сих пор еще	2	4
50	и потому что	2	4
51	на то что	2	4
52	только то что	1	4
53	точно так же	3	4
54	так же как	3	4
55	в этой области	1	4
56	о том как	1	3
57	в таком случае	1	3
58	совершенно ясно что	1	3
59	в конце концов	3	3
60	и вместе с	4	3
61	с тем что	1	3
62	не только для	2	3
63	в настоящее время	1	3
64	в то время	1	3
65	широком смысле этого	1	3
66	что и в	1	3
67	не только как	1	3
68	с тем чтобы	4	3
69	но с другой	1	3
70	таким образом при	1	2
71	а следовательно и	1	2
72	в том числе	5	2
73	и тот же	1	2
74	потому что в	1	2
75	но они не	1	2
76	сами по себе	1	2
77	в силу этого	1	2
78	ничего общего с	2	2
79	таким образом если	2	2
80	иметь в виду	1	2
81	но для этого	1	2
82	и в то	1	2
83	что даже в	1	2
84	того момента как	1	2
85	бы то ни	2	2
86	в одном из	1	2
87	а вместе с	1	2
88	а так как	3	2
89	с того момента	2	2
90	один и тот	1	2
91	с течением времени	3	2
92	том или ином	1	2
93	можно сказать что	2	2
94	по сравнению с	2	2
95	таким образом в	2	2
96	из этих слов	1	2
97	все те же	1	2
98	мы видели выше	1	2
99	обе эти категории	1	2
100	вследствие того что	1	2
101	мы имеем в	1	2
102	тем или иным	1	2
103	в широком смысле	1	2
104	может быть и	2	2
105	это однако не	1	1
106	что оно имеет	1	1
107	с представлением о	1	1
108	оно превращается в	1	1
109	с этим и	1	1
110	отношение к нашей	1	1
111	только в силу	1	1
112	поскольку с одной	1	1
113	ни на какие	1	1
114	то что он	2	1
115	с первого взгляда	1	1
116	таким образом была	1	1
117	себе точный отчет	1	1
118	влечет за собой	2	1
119	мы должны признать	2	1
120	однако несмотря на	1	1
121	все это для	1	1
122	крайней мере в	1	1
123	свидетельствует о том	1	1
124	у всех народов	1	1
125	которые могли бы	1	1
126	это главным образом	1	1
127	и некоторые другие	1	1
128	все более и	1	1
129	именно потому что	1	1
130	сообразно с этим	1	1
131	нашей точки зрения	1	1
132	должны признать что	2	1
133	приблизительно то же	1	1
134	на пути к	2	1
135	потому что сама	1	1
136	в том или	1	1
137	и никогда не	1	1
138	принципиально отличается от	1	1
139	в этой роли	1	1
140	то ясно что	2	1
141	иначе связанные с	1	1
142	не только не	1	1
143	что в этом	1	1
144	то ни было	2	1
145	несмотря на все	1	1
146	чтобы она была	1	1
147	то же самое	2	1
148	на этот раз	1	1
149	с тех пор	2	1
150	но все это	2	1
151	лицом к лицу	1	1
152	тех пор как	1	1
153	потому что и	2	1
154	решиться взглянуть на	1	1
155	одном и том	1	1
156	в связь с	1	1
157	это как не	1	1
158	все же есть	1	1
159	и в этой	1	1
160	в этом последнем	1	1
161	и здесь не	1	1
162	может и не	1	1
163	те же что	1	1
164	с нашей точки	1	1
165	особенно важное значение	1	1
166	есть не более	1	1
167	как бы часть	1	1
168	и том же	1	1
169	что это есть	1	1
170	ни один из	1	1
171	тем что в	1	1
172	есть один из	1	1
173	и далее в	1	1
174	получается в результате	1	1
175	не только от	1	1
176	повседневной жизни и	1	1
177	по своему значению	1	1
178	что самый термин	1	1
179	а не как	1	1
180	общего с теориями	1	1
181	в самом этом	1	1
182	нашем смысле слова	1	1
183	имеем в виду	1	1
184	точки зрения а	1	1
185	и не потому	1	1
186	естественной реакцией против	1	1
187	могут рассматриваться как	1	1
188	одни из этих	1	1
189	ничего не стоит	1	1
190	можно говорить лишь	1	1
191	одном из своих	1	1
192	более и более	1	1
193	вовсе уже не	1	1
194	в силу этой	1	1
195	а именно само	1	1
196	не имеет никакого	1	1
197	или иначе связанные	1	1
198	не к этому	1	1
199	главным образом через	1	1
200	но точно так	1	1
201	не является исключительно	1	1
202	но все они	1	1
203	можно только в	1	1
204	же что и	1	1
205	в одном и	1	1
206	главным образом в	3	1
207	с самого начала	2	1
208	при таких условиях	1	1
209	не более как	1	1
210	что касается до	1	1
211	и не могут	1	1
212	ясно что и	1	1
213	но и для	2	1
214	и все же	1	1
215	что учение о	1	1
216	еще и потому	1	1
217	точный отчет в	1	1
218	притом не только	1	1
219	не к одному	1	1
220	в том виде	2	1
221	всяком случае в	1	1
222	и в смысле	1	1
223	из которых каждый	1	1
224	но и как	1	1
225	в силу самой	1	1
226	на первое место	1	1
