N	2gram	Vygotskiy_	Marksizm
1	чужой речи	1	85
2	точки зрения	27	69
3	может быть	25	64
4	и в	38	63
5	и не	16	55
6	как бы	17	53
7	не может	11	47
8	с точки	11	46
9	и его	5	41
10	в этом	35	39
11	таким образом	36	38
12	в процессе	33	33
13	как мы	14	32
14	языка и	1	31
15	в пределах	1	31
16	не только	16	29
17	речи в	7	29
18	то же	18	28
19	в нем	4	28
20	но и	9	27
21	в языке	3	26
22	связи с	14	25
23	речи и	11	25
24	самом деле	4	25
25	в самом	8	24
26	как и	20	24
27	прежде всего	6	24
28	только в	16	23
29	так и	11	23
30	и т.п	3	23
31	в том	59	22
32	то что	27	22
33	а не	7	22
34	при этом	13	20
35	так сказать	1	20
36	для него	6	20
37	если мы	12	20
38	не в	10	19
39	если бы	12	19
40	том что	44	19
41	в его	22	19
42	языка в	1	18
43	в ее	1	18
44	внутренней речи	19	18
45	в слове	3	18
46	и для	4	18
47	но в	4	18
48	вовсе не	5	18
49	все же	11	17
50	в сущности	3	17
51	по отношению	4	16
52	ни было	2	16
53	речевого общения	5	16
54	речь в	3	16
55	слова и	8	16
56	и как	11	16
57	в то	5	16
58	с помощью	64	15
59	во всех	3	15
60	в связи	9	15
61	отнюдь не	6	15
62	что он	13	15
63	русском языке	1	15
64	в русском	1	15
65	отношению к	3	15
66	в данном	1	14
67	хотя бы	2	14
68	в смысле	9	14
69	в своей	9	13
70	так же	26	13
71	речи мы	5	13
72	то ни	1	13
73	что в	31	13
74	и здесь	5	13
75	не является	13	13
76	того чтобы	15	13
77	было бы	15	13
78	мы не	14	13
79	слова в	8	13
80	для того	14	12
81	того же	12	12
82	бы то	1	12
83	в результате	6	12
84	выражение в	1	12
85	между тем	10	12
86	он не	6	12
87	в основе	32	12
88	высшей степени	11	12
89	является не	6	12
90	а в	7	12
91	в высшей	11	12
92	не столько	4	11
93	и того	5	11
94	к нему	1	11
95	мы уже	8	11
96	и что	15	11
97	и от	5	11
98	слова как	1	11
99	до сих	3	11
100	и на	9	11
101	и все	5	11
102	как в	14	11
103	еще не	6	11
104	друг друга	7	11
105	так как	19	11
106	все эти	9	11
107	в ней	3	11
108	сих пор	3	11
109	именно в	6	10
110	во всяком	10	10
111	самого начала	6	10
112	с другой	11	10
113	сказать что	10	10
114	к этому	5	10
115	никогда не	11	10
116	в своем	9	10
117	его в	8	10
118	в таком	4	10
119	одна из	2	10
120	в каждом	2	10
121	в основном	6	10
122	здесь мы	4	10
123	в большинстве	1	10
124	совершенно не	1	10
125	конечно не	1	10
126	в отличие	8	10
127	с его	3	10
128	здесь в	2	10
129	и потому	2	10
130	с самого	6	10
131	отличие от	8	10
132	к тому	8	9
133	одного и	5	9
134	только на	2	9
135	общения и	1	9
136	в нашем	2	9
137	точка зрения	1	9
138	в себе	9	9
139	лишь на	2	9
140	и следовательно	1	9
141	и это	7	9
142	а как	2	9
143	мы видели	8	9
144	что это	8	9
145	ни в	12	9
146	не имеет	3	9
147	и более	4	9
148	это не	5	9
149	как если	2	9
150	в истории	9	9
151	о языке	1	9
152	одной из	1	9
153	и эта	4	9
154	внутренняя речь	5	9
155	же самое	9	9
156	кроме того	1	8
157	не как	3	8
158	другой стороны	5	8
159	но что	3	8
160	и даже	4	8
161	и с	5	8
162	на этой	7	8
163	в данной	1	8
164	мы знаем	10	8
165	что и	14	8
166	у него	3	8
167	что не	1	8
168	тому что	3	8
169	ясно что	4	8
170	мы можем	13	8
171	не будет	2	8
172	в форме	2	8
173	за пределы	1	8
174	столь же	7	8
175	в отношении	14	8
176	сводится к	1	8
177	слове и	1	8
178	в каком	3	8
179	к другому	2	8
180	перед нами	15	8
181	в свою	4	8
182	этого слова	13	8
183	с этим	6	8
184	у нас	1	8
185	смысле этого	10	8
186	в их	12	8
187	в прямой	2	8
188	и их	4	8
189	и т.д	8	8
190	и ее	1	8
191	речь и	4	8
192	или иной	3	8
193	на то	7	8
194	от него	1	7
195	следует что	1	7
196	в этих	4	7
197	значения слова	9	7
198	не существует	1	7
199	в котором	3	7
200	и значение	2	7
201	и те	3	7
202	свою очередь	3	7
203	и формы	1	7
204	языка не	1	7
205	те же	6	7
206	нашей работы	1	7
207	как раз	1	7
208	в качестве	25	7
209	слово как	1	7
210	бы в	5	7
211	в этой	7	7
212	могут быть	9	7
213	оно может	2	7
214	там где	4	7
215	речи а	1	7
216	речи как	4	7
217	психологии и	1	7
218	с ними	3	7
219	может стать	2	7
220	на основе	29	7
221	по себе	11	7
222	той же	8	7
223	до конца	2	7
224	о том	6	7
225	того что	17	7
226	конечно в	2	7
227	в начале	5	7
228	далеко не	2	7
229	место в	3	7
230	в той	2	6
231	является в	4	6
232	по мере	1	6
233	от одного	2	6
234	в корне	2	6
235	уже не	3	6
236	входит в	7	6
237	одной стороны	8	6
238	в другом	3	6
239	знака в	3	6
240	в различных	1	6
241	как оно	5	6
242	и значением	1	6
243	с одной	8	6
244	с другими	3	6
245	здесь же	1	6
246	между ними	6	6
247	не есть	5	6
248	речевое общение	4	6
249	всяком случае	10	6
250	этот вопрос	5	6
251	с ее	5	6
252	смысле слова	5	6
253	говорящего и	1	6
254	зависимости от	7	6
255	ничего общего	4	6
256	не имеют	2	6
257	и между	4	6
258	что же	1	6
259	тем же	8	6
260	для всего	2	6
261	слово и	1	6
262	тот же	10	6
