N	3gram	Bakhtin_Pr	Sovremen
1	мы не можем	1	6
2	с точки зрения	21	5
3	в каждом отдельном	1	5
4	в зависимости от	5	4
5	не может быть	8	4
6	что же это	1	3
7	с самого начала	3	3
8	друг с другом	4	2
9	то же самое	1	2
10	во всяком случае	3	2
11	тем не менее	1	2
12	же это за	1	2
13	в отличие от	3	2
14	может быть и	1	2
15	он может быть	2	1
16	для этих процессов	1	1
17	с ним или	1	1
18	что дело идет	2	1
19	не было бы	1	1
20	всяком случае не	1	1
21	вопрос о принципиальной	1	1
22	то ни было	2	1
23	таким образом все	2	1
24	в том что	10	1
25	и именно в	1	1
26	но все эти	1	1
27	если бы эти	1	1
28	на самом деле	4	1
29	дело идет о	4	1
30	не могут быть	1	1
31	еще раз подчеркнуть	2	1
32	до сих пор	3	1
33	может быть иногда	1	1
34	в которой он	1	1
35	своими собственными законами	1	1
36	а может быть	2	1
37	сами по себе	4	1
38	в новое время	1	1
39	науке а в	1	1
40	с одной и	1	1
41	лишь там где	2	1
42	ни в один	1	1
43	может быть в	1	1
44	в самом деле	5	1
45	какой бы то	1	1
46	дело в том	1	1
47	может находиться в	1	1
48	могут быть поняты	1	1
49	и могут быть	1	1
50	той или иной	3	1
51	можно говорить об	1	1
52	в науке а	1	1
53	в данном случае	3	1
54	но все же	3	1
55	равно как и	1	1
56	совершенно так же	2	1
57	принципиально не может	1	1
58	раз подчеркнуть что	1	1
59	и той же	1	1
60	одной и той	1	1
61	она и не	1	1
62	они не могут	1	1
63	образом все элементы	1	1
64	в известном смысле	1	1
65	в самом конце	1	1
66	мы видим не	1	1
67	со всеми ее	1	1
68	так же как	4	1
69	то же время	10	1
70	не в том	1	1
71	прежде всего необходимо	1	1
72	между всеми элементами	1	1
73	а не только	2	1
74	она не может	3	1
75	по отношению к	17	1
76	о жизни и	1	1
77	в то же	10	1
78	оно может быть	2	1
79	бы то ни	3	1
80	собственную точку зрения	1	1
81	только и могут	1	1
82	теперь мы должны	1	1
83	на этот вопрос	1	1
84	его и не	2	1
85	несмотря на кажущуюся	1	1
86	и в этом	8	1
87	данном случае и	1	1
88	по крайней мере	3	1
89	в этом случае	1	1
90	и есть то	1	1
91	все эти три	1	1
92	можно было бы	4	1
93	именно в том	2	1
94	в этом смысле	12	1
95	и в то	3	1
96	в себе в	1	1
97	и не может	3	1
98	но тем не	1	1
99	зависимости от различных	1	1
100	раз и навсегда	2	1
101	мы видим что	2	1
102	может быть только	3	1
