N	3gram	Bakhtin_Pr	Istorich
1	и т д	1	142
2	с другой стороны	4	46
3	до сих пор	1	30
4	с одной стороны	3	28
5	в том что	3	25
6	не может быть	11	24
7	тем не менее	3	23
8	не только в	2	19
9	в связи с	1	17
10	о том как	1	15
11	в данном случае	4	15
12	по отношению к	19	14
13	на то что	1	14
14	в некоторых случаях	1	14
15	в то время	1	13
16	то время как	1	13
17	но и в	2	12
18	не что иное	1	11
19	что иное как	1	11
20	как и в	1	10
21	можно было бы	3	10
22	как мы увидим	3	9
23	в таких случаях	1	9
24	то же самое	2	8
25	таким образом и	1	8
26	на этот вопрос	1	8
27	подобно тому как	1	8
28	в большинстве случаев	5	7
29	смысле этого слова	1	7
30	то что в	1	7
31	с тем что	1	7
32	так например в	1	7
33	если бы мы	1	7
34	что и здесь	1	7
35	и в других	1	6
36	для того чтобы	2	5
37	мы еще не	1	5
38	т д мы	1	5
39	в отличие от	5	5
40	со всех сторон	2	5
41	в нем и	1	5
42	есть не что	1	5
43	так и в	2	5
44	на самом деле	3	5
45	мы здесь не	2	4
46	и может быть	1	4
47	с точки зрения	6	4
48	вопрос о том	1	4
49	оно может быть	1	4
50	еще не вполне	1	4
51	иметь в виду	1	4
52	по себе не	1	4
53	и тем не	1	4
54	уже выше в	1	4
55	сами по себе	1	4
56	можно сказать что	2	4
57	а иногда и	1	4
58	это и есть	1	4
59	одной стороны и	1	3
60	все то что	3	3
61	в этом направлении	1	3
62	в иных случаях	3	3
63	и тем самым	2	3
64	может быть понят	1	3
65	к тому что	1	3
66	но никогда не	1	3
67	можно найти в	1	3
68	тесно связан с	1	3
69	дело в том	1	3
70	с другой же	2	3
71	в другом случае	1	3
72	другой же стороны	2	3
73	по сравнению с	1	3
74	но далеко не	1	3
75	не в том	1	3
76	то ни было	2	3
77	бы то ни	3	3
78	таким образом в	1	3
79	в том смысле	1	3
80	в связи со	1	3
81	что в некоторых	1	3
82	и в области	2	3
83	в его работе	1	2
84	она никогда не	1	2
85	в том как	1	2
86	и т п	13	2
87	в самом деле	3	2
