N	2gram	Vygotskiy_	Tvorches
1	и в	47	56
2	как бы	13	41
3	в его	7	37
4	в то	10	30
5	в романах	1	30
6	то же	16	25
7	не только	36	24
8	же время	1	24
9	но в	9	24
10	как и	19	23
11	и не	27	23
12	а в	3	23
13	и его	14	23
14	в этом	47	22
15	и т	1	22
16	что в	23	21
17	в том	38	21
18	он не	5	19
19	том что	28	19
20	может быть	20	19
21	потому что	26	19
22	у него	2	18
23	то что	40	18
24	таким образом	38	17
25	и на	4	17
26	что он	13	17
27	все это	5	17
28	при этом	4	16
29	но и	19	16
30	никогда не	7	16
31	как в	7	16
32	прежде всего	9	16
33	не может	23	16
34	и с	5	15
35	но это	4	15
36	в этой	7	15
37	с его	1	15
38	и даже	3	14
39	это не	6	14
40	о том	5	13
41	а не	7	13
42	в котором	6	12
43	тем самым	14	12
44	в целом	7	12
45	в своей	4	11
46	все же	7	11
47	отнюдь не	2	11
48	для него	6	11
49	в самом	15	10
50	представление о	8	10
51	нашему мнению	2	10
52	он сам	2	10
53	не в	7	10
54	в конце	5	10
55	только в	24	10
56	когда он	2	10
57	в основном	4	10
58	уже в	3	10
59	так и	8	10
60	но не	13	10
61	как будто	1	10
62	по нашему	1	10
63	в своих	2	9
64	наряду с	2	9
65	по природе	2	9
66	а затем	2	9
67	в изображении	1	9
68	и от	6	9
69	один из	3	9
70	в свою	3	9
71	человека в	1	9
72	в нем	6	9
73	даже в	2	8
74	именно в	9	8
75	в соответствии	1	8
76	не менее	6	8
77	так же	26	8
78	к этому	2	8
79	хотя и	4	8
80	одним из	3	8
81	вместе с	19	8
82	соответствии с	1	8
83	одной из	4	8
84	еще не	5	8
85	в себе	14	8
86	так как	25	8
87	в их	4	8
88	н м	2	8
89	на его	3	8
90	об этом	4	8
91	вовсе не	3	8
92	по сути	1	8
93	в этих	2	7
94	например в	5	7
95	уже не	1	7
96	казалось бы	4	7
97	за собой	1	7
98	что она	8	7
99	и он	4	7
100	в которой	16	7
101	в чем	5	7
102	самом деле	6	7
103	сути дела	2	7
104	в момент	4	6
105	еще более	1	6
106	и как	7	6
107	конечном счете	2	6
108	но у	1	6
109	одна из	2	6
110	его в	7	6
111	в конечном	2	6
112	так что	8	6
113	и ее	3	6
114	а потому	1	6
115	с ним	5	6
116	если бы	8	6
117	и все	5	6
118	приводит к	10	6
119	все эти	7	6
120	ли не	3	6
121	место в	1	6
122	и другие	1	5
123	из всех	5	5
124	в пользу	6	5
125	мысли и	13	5
126	быть может	1	5
127	в них	3	5
128	что этот	6	5
129	с другой	7	5
130	приходит к	1	5
131	по отношению	10	5
132	как правило	2	5
133	в своем	3	5
134	в одной	6	5
135	во всей	3	5
136	все время	3	5
137	из них	2	5
138	что они	11	5
139	что у	4	5
140	на него	1	5
141	в ее	7	5
142	что и	4	5
143	не было	1	5
144	что не	2	5
145	в таком	2	5
146	я не	3	5
147	и это	2	5
148	и у	1	5
149	а с	3	5
150	что это	7	5
151	в наше	1	5
152	если не	1	5
153	между тем	2	5
154	в первой	3	5
155	дело не	1	5
156	значит что	1	5
157	показывает что	6	5
158	не так	1	5
159	на деле	2	5
160	та же	2	5
161	с этим	5	5
162	самим собой	2	5
163	это все	1	5
164	в истории	1	5
165	начиная с	1	5
166	до конца	8	5
167	том же	7	5
168	но если	5	5
169	ничего не	2	5
170	из этой	1	5
171	мы не	10	5
172	в литературе	1	5
173	как у	1	5
174	бы не	1	5
175	в виде	2	5
176	но с	4	5
177	но эта	2	5
178	и по	6	5
179	и других	5	5
180	что я	1	5
181	это как	1	5
182	как он	1	5
183	отношению к	9	5
184	в известной	1	5
185	с этой	5	4
186	с собой	3	4
187	тем что	14	4
188	но эти	2	4
189	представляет собой	23	4
190	по самой	6	4
191	только на	5	4
192	говорить о	1	4
193	говорит что	3	4
194	рассказывает о	1	4
195	самого начала	13	4
196	с большим	2	4
197	что все	6	4
198	точки зрения	39	4
199	это значит	1	4
200	к нему	5	4
201	мы видим	10	4
202	и мы	1	4
203	и потому	3	4
204	с точки	31	4
205	и через	1	4
206	не знает	3	4
207	что его	2	4
208	который в	1	4
209	же как	14	4
210	так сказать	1	4
211	сих пор	6	4
212	в такой	6	4
213	не был	1	4
214	в каждом	3	4
215	не означает	4	4
216	вся история	2	4
217	не мог	2	4
218	как это	7	4
219	но только	5	4
220	и я	1	4
221	на стороне	1	4
222	этот вопрос	2	4
223	ту же	4	4
224	как известно	6	4
225	заставляет нас	1	4
226	могут быть	7	4
227	о его	3	4
228	и есть	4	4
229	до сих	6	4
230	известно что	3	4
231	утверждает что	1	4
232	в которых	3	4
233	года и	1	4
234	перед нами	3	4
235	это и	7	4
236	его и	2	4
237	в основе	5	4
238	и более	2	4
239	связана с	4	4
240	времени и	1	4
241	при помощи	1	4
242	между людьми	1	4
243	в отличие	4	4
244	той же	13	4
245	того что	27	4
246	зависит от	3	4
247	дело в	1	4
248	с самого	13	4
249	он говорит	1	4
250	он ни	1	4
251	отличие от	4	4
252	но он	3	4
253	в частности	4	4
254	еще в	3	4
255	далеко не	1	4
256	у нее	5	4
257	в плане	3	4
258	такой же	4	4
259	и наконец	4	4
260	что на	5	4
261	и к	11	3
262	психологического анализа	4	3
263	только что	7	3
264	кроме того	1	3
265	в виду	5	3
266	другой стороны	3	3
267	но что	2	3
268	по себе	5	3
269	это определение	1	3
270	связь с	1	3
271	в первом	6	3
272	к осознанию	2	3
273	мысль о	1	3
274	к самому	2	3
275	только для	1	3
276	отличается от	6	3
277	так например	1	3
278	к тому	13	3
279	на все	1	3
280	во всяком	2	3
281	можно сказать	9	3
282	года до	1	3
283	в свете	9	3
284	вот почему	3	3
285	в этот	3	3
286	точно так	3	3
287	как она	6	3
288	в одном	4	3
289	перед ним	1	3
290	с другим	3	3
291	и еще	1	3
292	сказать что	18	3
293	м о	1	3
294	едва ли	5	3
295	то в	4	3
296	время в	3	3
297	мы знаем	5	3
298	несмотря на	2	3
299	сильнее чем	1	3
300	к которому	3	3
301	тому же	2	3
302	как по	5	3
303	для того	24	3
304	себя как	1	3
305	не есть	4	3
306	в себя	4	3
307	действительности и	1	3
308	со всеми	2	3
309	на этом	4	3
310	всяком случае	1	3
311	эти слова	1	3
312	совсем не	2	3
313	идей и	1	3
314	и тем	10	3
315	но зато	1	3
316	должны быть	5	3
317	и что	14	3
318	в направлении	6	3
319	что для	3	3
320	его как	1	3
321	и др	1	3
322	любви к	1	3
323	его к	2	3
324	там где	7	3
325	от ее	3	3
326	гораздо более	4	3
327	в один	1	3
328	и особенно	2	3
329	пришел к	1	3
330	во второй	5	3
331	же самая	2	3
332	если в	6	3
333	его с	3	3
334	для себя	24	3
335	до этого	1	3
336	заключается в	14	3
337	развития в	5	3
338	в процессе	12	3
339	может не	1	3
340	никто не	2	3
341	о котором	1	3
342	не является	4	3
343	и тогда	3	3
344	в образах	1	3
345	и до	3	3
346	действия и	4	3
347	нет и	4	3
348	как мы	24	3
349	на этот	2	3
350	только с	2	3
351	друг друга	9	3
352	как к	4	3
353	в любви	2	3
354	но на	3	3
355	что оно	9	3
356	действительности в	3	3
357	и вот	1	3
358	он и	1	3
359	что с	7	3
360	ее в	11	3
361	на самом	3	3
362	у нас	3	3
363	сами являются	1	3
364	мы находим	3	3
365	не существует	1	3
366	или в	2	3
367	иного рода	1	3
368	этого вопроса	3	3
369	при виде	1	3
370	не по	7	3
371	нельзя не	2	3
372	в ней	5	3
373	по этому	4	3
374	из этих	6	3
375	а по	4	3
376	и их	7	3
377	не с	3	3
378	с ее	2	3
379	в начале	6	3
380	в другом	3	3
381	лишь в	3	3
382	дает ему	1	3
383	отношение к	8	3
384	к ней	2	3
385	самой своей	5	3
386	одного из	2	3
387	в ходе	14	3
388	бы он	1	3
389	в области	5	3
390	и только	7	3
391	это в	2	3
392	к другим	11	3
393	более того	2	3
394	сказывается в	2	2
395	является в	7	2
396	все что	7	2
397	еще раз	1	2
398	и лишь	1	2
399	не мешает	1	2
400	по выражению	2	2
401	думается что	1	2
402	в результате	3	2
403	ясно что	4	2
404	по способу	1	2
405	по мере	10	2
406	одновременно все	1	2
407	чем их	1	2
408	с тем	8	2
409	начинается с	2	2
410	только через	1	2
411	приходит в	1	2
412	их в	2	2
413	и очень	1	2
414	одновременно и	3	2
415	в одно	1	2
416	но мы	5	2
417	связано с	4	2
418	и того	3	2
419	в первую	3	2
420	в данном	7	2
421	из других	1	2
422	не могли	5	2
423	в действительности	3	2
424	которой он	2	2
425	нас и	2	2
426	представляется нам	3	2
427	между вещами	1	2
428	входит в	3	2
429	имеет в	4	2
430	только как	2	2
431	но даже	2	2
432	другом в	1	2
433	своим собственным	1	2
434	к своей	1	2
435	самого себя	1	2
436	свою очередь	3	2
437	так мы	1	2
438	но этот	2	2
439	на ней	2	2
440	как на	8	2
441	настоящее время	1	2
442	нас на	2	2
443	ключ к	3	2
444	это отношение	3	2
445	содержит в	4	2
446	по поводу	3	2
447	он живет	1	2
448	о чем	8	2
449	точка зрения	2	2
450	не просто	1	2
451	того же	7	2
452	свои собственные	1	2
453	этом плане	1	2
454	жизнь и	1	2
455	во всех	9	2
456	мышления и	16	2
457	с одной	7	2
458	на том	2	2
459	внимание на	4	2
460	в раннем	3	2
461	начала и	1	2
462	на этих	2	2
463	как раз	6	2
464	тем не	4	2
