N	2gram	Propp_Isto	Myslijsy
1	потому что	12	182
2	и в	40	121
3	может быть	37	107
4	в том	12	103
5	то что	17	83
6	для нас	17	75
7	что в	19	73
8	и не	19	73
9	только в	16	72
10	не только	28	67
11	а не	18	67
12	таким образом	13	64
13	в языке	1	60
14	в этом	13	59
15	но и	21	59
16	том что	11	59
17	так как	20	59
18	то же	21	56
19	не в	11	54
20	если бы	8	53
21	в себе	6	53
22	по себе	4	52
23	не может	19	52
24	того что	6	47
25	было бы	11	45
26	в нем	8	45
27	не есть	2	42
28	как и	5	42
29	так что	9	39
30	вместе с	13	39
31	что и	9	38
32	мы не	12	38
33	при этом	6	37
34	как в	7	37
35	так и	13	37
36	тогда когда	2	36
37	что мы	9	36
38	точно так	8	35
39	тем что	7	33
40	и что	14	32
41	по отношению	6	30
42	а в	15	30
43	что не	2	29
44	между тем	2	29
45	но не	7	29
46	вовсе не	3	28
47	мы можем	7	28
48	для него	2	28
49	есть только	3	28
50	с этим	5	27
51	могут быть	5	27
52	не было	3	26
53	независимо от	1	26
54	и т	39	26
55	то и	2	26
56	отношению к	6	26
57	этого слова	1	25
58	между собою	1	24
59	в то	4	24
60	с тем	13	23
61	как бы	6	23
62	того как	6	23
63	по мере	4	22
64	то это	9	22
65	с другой	8	22
66	только тогда	1	22
67	но в	13	22
68	и потому	3	21
69	не менее	7	21
70	мысль о	2	20
71	в одном	8	20
72	это не	8	20
73	в ней	10	20
74	и как	3	19
75	но это	8	19
76	сказать что	7	19
77	с ним	3	19
78	тем не	7	19
79	что это	12	19
80	и то	3	19
81	из этих	2	19
82	о том	12	19
83	тем самым	2	19
84	должно быть	2	19
85	есть не	2	19
86	в таком	1	18
87	там же	3	18
88	для того	1	18
89	не могут	3	18
90	бы не	1	18
91	в каком	2	18
92	еще не	14	18
93	со стороны	3	17
94	заметить что	2	17
95	что оно	1	17
96	уже в	2	17
97	в его	10	17
98	во всяком	1	17
99	слова в	2	17
100	не можем	4	17
101	и на	6	16
102	к тому	6	16
103	так же	18	16
104	в своем	5	16
105	в которой	2	16
106	а только	3	16
107	в них	2	16
108	слово есть	1	16
109	или же	1	16
110	есть нечто	1	16
111	что если	2	16
112	и наоборот	1	16
113	на то	6	16
114	в этих	17	15
115	уже не	3	15
116	только как	1	15
117	с одной	8	15
118	с другими	2	15
119	и тем	2	15
120	и по	4	15
121	что он	32	15
122	т д	35	15
123	прежде всего	15	15
124	тому как	3	15
125	все же	17	14
126	в одно	1	14
127	в природе	1	14
128	в котором	5	14
129	в действительности	2	14
130	то в	1	14
131	связи с	10	14
132	так сказать	3	14
133	во всех	3	14
134	когда мы	4	14
135	столь же	2	14
136	там где	5	14
137	мере того	4	14
138	должны быть	4	14
139	сам по	1	14
140	в истории	2	14
141	мы должны	17	14
142	само по	2	14
143	те же	1	13
144	например в	7	13
145	из них	5	13
146	т п	1	13
147	и все	1	13
148	зависит от	3	13
149	смысле этого	2	13
150	образом в	2	13
151	и может	1	13
152	и его	5	13
153	от него	1	12
154	одно из	2	12
155	другой стороны	7	12
156	до сих	11	12
157	более или	5	12
158	не то	4	12
159	никогда не	25	12
160	хотя и	1	12
161	быть только	1	12
162	и вместе	2	12
163	сих пор	12	12
164	оно не	1	12
165	что же	4	12
166	себе представить	1	12
167	относится к	2	12
168	друг друга	2	12
169	что такое	3	12
170	все это	6	12
171	или менее	5	12
172	как мы	3	12
173	что на	1	12
174	и если	4	11
175	в первом	1	11
176	только для	3	11
177	которые мы	1	11
178	только на	2	11
179	и это	2	11
180	к нему	3	11
181	в состоянии	2	11
182	его в	15	11
183	и притом	1	11
184	подобно тому	3	11
185	в силу	7	11
186	мы видели	4	11
187	сами по	1	11
188	того чтобы	3	11
189	быть не	2	11
190	к ней	3	11
191	той же	1	11
192	что для	1	11
193	что например	3	11
194	и только	4	11
195	другими словами	8	11
196	и их	4	11
197	же что	2	11
198	указывает на	2	11
199	быть названо	1	10
200	но тем	1	10
201	и с	5	10
202	хотя бы	5	10
203	одной стороны	7	10
204	духа и	1	10
205	находится в	6	10
206	мы видим	16	10
207	и мы	2	10
208	что при	3	10
209	и следовательно	1	10
210	что как	1	10
211	в других	3	10
212	бы в	2	10
213	можно бы	2	10
214	и от	2	10
215	и есть	5	10
216	бы быть	4	10
217	он не	10	10
218	то время	3	10
219	том как	3	10
220	тех пор	1	10
221	если мы	4	10
222	тем же	1	10
223	и для	5	10
224	образ и	1	10
225	и другое	2	10
226	так в	7	10
227	между прочим	3	10
228	по которому	1	10
229	только по	2	10
230	тому что	1	10
231	есть средство	1	9
232	то не	3	9
233	ко всем	1	9
234	и даже	4	9
235	вопрос о	8	9
236	во многих	2	9
237	об отношении	1	9
238	связь между	4	9
239	до того	1	9
240	на него	7	9
241	что она	10	9
242	что хотя	1	9
243	могли бы	3	9
244	в нее	2	9
245	во время	5	9
246	от нее	1	9
247	не будет	1	9
248	один из	10	9
249	известно что	1	9
250	себе не	2	9
251	самом деле	2	9
252	никто не	3	9
253	но оно	4	9
254	слова для	1	9
255	это было	2	9
256	не все	5	9
257	и других	1	9
258	до тех	1	9
259	далеко не	1	9
260	но вместе	1	9
261	в целом	3	9
262	и о	1	9
263	таким же	1	9
264	во всем	3	8
265	говорить о	1	8
266	не как	3	8
267	но все	9	8
268	вслед за	7	8
269	именно в	5	8
270	что по	1	8
271	их в	7	8
272	в более	2	8
273	так например	7	8
274	была бы	2	8
275	что они	13	8
276	только не	1	8
277	мы в	4	8
278	одним словом	4	8
279	не так	2	8
280	можно видеть	2	8
281	с ними	2	8
282	в которых	2	8
283	между ними	2	8
284	внимание на	1	8
285	и тогда	3	8
286	остается только	1	8
287	при помощи	2	8
288	нельзя сказать	1	8
289	не из	1	8
290	в самой	1	8
291	тот же	3	8
292	как кажется	1	8
293	этом случае	3	8
294	на вопрос	4	8
295	то мы	6	8
296	на самом	3	8
297	или в	6	8
298	и более	3	8
299	такое же	1	8
300	словом и	1	8
301	помнить что	1	8
302	или что	1	8
303	по его	3	8
304	в разных	2	7
305	тем как	1	7
306	но что	2	7
307	на основании	1	7
308	связь с	8	7
309	все эти	6	7
310	к другим	1	7
311	в жизни	2	7
312	но мы	2	7
313	не существует	2	7
314	одно целое	1	7
315	не всегда	9	7
316	превращается в	4	7
317	самого начала	4	7
318	видно что	9	7
319	указания на	1	7
320	что именно	1	7
321	к этому	2	7
322	на котором	5	7
323	что у	3	7
324	то оно	1	7
325	несмотря на	1	7
326	или не	1	7
327	одном из	1	7
328	в эту	3	7
329	на себе	1	7
330	но как	2	7
331	она не	6	7
332	и та	1	7
333	и тот	3	7
334	этом смысле	1	7
335	могла бы	3	7
336	значение и	2	7
337	есть вместе	1	7
338	них не	2	7
339	а как	2	7
340	воспоминание о	2	7
341	все в	2	7
342	за ним	1	7
343	его с	1	7
344	от нас	1	7
345	в другой	4	7
346	не более	2	7
347	себя и	2	7
348	о котором	1	7
349	этот образ	1	7
350	и во	1	7
351	мысли не	1	7
352	дает нам	3	7
353	в таких	4	7
354	как она	3	7
355	один и	2	7
356	не имеют	1	7
357	с самого	4	7
358	образом мы	3	7
359	не с	3	7
360	на это	3	7
361	не знаем	3	7
362	и к	1	6
363	для всех	2	6
364	же и	3	6
365	увидим что	8	6
366	нас в	2	6
367	образом и	1	6
368	в виду	2	6
369	вопрос об	1	6
370	его на	1	6
371	а именно	5	6
372	в своей	2	6
373	должно бы	1	6
374	есть то	1	6
375	одно время	1	6
376	как оно	3	6
377	себе в	1	6
378	к ним	4	6
379	в лес	34	6
380	к которому	5	6
381	или если	1	6
382	связанное с	1	6
383	после того	2	6
384	это будет	1	6
385	ни было	2	6
386	в ее	2	6
387	у него	5	6
388	но он	5	6
389	заключить что	2	6
390	выше мы	6	6
391	могло бы	1	6
392	мы уже	7	6
393	хотя в	3	6
394	же самое	3	6
395	главным образом	2	6
396	друг другу	1	6
397	но есть	3	6
398	показывает что	7	6
399	например что	1	6
400	должна быть	5	6
401	в сущности	2	6
402	никак не	1	6
403	от другого	1	6
404	от их	1	6
405	которые могут	3	6
406	к нам	1	6
407	да и	3	6
408	друг от	1	6
409	и уже	1	6
410	в этой	9	6
411	указывают на	1	6
412	мог бы	3	6
413	при котором	1	6
414	в образе	3	6
415	слово и	1	6
416	но если	4	6
417	художественного произведения	1	6
418	но на	1	6
419	то он	2	6
420	у нас	1	6
421	в их	6	6
422	в виде	2	6
423	что ни	1	6
424	от друга	1	6
425	на нее	3	6
426	в стороне	4	6
427	при таком	2	6
428	на его	2	6
429	об этом	11	6
430	предположить что	2	6
431	все более	1	6
432	его не	3	6
433	как он	5	6
434	в один	1	6
435	оно должно	1	6
436	мы бы	1	6
437	человек не	1	6
438	в той	1	5
439	только из	2	5
440	были бы	2	5
441	даже в	5	5
442	или нет	1	5
443	не столько	1	5
444	или от	1	5
445	в некотором	2	5
446	времени и	1	5
447	не дается	1	5
448	начнем с	1	5
449	входит в	1	5
450	но даже	1	5
451	состоит в	1	5
452	значительной степени	1	5
453	конечно не	2	5
454	на ней	1	5
455	когда человек	1	5
456	том чтобы	2	5
457	в нашем	1	5
458	уже по	1	5
459	лишь тогда	1	5
460	на том	1	5
461	только при	1	5
462	а с	4	5
463	чем в	2	5
464	одним из	2	5
465	и дух	1	5
466	одна из	4	5
467	полагает что	1	5
468	и у	1	5
469	оно и	2	5
470	можно было	8	5
471	этот вопрос	7	5
472	нет но	1	5
473	над всеми	1	5
474	если это	3	5
475	природы и	1	5
476	однако в	2	5
477	есть еще	3	5
478	с течением	1	5
479	можно только	1	5
480	в процессе	1	5
481	время как	3	5
482	можно назвать	3	5
483	не видно	2	5
484	из которого	1	5
485	известной степени	1	5
486	быть назван	2	5
487	перед нами	5	5
488	о человеке	1	5
489	вытекает из	1	5
490	в течение	1	5
491	эта мысль	3	5
492	когда например	2	5
493	на этот	2	5
494	и здесь	15	5
495	ответ на	3	5
496	они не	8	5
497	это можно	1	5
498	мы имеем	25	5
499	что одно	1	5
500	а это	1	5
501	на которой	2	5
502	слова а	1	5
503	нет ничего	2	5
504	то к	1	5
505	виду что	1	5
506	за тем	1	5
507	в какой	4	5
508	не подлежит	1	5
509	но уже	3	5
510	в области	2	5
511	что эти	5	5
512	не говоря	1	5
513	том случае	1	5
