N	3gram	Tiupa_Hudo	Analitik
1	в том что	15	25
2	не может быть	5	19
3	по отношению к	15	18
4	в то же	11	16
5	о том что	14	15
6	в данном случае	3	14
7	в отличие от	1	14
8	то же время	11	14
9	той или иной	1	14
10	факторов художественного впечатления	1	13
11	в конечном счете	4	11
12	на наш взгляд	6	11
13	мы имеем дело	1	11
14	так и не	3	10
15	того или иного	4	9
16	с другой стороны	1	9
17	в свою очередь	1	9
18	подобно тому как	4	9
19	с одной стороны	4	9
20	присутствия в мире	1	8
21	состоит в том	3	8
22	с точки зрения	5	8
23	как и в	5	8
24	не только в	4	8
25	в этом отношении	4	8
26	в свое время	1	7
27	в таком случае	1	7
28	во всяком случае	1	7
29	тем не менее	6	6
30	так или иначе	3	6
31	не более чем	2	6
32	а всего лишь	2	5
33	не только не	3	5
34	роли в миропорядке	2	5
35	в русской литературе	3	5
36	во времени и	1	5
37	в этом случае	1	5
38	времени и пространстве	1	5
39	как уже говорилось	1	5
40	имеем дело с	1	5
41	в этом контексте	1	5
42	лишь в том	1	4
43	в самом начале	1	4
44	малая эпическая форма	1	4
45	до известной степени	1	4
46	составляет своего рода	1	4
47	все той же	1	4
48	в самом деле	5	4
49	для того чтобы	2	4
50	не в том	2	4
51	не сводится к	1	4
52	художественного целого в	1	4
53	в соответствии с	1	4
54	в равной степени	1	4
55	автора и читателя	1	4
56	и в этом	3	4
57	в ответ на	1	4
58	себя в другом	2	4
59	дело здесь не	1	4
60	в этом смысле	1	4
61	в известном смысле	1	4
62	в значительной степени	3	4
63	том что он	1	4
64	едва ли не	1	4
65	и то что	1	3
66	и т п	10	3
67	хотя бы и	1	3
68	в том числе	1	3
69	обнаруживает себя в	1	3
70	сами по себе	1	3
71	повествователем и героем	1	3
72	именно в этом	1	3
73	бы то ни	1	3
74	в первом случае	2	3
75	речь идет о	2	3
76	между тем как	1	3
77	а в том	1	3
78	как нам кажется	1	3
79	а не в	1	3
80	в связи с	3	3
81	то же самое	3	3
82	в пределах текста	1	3
83	в этой связи	5	3
84	как раз и	1	3
85	как нам представляется	2	3
86	в немалой степени	2	3
87	если говорить о	2	3
88	человеческого я в	1	3
89	тогда как в	1	3
90	и в самом	4	3
91	между повествователем и	1	3
92	можно сказать что	1	3
93	и все же	1	3
94	дело в том	1	3
95	содержит в себе	2	3
96	в своей эстетической	1	3
97	по нашему убеждению	2	3
98	при встрече с	2	3
99	между тем в	2	3
100	тот или иной	1	3
101	в качестве некоторого	1	2
102	что он не	3	2
103	стать самим собою	1	2
104	же самое время	1	2
105	такой же мере	2	2
106	собой один из	1	2
107	по своему происхождению	1	2
108	с этой точки	1	2
109	более или менее	1	2
110	можно было бы	5	2
111	найти себя в	1	2
112	полном соответствии с	1	2
113	одних и тех	2	2
114	другого в себе	1	2
115	друг с другом	1	2
116	в литературном произведении	1	2
117	до сих пор	3	2
118	как правило не	1	2
119	и тех же	2	2
120	в такой же	2	2
121	а тем более	1	2
122	другом найдя другого	1	2
123	а с другой	1	2
124	принимает на себя	1	2
125	к тому что	8	2
126	это своего рода	2	2
127	в художественном тексте	1	2
128	в чистом виде	1	2
129	во многих отношениях	1	2
130	таит в себе	1	2
131	в том и	1	2
132	в миропорядке то	1	2
133	никогда не бывает	1	2
134	в полном соответствии	1	2
135	на то что	2	2
136	совокупности факторов художественного	1	2
137	в противоречие с	2	2
138	иной эстетической природы	1	2
139	заключается в том	1	2
140	тогда как его	1	2
141	этой точки зрения	1	2
142	с самим собою	1	2
143	не в состоянии	1	2
144	того и другого	1	2
145	но и его	1	2
146	а между тем	3	2
147	и того и	1	2
148	тейяра де шардена	1	2
149	представляет собой один	1	2
150	не будем забывать	1	2
151	на жизнь и	1	2
152	в одной из	1	2
153	о свободе воли	1	2
154	мы узнаем о	1	2
155	но в то	3	2
156	при этом он	1	2
157	по своей природе	2	2
158	в другом найдя	1	2
159	при этом что	1	2
160	в равной мере	2	2
161	с самим собой	1	2
162	на первый взгляд	1	2
163	найдя другого в	1	2
164	что же касается	2	2
165	прежде всего в	1	2
166	нет и не	1	2
167	упускать из виду	1	2
168	что несмотря на	1	2
169	из виду что	1	1
170	с кротким мягким	1	1
171	анекдот конденсируется в	1	1
172	обойтись без другого	1	1
173	нашему убеждению повести	1	1
174	во времени или	1	1
175	без другого я	1	1
176	становится героем анекдота	1	1
177	но то что	1	1
178	мы вынуждены будем	1	1
179	в частности к	1	1
180	и дело не	1	1
181	остается один и	1	1
182	организации художественного целого	1	1
183	может быть прочитана	1	1
184	ему самому в	1	1
185	как будто бы	3	1
186	человека в мире	1	1
187	что она не	2	1
188	и к себе	1	1
189	одна из традиционных	1	1
190	анекдоту и притче	1	1
191	но еще и	2	1
192	ни то ни	1	1
193	по себе а	1	1
194	было бы определить	1	1
195	о том как	4	1
196	между я и	2	1
197	темной родинкой и	1	1
198	дело не только	2	1
199	не байрон я	1	1
200	только для того	1	1
201	снята а так	1	1
202	ни с какой	2	1
203	состоит что он	1	1
204	сразу же после	1	1
205	точка отсчета в	1	1
206	дамы с собачкой	5	1
207	на сверхличную значимость	1	1
208	целостного духовного самоопределения	3	1
209	недуховность была бы	1	1
210	постепенно снята а	1	1
211	в самом центре	1	1
212	несмотря на то	1	1
213	в себя и	1	1
214	в художественном мире	2	1
215	самом деле в	2	1
216	то или иное	1	1
217	однако и здесь	1	1
218	таков что душевная	1	1
219	специфически человеческий способ	1	1
220	и точность словесного	1	1
221	теории литературы и	1	1
222	в русской культуре	1	1
223	точки зрения в	1	1
224	ни у кого	1	1
225	в состоянии заменить	1	1
226	перед нами своего	1	1
227	жалостливая барышня с	1	1
228	духовного самоопределения личности	1	1
229	в качестве субъектов	1	1
230	диалог согласия между	1	1
231	согласно мифологическим представлениям	1	1
232	с ним в	1	1
233	и не будет	1	1
234	о которых в	1	1
235	мысли и чувства	1	1
236	друг от друга	2	1
237	для внимательного читателя	1	1
238	первой из них	1	1
239	будем забывать что	1	1
240	совершенно не случайно	1	1
241	как мы помним	1	1
242	что у него	2	1
243	могу обойтись без	1	1
244	на ее полные	1	1
245	по своему содержанию	1	1
246	его недуховность была	1	1
247	точность словесного выражения	1	1
248	то что она	1	1
249	о себе знать	1	1
250	таком взгляде на	1	1
251	в том случае	2	1
252	о том же	1	1
253	взаимоотражении во взаимоприятии	1	1
254	не только на	1	1
255	том и состоит	1	1
256	героя и читателя	3	1
257	и не могла	1	1
258	именно потому что	1	1
259	вступает в противоречие	1	1
260	не как объекты	1	1
261	не смог бы	1	1
262	можно судить по	1	1
263	не могу стать	1	1
264	что душевная характеристика	1	1
265	которому казалось бы	1	1
266	в себе во	1	1
267	другого я должен	1	1
268	в конце концов	1	1
269	щеки на мягкую	1	1
270	говоря словами гегеля	1	1
271	в этой плоскости	1	1
272	и не наступает	1	1
273	они всего лишь	1	1
274	так она подхваченная	1	1
275	в один ряд	1	1
276	в то что	1	1
277	не только для	2	1
278	субъекты этического выбора	1	1
279	нельзя сказать что	1	1
280	а притча в	1	1
281	человека и его	1	1
282	подхода к художественному	1	1
283	то ни другое	1	1
284	в частности и	1	1
285	в смерти чиновника	2	1
286	себе во взаимоотражении	1	1
287	байрон я другой	1	1
288	о нем но	1	1
289	уже говорилось о	1	1
290	об архитектонических формах	1	1
291	есть на самом	1	1
292	могу стать самим	1	1
293	не исключая и	1	1
294	как ему казалось	1	1
295	казалось бы место	1	1
296	это была тихая	1	1
297	в точке этого	1	1
298	чем иным как	1	1
299	может быть найден	1	1
300	или иначе в	1	1
301	напомним кстати что	1	1
302	мы привыкли понимать	1	1
303	на мягкую белую	1	1
304	или анекдота по	1	1
305	по сути дела	2	1
306	нет я не	1	1
307	самим по себе	1	1
308	и в душечке	1	1
309	точкой зрения и	1	1
310	без другого не	1	1
311	только в рамках	1	1
312	места времени и	1	1
313	при всей своей	1	1
314	характеристик и описаний	1	1
315	как субъекта самоопределения	1	1
316	не нуждается в	1	1
317	я должен найти	1	1
318	все же не	2	1
319	на самом же	1	1
320	в начале второй	1	1
321	не случайно при	1	1
322	уже говорили о	1	1
323	перед нами не	1	1
324	во взаимоотражении во	1	1
325	анекдота и притчи	8	1
326	литературного произведения не	1	1
327	в паремию пословично-афористическую	1	1
328	и состоит что	1	1
329	было бы ошибочно	1	1
330	при таком взгляде	1	1
331	я не байрон	1	1
332	тут не в	1	1
333	вновь как и	1	1
334	и т.п в	1	1
335	же самое что	2	1
336	субъекта к объекту	1	1
337	и в тексте	1	1
338	внешней и внутренней	1	1
339	внешних и внутренних	1	1
340	в частности с	1	1
341	но как субъекты	1	1
342	не могу обойтись	1	1
343	то все они	1	1
344	не может претендовать	1	1
345	связана с мотивом	1	1
346	с внешней данностью	1	1
347	ставим перед собой	1	1
348	литература xx века	1	1
349	образом а именно	1	1
350	была тихая добродушная	1	1
351	в науке о	1	1
352	и на тех	1	1
353	ее полные розовые	1	1
354	а так она	1	1
355	в одном из	1	1
356	и читателя в	3	1
357	том случае если	2	1
358	раз в том	1	1
359	как в произведении	1	1
360	и отношения между	1	1
361	на мысль о	1	1
362	напомним в этой	1	1
363	бы постепенно снята	1	1
364	героев дамы с	1	1
365	качестве некоторого я	1	1
366	я и ты	2	1
367	здесь имеется и	1	1
368	розовые щеки на	1	1
369	организации текста и	1	1
370	от личной ответственности	1	1
371	не в его	1	1
372	как персонаж сатирический	1	1
373	внешней данности их	1	1
374	самом же деле	1	1
375	требует для себя	1	1
376	к тому времени	1	1
377	должен найти себя	1	1
378	состоит как раз	1	1
379	как субъекты этического	1	1
380	собою без другого	1	1
381	не исчерпывает его	1	1
382	места в мире	1	1
383	но при этом	3	1
384	в том смысле	1	1
385	речь идет об	1	1
386	к нему следует	1	1
387	в котором по	1	1
388	что одна из	1	1
389	притчи и анекдота	1	1
390	тип художественной целостности	1	1
391	бы можно было	1	1
392	духовность предшествующих характеристик	1	1
393	человеческого бытия и	2	1
394	впервые в русской	1	1
395	эстетический анализ текста	1	1
396	была бы постепенно	1	1
397	оказывается не столько	1	1
398	художественности при этом	1	1
399	о себе как	1	1
400	это уже не	1	1
401	шею с темной	1	1
402	конденсируется в остроту	1	1
403	происходит ли с	1	1
404	и быть может	3	1
405	барышня с кротким	1	1
406	малой эпической формы	1	1
407	взглядом очень здоровая	1	1
408	творения в его	1	1
409	конечном счете в	1	1
410	ту или иную	2	1
411	который не следует	1	1
412	подлинно художественное произведение	1	1
413	композиции речевого строя	1	1
414	точно так же	1	1
415	только в качестве	1	1
416	сознания не только	1	1
417	к одному из	1	1
418	второй и четвертой	1	1
419	целого в этом	1	1
420	только в том	4	1
421	своего незаместимого места	1	1
422	и хотя в	1	1
423	опять как и	1	1
424	и с возвращением	1	1
425	а не как	1	1
426	добродушная жалостливая барышня	1	1
427	притча в паремию	1	1
428	может претендовать на	1	1
429	паремию пословично-афористическую сентенцию	1	1
430	и та же	1	1
431	самим собою без	1	1
432	глядя на ее	1	1
433	то и другое	2	1
434	нами своего рода	1	1
435	жизни и смерти	4	1
436	в следующем эпизоде	1	1
