N	3gram	Vygotskiy_	VLabPisa
1	и т д	1	16
2	в этом отношении	6	14
3	не может быть	8	8
4	с другой стороны	10	8
5	по отношению к	11	7
6	в том что	30	5
7	в конечном счете	4	5
8	хотя бы и	1	5
9	в зависимости от	8	5
10	в то же	2	5
11	то же время	2	5
12	в одном из	2	4
13	вместе с тем	5	4
14	можно сказать что	5	4
15	в силу этого	4	4
16	не могут быть	1	4
17	в связи с	3	4
18	к тому что	3	4
19	мы видели что	4	3
20	вот что говорит	1	3
21	бы и не	1	3
22	большей или меньшей	1	3
23	о том как	1	3
24	для того чтобы	19	3
25	о том что	10	3
26	подобно тому как	2	3
27	в этой области	1	3
28	и в то	1	3
29	хотя бы в	1	3
30	одной стороны и	3	2
31	в частности к	1	2
32	и том же	1	2
33	то же говорит	1	2
34	во всяком случае	5	2
35	от того что	2	2
36	в том чтобы	6	2
37	по крайней мере	1	2
38	в чем же	1	2
39	в результате чего	1	2
40	этой точки зрения	2	2
41	в этом процессе	1	2
42	в том числе	3	2
43	не в том	1	2
44	приводит к тому	3	2
45	до сих пор	4	2
46	не только не	2	2
47	иметь в виду	1	2
48	в конце концов	1	2
49	том числе и	3	2
50	не только в	1	2
51	явлений и процессов	1	2
52	и никогда не	1	2
53	не может не	1	2
54	в частности в	1	2
55	по этому вопросу	1	2
56	только то что	2	2
57	в другом месте	6	2
58	и главным образом	1	2
59	с одной стороны	14	2
60	одном и том	1	2
61	можно было бы	6	2
62	после того как	1	2
63	и не может	1	2
64	первая из них	1	1
65	между ними не	1	1
66	так же как	6	1
67	что он не	2	1
68	и не быть	1	1
69	но ведь это	1	1
70	в той или	1	1
71	может быть выражена	2	1
72	отлета фантазии от	1	1
73	и слова и	1	1
74	как увидим ниже	2	1
75	в свою очередь	3	1
76	в одном и	1	1
77	в том же	3	1
78	и их роли	1	1
79	все то что	1	1
80	в самых ранних	1	1
81	главным образом потому	1	1
82	той или иной	2	1
83	думается что все	1	1
84	но вместе с	5	1
85	приведенных выше данных	1	1
86	в применении к	1	1
87	в любой области	1	1
88	в какой мере	2	1
89	для самого себя	1	1
90	в силу того	1	1
91	на то что	9	1
92	а вместе с	2	1
93	обе эти крайности	1	1
94	но и в	1	1
95	в ту же	1	1
96	в этом смысле	3	1
97	по сравнению с	9	1
98	того что мы	1	1
99	в течение многих	1	1
100	в результате этого	1	1
101	и плана в	1	1
102	и процессов в	1	1
103	мышления в его	1	1
104	что говорит он	1	1
105	не является столь	1	1
106	ни в какой	2	1
107	имеем в виду	1	1
108	является для него	1	1
109	то время как	4	1
110	в действительной жизни	1	1
111	заключает в себе	1	1
112	отсюда следует что	1	1
113	образом связана с	1	1
114	или иной мере	1	1
115	ту или иную	1	1
116	дело не в	1	1
117	с этой точки	1	1
118	то что в	2	1
119	в самом деле	5	1
120	в процессе своей	1	1
121	и тем более	2	1
122	от всей полноты	1	1
123	между тем это	1	1
124	и вытекающим из	1	1
125	вмешивается в ход	1	1
126	у него в	1	1
127	решение этой проблемы	1	1
128	в то время	5	1
129	фантазии от жизни	1	1
130	что в них	1	1
131	и то же	2	1
132	на этот вопрос	5	1
133	из которых он	1	1
134	исследования не только	1	1
135	определенной социальной среды	1	1
136	удивительно поэтому что	5	1
137	но ни в	1	1
138	хотя и не	1	1
139	кроме того что	1	1
140	какой мере не	1	1
141	в своих опытах	1	1
142	этой проблемы в	1	1
143	на основе учения	1	1
144	что в процессе	1	1
145	другой стороны в	1	1
146	и в конечном	1	1
147	по себе в	1	1
148	именно в этом	3	1
149	как и все	2	1
150	при соприкосновении с	1	1
151	ответ на этот	3	1
152	одно и то	2	1
153	что перед нами	3	1
154	социальной среды на	1	1
155	вещь в себе	1	1
156	в этом нет	1	1
157	исследованию таким образом	1	1
158	мы только что	2	1
159	том что мы	1	1
160	в свете этих	1	1
161	и вместе с	1	1
162	между этими двумя	2	1
163	если можно так	1	1
164	образом потому что	1	1
165	в качестве общего	1	1
166	в соответствии с	1	1
167	в данном случае	5	1
168	именно в силу	1	1
169	к тому же	1	1
170	могло бы и	1	1
171	это представление что	1	1
172	же как и	4	1
173	не удивительно поэтому	5	1
174	как если бы	3	1
175	для очень многих	1	1
176	чем же заключается	1	1
177	от до с	1	1
178	в целом и	6	1
179	как сказал бы	1	1
180	то же самое	4	1
181	вот это представление	1	1
182	никогда не может	1	1
183	сама по себе	3	1
184	не могло бы	1	1
185	по его мнению	1	1
186	но все же	1	1
187	могут привести к	1	1
188	все это не	1	1
189	в целом но	1	1
190	и в качестве	1	1
191	хотя бы с	1	1
192	мы не будем	1	1
193	вопрос о том	2	1
194	таким образом и	3	1
195	только тогда когда	4	1
196	и лежит в	1	1
197	с другой мы	1	1
198	к этому же	1	1
199	должно быть названо	1	1
200	тот или иной	1	1
201	если бы он	3	1
202	когда он в	1	1
203	лежит в основе	1	1
204	это как мы	1	1
205	с действительностью и	3	1
206	можно так выразиться	1	1
