N	4gram	Voloshinov	Myshleni
1	заключается в том что	2	43
2	одной и той же	3	15
3	в собственном смысле этого	1	14
4	собственном смысле этого слова	1	14
5	один и тот же	3	12
6	одно и то же	1	12
7	мы видим таким образом	1	11
8	видим таким образом что	1	10
9	в собственном смысле слова	1	9
10	в том что в	1	8
11	в том что он	2	8
12	не что иное как	1	6
13	если мы обратимся к	1	6
14	ответ на этот вопрос	1	5
15	все больше и больше	1	5
16	и тот же предмет	1	5
17	приходит к выводу что	1	5
18	что с точки зрения	1	4
19	что мы знаем о	1	4
20	одни и те же	1	4
21	в самом деле если	1	4
22	того что нам известно	1	4
23	есть не что иное	1	4
24	в свою очередь является	1	3
25	того что мы знаем	1	3
26	мы имеем в виду	1	3
27	о которой мы говорили	1	3
28	в том что она	2	3
29	на один и тот	1	3
30	дело в том что	1	3
31	ответить на этот вопрос	1	3
32	не чем иным как	2	3
33	или во всяком случае	1	3
34	бы то ни было	2	3
35	он приходит к выводу	1	3
36	но тем не менее	1	2
37	что нам известно из	1	2
38	в самое последнее время	1	2
39	и связанное с ним	1	2
40	которой мы говорили выше	1	2
41	с точки зрения обоих	1	2
42	сводится к тому чтобы	1	2
43	в гораздо большей степени	1	2
44	в зависимости от того	2	2
45	в то же время	6	2
46	ни в какой степени	2	2
47	которую можно было бы	1	2
48	и не могут быть	1	2
49	нет и не может	2	2
50	в первые годы жизни	1	2
51	том что он не	1	2
52	внешней и внутренней речи	1	2
53	на самом же деле	2	2
54	и в высшей степени	1	2
55	с помощью которых он	1	2
56	что в данном случае	1	2
57	но мы знаем что	2	2
58	из того что мы	1	2
59	и не может быть	3	2
60	от того что он	1	2
61	чтобы ответить на этот	1	2
62	остается ничего другого как	1	2
63	не остается ничего другого	1	2
64	т.е в конечном счете	1	2
65	мы остановимся только на	1	2
66	в основе их лежит	1	2
67	и по отношению к	1	2
68	если можно так выразиться	1	2
69	этим дело не исчерпывается	1	1
70	и во внешней речи	1	1
71	ни в каком случае	2	1
72	последовательно и до конца	3	1
73	одного плана в другой	1	1
74	равно как и на	1	1
75	распадается на ряд отдельных	1	1
76	но вместе с ним	1	1
77	внутренней и внешней речи	3	1
78	не выходит за пределы	1	1
79	во всяком случае не	1	1
80	это было бы для	1	1
81	в свою очередь распадается	1	1
82	в коем случае не	1	1
83	мы знаем что в	1	1
84	но и по отношению	1	1
85	в то время когда	1	1
86	речи так как это	1	1
87	поэтому она не может	1	1
88	направлений в современной психологии	1	1
89	к тому чтобы узнать	1	1
90	друг на друга в	1	1
91	на первый план выдвигается	1	1
92	но во всяком случае	3	1
93	или по крайней мере	1	1
94	как мы уже знаем	1	1
95	этом мы можем закончить	1	1
96	свою очередь распадается на	1	1
97	в самом деле что	1	1
98	в этом отношении может	1	1
99	с точки зрения учения	1	1
100	тот же что и	1	1
101	сам по себе является	1	1
102	на основании того что	1	1
103	что на первой стадии	1	1
104	как часть социального целого	1	1
105	на этом мы можем	1	1
106	во всяком случае в	1	1
107	и речи так как	1	1
108	друг с другом и	1	1
109	как мы уже указывали	3	1
110	по отношению ко всем	1	1
111	так обстояло дело в	1	1
112	все новых и новых	1	1
113	в заключение этой главы	1	1
114	имеющие ничего общего с	1	1
115	мы старались показать что	1	1
116	что он делает и	1	1
117	ни в коем случае	1	1
118	на которой мы остановимся	1	1
119	так и со стороны	1	1
120	свой смысл и значение	1	1
121	как говорит об этом	1	1
122	оказывается не чем иным	1	1
123	и в то же	1	1
124	то что является для	1	1
125	не имеющие ничего общего	1	1
126	как по отношению к	1	1
127	мы можем сказать что	5	1
128	дело не исчерпывается мы	1	1
129	ни в чем не	4	1
130	мы могли бы говорить	1	1
131	с научной точки зрения	1	1
132	говорить о том что	2	1
133	нам известно из других	1	1
134	по отношению ко всему	1	1
135	таким образом ясно что	1	1
136	но этим дело не	1	1
137	одна из основных особенностей	1	1
138	это как мы уже	1	1
139	мы знаем что это	1	1
140	с их помощью мы	1	1
141	на следующих ступенях развития	1	1
142	жизненного порыва lan vital	1	1
143	не может быть понято	1	1
144	в свою противоположность и	1	1
145	не исчерпывается мы должны	1	1
146	только потому что оно	1	1
147	случае не может быть	1	1
148	была бы совершенно невозможна	1	1
149	можно подразделить на две	1	1
150	для того чтобы получить	1	1
151	и пр и пр	2	1
152	из одного плана в	1	1
153	с объективной точки зрения	2	1
