N	2gram	Propp_Isto	KFilosof
1	может быть	19	45
2	в его	4	42
3	в нем	12	32
4	не может	19	29
5	и не	12	28
6	и в	41	28
7	по отношению	3	26
8	в котором	3	24
9	не есть	1	22
10	отношению к	3	22
11	в себе	3	21
12	только в	10	18
13	и его	11	18
14	в своем	3	17
15	в ее	3	17
16	а не	9	17
17	в этом	19	15
18	не в	12	13
19	точки зрения	4	13
20	к нему	8	12
21	мир в	1	12
22	ни в	4	12
23	но не	8	12
24	и это	9	12
25	в своей	4	11
26	все эти	8	11
27	во всех	8	11
28	из себя	1	11
29	все это	9	10
30	это не	14	10
31	с точки	1	10
32	и есть	2	10
33	от себя	1	10
34	в целом	2	10
35	в их	4	9
36	и все	6	9
37	но и	20	9
38	как бы	8	9
39	для нее	2	9
40	не было	3	8
41	если бы	3	8
42	быть только	2	8
43	со стороны	3	8
44	было бы	4	8
45	жизни и	3	8
46	во всем	2	7
47	и здесь	13	7
48	со мной	1	7
49	этот момент	1	7
50	что и	13	7
51	должен быть	2	7
52	вовсе не	6	7
53	уже не	8	7
54	то что	12	7
55	конечно не	2	7
56	на основе	1	7
57	для себя	1	7
58	момент в	1	7
59	и только	4	7
60	ее и	2	6
61	должно быть	1	6
62	не значит	1	6
63	но все	5	6
64	в моем	1	6
65	этот акт	1	6
66	но эта	2	6
67	я не	1	6
68	не имеет	6	6
69	в том	14	6
70	и их	1	6
71	и действительно	4	6
72	отношение к	6	6
73	он не	8	6
74	но это	5	6
75	от его	2	5
76	то же	12	5
77	мы имеем	27	5
78	не только	30	5
79	с ним	9	5
80	я могу	2	5
81	но как	4	5
82	его в	7	5
83	не знает	2	5
84	в основе	2	5
85	но в	7	5
86	именно в	2	5
87	как и	8	5
88	все же	14	5
89	себя и	1	5
90	еще не	13	5
91	что я	2	5
92	хотя бы	1	5
93	в одном	2	5
94	от своей	1	5
95	а в	12	5
96	и единственное	1	5
97	его как	2	5
98	там где	7	5
99	бытия в	1	5
100	никогда не	16	5
101	что в	21	4
102	должна быть	3	4
103	и весь	1	4
104	при этом	7	4
105	ни было	1	4
106	что это	6	4
107	не как	1	4
108	для нас	8	4
109	прежде всего	6	4
110	с другим	1	4
111	как его	2	4
112	нет в	2	4
113	с ними	2	4
114	мира и	2	4
115	том что	18	4
116	в чем	5	4
117	меня но	1	4
118	входит в	1	4
119	только как	1	4
120	во всей	1	4
121	могла бы	1	4
122	не по	2	4
123	здесь мы	11	4
124	тем самым	3	4
125	к ним	3	4
126	всех своих	1	4
127	из него	3	4
128	от него	6	3
129	и может	1	3
130	та же	5	3
131	и на	12	3
132	здесь нет	4	3
133	этого мира	2	3
134	и пр	2	3
135	мы не	10	3
136	был бы	1	3
137	ним и	1	3
138	тогда когда	3	3
139	и этот	1	3
140	если ты	1	3
141	того что	7	3
142	где он	3	3
143	и этим	7	3
144	ясно что	2	3
145	а все	1	3
146	и тот	3	3
147	и делает	2	3
148	самом деле	1	3
149	в некотором	1	3
150	тем что	11	3
151	но для	3	3
152	людей и	1	3
153	меня в	2	3
154	что этот	4	3
155	не дает	1	3
156	рядом с	1	3
157	не менее	5	3
158	для этой	2	3
159	по своему	1	3
160	здесь не	4	3
161	один и	1	3
162	может дать	1	3
163	себе и	3	3
164	и другого	1	3
165	но конечно	2	3
166	в каждом	1	3
167	себя не	1	3
168	ясно и	1	3
169	что не	3	3
170	отсюда и	1	3
171	не могу	2	3
172	но здесь	5	3
173	в свою	1	3
174	не должен	1	3
175	мира не	1	3
176	не должно	1	3
177	в другом	2	3
178	для того	2	3
179	и должна	1	3
180	в ней	4	3
181	быть и	1	3
182	вступает в	4	3
183	и та	1	3
184	в современной	2	3
185	от того	4	3
186	на своем	4	3
187	мы здесь	3	3
188	нем и	1	3
189	из его	2	3
190	только с	1	3
191	могут быть	3	3
192	о том	15	3
193	есть момент	1	3
194	тем как	1	3
195	в то	6	3
196	независимо от	3	3
197	всех этих	6	3
198	тот же	2	3
199	и тем	4	3
200	ничего не	7	3
201	меня и	2	3
202	были бы	1	2
203	бы то	1	2
204	и эти	5	2
205	действительно ли	2	2
206	один из	7	2
207	вступить в	1	2
208	бы он	1	2
209	ему в	1	2
210	и конечно	1	2
211	мышления и	1	2
212	где его	2	2
213	чего не	1	2
214	можно ли	2	2
215	чтобы быть	1	2
216	его с	2	2
217	дело с	2	2
218	одна и	1	2
219	еще более	1	2
