N	2gram	Propp_Isto	Problema
1	и в	44	182
2	и не	19	152
3	вовсе не	6	145
4	то что	16	144
5	не есть	1	113
6	не только	17	104
7	потому что	18	89
8	в этом	20	88
9	может быть	31	82
10	в том	13	81
11	том что	12	81
12	не просто	1	80
13	только в	8	73
14	сказать что	2	72
15	но и	16	70
16	в виде	13	69
17	у нас	1	68
18	также и	2	68
19	и даже	4	66
20	по себе	2	64
21	даже и	2	63
22	не менее	6	58
23	о том	11	57
24	тем не	6	56
25	а не	5	56
26	так и	9	56
27	но в	7	55
28	так что	2	52
29	ни в	2	51
30	для нас	6	50
31	в себе	1	48
32	отнюдь не	1	48
33	и вообще	3	48
34	при помощи	11	47
35	было бы	2	46
36	прежде всего	7	45
37	в своей	3	45
38	что в	18	44
39	в его	16	44
40	не в	11	43
41	все эти	11	43
42	то же	9	42
43	а именно	8	42
44	таким образом	21	42
45	если мы	1	42
46	и что	13	40
47	и то	5	40
48	что он	29	40
49	так как	19	40
50	что мы	4	40
51	во всяком	1	39
52	не может	10	39
53	такого рода	2	39
54	и тем	7	39
55	в этой	5	39
56	как бы	4	39
57	в данном	3	38
58	хотя бы	2	37
59	никак не	1	37
60	в нем	10	37
61	того что	3	37
62	точки зрения	3	36
63	еще не	16	36
64	и все	4	36
65	и т	39	35
66	в виду	1	34
67	уже не	14	34
68	и с	8	34
69	как и	12	34
70	указывает на	1	34
71	же самое	1	33
72	в таком	2	33
73	не является	1	33
74	т д	36	33
75	или иной	1	33
76	как символ	1	33
77	здесь не	3	32
78	в то	5	32
79	но не	8	32
80	едва ли	1	32
81	так же	14	31
82	в своем	3	31
83	связи с	10	31
84	что такое	1	31
85	в конце	1	31
86	но это	10	31
87	все это	4	31
88	ясно что	5	30
89	подобного рода	2	30
90	и для	3	30
91	с другой	11	30
92	в связи	6	29
93	есть ее	1	29
94	все же	17	29
95	можно сказать	2	29
96	перед нами	2	29
97	как мы	9	29
98	об этом	6	29
99	что же	1	28
100	данном случае	2	28
101	мы не	6	28
102	а в	9	28
103	есть только	1	28
104	и о	2	28
105	и это	5	27
106	и как	5	27
107	хотя и	1	27
108	ничего общего	1	27
109	ничего не	4	27
110	в результате	1	26
111	другой стороны	10	26
112	как будто	2	26
113	вместе с	26	26
114	еще и	2	26
115	это не	8	26
116	и его	15	26
117	мы можем	6	25
118	и на	11	25
119	тем самым	2	25
120	с точки	1	25
121	всяком случае	1	25
122	с тем	9	24
123	на самом	1	24
124	тем более	1	24
125	не имеет	4	24
126	таком случае	1	23
127	по своему	1	23
128	на то	3	23
129	при этом	4	23
130	в качестве	13	23
131	а только	1	23
132	то и	1	23
133	мы находим	1	23
134	есть не	2	23
135	и к	3	22
136	вещи и	1	22
137	только на	2	22
138	никогда не	5	22
139	всех этих	2	22
140	нет ничего	1	22
141	есть в	2	22
142	значит что	2	22
143	сам по	1	22
144	его в	17	22
145	и от	1	22
146	и есть	3	22
147	и если	1	22
148	что и	11	22
149	другими словами	4	22
150	в самом	1	21
151	мы должны	7	21
152	и ее	1	21
153	а также	5	21
154	и только	1	21
155	для того	3	20
156	но как	2	20
157	и потому	2	20
158	о чем	6	20
159	тем что	12	20
160	мифа о	2	20
161	несмотря на	3	20
162	как о	1	20
163	или в	7	20
164	это значит	2	19
165	в них	3	19
166	с ним	9	19
167	самом деле	2	19
168	в каком	1	19
169	но если	2	19
170	того или	1	19
171	то это	8	19
172	уже в	4	19
173	то в	2	19
174	он не	5	19
175	если не	4	19
176	если бы	5	19
177	как в	11	19
178	как нечто	1	19
179	жизни и	4	19
180	в этих	7	18
181	того же	3	18
182	не было	2	18
183	не будет	1	18
184	и ни	1	18
185	мы и	3	18
186	н э	1	18
187	в ее	4	18
188	того чтобы	3	18
189	в ней	8	18
190	без всякого	1	17
191	что они	3	17
192	во всех	3	17
193	но уже	5	17
194	и здесь	12	17
195	пока еще	1	17
196	мы уже	6	17
197	совсем не	1	17
198	в языке	1	17
199	что здесь	9	17
200	это и	3	17
201	совершенно не	2	17
202	точно так	3	16
203	что она	3	16
204	будто бы	2	16
205	как это	5	16
206	же в	3	16
207	для этого	3	16
208	но все	8	16
209	в одно	2	16
210	к тому	1	16
211	но даже	2	16
212	далеко не	1	16
213	и сам	2	15
214	с этим	7	15
215	всякого рода	3	15
216	у него	7	15
217	что не	3	15
218	общего с	1	15
219	и более	3	15
220	здесь в	1	15
221	в частности	9	15
222	людей и	2	14
223	уже и	3	14
224	что все	4	14
225	с другими	4	14
226	сих пор	7	14
227	только о	1	14
228	не так	1	14
229	этом случае	13	14
230	а это	1	14
231	в котором	2	14
232	говорит о	4	14
233	нас в	1	14
234	до сих	7	14
235	в дальнейшем	6	14
236	не что	1	14
237	что иное	1	14
238	иное как	1	14
239	же и	1	13
240	из них	4	13
241	тому что	1	13
242	из этого	3	13
243	ни на	1	13
244	или другой	2	13
245	мы имеем	22	13
246	в их	1	13
247	всегда есть	1	13
248	или даже	1	13
249	здесь только	1	13
250	в области	1	13
251	уже давно	3	13
252	в других	4	13
253	в целях	3	13
254	мы в	1	13
255	на земле	1	12
256	в другом	2	12
257	он сам	1	12
258	с одной	7	12
259	к скале	2	12
260	в которой	4	12
261	время как	3	12
262	то время	3	12
263	на первый	1	12
264	в литературе	1	12
265	каждый раз	1	12
266	или по	1	12
267	что этот	5	12
268	что это	8	12
269	не будем	6	12
270	или иначе	1	12
271	в целом	4	12
272	или иных	1	11
273	своему содержанию	1	11
274	о которых	4	11
275	свидетельствует о	1	11
276	тот же	1	11
277	в таких	3	11
278	и другое	1	11
279	одной стороны	7	11
280	оказывается что	2	11
281	к нему	5	11
282	что его	4	11
283	без всякой	1	11
284	не могут	2	11
285	и у	3	11
286	в истории	7	11
287	и во	1	11
288	вообще не	1	11
289	в искусстве	1	11
290	в нашей	2	11
291	по этому	1	11
292	и тогда	2	11
293	что у	6	10
294	на том	5	10
295	но он	2	10
296	что для	1	10
297	даже если	2	10
298	один из	6	10
299	художественного творчества	1	10
300	от нас	1	10
301	то или	2	10
302	что оно	4	10
303	и всякий	1	10
304	однако это	1	10
305	все еще	6	10
306	очень много	2	10
307	в одном	2	10
308	представление о	22	10
309	не то	1	10
310	мы читаем	2	10
311	быть только	1	10
312	он в	3	10
313	однако в	2	10
314	из которых	7	10
315	состоит из	4	10
316	не имеют	2	10
317	относится к	3	10
318	внимание на	1	10
319	быть и	1	10
320	только то	1	10
321	и другие	5	9
322	что если	1	9
323	с собой	6	9
324	в своих	4	9
325	их в	7	9
326	вопрос о	5	9
327	миф о	6	9
328	что даже	2	9
329	представить себе	1	9
330	здесь как	3	9
331	не нужно	1	9
332	как иначе	1	9
333	в тех	4	9
334	не мешает	1	9
335	тогда когда	3	9
336	в которых	4	9
337	о котором	1	9
338	то он	2	9
339	только тогда	4	9
340	д и	1	9
341	того как	8	9
342	но эта	2	9
343	имеется в	1	9
344	она не	7	9
345	или как	3	9
346	само собой	1	9
347	находим в	1	9
348	в жизни	1	9
349	правда в	1	9
350	только для	1	9
351	не вполне	1	9
352	то с	1	9
353	между прочим	2	9
354	это тоже	1	9
355	бы в	1	9
356	не был	1	9
357	был бы	1	9
358	не всякий	1	9
359	здесь мы	7	9
360	с ней	2	9
361	чем же	1	9
362	на небо	7	9
363	это было	2	9
364	как же	1	9
365	идет речь	1	9
366	и наконец	2	9
367	во всем	4	8
368	заметим что	1	8
369	только что	3	8
370	с этой	4	8
371	является для	1	8
372	мы считаем	1	8
373	или вернее	1	8
374	он был	2	8
375	конечно не	1	8
376	во всей	1	8
377	тем же	1	8
378	что при	5	8
379	но для	4	8
380	от этого	6	8
381	а потом	3	8
382	почти всегда	1	8
383	иметь в	1	8
384	тот или	1	8
385	и по	3	8
386	к сожалению	1	8
387	и при	3	8
388	только еще	1	8
389	к его	2	8
390	никто не	4	8
391	из этих	5	8
392	только с	1	8
393	только потому	1	8
394	мы будем	1	8
395	бы мы	4	8
396	на его	1	8
397	не все	1	8
398	еще в	2	8
399	мы сейчас	1	8
400	были бы	1	8
401	которые не	2	8
402	как они	1	8
403	как только	2	8
404	если в	4	8
405	входит в	5	8
406	в чистом	1	8
407	и он	9	8
408	здесь нет	3	8
409	себе и	2	8
410	чистом виде	1	8
411	мы здесь	4	8
412	в силу	7	8
413	это уже	2	8
414	том как	5	8
415	а если	2	8
416	это то	2	8
417	он есть	1	8
418	в сознании	1	8
419	для него	2	8
420	а то	1	8
421	с самого	1	8
422	как он	6	8
423	некоторой степени	1	7
424	даже в	4	7
425	во все	1	7
426	из себя	4	7
427	не обязательно	2	7
428	себе в	3	7
429	мы ни	1	7
430	мы скажем	1	7
431	ни от	1	7
432	а с	2	7
433	но вот	2	7
434	в случае	1	7
435	или иное	2	7
436	его как	1	7
437	для чего	2	7
438	оно не	1	7
439	и поэтому	1	7
440	это только	2	7
441	одной из	3	7
442	на этот	2	7
443	находятся в	2	7
444	а еще	3	7
445	себе но	1	7
446	перейти к	2	7
447	мере в	1	7
448	с полным	1	7
449	же это	1	7
450	что на	1	7
451	он является	2	7
452	в это	3	7
453	на этой	5	7
454	самого начала	1	7
455	на тот	1	7
456	же как	12	7
457	такого же	2	7
458	до нас	1	7
459	даже не	2	7
460	в науке	1	7
461	за это	3	7
462	не на	1	7
463	и так	1	7
464	все они	1	7
465	в основе	3	7
466	на землю	1	7
467	большей частью	3	7
468	или вообще	2	7
469	друг друга	5	7
470	мы возьмем	1	7
471	не указывает	1	7
472	ее в	8	7
473	же не	1	7
474	мира и	2	7
475	может иметь	2	7
476	тут и	1	7
477	что касается	2	7
478	с которыми	1	6
479	не как	5	6
480	а есть	1	6
481	в мифе	10	6
482	предмета и	1	6
483	только как	1	6
484	не всегда	9	6
485	имеем в	2	6
486	видно что	1	6
487	на него	10	6
488	есть просто	1	6
489	после этого	3	6
490	но когда	3	6
491	по своей	1	6
492	мы еще	2	6
493	заставляет нас	1	6
494	в него	5	6
495	функции в	1	6
496	не считать	2	6
497	том смысле	2	6
498	этот вопрос	2	6
499	зависимости от	1	6
500	но оно	3	6
501	и уже	2	6
502	с которой	1	6
503	именно на	2	6
504	имеет никакого	1	6
505	но который	1	6
506	могут быть	9	6
507	то мы	3	6
508	и всегда	1	6
509	особенно в	2	6
510	независимо от	1	6
511	и может	2	6
512	но она	1	6
513	есть и	3	6
514	можно найти	4	6
515	уже у	1	6
516	к ней	2	6
517	в античной	3	6
518	если он	2	6
519	гораздо больше	2	6
520	перестает быть	1	6
521	к другой	2	6
522	на первом	2	6
523	как на	3	6
524	под названием	1	6
525	в зависимости	1	6
526	не мог	3	6
527	не знает	1	6
528	что под	1	6
529	во время	12	6
530	можно только	1	6
531	как таковой	1	6
532	ни к	1	6
533	этого слова	1	6
534	с его	3	6
535	есть уже	2	6
536	но с	1	6
537	без всяких	4	6
538	входить в	2	6
539	по существу	2	6
540	с той	2	6
541	к своему	2	6
542	на свете	1	6
543	первый план	1	6
544	дело не	1	6
545	мы его	1	6
546	когда он	7	6
547	в поэме	1	6
548	стороны и	1	6
549	все другие	2	6
550	само по	1	6
551	не к	1	6
552	часто даже	1	5
553	или на	3	5
554	в противоположность	1	5
555	в этот	2	5
556	это же	4	5
557	и когда	1	5
558	на одну	1	5
559	и еще	1	5
560	к этому	5	5
561	мы приведем	2	5
562	которого он	1	5
563	на себя	4	5
564	или иная	1	5
565	я не	1	5
566	обстоятельство что	1	5
567	и чтобы	1	5
568	одно и	2	5
569	и тот	1	5
570	и хотя	4	5
571	доходит до	1	5
572	между тем	1	5
573	мы видели	9	5
574	утверждать что	2	5
575	но зато	1	5
576	его на	5	5
577	сводится к	1	5
578	подобно тому	2	5
579	то на	1	5
580	только одной	1	5
581	солнца и	1	5
582	ясно и	1	5
583	только один	3	5
584	видели выше	1	5
585	это ясно	1	5
586	он должен	2	5
587	что может	1	5
588	о нем	3	5
589	что с	2	5
590	ведь это	1	5
591	по его	2	5
592	и хочет	1	5
593	огонь и	3	5
594	до н	1	5
595	себе что	2	5
596	пусть не	1	5
597	или другого	3	5
598	человека в	5	5
599	человека и	2	5
600	как то	1	5
601	мы бы	1	5
602	все что	5	5
603	вещи в	1	5
604	нами в	1	5
605	предмет и	1	5
606	когда в	1	5
607	до того	1	5
608	и прочие	1	5
609	находит в	3	5
610	которой он	2	5
611	в каких	1	5
612	во многих	1	5
613	с этими	3	5
614	себя в	6	5
615	том чтобы	3	5
616	менее в	1	5
617	от его	1	5
618	по мнению	1	5
619	одним из	4	5
620	себе не	1	5
621	одна из	6	5
622	в свете	5	5
623	что эта	2	5
624	хотя в	1	5
625	в нее	7	5
626	там где	11	5
627	имеет свою	1	5
628	есть как	1	5
629	образом и	1	5
630	до некоторой	1	5
631	не требует	1	5
632	и этого	1	5
633	как говорят	1	5
634	за что	2	5
635	не знал	2	5
636	ли он	2	5
637	знает что	1	5
638	этих случаях	10	5
639	не знаем	3	5
640	здесь и	2	5
641	говорится что	4	5
642	смысле что	1	5
643	они не	5	5
644	том числе	3	5
645	он говорит	1	5
646	его не	3	5
647	тому как	2	5
648	в пределах	5	5
649	от того	1	5
650	лишь в	2	5
651	отношение к	3	5
652	тот кто	7	5
653	только по	1	5
