N	3gram	Bakhtin_fo	VeschiIm
1	и т д	3	38
2	это значит что	2	25
3	не может быть	4	24
4	в том что	4	9
5	в самом деле	1	7
6	по сравнению с	3	7
7	сама по себе	1	7
8	с точки зрения	9	6
9	может быть только	3	6
10	и не только	2	6
11	в свою очередь	1	5
12	в то же	10	5
13	и то же	4	5
14	одно и то	4	5
15	не только в	6	5
16	равно как и	4	4
17	в себе в	1	4
18	о том как	2	4
19	то время как	2	4
20	этой точки зрения	1	4
21	с этой точки	1	4
22	есть прежде всего	1	4
23	в то время	3	4
24	дело в том	2	4
25	о том что	2	4
26	то же время	13	4
27	потому что они	1	4
28	вместе с тем	3	3
29	можно сказать что	1	3
30	сами по себе	2	3
31	и в то	7	3
32	так что в	1	3
33	не может не	1	3
34	с одной стороны	3	3
35	с другой стороны	1	3
36	так же как	2	2
37	в определенном направлении	1	2
38	но это значит	1	2
39	в той или	2	2
40	в одном и	1	2
41	все то что	2	2
42	а так как	1	2
43	мы находим в	1	2
44	не может состояться	1	2
45	в данном случае	2	2
46	то что не	1	2
47	себя же самой	1	2
48	а следовательно и	3	2
49	с самим собою	4	2
50	для того чтобы	11	2
51	мы еще не	1	2
52	есть еще и	1	2
53	руки и ноги	1	2
54	ни с чем	2	2
55	по природе своей	2	2
56	или что то	1	2
57	но какое это	1	2
58	друг с другом	5	2
59	и в частности	2	2
60	как раз в	4	2
61	в конце концов	1	2
62	есть и что	1	2
63	в нем нет	2	2
64	как бы ни	1	2
65	в связи с	12	2
66	к тому что	1	2
67	но все же	3	2
68	что то же	1	2
69	во всяком случае	1	2
70	в этом отношении	5	2
71	и в этом	2	2
72	как раз и	2	2
73	в этом и	1	2
74	смысле и в	1	1
75	они как раз	1	1
76	неизвестно кем и	1	1
77	и как раз	6	1
78	то что на	1	1
79	в самом начале	1	1
80	как и во	1	1
81	одной стороны и	2	1
82	и у нас	1	1
83	вещи и явления	2	1
84	нем нет ничего	1	1
85	и как бы	2	1
86	это не значит	1	1
87	или должно быть	1	1
88	и том же	1	1
89	точка зрения на	1	1
90	том как его	1	1
91	же самое время	1	1
92	и должно быть	2	1
93	и прежде всего	4	1
94	и во всяком	1	1
95	еще и в	1	1
96	в той же	1	1
97	прежде всего на	1	1
98	не в смысле	3	1
99	отнюдь не предполагает	1	1
100	и может быть	1	1
101	но и в	5	1
102	так как по	1	1
103	в данный момент	1	1
104	как мы говорили	1	1
105	по вопросу о	1	1
106	отличие его от	1	1
107	и в особенности	5	1
108	здесь не только	1	1
109	мир и человек	1	1
110	но на этой	1	1
111	эта точка зрения	1	1
112	здесь как и	1	1
113	в данном месте	1	1
114	с чем не	2	1
115	и вот когда	1	1
116	жизни не может	1	1
117	и в самом	1	1
118	в себе и	1	1
119	однако не только	1	1
120	то что в	1	1
121	то что уже	1	1
122	какое это будет	1	1
123	для себя и	1	1
124	и как оно	1	1
125	и во всех	3	1
126	тем более не	1	1
127	только в том	1	1
128	отличает его от	1	1
129	когда мы говорим	1	1
130	с его чисто	1	1
131	что и в	1	1
132	так как под	1	1
133	была бы совершенно	1	1
134	говорит о том	1	1
135	и пр и	1	1
136	да и в	1	1
137	мы будем говорить	2	1
138	и с такою	1	1
139	в себе не	1	1
140	вещей и явлений	6	1
141	то что можно	1	1
142	до сих пор	4	1
143	вещи и идеи	1	1
144	одного и того	6	1
145	таким образом и	2	1
146	смысле этого слова	1	1
147	самим собою в	1	1
148	прежде всего к	1	1
149	и в котором	1	1
150	и во всей	2	1
151	проник и в	1	1
152	один из самых	1	1
153	он между прочим	1	1
154	по своей природе	1	1
155	и ничего не	1	1
156	как мы видим	2	1
157	и вместе с	1	1
158	быть и речи	2	1
159	совершенно неотделимо от	1	1
160	остановиться на одной	1	1
161	и того же	6	1
162	в той его	1	1
163	в этом случае	1	1
164	себя в этом	1	1
165	но в то	2	1
166	который был бы	1	1
167	для него это	1	1
168	они вовсе не	1	1
169	каждой из них	1	1
170	а за ними	1	1
171	по самому своему	2	1
172	у него нет	1	1
173	в зависимости от	1	1
174	во всех видах	1	1
175	по существу и	1	1
176	с тем что	2	1
177	в новое время	1	1
178	для себя в	1	1
179	как только я	1	1
180	то же самое	1	1
181	не меньше чем	1	1
182	сходство и в	1	1
183	и все же	1	1
184	они должны быть	1	1
185	и говорить о	1	1
186	и вообще всяких	1	1
187	та или иная	1	1
188	но в этом	2	1
189	на первый план	2	1
190	одном и том	1	1
191	в эти периоды	1	1
192	может быть или	1	1
193	тот или иной	1	1
194	или хотя бы	1	1
195	есть все то	1	1
196	мы уже сказали	4	1
197	но в смысле	1	1
198	а также и	3	1
199	может быть и	4	1
200	и действует на	1	1
