N	2gram	Voloshinov	Mirosoze
1	и в	32	97
2	может быть	50	64
3	не только	18	63
4	это –	12	56
5	в этом	27	55
6	но и	17	54
7	он не	5	53
8	а не	15	53
9	в нем	17	49
10	не может	40	49
11	у него	2	47
12	и не	42	39
13	никогда не	7	38
14	в ней	5	37
15	потому что	2	37
16	не было	6	36
17	не в	13	34
18	и есть	3	33
19	для него	18	31
20	не есть	6	30
21	но он	1	30
22	есть лишь	2	30
23	человека в	3	30
24	как и	19	29
25	прежде всего	19	29
26	и он	4	27
27	но в	13	27
28	человека и	1	26
29	в своей	5	25
30	он был	2	25
31	и это	6	25
32	переходит в	1	24
33	и все	8	24
34	у нас	4	24
35	в своем	3	23
36	что в	5	23
37	он –	3	23
38	что он	5	22
39	в самом	14	21
40	в себе	5	20
41	отношение к	1	20
42	в россии	1	19
43	как бы	31	19
44	до конца	6	19
45	в его	10	18
46	того что	5	17
47	и потому	7	17
48	том что	12	16
49	в том	13	16
50	то что	12	16
51	было бы	8	16
52	и его	33	16
53	в котором	6	15
54	не знает	4	15
55	в этой	3	15
56	в конце	5	14
57	человек в	1	14
58	она не	2	14
59	нет ничего	4	14
60	так как	5	14
61	та же	1	13
62	и на	8	13
63	друг друга	10	13
64	и вот	2	13
65	в русском	1	13
66	он сам	1	12
67	к нему	5	12
68	– не	11	12
69	но не	2	12
70	смысле слова	4	12
71	достоевский в	1	12
72	это не	5	12
73	все это	4	12
74	и к	3	11
75	с тем	1	11
76	уже не	2	11
77	хотя бы	8	11
78	в которой	4	11
79	в русской	3	11
80	был бы	1	11
81	только в	14	11
82	как в	5	11
83	и там	1	11
84	но это	1	11
85	и для	15	11
86	менее всего	5	11
87	жизни и	4	11
88	то же	19	10
89	так же	10	10
90	для человека	1	10
91	должна быть	6	10
92	не могут	4	10
93	не имеет	6	10
94	это и	3	10
95	связана с	4	10
96	в самой	1	10
97	со свободой	1	10
98	к тому	8	9
99	должно быть	4	9
100	что и	5	9
101	xix века	4	9
102	человек и	1	9
103	не будет	7	9
104	то есть	2	9
105	с ним	1	9
