N	2gram	Voloshinov	Sotsiolo
1	все это	12	7
2	в том	10	5
3	в этом	28	5
4	не только	10	3
5	как же	1	3
6	не в	10	3
7	и в	28	3
8	и только	6	3
9	но ведь	4	3
10	в его	25	3
11	для нас	2	3
12	что в	7	2
13	то что	17	2
14	таким образом	34	2
15	том что	12	2
16	дело не	2	2
17	как бы	19	2
18	в результате	3	2
19	было бы	8	2
20	как будто	1	2
21	в смысле	1	2
22	диалектический материализм	1	2
23	но и	10	2
24	конце концов	2	2
25	может быть	28	2
26	идей и	1	2
27	по существу	1	2
28	главным образом	4	2
29	и что	6	2
30	это и	4	2
31	им не	1	2
32	за пределы	10	2
33	по отношению	13	2
34	в конце	2	2
35	отношению к	11	2
36	должна быть	2	2
37	далеко не	5	2
38	тем более	1	2
39	только в	11	2
40	к которому	1	2
41	только как	4	2
42	то же	12	2
43	еще не	8	2
44	как то	1	1
45	а в	8	1
46	что он	12	1
47	наш автор	1	1
48	какие же	1	1
49	образом в	2	1
50	в конечном	3	1
51	вне пределов	1	1
52	даже в	1	1
53	бы о	1	1
54	науки о	1	1
55	быть не	1	1
56	в таких	4	1
57	в целом	4	1
58	на этот	3	1
59	все эти	15	1
60	не было	5	1
61	сказать и	3	1
62	когда мы	2	1
63	остается в	3	1
64	развития и	1	1
65	связи с	1	1
66	этом нужно	1	1
67	точке зрения	1	1
68	кто не	1	1
69	только то	5	1
70	и куда	1	1
71	в своей	14	1
72	раньше всего	1	1
73	во всяком	9	1
74	и ценное	1	1
75	в мире	2	1
76	и потому	12	1
77	переходим к	3	1
78	дает нам	4	1
79	все же	8	1
80	что это	5	1
81	или не	1	1
82	и самым	1	1
83	на ней	1	1
84	по крайней	1	1
85	с другой	2	1
86	ни на	3	1
87	мы должны	9	1
88	это как	4	1
89	это же	1	1
90	единства и	3	1
91	с ним	14	1
92	различает два	1	1
93	между тем	3	1
94	как совокупность	2	1
95	именно и	4	1
96	но как	2	1
97	в этой	7	1
98	есть совокупность	2	1
99	что таким	2	1
100	время в	2	1
101	в свои	1	1
102	и его	22	1
103	перейти к	1	1
104	это по	1	1
105	ли не	1	1
106	нашей работы	1	1
107	изучать в	1	1
108	никак не	1	1
109	в данном	4	1
110	на все	3	1
111	только для	2	1
112	далеки от	1	1
113	в области	4	1
114	и по	5	1
115	подвести итоги	1	1
116	первый план	4	1
117	метод не	1	1
118	с помощью	20	1
119	же самое	2	1
120	один из	10	1
121	так и	14	1
122	в то	7	1
123	полагает что	1	1
124	пишет он	2	1
125	бы они	1	1
126	наука о	2	1
127	развиваться в	1	1
128	ни одно	2	1
129	в котором	4	1
130	те же	9	1
131	потому его	1	1
132	именно на	1	1
133	не выходит	2	1
134	между собой	4	1
135	него и	1	1
136	же это	1	1
137	отнюдь не	5	1
138	и не	34	1
139	со своими	1	1
140	выходит за	2	1
141	но она	1	1
142	всяком случае	8	1
143	он ни	1	1
144	оставаясь на	1	1
145	хотелось бы	1	1
146	благодаря тому	2	1
147	говорит за	1	1
148	настоящее время	1	1
149	и о	6	1
150	это вовсе	4	1
151	и должны	3	1
152	но не	7	1
153	может служить	1	1
154	они не	3	1
155	не способен	1	1
156	в него	2	1
157	правда он	1	1
158	благодаря этому	1	1
159	диалектического материализма	1	1
160	его собственные	1	1
161	и им	1	1
162	в цельном	1	1
163	этой области	4	1
164	для этого	6	1
165	прежде всего	26	1
166	стр в	1	1
167	тем что	1	1
168	что она	5	1
169	тем же	3	1
170	же законы	1	1
171	в систему	4	1
172	стиля как	1	1
173	в каждом	1	1
174	часть нашей	1	1
175	он по	1	1
176	в строгом	1	1
177	на тех	1	1
178	бы видеть	1	1
179	и основательно	1	1
180	и благодаря	1	1
181	помощью тех	1	1
182	перенес в	1	1
183	в чем	9	1
184	на основании	5	1
185	а с	2	1
186	мы еще	1	1
187	ними в	1	1
188	а между	1	1
189	же не	1	1
190	но только	1	1
191	не дает	4	1
192	в область	1	1
193	психологии и	3	1
194	конечном счете	3	1
195	марксизма в	1	1
196	его в	11	1
197	в наше	1	1
198	зависит от	2	1
199	представляется нам	3	1
200	крайней мере	1	1
201	тотчас же	1	1
202	в процессе	5	1
203	между собою	2	1
204	я и	7	1
205	новое и	2	1
206	по широте	1	1
207	вовсе не	16	1
208	даже не	1	1
209	этот основной	2	1
210	с одной	2	1
211	и наконец	12	1
212	дает никаких	1	1
213	для изучения	1	1
214	метода конечно	1	1
215	конечно не	10	1
216	о том	3	1
217	мы не	9	1
218	тому что	5	1
219	в заключение	5	1
220	но именно	2	1
221	наше время	1	1
222	эти вопросы	1	1
223	в этих	5	1
224	ровно ничего	2	1
225	у него	4	1
226	по себе	4	1
227	на первый	5	1
228	могут оказаться	1	1
229	перед нами	1	1
230	из тех	4	1
231	бы он	3	1
232	это дает	1	1
233	очень далеки	1	1
234	стр далее	1	1
235	вот в	1	1
236	отвечает требованиям	1	1
237	все то	3	1
238	хотя бы	7	1
239	же время	6	1
240	наконец в	1	1
241	что на	1	1
242	это не	5	1
243	одной стороны	2	1
244	бы в	2	1
245	и должно	1	1
246	и научно	1	1
247	полемизируя с	1	1
248	конечно только	2	1
249	в виде	1	1
250	в настоящее	1	1
251	именно в	4	1
252	никогда не	10	1
253	и есть	3	1
254	не может	30	1
255	стр мы	1	1
256	между ними	5	1
257	и как	3	1
258	что все	7	1
259	не без	3	1
260	как и	13	1
261	ничего не	5	1
262	в них	3	1
